T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
2700       0.121864        3.56925e+06     8817.23         7721.23         1.07984         1.24493         972.643         3.81089e-05     0.000114532     0.912791        
2800       0.111705        4.38501e+06     9113.83         8349.14         1.08822         1.25933         1017.83         8.69696e-05     0.000117385     0.983583        
2900       0.10286         5.1875e+06      9395.52         7497.22         1.08065         1.26352         1066.16         0.000214684     0.000120274     0.896076        
3000       0.0957754       5.86361e+06     9624.88         6012.06         1.06505         1.26475         1113.5          0.000538829     0.000123159     0.747092        
3100       0.0901741       6.39807e+06     9800.24         4745.82         1.05097         1.27137         1158.25         0.00129192      0.000126004     0.622993        
3200       0.0855998       6.82678e+06     9936.42         3890.53         1.04108         1.28333         1200.03         0.00290684      0.000128798     0.539383        
3300       0.0817145       7.18606e+06     10047           3331.77         1.03444         1.29783         1239.1          0.00614342      0.000131542     0.47458         
3400       0.0783191       7.49843e+06     10140.3         2933.92         1.02961         1.31367         1276.36         0.0122593       0.000134247     0.435693        
3500       0.075302        7.7754e+06      10220.6         2614.49         1.02563         1.33114         1312.85         0.0232409       0.000136932     0.403211        
3600       0.0725956       8.02272e+06     10290.3         2337.55         1.02203         1.35087         1349.34         0.0421358       0.000139597     0.375468        
3700       0.0701521       8.244e+06       10350.9         2093.44         1.01869         1.37313         1386.16         0.0735608       0.00014226      0.351228        
3800       0.0679331       8.44252e+06     10403.9         1882.76         1.01563         1.3975          1423.2          0.124485        0.000144925     0.330949        
3900       0.0659051       8.62172e+06     10450.5         1707.31         1.01292         1.4229          1459.96         0.205354        0.000147593     0.314976        
4000       0.0640395       8.78514e+06     10491.8         1566.7          1.0106          1.44776         1495.66         0.331531        0.000150265     0.303309        
4100       0.0623115       8.93614e+06     10529.1         1458.22         1.00867         1.47032         1529.49         0.524962        0.000152936     0.295671        
4200       0.0607009       9.07772e+06     10563.3         1377.79         1.0071          1.48907         1560.72         0.815879        0.000155609     0.291532        
4300       0.0591908       9.21249e+06     10595           1321.06         1.00584         1.50297         1588.85         1.24442         0.000158278     0.290546        
4400       0.057768        9.34259e+06     10624.9         1284.03         1.00487         1.51153         1613.65         1.86207         0.000160933     0.292613        
4500       0.0564212       9.46984e+06     10653.5         1263.4          1.00411         1.51476         1635.16         2.73295         0.000163585     0.297169        
4600       0.0551418       9.59573e+06     10681.1         1256.58         1.00355         1.51309         1653.57         3.93505         0.000166227     0.304587        
4700       0.0539221       9.72155e+06     10708.2         1261.58         1.00315         1.50716         1669.21         5.5615          0.000168861     0.313736        
4800       0.0527561       9.84839e+06     10734.9         1276.91         1.00289         1.49775         1682.51         7.72171         0.000171481     0.324976        
4900       0.0516385       9.97723e+06     10761.5         1301.36         1.00274         1.48571         1693.89         10.5429         0.000174094     0.338207        
5000       0.0505649       1.01089e+07     10788.1         1333.83         1.0027          1.47191         1703.85         14.1707         0.000176695     0.353306        
5100       0.0495314       1.02442e+07     10814.9         1373.23         1.00274         1.45716         1712.85         18.7708         0.000179286     0.370089        
5200       0.0485347       1.03838e+07     10842           1418.31         1.00286         1.44222         1721.36         24.5285         0.000181864     0.38828         
5300       0.0475721       1.0528e+07      10869.4         1467.56         1.00304         1.42775         1729.78         31.6495         0.000184431     0.407492        
5400       0.046641        1.06774e+07     10897.4         1519.15         1.00327         1.41429         1738.5          40.3584         0.000186987     0.427206        
5500       0.0457397       1.08319e+07     10925.7         1570.86         1.00354         1.4023          1747.86         50.8966         0.00018953      0.446775        
5600       0.0448665       1.09914e+07     10954.5         1620.14         1.00383         1.39214         1758.13         63.5191         0.000192062     0.465453        
5700       0.0440202       1.11557e+07     10983.5         1664.17         1.00412         1.38408         1769.54         78.4918         0.000194582     0.48243         
5800       0.0432002       1.1324e+07      11012.8         1700.11         1.00439         1.3783          1782.29         96.0827         0.000197091     0.496919        
5900       0.0424058       1.14954e+07     11042.1         1725.32         1.0046          1.37495         1796.53         116.56          0.000199589     0.50826         
6000       0.0416369       1.16687e+07     11071.2         1737.79         1.00475         1.3741          1812.34         140.178         0.000202076     0.516018        
6100       0.0408934       1.18425e+07     11099.9         1736.46         1.00482         1.37575         1829.79         167.175         0.000204554     0.520096        
6200       0.0401751       1.20155e+07     11128.1         1721.56         1.00479         1.37985         1848.84         197.759         0.00020702      0.520767        
6300       0.0394819       1.21864e+07     11155.4         1694.68         1.00468         1.38621         1869.39         232.109         0.000209477     0.518685        
6400       0.0388134       1.23541e+07     11181.8         1658.65         1.0045          1.3945          1891.23         270.358         0.000211924     0.514779        
6500       0.0381692       1.25179e+07     11207.2         1617.15         1.00426         1.40424         1914            312.593         0.00021436      0.510118        
6600       0.0375482       1.26775e+07     11231.6         1574.09         1.00399         1.41477         1937.25         358.858         0.000216786     0.505756        
6700       0.0369495       1.28328e+07     11255           1533.11         1.00371         1.42533         1960.42         409.146         0.0002192       0.502584        
6800       0.0363718       1.29843e+07     11277.4         1497.09         1.00346         1.43513         1982.96         463.401         0.0002216       0.501259        
6900       0.0358137       1.31325e+07     11299           1468            1.00324         1.44345         2004.35         521.528         0.000223987     0.50219         
7000       0.0352737       1.32782e+07     11320           1446.9          1.00308         1.44976         2024.21         583.389         0.000226362     0.505535        
7100       0.0347506       1.34221e+07     11340.4         1434.12         1.00297         1.45376         2042.31         648.804         0.000228714     0.511337        
7200       0.034243        1.35652e+07     11360.4         1429.45         1.00292         1.4554          2058.6          717.574         0.000231047     0.519478        
7300       0.0337499       1.37083e+07     11380.2         1432.42         1.00293         1.45477         2073.13         789.468         0.000233357     0.529795        
7400       0.0332701       1.3852e+07      11399.7         1442.38         1.003           1.45215         2086.08         864.239         0.000235643     0.5421          
7500       0.0328026       1.3997e+07      11419.2         1458.65         1.00312         1.44786         2097.66         941.63          0.000237894     0.556794        
7600       0.0323467       1.41439e+07     11438.6         1480.6          1.00329         1.44224         2108.1          1021.37         0.00024012      0.572627        
7700       0.0319016       1.42933e+07     11458.2         1507.68         1.00351         1.43561         2117.64         1103.21         0.000242315     0.58994         
7800       0.0314666       1.44456e+07     11477.8         1539.4          1.00377         1.42827         2126.49         1186.86         0.000244475     0.608596        
7900       0.031041        1.46013e+07     11497.6         1575.36         1.00408         1.42046         2134.82         1272.09         0.000246596     0.628475        
8000       0.0306244       1.47608e+07     11517.7         1615.21         1.00444         1.41239         2142.8          1358.65         0.000248675     0.649467        
8100       0.0302161       1.49244e+07     11538           1658.67         1.00483         1.40423         2150.57         1446.3          0.00025071      0.671482        
8200       0.0298157       1.50926e+07     11558.7         1705.48         1.00527         1.39612         2158.23         1534.85         0.000252699     0.694432        
8300       0.0294229       1.52656e+07     11579.6         1755.41         1.00574         1.38815         2165.87         1624.08         0.000254627     0.718437        
8400       0.0290372       1.54438e+07     11601           1808.26         1.00625         1.38042         2173.58         1713.81         0.000256518     0.743008        
8500       0.0286582       1.56274e+07     11622.7         1863.82         1.0068          1.37299         2181.41         1803.88         0.000258347     0.76834         
8600       0.0282856       1.58166e+07     11644.8         1921.88         1.00739         1.3659          2189.42         1894.13         0.000260125     0.794252        
8700       0.0279192       1.60118e+07     11667.4         1982.23         1.008           1.35918         2197.64         1984.43         0.000261839     0.820761        
8800       0.0275587       1.62132e+07     11690.4         2044.64         1.00866         1.35287         2206.11         2074.65         0.000263493     0.847735        
8900       0.0272038       1.64208e+07     11713.9         2108.88         1.00934         1.34697         2214.85         2164.68         0.000265087     0.875091        
9000       0.0268543       1.6635e+07      11737.8         2174.69         1.01005         1.34148         2223.89         2254.44         0.000266619     0.902736        
9100       0.02651         1.68558e+07     11762.2         2241.78         1.01079         1.33642         2233.24         2343.82         0.000268089     0.93058         
9200       0.0261707       1.70834e+07     11787.1         2309.86         1.01155         1.33176         2242.91         2432.73         0.000269499     0.958527        
9300       0.0258364       1.73178e+07     11812.4         2378.61         1.01233         1.32752         2252.91         2521.13         0.000270848     0.986476        
9400       0.0255069       1.75591e+07     11838.2         2447.69         1.01313         1.32367         2263.23         2608.93         0.000272143     1.01427         
9500       0.025182        1.78073e+07     11864.5         2516.75         1.01394         1.3202          2273.89         2696.08         0.000273375     1.04192         
9600       0.0248618       1.80624e+07     11891.2         2585.43         1.01475         1.3171          2284.88         2782.53         0.00027455      1.06927         
9700       0.024546        1.83244e+07     11918.4         2653.36         1.01557         1.31433         2296.19         2868.23         0.000275671     1.09621         
9800       0.0242348       1.85931e+07     11945.9         2720.18         1.01638         1.31189         2307.82         2953.14         0.000276743     1.12265         
9900       0.0239281       1.88684e+07     11973.9         2785.52         1.01719         1.30976         2319.75         3037.23         0.000277765     1.14849         
10000      0.0236258       1.91501e+07     12002.2         2849.04         1.01798         1.30789         2331.98         3120.47         0.000278741     1.17366         
10100      0.023328        1.94381e+07     12030.8         2910.44         1.01875         1.30628         2344.48         3202.82         0.00027968      1.19787         
10200      0.0230346       1.97321e+07     12059.8         2969.43         1.01949         1.30489         2357.25         3284.24         0.000280573     1.22148         
10300      0.0227457       2.00319e+07     12089           3025.8          1.0202          1.30371         2370.26         3364.73         0.000281428     1.24421         
10400      0.0224613       2.03372e+07     12118.5         3079.39         1.02088         1.30269         2383.5          3444.26         0.000282249     1.26602         
10500      0.0221815       2.06477e+07     12148.3         3130.1          1.02152         1.30181         2396.93         3522.83         0.000283037     1.28688         
10600      0.0219062       2.09631e+07     12178.2         3177.94         1.02212         1.30103         2410.52         3600.43         0.000283793     1.30679         
10700      0.0216355       2.12832e+07     12208.2         3223.02         1.02266         1.30034         2424.26         3677.07         0.000284518     1.32576         
10800      0.0213693       2.16076e+07     12238.4         3265.54         1.02317         1.29969         2438.1          3752.74         0.000285215     1.34381         
10900      0.0211078       2.19362e+07     12268.7         3305.82         1.02362         1.29905         2452.01         3827.46         0.000285881     1.36099         
11000      0.0208508       2.22688e+07     12299           3344.31         1.02403         1.29839         2465.95         3901.25         0.000286515     1.37736         
11100      0.0205984       2.26051e+07     12329.5         3381.54         1.0244          1.29768         2479.89         3974.12         0.000287115     1.39299         
11200      0.0203505       2.2945e+07      12360           3418.21         1.02472         1.29687         2493.78         4046.12         0.000287678     1.40797         
11300      0.0201071       2.32887e+07     12390.5         3455.06         1.02501         1.29595         2507.58         4117.29         0.0002882       1.42241         
11400      0.0198681       2.36361e+07     12421.1         3492.98         1.02527         1.29487         2521.25         4187.67         0.000288677     1.43643         
11500      0.0196333       2.39874e+07     12451.8         3532.91         1.02551         1.29362         2534.76         4257.33         0.0002891       1.45013         
11600      0.0194028       2.43428e+07     12482.6         3575.83         1.02574         1.29218         2548.07         4326.32         0.000289466     1.46364         
11700      0.0191762       2.47027e+07     12513.5         3622.79         1.02597         1.29052         2561.15         4394.71         0.000289762     1.47708         
11800      0.0189536       2.50675e+07     12544.5         3674.83         1.0262          1.28865         2573.99         4462.59         0.000289981     1.49059         
11900      0.0187346       2.54378e+07     12575.8         3732.98         1.02645         1.28657         2586.57         4530.03         0.000290112     1.50427         
12000      0.0185192       2.58143e+07     12607.3         3798.24         1.02673         1.28427         2598.89         4597.12         0.000290145     1.51826         
12100      0.0183071       2.61978e+07     12639.1         3871.74         1.02705         1.28177         2610.96         4663.95         0.000290068     1.53274         
12200      0.0180981       2.6589e+07      12671.3         3954.16         1.02742         1.27912         2622.79         4730.61         0.000289866     1.54772         
12300      0.0178919       2.69889e+07     12703.9         4046.29         1.02785         1.27633         2634.44         4797.19         0.000289526     1.56331         
12400      0.0176884       2.73986e+07     12737.1         4148.84         1.02835         1.27346         2645.92         4863.78         0.000289039     1.5796          
12500      0.0174874       2.78191e+07     12770.9         4262.4          1.02892         1.27055         2657.3          4930.46         0.000288386     1.59664         
12600      0.0172886       2.82515e+07     12805.3         4387.45         1.02958         1.26763         2668.63         4997.33         0.000287555     1.61451         
12700      0.0170918       2.86969e+07     12840.5         4524.39         1.03032         1.26477         2679.95         5064.46         0.000286533     1.63327         
12800      0.0168968       2.91567e+07     12876.6         4673.52         1.03115         1.262           2691.32         5131.93         0.000285294     1.65305         
12900      0.0167034       2.96321e+07     12913.6         4835.06         1.03209         1.25936         2702.81         5199.8          0.00028385      1.67373         
13000      0.0165114       3.01242e+07     12951.6         5009.11         1.03312         1.25689         2714.45         5268.14         0.00028218      1.69543         
13100      0.0163206       3.06343e+07     12990.7         5195.74         1.03425         1.25462         2726.31         5336.99         0.00028027      1.71817         
13200      0.0161308       3.11637e+07     13030.9         5394.92         1.03549         1.25258         2738.43         5406.41         0.000278114     1.74199         
13300      0.015942        3.17137e+07     13072.5         5606.57         1.03684         1.25079         2750.84         5476.43         0.000275705     1.7669          
13400      0.0157539       3.22855e+07     13115.3         5830.54         1.03828         1.24926         2763.59         5547.09         0.000273038     1.79293         
13500      0.0155665       3.28802e+07     13159.5         6066.61         1.03983         1.24801         2776.71         5618.39         0.000270108     1.82008         
13600      0.0153796       3.34992e+07     13205.2         6314.54         1.04149         1.24704         2790.23         5690.38         0.000266917     1.84839         
13700      0.0151931       3.41435e+07     13252.4         6574.01         1.04324         1.24636         2804.17         5763.04         0.000263463     1.87785         
13800      0.015007        3.48143e+07     13301.2         6844.63         1.0451          1.24596         2818.56         5836.38         0.000259751     1.9085          
13900      0.0148212       3.55128e+07     13351.6         7125.99         1.04704         1.24584         2833.4          5910.4          0.000255787     1.94032         
14000      0.0146356       3.62399e+07     13403.7         7417.61         1.04908         1.246           2848.72         5985.08         0.000251579     1.97332         
14100      0.0144502       3.69966e+07     13457.6         7718.94         1.05121         1.24643         2864.53         6060.4          0.000247138     2.00752         
14200      0.014265        3.7784e+07      13513.2         8029.39         1.05342         1.24712         2880.83         6136.35         0.000242475     2.0429          
14300      0.01408         3.86028e+07     13570.7         8348.29         1.0557          1.24805         2897.64         6212.89         0.000237604     2.07945         
14400      0.0138952       3.94539e+07     13630           8674.94         1.05805         1.24922         2914.96         6289.98         0.000232542     2.11716         
14500      0.0137106       4.0338e+07      13691.2         9008.54         1.06047         1.25061         2932.8          6367.6          0.000227307     2.156           
14600      0.0135263       4.12558e+07     13754.3         9348.25         1.06294         1.2522          2951.16         6445.7          0.000221917     2.19596         
14700      0.0133423       4.22078e+07     13819.2         9693.14         1.06546         1.25398         2970.04         6524.24         0.000216392     2.23698         
14800      0.0131586       4.31946e+07     13886.1         10042.2         1.06802         1.25593         2989.43         6603.17         0.000210752     2.27902         
14900      0.0129754       4.42164e+07     13954.9         10394.4         1.0706          1.25804         3009.35         6682.45         0.000205017     2.32201         
15000      0.0127928       4.52735e+07     14025.7         10748.7         1.07321         1.26029         3029.78         6762.01         0.00019921      2.36589         
15100      0.0126108       4.63661e+07     14098.2         11103.6         1.07582         1.26265         3050.72         6841.82         0.000193351     2.41058         
15200      0.0124295       4.74942e+07     14172.7         11458.1         1.07842         1.26512         3072.17         6921.82         0.000187461     2.45597         
15300      0.0122491       4.86577e+07     14249           11810.7         1.08101         1.26768         3094.12         7001.95         0.000181559     2.50197         
15400      0.0120696       4.98563e+07     14327.1         12160           1.08357         1.27029         3116.56         7082.17         0.000175664     2.54845         
15500      0.0118913       5.10896e+07     14406.9         12504.5         1.08609         1.27295         3139.49         7162.42         0.000169795     2.59528         
15600      0.0117142       5.2357e+07      14488.4         12842.6         1.08856         1.27564         3162.88         7242.64         0.00016397      2.64232         
15700      0.0115385       5.36578e+07     14571.5         13172.6         1.09096         1.27834         3186.73         7322.79         0.000158204     2.68942         
15800      0.0113643       5.49912e+07     14656.2         13493           1.09327         1.28102         3211.02         7402.81         0.000152513     2.73643         
15900      0.0111918       5.6356e+07      14742.3         13802           1.09549         1.28368         3235.74         7482.66         0.00014691      2.78316         
16000      0.0110211       5.77511e+07     14829.8         14097.9         1.0976          1.28628         3260.87         7562.28         0.000141408     2.82945         
16100      0.0108523       5.91751e+07     14918.5         14378.9         1.09959         1.28882         3286.39         7641.62         0.000136016     2.87511         
16200      0.0106857       6.06264e+07     15008.3         14643.4         1.10145         1.29128         3312.28         7720.63         0.000130747     2.91997         
16300      0.0105213       6.21032e+07     15099.2         14889.6         1.10316         1.29364         3338.52         7799.28         0.000125607     2.96383         
16400      0.0103593       6.36036e+07     15191           15116.1         1.10471         1.29589         3365.08         7877.53         0.000120607     3.00657         
16500      0.0101998       6.51257e+07     15283.5         15321.1         1.10609         1.298           3391.93         7955.31         0.000115747     3.04789         
16600      0.010043        6.66671e+07     15376.7         15503.3         1.10729         1.29998         3419.07         8032.61         0.000111033     3.08768         
16700      0.00988889      6.82255e+07     15470.3         15661.4         1.1083          1.30181         3446.44         8109.37         0.000106472     3.12578         
16800      0.00973769      6.97985e+07     15564.2         15794.2         1.10912         1.30348         3474.04         8185.57         0.000102064     3.16202         
16900      0.00958948      7.13835e+07     15658.2         15900.7         1.10974         1.30498         3501.82         8261.17         9.78118e-05     3.19627         
17000      0.00944434      7.29777e+07     15752.3         15980.3         1.11015         1.3063          3529.76         8336.14         9.37168e-05     3.2284          
17100      0.00930236      7.45786e+07     15846.2         16032.3         1.11036         1.30745         3557.83         8410.44         8.97788e-05     3.2583          
17200      0.00916361      7.61833e+07     15939.7         16056.3         1.11035         1.30843         3586            8484.06         8.59972e-05     3.28588         
17300      0.00902815      7.77889e+07     16032.8         16052.4         1.11014         1.30922         3614.24         8556.96         8.23709e-05     3.31107         
17400      0.00889602      7.93928e+07     16125.3         16020.7         1.10973         1.30984         3642.53         8629.11         7.88978e-05     3.33383         
17500      0.00876727      8.09922e+07     16216.9         15961.5         1.10911         1.31029         3670.82         8700.5          7.55759e-05     3.35413         
17600      0.00864191      8.25842e+07     16307.6         15875.6         1.1083          1.31058         3699.11         8771.12         7.24024e-05     3.37197         
17700      0.00851996      8.41664e+07     16397.3         15763.9         1.10731         1.31071         3727.35         8840.93         6.93741e-05     3.38738         
17800      0.00840142      8.57362e+07     16485.7         15627.6         1.10613         1.3107          3755.53         8909.92         6.64875e-05     3.4004          
17900      0.00828628      8.72912e+07     16572.8         15467.9         1.10479         1.31055         3783.61         8978.08         6.37388e-05     3.4111          
18000      0.00817451      8.88291e+07     16658.5         15286.4         1.1033          1.31029         3811.59         9045.39         6.1124e-05      3.41957         
18100      0.00806608      9.03478e+07     16742.7         15084.9         1.10166         1.30992         3839.43         9111.85         5.86391e-05     3.42591         
18200      0.00796095      9.18454e+07     16825.2         14865.3         1.09989         1.30946         3867.13         9177.44         5.62796e-05     3.43026         
18300      0.00785907      9.33203e+07     16906           14629.4         1.09801         1.30893         3894.65         9242.14         5.40411e-05     3.43275         
18400      0.00776037      9.47708e+07     16985           14379.3         1.09603         1.30833         3922            9305.95         5.19191e-05     3.43354         
18500      0.00766479      9.61957e+07     17062.3         14117.1         1.09396         1.3077          3949.14         9368.87         4.99091e-05     3.43279         
18600      0.00757225      9.75939e+07     17137.6         13845           1.09182         1.30703         3976.08         9430.89         4.8004e-05      3.43078         
18700      0.00748267      9.89645e+07     17211.1         13565.1         1.08962         1.30636         4002.8          9492.01         4.6204e-05      3.42747         
18800      0.00739597      1.00307e+08     17282.7         13279.3         1.08739         1.30568         4029.29         9552.21         4.45023e-05     3.42315         
18900      0.00731206      1.0162e+08      17352.4         12989.8         1.08512         1.30502         4055.55         9611.52         4.28944e-05     3.41799         
19000      0.00723084      1.02905e+08     17420.2         12698.4         1.08284         1.30439         4081.56         9669.88         4.13759e-05     3.41216         
19100      0.00715222      1.0416e+08      17486.1         12406.9         1.08056         1.30379         4107.32         9727.31         3.99425e-05     3.40583         
19200      0.0070761       1.05386e+08     17550.1         12117           1.07829         1.30324         4132.83         9783.81         3.859e-05       3.39917         
19300      0.00700238      1.06583e+08     17612.3         11830.3         1.07604         1.30275         4158.09         9839.37         3.73143e-05     3.39233         
19400      0.00693097      1.07752e+08     17672.7         11548.1         1.07381         1.30231         4183.08         9894.01         3.61092e-05     3.38559         
19500      0.00686177      1.08893e+08     17731.4         11271.7         1.07163         1.30194         4207.81         9947.73         3.49751e-05     3.37886         
19600      0.00679469      1.10007e+08     17788.3         11002.2         1.06949         1.30164         4232.26         10000.5         3.39061e-05     3.37236         
19700      0.00672962      1.11094e+08     17843.7         10740.6         1.0674          1.30141         4256.45         10052.4         3.28988e-05     3.3662          
19800      0.00666647      1.12155e+08     17897.4         10487.5         1.06538         1.30125         4280.37         10103.4         3.19497e-05     3.36049         
19900      0.00660516      1.13192e+08     17949.6         10243.7         1.06341         1.30116         4304.01         10153.4         3.10554e-05     3.35532         
20000      0.0065456       1.14204e+08     18000.4         10009.6         1.06152         1.30114         4327.37         10202.5         3.02129e-05     3.35077         
20100      0.00648769      1.15194e+08     18049.7         9785.47         1.05969         1.30119         4350.45         10250.6         2.94189e-05     3.3469          
20200      0.00643136      1.16162e+08     18097.8         9571.65         1.05794         1.30129         4373.26         10297.9         2.86709e-05     3.34378         
20300      0.00637653      1.17109e+08     18144.5         9368.19         1.05626         1.30145         4395.79         10344.2         2.79659e-05     3.34145         
20400      0.00632312      1.18036e+08     18190.1         9175.05         1.05466         1.30167         4418.03         10389.7         2.73015e-05     3.33996         
20500      0.00627107      1.18944e+08     18234.5         8992.12         1.05313         1.30193         4440.01         10434.3         2.66752e-05     3.33933         
20600      0.0062203       1.19835e+08     18277.8         8819.18         1.05167         1.30224         4461.71         10478.1         2.60846e-05     3.33959         
20700      0.00617075      1.20708e+08     18320.1         8655.93         1.05028         1.30259         4483.14         10521           2.55276e-05     3.34075         
20800      0.00612236      1.21566e+08     18361.5         8502.01         1.04897         1.30297         4504.3          10563.1         2.50021e-05     3.34281         
20900      0.00607507      1.22409e+08     18401.9         8356.99         1.04772         1.30338         4525.21         10604.3         2.45061e-05     3.34576         
21000      0.00602882      1.23238e+08     18441.5         8220.4          1.04653         1.30383         4545.87         10644.8         2.40379e-05     3.34962         
21100      0.00598358      1.24053e+08     18480.2         8091.74         1.04541         1.30429         4566.29         10684.5         2.35957e-05     3.35438         
21200      0.00593928      1.24856e+08     18518.2         7970.46         1.04435         1.30478         4586.48         10723.5         2.31781e-05     3.36004         
21300      0.00589589      1.25648e+08     18555.4         7856.02         1.04334         1.30529         4606.45         10761.9         2.27835e-05     3.36657         
21400      0.00585337      1.26428e+08     18592           7747.86         1.04238         1.30582         4626.22         10799.5         2.24105e-05     3.37395         
21500      0.00581168      1.27197e+08     18627.8         7645.43         1.04147         1.30638         4645.79         10836.5         2.20578e-05     3.38216         
21600      0.00577078      1.27957e+08     18663.1         7548.16         1.04061         1.30695         4665.18         10872.9         2.17243e-05     3.39117         
21700      0.00573064      1.28707e+08     18697.7         7455.53         1.03978         1.30754         4684.41         10908.8         2.14089e-05     3.40099         
21800      0.00569124      1.29448e+08     18731.8         7367.03         1.03899         1.30815         4703.48         10944.2         2.11105e-05     3.41159         
21900      0.00565254      1.30181e+08     18765.3         7282.17         1.03824         1.30878         4722.41         10979.1         2.08254e-05     3.423           
22000      0.00561452      1.30905e+08     18798.3         7200.52         1.03751         1.30944         4741.2          11013.6         2.05579e-05     3.43509         
22100      0.00557716      1.31621e+08     18830.8         7121.65         1.03682         1.31011         4759.88         11047.6         2.03048e-05     3.44787         
22200      0.00554044      1.32329e+08     18862.8         7045.2          1.03614         1.3108          4778.45         11081.3         2.00652e-05     3.46134         
22300      0.00550433      1.3303e+08      18894.3         6970.84         1.03549         1.31152         4796.92         11114.7         1.98386e-05     3.47547         
22400      0.00546881      1.33723e+08     18925.3         6898.3          1.03486         1.31226         4815.3          11147.8         1.96243e-05     3.49024         
22500      0.00543388      1.3441e+08      18955.9         6827.35         1.03424         1.31301         4833.58         11180.7         1.94216e-05     3.50563         
22600      0.00539952      1.35089e+08     18986           6757.79         1.03364         1.31379         4851.79         11213.4         1.923e-05       3.52163         
22700      0.0053657       1.35761e+08     19015.7         6689.5          1.03304         1.31458         4869.91         11245.9         1.9049e-05      3.53821         
22800      0.00533242      1.36427e+08     19044.9         6622.38         1.03247         1.31539         4887.96         11278.2         1.8878e-05      3.55535         
22900      0.00529966      1.37086e+08     19073.8         6556.37         1.0319          1.31621         4905.92         11310.5         1.87167e-05     3.57301         
23000      0.00526741      1.37738e+08     19102.2         6491.48         1.03134         1.31704         4923.8          11342.7         1.85646e-05     3.59118         
23100      0.00523565      1.38384e+08     19130.2         6427.74         1.03079         1.31787         4941.59         11374.9         1.84214e-05     3.60986         
23200      0.00520438      1.39024e+08     19157.8         6365.21         1.03024         1.3187          4959.28         11407           1.82866e-05     3.62906         
23300      0.00517358      1.39657e+08     19185.1         6304            1.02971         1.31952         4976.86         11439.2         1.81598e-05     3.64874         
23400      0.00514325      1.40285e+08     19212           6244.24         1.02918         1.32033         4994.33         11471.4         1.80408e-05     3.66888         
23500      0.00511336      1.40906e+08     19238.5         6186.09         1.02866         1.32112         5011.66         11503.6         1.79292e-05     3.68945         
