T(K)      0.0e+00        1.0e-04        5.0e-04        1.0e-03        2.5e-03        5.0e-03        1.0e-02        5.0e-02        1.0e-01        
300       3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   3.30405e-218   
400       7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   7.75941e-165   
500       4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   4.66839e-131   
600       8.34852e-107   8.34852e-107   8.34852e-107   8.34852e-107   8.34852e-107   8.34852e-107   8.34852e-107   8.34851e-107   8.3485e-107    
700       1.25587e-88    1.25587e-88    1.25586e-88    1.25585e-88    1.25583e-88    1.25579e-88    1.2557e-88     1.25503e-88    1.25419e-88    
800       4.33112e-75    4.33068e-75    4.32893e-75    4.32674e-75    4.3202e-75     4.30932e-75    4.2877e-75     4.12133e-75    3.92871e-75    
900       1.48562e-64    1.48144e-64    1.46493e-64    1.44472e-64    1.38679e-64    1.29862e-64    1.14924e-64    6.09826e-65    4.20437e-65    
1000      3.98574e-56    3.83347e-56    3.311e-56      2.81276e-56    1.93284e-56    1.3201e-56     8.61254e-57    2.98128e-57    2.24356e-57    
1100      6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    6.00753e-29    
1200      1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    1.54254e-25    
1300      1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    1.17907e-22    
1400      2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    2.42527e-17    
1500      3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    3.63685e-15    
1600      2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    2.87945e-13    
1700      1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    1.34099e-11    
1800      3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    3.90246e-10    
1900      7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    7.26807e-09    
2000      9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    9.22053e-08    
2100      9.31509e-07    9.31509e-07    9.31509e-07    9.31508e-07    9.31506e-07    9.31502e-07    9.31495e-07    9.31445e-07    9.31397e-07    
2200      8.3146e-06     8.31444e-06    8.31384e-06    8.31311e-06    8.31111e-06    8.30828e-06    8.30403e-06    8.29352e-06    8.291e-06      
2300      6.44154e-05    6.43678e-05    6.42061e-05    6.40547e-05    6.37948e-05    6.36215e-05    6.35052e-05    6.3394e-05     6.33805e-05    
2400      0.000426609    0.000420987    0.000410689    0.000406691    0.000403516    0.000402302    0.000401694    0.00040121     0.000401114    
2500      0.00247951     0.00223474     0.00210551     0.00208269     0.00206878     0.00206443     0.00206196     0.00205873     0.00205785     
2600      0.0132383      0.00916471     0.00855029     0.00847392     0.00842669     0.00840571     0.00839055     0.0083673      0.00836057     
2700      0.0659596      0.0291163      0.0271176      0.0268569      0.0266418      0.0265274      0.0264377      0.0262963      0.0262588      
2800      0.296115       0.0737725      0.0679412      0.0668955      0.0659063      0.0653388      0.0648921      0.064248       0.0640854      
2900      1.15995        0.160488       0.142715       0.138685       0.134668       0.132396       0.130681       0.128342       0.127763       
3000      3.96471        0.325408       0.27124        0.257447       0.243834       0.236354       0.230866       0.223545       0.221764       
3100      12.0099        0.651268       0.496031       0.454881       0.414998       0.393478       0.37798        0.357485       0.352552       
3200      32.7768        1.3165         0.906595       0.797122       0.692234       0.636381       0.596607       0.544166       0.531607       
3300      81.6858        2.67732        1.67977        1.41403        1.16123        1.02796        0.933646       0.809362       0.779637       
3400      187.941        5.39628        3.1435         2.54598        1.98033        1.68437        1.47553        1.2002         1.13433        
3500      402.946        10.6307        5.87165        4.6142         3.42803        2.81057        2.37542        1.80117        1.66365        
3600      811.835        20.2967        10.8191        8.32207        5.97241        4.75324        3.89432        2.75943        2.48748        
3700      1548.87        37.4327        19.5114        14.799         10.3718        8.07867        6.46287        4.32519        3.81282        
3800      2817.78        66.6896        34.3029        25.7977        17.8142        13.6819        10.7689        6.9102         5.98548        
3900      4918.28        114.994        58.7357        43.9732        30.1205        22.9496        17.8911        11.1833        9.57659        
4000      8280.1         192.418        98.0147        73.2545        50.0177        37.9808        29.4836        18.2042        15.5046        
4100      13505.6        313.326        159.648        119.354        81.524         61.9064        48.046         29.6305        25.2268        
4200      21422.1        497.834        254.274        190.432        130.457        99.3131        77.2889        48.0012        41.0044        
4300      33144.9        773.7          396.772        298.005        205.155        156.863        122.678        77.1811        66.3241        
4400      50151.2        1178.7         607.674        458.124        317.415        244.108        192.158        122.962        106.471        
4500      74366.3        1763.67        915.024        692.929        483.782        374.62         297.168        193.934        169.363        
4600      108262         2596.24        1356.73        1032.67        727.217        567.481        453.997        302.664        266.69         
4700      154966         3765.75        1983.71        1518.4         1079.39        849.343        685.679        467.389        415.543        
4800      218387         5388.97        2863.56        2205.17        1583.36        1256.82        1024.21        713.966        640.305        
4900      303344         7618.64        4086.59        3167.41        2298.29        1840.89        1514.77        1079.75        976.443        
5000      415710         10650.7        5769.9         4502.18        3301.98        2669.14        2217.64        1615.09        1471.9         
5100      562570         14739          8068.26        6339.06        4699.79        3834.22        3216.41        2390.93        2194.61        
5200      752371         20208.6        11182.5        8847.19        6630.76        5459.58        4623.07        3503.32        3236.92        
5300      995095         27473.6        15371.5        12245.8        9277.13        7708.16        6586.07        5080.73        4722.74        
5400      1.30243e+06    37067.8        20974.8        16824.9        12883.8        10800.7        9307.82        7300.79        6824.06        
5500      1.68793e+06    49649          28407.2        22938.7        17749.9        15006.2        13034          10378.7        9749.27        
5600      2.16722e+06    66061          38208.6        31053.7        24274.6        20685          18096.2        14608.9        13784.4        
5700      2.75822e+06    87433          51130          41832.3        33036.6        28367.2        24988.7        20440.5        19368.8        
5800      3.48115e+06    114962         67900          55897.9        44554          38510.3        34125.3        28232.6        26849.6        
5900      4.35904e+06    150319         89614.4        74218.9        59663.3        51875.8        46215.1        38628.4        36855          
