T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
4100       0.0632419       8.70758e+06     10553           1459.9          1.00802         1.4525          1509.46         0.525225        0.000150729     0.295089        
4200       0.0616145       8.85013e+06     10587.3         1395.39         1.0066          1.46501         1536.91         0.814833        0.000153359     0.293877        
4300       0.0600855       8.98746e+06     10619.6         1354.8          1.0055          1.47196         1560.89         1.24046         0.000155986     0.29615         
4400       0.0586417       9.12178e+06     10650.5         1334.78         1.00466         1.47317         1581.3          1.85238         0.0001586       0.301924        
4500       0.0572722       9.25501e+06     10680.5         1332.72         1.00404         1.46898         1598.31         2.71303         0.000161211     0.310831        
4600       0.0559681       9.38886e+06     10709.9         1346.72         1.00362         1.46008         1612.25         3.89817         0.000163809     0.323369        
4700       0.0547219       9.52485e+06     10739.1         1375.49         1.00337         1.44735         1623.59         5.49813         0.000166393     0.338789        
4800       0.0535271       9.66442e+06     10768.5         1418.24         1.00328         1.43179         1632.84         7.61896         0.00016897      0.357446        
4900       0.0523784       9.80894e+06     10798.3         1474.45         1.00332         1.41438         1640.54         10.384          0.000171536     0.37952         
5000       0.0512708       9.95974e+06     10828.8         1543.72         1.00349         1.39604         1647.24         13.9346         0.00017409      0.405097        
5100       0.0502003       1.01181e+07     10860.1         1625.63         1.00379         1.37759         1653.43         18.4318         0.000176631     0.434201        
5200       0.049163        1.02853e+07     10892.6         1719.55         1.00421         1.35969         1659.54         24.0562         0.000179159     0.466754        
5300       0.0481559       1.04624e+07     10926.3         1824.54         1.00474         1.34286         1665.96         31.0088         0.000181675     0.502534        
5400       0.047176        1.06505e+07     10961.5         1939.18         1.00538         1.32748         1672.97         39.5106         0.000184178     0.541123        
5500       0.0462211       1.08505e+07     10998.2         2061.43         1.00611         1.31379         1680.81         49.8011         0.000186666     0.581885        
5600       0.0452894       1.1063e+07      11036.5         2188.56         1.00693         1.30194         1689.65         62.1347         0.000189142     0.623935        
5700       0.0443793       1.12882e+07     11076.3         2317.04         1.00781         1.29198         1699.61         76.7809         0.000191604     0.666127        
5800       0.04349         1.15263e+07     11117.7         2442.59         1.00872         1.28391         1710.76         94.0153         0.000194051     0.707073        
5900       0.0426212       1.17765e+07     11160.5         2560.22         1.00962         1.27768         1723.13         114.117         0.000196486     0.745216        
6000       0.0417729       1.20379e+07     11204.4         2664.46         1.01049         1.27324         1736.77         137.356         0.000198906     0.778901        
6100       0.0409458       1.23088e+07     11249.2         2749.75         1.01127         1.27051         1751.67         163.994         0.000201315     0.806547        
6200       0.0401408       1.2587e+07      11294.4         2810.91         1.01191         1.26941         1767.82         194.26          0.00020371      0.826787        
6300       0.0393591       1.287e+07       11339.7         2843.74         1.01237         1.26991         1785.22         228.354         0.000206093     0.838686        
6400       0.0386021       1.31547e+07     11384.6         2845.7          1.01263         1.27196         1803.87         266.432         0.000208464     0.84189         
6500       0.0378712       1.34381e+07     11428.5         2816.43         1.01266         1.27554         1823.73         308.59          0.000210824     0.836733        
6600       0.0371674       1.3717e+07      11471.1         2758.05         1.01246         1.28065         1844.78         354.873         0.000213175     0.824246        
6700       0.0364914       1.39889e+07     11512           2675.07         1.01205         1.28725         1866.96         405.267         0.000215514     0.806047        
6800       0.0358435       1.42514e+07     11550.9         2573.92         1.01147         1.29528         1890.16         459.693         0.000217842     0.784138        
6900       0.0352233       1.45033e+07     11587.6         2462.08         1.01077         1.30459         1914.24         518.033         0.00022016      0.76065         
7000       0.0346299       1.47438e+07     11622.2         2347.16         1.00999         1.31493         1938.95         580.113         0.000222466     0.737572        
7100       0.034062        1.49729e+07     11654.7         2235.94         1.00921         1.32592         1963.96         645.726         0.00022475      0.717261        
7200       0.033518        1.51913e+07     11685.3         2133.85         1.00845         1.33706         1988.88         714.642         0.000227025     0.699681        
7300       0.0329961       1.54001e+07     11714.1         2044.63         1.00776         1.34778         2013.26         786.61          0.000229282     0.68618         
7400       0.0324943       1.56007e+07     11741.4         1970.41         1.00716         1.35755         2036.68         861.369         0.000231519     0.677109        
7500       0.0320109       1.57947e+07     11767.4         1911.91         1.00668         1.36586         2058.78         938.653         0.000233733     0.672504        
7600       0.0315441       1.59836e+07     11792.4         1868.91         1.0063          1.37239         2079.29         1018.2          0.000235922     0.672185        
7700       0.0310923       1.61689e+07     11816.7         1840.51         1.00604         1.37694         2098.09         1099.73         0.000238082     0.675836        
7800       0.030654        1.63521e+07     11840.3         1825.46         1.00588         1.37952         2115.18         1183.01         0.000240212     0.683085        
7900       0.0302281       1.65344e+07     11863.5         1822.38         1.00583         1.38025         2130.65         1267.77         0.000242307     0.693536        
8000       0.0298133       1.6717e+07      11886.5         1829.89         1.00587         1.37935         2144.68         1353.81         0.000244364     0.706805        
8100       0.0294088       1.69007e+07     11909.3         1846.69         1.00599         1.37709         2157.47         1440.87         0.000246382     0.722544        
8200       0.0290137       1.70866e+07     11932.1         1871.63         1.0062          1.37376         2169.27         1528.79         0.000248356     0.740435        
8300       0.0286273       1.72753e+07     11955           1903.69         1.00647         1.36963         2180.27         1617.35         0.000250281     0.760366        
8400       0.0282489       1.74675e+07     11978           1941.96         1.00681         1.36493         2190.69         1706.39         0.000252165     0.78178         
8500       0.027878        1.76639e+07     12001.3         1985.68         1.00721         1.35989         2200.7          1795.75         0.000253992     0.804627        
8600       0.0275141       1.78648e+07     12024.8         2034.19         1.00766         1.35466         2210.44         1885.29         0.000255766     0.828692        
8700       0.0271568       1.80708e+07     12048.6         2086.89         1.00817         1.34939         2220.05         1974.86         0.000257486     0.853801        
8800       0.0268057       1.82823e+07     12072.7         2143.25         1.00872         1.34418         2229.62         2064.38         0.00025915      0.879797        
8900       0.0264605       1.84996e+07     12097.3         2202.81         1.00931         1.33912         2239.22         2153.72         0.000260757     0.906531        
9000       0.026121        1.8723e+07      12122.3         2265.13         1.00994         1.33426         2248.94         2242.79         0.000262306     0.933863        
9100       0.0257867       1.89527e+07     12147.6         2329.79         1.01061         1.32964         2258.8          2331.52         0.000263796     0.961664        
9200       0.0254576       1.9189e+07      12173.5         2396.41         1.0113          1.32529         2268.86         2419.83         0.000265234     0.989763        
9300       0.0251334       1.9432e+07      12199.7         2464.62         1.01202         1.32123         2279.13         2507.65         0.000266607     1.01813         
9400       0.024814        1.9682e+07      12226.5         2534.05         1.01276         1.31747         2289.64         2594.93         0.000267928     1.04652         
9500       0.0244993       1.99389e+07     12253.6         2604.35         1.01352         1.314           2300.4          2681.61         0.000269187     1.07499         
9600       0.0241891       2.02028e+07     12281.3         2675.19         1.01429         1.31081         2311.42         2767.65         0.000270389     1.10335         
9700       0.0238833       2.04739e+07     12309.4         2746.26         1.01508         1.3079          2322.69         2853.02         0.000271537     1.13148         
9800       0.0235819       2.07521e+07     12337.9         2817.26         1.01586         1.30525         2334.21         2937.67         0.000272634     1.15931         
9900       0.0232847       2.10374e+07     12366.9         2887.91         1.01665         1.30284         2345.98         3021.58         0.00027368      1.18674         
10000      0.0229918       2.13297e+07     12396.2         2958            1.01743         1.30065         2357.99         3104.73         0.000274677     1.21368         
10100      0.0227032       2.16289e+07     12426           3027.33         1.0182          1.29865         2370.22         3187.11         0.000275625     1.24008         
10200      0.0224187       2.19351e+07     12456.2         3095.76         1.01895         1.29684         2382.65         3268.69         0.00027653      1.26588         
10300      0.0221383       2.2248e+07      12486.7         3163.23         1.01969         1.29517         2395.28         3349.48         0.000277389     1.29104         
10400      0.0218621       2.25677e+07     12517.6         3229.72         1.02041         1.29362         2408.07         3429.46         0.000278205     1.31553         
10500      0.02159         2.2894e+07      12548.8         3295.31         1.02111         1.29218         2421.02         3508.63         0.00027898      1.33933         
10600      0.021322        2.32267e+07     12580.4         3360.15         1.02179         1.2908          2434.08         3587            0.000279712     1.36245         
10700      0.0210581       2.3566e+07      12612.2         3424.47         1.02244         1.28947         2447.24         3664.61         0.000280401     1.38492         
10800      0.0207982       2.39116e+07     12644.4         3488.6          1.02307         1.28816         2460.48         3741.45         0.000281049     1.40676         
10900      0.0205423       2.42637e+07     12676.8         3552.95         1.02367         1.28685         2473.76         3817.58         0.000281651     1.42803         
11000      0.0202903       2.46222e+07     12709.6         3617.99         1.02426         1.28552         2487.08         3893.01         0.000282206     1.44879         
11100      0.0200423       2.49873e+07     12742.6         3684.29         1.02484         1.28415         2500.39         3967.79         0.000282711     1.46913         
11200      0.019798        2.53592e+07     12776           3752.44         1.0254          1.28273         2513.69         4041.96         0.000283163     1.48911         
11300      0.0195574       2.57379e+07     12809.6         3823.09         1.02595         1.28125         2526.96         4115.57         0.000283556     1.50885         
11400      0.0193205       2.61239e+07     12843.6         3896.92         1.02651         1.2797          2540.18         4188.68         0.000283887     1.52844         
11500      0.019087        2.65174e+07     12878           3974.57         1.02707         1.27809         2553.36         4261.34         0.000284147     1.54799         
11600      0.0188569       2.69189e+07     12912.8         4056.72         1.02765         1.27642         2566.48         4333.61         0.000284333     1.56759         
11700      0.0186301       2.73289e+07     12948           4143.96         1.02825         1.27469         2579.56         4405.57         0.000284435     1.58735         
11800      0.0184063       2.77479e+07     12983.6         4236.88         1.02888         1.27293         2592.61         4477.26         0.000284452     1.60717         
11900      0.0181855       2.81765e+07     13019.8         4335.97         1.02954         1.27114         2605.63         4548.77         0.000284363     1.62754         
12000      0.0179675       2.86153e+07     13056.5         4441.67         1.03023         1.26934         2618.65         4620.14         0.000284168     1.64835         
12100      0.0177522       2.90651e+07     13093.8         4554.5          1.03098         1.26755         2631.67         4691.44         0.000283856     1.66973         
12200      0.0175394       2.95265e+07     13131.8         4674.6          1.03177         1.26579         2644.74         4762.72         0.000283417     1.69168         
12300      0.0173289       3.00003e+07     13170.5         4802.17         1.03261         1.26408         2657.87         4834.05         0.000282843     1.71426         
12400      0.0171206       3.04872e+07     13209.9         4937.4          1.03351         1.26244         2671.1          4905.45         0.000282125     1.7375          
12500      0.0169144       3.0988e+07      13250.1         5080.4          1.03446         1.26089         2684.44         4976.99         0.000281252     1.76145         
12600      0.0167102       3.15035e+07     13291.2         5231.23         1.03547         1.25945         2697.92         5048.69         0.000280216     1.78614         
12700      0.0165078       3.20345e+07     13333.2         5389.94         1.03654         1.25811         2711.57         5120.59         0.000279007     1.81157         
12800      0.0163072       3.25818e+07     13376.1         5556.57         1.03767         1.2569          2725.41         5192.71         0.000277617     1.83778         
12900      0.0161082       3.31461e+07     13420           5731.15         1.03886         1.25583         2739.45         5265.09         0.000276024     1.86484         
13000      0.0159107       3.37283e+07     13465           5913.7          1.0401          1.25488         2753.72         5337.73         0.000274245     1.8926          
13100      0.0157147       3.43291e+07     13511           6104.25         1.04141         1.25408         2768.22         5410.66         0.000272261     1.92114         
13200      0.01552         3.49494e+07     13558.2         6302.85         1.04277         1.25342         2782.97         5483.89         0.000270064     1.95044         
13300      0.0153266       3.55899e+07     13606.5         6509.54         1.04418         1.25291         2798            5557.42         0.000267652     1.98052         
13400      0.0151345       3.62516e+07     13656.1         6724.39         1.04566         1.25254         2813.3          5631.26         0.000265019     2.01135         
13500      0.0149436       3.69351e+07     13706.9         6947.44         1.04719         1.25232         2828.89         5705.42         0.00026216      2.04293         
13600      0.0147538       3.76413e+07     13759           7178.75         1.04878         1.25225         2844.79         5779.89         0.000259077     2.07525         
13700      0.0145651       3.83711e+07     13812.5         7418.35         1.05042         1.25232         2861.01         5854.67         0.000255767     2.10832         
13800      0.0143775       3.91253e+07     13867.3         7666.24         1.05212         1.25255         2877.55         5929.76         0.000252232     2.14212         
13900      0.0141908       3.99046e+07     13923.6         7922.38         1.05388         1.25292         2894.43         6005.16         0.000248475     2.17664         
14000      0.0140051       4.071e+07       13981.3         8186.7          1.05568         1.25345         2911.67         6080.85         0.000244501     2.21188         
14100      0.0138205       4.15422e+07     14040.6         8459.04         1.05755         1.25412         2929.26         6156.84         0.000240317     2.24785         
14200      0.0136367       4.24021e+07     14101.3         8739.18         1.05946         1.25494         2947.23         6233.1          0.000235932     2.28451         
14300      0.0134539       4.32903e+07     14163.7         9026.83         1.06142         1.2559          2965.58         6309.64         0.000231354     2.32188         
14400      0.013272        4.42077e+07     14227.6         9321.6          1.06344         1.25701         2984.32         6386.42         0.000226595     2.35992         
14500      0.0130911       4.51549e+07     14293.1         9622.99         1.06549         1.25826         3003.46         6463.44         0.000221671     2.39864         
14600      0.0129111       4.61325e+07     14360.3         9930.41         1.06758         1.25964         3023.01         6540.67         0.000216595     2.43799         
14700      0.0127322       4.71411e+07     14429.2         10243.2         1.06971         1.26115         3042.98         6618.11         0.000211384     2.47797         
14800      0.0125542       4.81813e+07     14499.7         10560.5         1.07187         1.26279         3063.38         6695.72         0.000206054     2.51853         
14900      0.0123773       4.92533e+07     14571.9         10881.3         1.07405         1.26454         3084.2          6773.48         0.000200624     2.55961         
15000      0.0122014       5.03576e+07     14645.7         11204.8         1.07624         1.26639         3105.45         6851.36         0.000195112     2.60118         
15100      0.0120267       5.14944e+07     14721.3         11529.7         1.07844         1.26834         3127.13         6929.33         0.000189537     2.64316         
15200      0.0118533       5.26636e+07     14798.5         11854.7         1.08064         1.27038         3149.25         7007.37         0.000183918     2.68548         
15300      0.0116811       5.38653e+07     14877.2         12178.5         1.08282         1.27248         3171.8          7085.45         0.000178275     2.72805         
15400      0.0115103       5.50992e+07     14957.6         12499.7         1.08498         1.27464         3194.78         7163.52         0.000172624     2.77078         
15500      0.0113409       5.63651e+07     15039.6         12816.8         1.0871          1.27684         3218.18         7241.56         0.000166983     2.81355         
15600      0.0111731       5.76624e+07     15123           13128           1.08918         1.27908         3241.99         7319.53         0.000161372     2.85625         
15700      0.0110069       5.89904e+07     15207.9         13431.8         1.09119         1.28132         3266.22         7397.39         0.000155806     2.89874         
15800      0.0108425       6.03484e+07     15294.1         13726.5         1.09314         1.28356         3290.83         7475.11         0.000150299     2.94089         
15900      0.0106799       6.17354e+07     15381.6         14010.2         1.095           1.28578         3315.84         7552.64         0.000144866     2.98255         
16000      0.0105193       6.315e+07       15470.3         14281.2         1.09676         1.28796         3341.2          7629.95         0.00013952      3.02358         
16100      0.0103607       6.45911e+07     15560.1         14537.8         1.09841         1.29009         3366.93         7707.01         0.000134273     3.0638          
16200      0.0102043       6.60571e+07     15650.8         14778.1         1.09994         1.29216         3392.98         7783.77         0.000129135     3.10306         
16300      0.0100502       6.75461e+07     15742.5         15000.5         1.10134         1.29415         3419.35         7860.19         0.000124119     3.14127         
16400      0.00989849      6.90565e+07     15834.8         15203.4         1.10259         1.29603         3446.01         7936.25         0.000119226     3.17812         
16500      0.00974928      7.05861e+07     15927.8         15385.3         1.10369         1.29782         3472.94         8011.89         0.000114466     3.21355         
16600      0.00960266      7.21328e+07     16021.3         15544.6         1.10462         1.29948         3500.11         8087.1          0.000109845     3.24738         
16700      0.00945874      7.36942e+07     16115.1         15680.2         1.10538         1.30101         3527.5          8161.83         0.000105367     3.27948         
16800      0.00931759      7.5268e+07      16209           15791           1.10596         1.3024          3555.09         8236.05         0.000101036     3.30972         
16900      0.0091793       7.68516e+07     16303           15876           1.10636         1.30365         3582.84         8309.74         9.68548e-05     3.33798         
17000      0.00904394      7.84423e+07     16396.8         15934.5         1.10657         1.30475         3610.74         8382.86         9.28243e-05     3.36416         
17100      0.00891158      8.00376e+07     16490.4         15966           1.10659         1.30569         3638.74         8455.39         8.89454e-05     3.38816         
17200      0.00878227      8.16346e+07     16583.5         15970.4         1.10641         1.30649         3666.83         8527.31         8.52183e-05     3.40993         
17300      0.00865606      8.32307e+07     16676.1         15947.5         1.10605         1.30712         3694.97         8598.59         8.16419e-05     3.42941         
17400      0.00853299      8.48232e+07     16767.8         15897.6         1.1055          1.30761         3723.14         8669.21         7.8215e-05      3.44657         
17500      0.00841307      8.64094e+07     16858.7         15821.3         1.10476         1.30795         3751.32         8739.14         7.49358e-05     3.46141         
17600      0.00829632      8.79866e+07     16948.6         15719.3         1.10385         1.30815         3779.48         8808.37         7.18017e-05     3.47394         
17700      0.00818275      8.95524e+07     17037.3         15592.5         1.10277         1.30822         3807.58         8876.87         6.88065e-05     3.48434         
17800      0.00807235      9.11044e+07     17124.8         15442.2         1.10152         1.30817         3835.62         8944.63         6.59536e-05     3.4924          
17900      0.0079651       9.26401e+07     17210.8         15269.8         1.10013         1.30801         3863.56         9011.65         6.32363e-05     3.49833         
18000      0.00786099      9.41576e+07     17295.3         15076.8         1.09859         1.30775         3891.4          9077.89         6.06508e-05     3.50223         
18100      0.00775996      9.56549e+07     17378.3         14865.1         1.09693         1.30741         3919.1          9143.35         5.81931e-05     3.5042          
18200      0.00766199      9.71301e+07     17459.6         14636.4         1.09516         1.307           3946.65         9208.02         5.58591e-05     3.50438         
18300      0.00756702      9.85817e+07     17539.1         14392.8         1.09328         1.30653         3974.04         9271.89         5.36444e-05     3.50291         
18400      0.00747499      1.00008e+08     17616.9         14136.3         1.09131         1.30602         4001.25         9334.95         5.15447e-05     3.49995         
18500      0.00738583      1.01409e+08     17692.8         13868.9         1.08927         1.30549         4028.28         9397.18         4.95556e-05     3.49565         
18600      0.00729948      1.02782e+08     17766.8         13592.7         1.08717         1.30494         4055.1          9458.59         4.76726e-05     3.49018         
18700      0.00721585      1.04127e+08     17838.9         13309.8         1.08502         1.3044          4081.71         9519.17         4.58912e-05     3.48371         
18800      0.00713487      1.05443e+08     17909.1         13022.2         1.08284         1.30387         4108.1          9578.92         4.4207e-05      3.47642         
18900      0.00705646      1.06731e+08     17977.4         12731.8         1.08064         1.30336         4134.27         9637.84         4.26157e-05     3.46848         
19000      0.00698053      1.0799e+08      18043.9         12440.4         1.07843         1.30289         4160.2          9695.91         4.11129e-05     3.46004         
19100      0.00690699      1.09219e+08     18108.4         12149.8         1.07622         1.30247         4185.9          9753.11         3.96943e-05     3.45127         
19200      0.00683574      1.1042e+08      18171.1         11861.7         1.07403         1.3021          4211.35         9809.44         3.83558e-05     3.44233         
19300      0.00676671      1.11592e+08     18232           11577.3         1.07186         1.30179         4236.55         9864.91         3.70934e-05     3.43335         
19400      0.0066998       1.12735e+08     18291.1         11298.2         1.06972         1.30154         4261.51         9919.52         3.59031e-05     3.4245          
19500      0.00663491      1.13852e+08     18348.5         11025.4         1.06762         1.30136         4286.2          9973.28         3.47791e-05     3.41602         
19600      0.00657197      1.14941e+08     18404.2         10759.9         1.06558         1.30125         4310.64         10026.2         3.37216e-05     3.40779         
19700      0.00651088      1.16004e+08     18458.3         10502.7         1.06358         1.30121         4334.8          10078.2         3.27253e-05     3.40002         
19800      0.00645156      1.17042e+08     18510.8         10254.5         1.06164         1.30124         4358.71         10129.4         3.17867e-05     3.3928          
19900      0.00639393      1.18055e+08     18561.9         10015.7         1.05977         1.30134         4382.33         10179.8         3.09026e-05     3.38623         
20000      0.00633789      1.19045e+08     18611.5         9786.97         1.05796         1.30149         4405.69         10229.2         3.00697e-05     3.38036         
20100      0.00628339      1.20013e+08     18659.8         9568.42         1.05622         1.30171         4428.76         10277.8         2.92852e-05     3.37527         
20200      0.00623033      1.20959e+08     18706.7         9360.3          1.05455         1.30198         4451.56         10325.5         2.85461e-05     3.37101         
20300      0.00617865      1.21885e+08     18752.5         9162.67         1.05296         1.3023          4474.07         10372.4         2.78499e-05     3.36761         
20400      0.00612828      1.22792e+08     18797           8975.49         1.05143         1.30266         4496.3          10418.5         2.7194e-05      3.36512         
20500      0.00607916      1.23681e+08     18840.5         8798.62         1.04998         1.30306         4518.25         10463.7         2.65759e-05     3.36357         
20600      0.00603121      1.24552e+08     18882.9         8631.84         1.0486          1.3035          4539.91         10508.2         2.59933e-05     3.36296         
20700      0.00598439      1.25407e+08     18924.3         8474.83         1.04729         1.30395         4561.29         10551.8         2.54441e-05     3.36332         
20800      0.00593863      1.26247e+08     18964.8         8327.25         1.04605         1.30444         4582.4          10594.6         2.49262e-05     3.36463         
20900      0.00589388      1.27073e+08     19004.4         8188.69         1.04487         1.30494         4603.24         10636.7         2.44376e-05     3.36689         
21000      0.0058501       1.27885e+08     19043.2         8058.67         1.04375         1.30545         4623.81         10678           2.39766e-05     3.3701          
21100      0.00580724      1.28685e+08     19081.2         7936.72         1.0427          1.30598         4644.13         10718.6         2.35415e-05     3.37425         
21200      0.00576524      1.29473e+08     19118.4         7822.32         1.0417          1.30651         4664.2          10758.5         2.31308e-05     3.37935         
21300      0.00572409      1.3025e+08      19155           7714.95         1.04075         1.30705         4684.03         10797.7         2.2743e-05      3.38537         
21400      0.00568372      1.31016e+08     19190.9         7614.07         1.03986         1.3076          4703.64         10836.3         2.23766e-05     3.39227         
21500      0.00564412      1.31773e+08     19226.1         7519.15         1.03901         1.30815         4723.03         10874.2         2.20303e-05     3.40004         
21600      0.00560525      1.3252e+08      19260.8         7429.68         1.03821         1.3087          4742.21         10911.5         2.17031e-05     3.40865         
21700      0.00556708      1.33259e+08     19294.9         7345.16         1.03744         1.30926         4761.21         10948.3         2.13937e-05     3.4181          
21800      0.00552958      1.33989e+08     19328.5         7265.11         1.03672         1.30982         4780.03         10984.6         2.11012e-05     3.42836         
21900      0.00549273      1.34712e+08     19361.6         7189.07         1.03602         1.31039         4798.68         11020.5         2.08221e-05     3.43946         
22000      0.0054565       1.35427e+08     19394.2         7116.65         1.03536         1.31096         4817.17         11055.8         2.05602e-05     3.45127         
22100      0.00542087      1.36136e+08     19426.3         7047.45         1.03473         1.31153         4835.51         11090.7         2.03124e-05     3.4638          
22200      0.00538583      1.36837e+08     19458           6981.16         1.03412         1.31211         4853.71         11125.3         2.0078e-05      3.47704         
22300      0.00535134      1.37532e+08     19489.2         6917.46         1.03353         1.31268         4871.78         11159.4         1.98563e-05     3.49096         
22400      0.0053174       1.38221e+08     19520           6856.11         1.03296         1.31326         4889.72         11193.3         1.96466e-05     3.50555         
22500      0.00528399      1.38903e+08     19550.4         6796.92         1.03241         1.31384         4907.53         11227           1.94483e-05     3.52079         
22600      0.00525109      1.3958e+08      19580.4         6739.73         1.03188         1.31441         4925.22         11260.3         1.92609e-05     3.53665         
22700      0.00521869      1.40251e+08     19610.1         6684.41         1.03137         1.31498         4942.79         11293.5         1.90836e-05     3.55311         
22800      0.00518678      1.40917e+08     19639.3         6630.91         1.03086         1.31554         4960.24         11326.4         1.89162e-05     3.57014         
22900      0.00515533      1.41577e+08     19668.2         6579.2          1.03037         1.31608         4977.56         11359.2         1.87581e-05     3.58771         
23000      0.00512435      1.42233e+08     19696.8         6529.3          1.0299          1.31661         4994.74         11391.8         1.86089e-05     3.60581         
23100      0.00509381      1.42883e+08     19725           6481.25         1.02943         1.31712         5011.78         11424.3         1.84681e-05     3.62444         
23200      0.00506371      1.43529e+08     19752.9         6435.14         1.02898         1.31759         5028.67         11456.7         1.83355e-05     3.64358         
23300      0.00503404      1.4417e+08      19780.5         6391.09         1.02854         1.31803         5045.4          11489.1         1.82105e-05     3.66323         
23400      0.00500477      1.44807e+08     19807.8         6349.25         1.0281          1.31843         5061.95         11521.4         1.80928e-05     3.68334         
23500      0.00497591      1.4544e+08      19834.8         6309.79         1.02769         1.31878         5078.32         11553.6         1.79821e-05     3.70389         
