T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
25400      0.0046417       1.50944e+08     19563.5         5573.17         1.02126         1.32298         5282.87         12121.9         1.68432e-05     4.14859         
25500      0.00461842      1.51502e+08     19585.4         5590.33         1.02107         1.3216          5293.89         12155.1         1.68249e-05     4.17612         
25600      0.00459537      1.52062e+08     19607.3         5613.92         1.02092         1.32006         5304.44         12188.2         1.68086e-05     4.20391         
25700      0.00457252      1.52625e+08     19629.3         5644.14         1.0208          1.31834         5314.53         12221.1         1.6794e-05      4.23194         
25800      0.00454986      1.53191e+08     19651.3         5681.17         1.02071         1.31646         5324.18         12253.9         1.6781e-05      4.2602          
25900      0.00452739      1.53762e+08     19673.3         5725.19         1.02066         1.31442         5333.39         12286.4         1.67693e-05     4.28869         
26000      0.0045051       1.54337e+08     19695.5         5776.39         1.02063         1.31224         5342.2          12318.7         1.67587e-05     4.31741         
26100      0.00448297      1.54917e+08     19717.8         5834.92         1.02064         1.30993         5350.61         12350.6         1.6749e-05      4.34636         
26200      0.00446099      1.55504e+08     19740.2         5900.96         1.02069         1.30749         5358.67         12382.3         1.674e-05       4.37555         
26300      0.00443915      1.56098e+08     19762.8         5974.66         1.02077         1.30495         5366.4          12413.6         1.67313e-05     4.40496         
26400      0.00441744      1.56699e+08     19785.6         6056.17         1.02089         1.30232         5373.83         12444.5         1.67228e-05     4.4346          
26500      0.00439585      1.57309e+08     19808.7         6145.63         1.02105         1.29962         5381            12475           1.67141e-05     4.46442         
26600      0.00437437      1.57928e+08     19832           6243.18         1.02125         1.29686         5387.95         12505           1.67051e-05     4.49442         
26700      0.00435299      1.58558e+08     19855.7         6348.94         1.02148         1.29406         5394.71         12534.6         1.66955e-05     4.52459         
26800      0.00433169      1.59199e+08     19879.6         6463.04         1.02176         1.29124         5401.32         12563.6         1.66851e-05     4.55492         
26900      0.00431047      1.59851e+08     19903.9         6585.6          1.02208         1.28841         5407.83         12592.1         1.66737e-05     4.5854          
27000      0.00428933      1.60516e+08     19928.6         6716.71         1.02243         1.28559         5414.26         12619.9         1.6661e-05      4.61603         
27100      0.00426824      1.61195e+08     19953.7         6856.46         1.02283         1.28279         5420.66         12647.1         1.66469e-05     4.64681         
27200      0.0042472       1.61888e+08     19979.2         7004.96         1.02327         1.28004         5427.06         12673.6         1.66312e-05     4.67773         
27300      0.0042262       1.62596e+08     20005.2         7162.27         1.02375         1.27733         5433.5          12699.4         1.66135e-05     4.70879         
27400      0.00420524      1.6332e+08      20031.7         7328.46         1.02428         1.2747          5440.01         12724.4         1.65937e-05     4.73997         
27500      0.00418429      1.64062e+08     20058.7         7503.57         1.02484         1.27214         5446.62         12748.7         1.6563e-05      4.77026         
27600      0.00416337      1.64821e+08     20086.2         7687.66         1.02546         1.26967         5453.36         12772.2         1.65388e-05     4.80169         
27700      0.00414244      1.656e+08       20114.4         7880.74         1.02611         1.2673          5460.27         12794.9         1.65119e-05     4.83323         
27800      0.00412152      1.66398e+08     20143.2         8082.84         1.02681         1.26503         5467.36         12816.7         1.64822e-05     4.86487         
27900      0.00410059      1.67216e+08     20172.6         8293.93         1.02755         1.26288         5474.66         12837.7         1.64494e-05     4.89664         
28000      0.00407964      1.68057e+08     20202.6         8514            1.02833         1.26085         5482.19         12857.7         1.64134e-05     4.92853         
28100      0.00405867      1.6892e+08      20233.4         8743.01         1.02916         1.25894         5489.97         12876.9         1.63741e-05     4.9605          
28200      0.00403767      1.69806e+08     20264.9         8980.9          1.03003         1.25717         5498.02         12895           1.63312e-05     4.99252         
28300      0.00401664      1.70716e+08     20297.1         9227.58         1.03094         1.25553         5506.36         12912.2         1.62846e-05     5.02456         
28400      0.00399556      1.71651e+08     20330.1         9482.95         1.0319          1.25402         5515            12928.4         1.62341e-05     5.05661         
28500      0.00397443      1.72613e+08     20363.9         9746.88         1.0329          1.25265         5523.95         12943.6         1.61798e-05     5.0887          
28600      0.00395326      1.73601e+08     20398.5         10019.2         1.03394         1.25142         5533.22         12957.8         1.61214e-05     5.12084         
28700      0.00393202      1.74617e+08     20433.9         10299.8         1.03501         1.25033         5542.82         12971.1         1.6059e-05      5.15304         
28800      0.00391073      1.75661e+08     20470.3         10588.4         1.03613         1.24938         5552.77         12983.4         1.59924e-05     5.18528         
28900      0.00388937      1.76735e+08     20507.5         10884.8         1.03729         1.24856         5563.07         12994.7         1.59216e-05     5.21755         
29000      0.00386795      1.77839e+08     20545.6         11188.7         1.03848         1.24788         5573.72         13004.9         1.58465e-05     5.24982         
29100      0.00384645      1.78973e+08     20584.6         11499.8         1.03971         1.24732         5584.73         13014           1.57672e-05     5.28209         
29200      0.00382488      1.80139e+08     20624.6         11817.9         1.04098         1.2469          5596.11         13022.1         1.56835e-05     5.31435         
29300      0.00380324      1.81337e+08     20665.6         12142.5         1.04228         1.24661         5607.85         13029.2         1.55955e-05     5.34661         
29400      0.00378152      1.82567e+08     20707.5         12473.3         1.04361         1.24644         5619.97         13035.4         1.55032e-05     5.37888         
29500      0.00375972      1.83832e+08     20750.5         12809.9         1.04497         1.24639         5632.45         13040.5         1.54067e-05     5.41114         
29600      0.00373785      1.8513e+08      20794.4         13151.7         1.04635         1.24645         5645.31         13044.7         1.53059e-05     5.4434          
29700      0.0037159       1.86462e+08     20839.3         13498.4         1.04776         1.24662         5658.54         13048           1.52009e-05     5.47564         
29800      0.00369388      1.87829e+08     20885.3         13849.3         1.0492          1.2469          5672.14         13050.4         1.50918e-05     5.50786         
29900      0.00367178      1.89232e+08     20932.3         14204.1         1.05065         1.24729         5686.11         13051.9         1.49788e-05     5.54006         
30000      0.00364962      1.9067e+08      20980.3         14562           1.05212         1.24776         5700.46         13052.5         1.48618e-05     5.57224         
