T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.00502167      1.43565e+08     19537.5         6193.94         1.02775         1.3206          5058.45         11558.5         1.78585e-05     3.71783         
23700      0.00499307      1.44183e+08     19563.6         6148.67         1.0273          1.3211          5074.98         11590.8         1.77604e-05     3.73923         
23800      0.00496487      1.44795e+08     19589.4         6105.97         1.02686         1.32154         5091.31         11623.1         1.76687e-05     3.76106         
23900      0.00493705      1.45404e+08     19615           6066.07         1.02644         1.32191         5107.4          11655.4         1.7583e-05      3.78331         
24000      0.0049096       1.46009e+08     19640.2         6029.23         1.02603         1.3222          5123.25         11687.8         1.7503e-05      3.80595         
24100      0.00488252      1.4661e+08      19665.2         5995.68         1.02563         1.3224          5138.84         11720.2         1.74285e-05     3.82896         
24200      0.00485578      1.47208e+08     19690           5965.68         1.02525         1.32251         5154.13         11752.6         1.73592e-05     3.85234         
24300      0.00482939      1.47803e+08     19714.5         5939.49         1.02488         1.32251         5169.12         11785           1.72947e-05     3.87607         
24400      0.00480332      1.48396e+08     19738.9         5917.38         1.02454         1.3224          5183.79         11817.5         1.72348e-05     3.90016         
24500      0.00477756      1.48987e+08     19763           5899.58         1.02421         1.32217         5198.11         11849.9         1.71793e-05     3.92459         
24600      0.00475211      1.49576e+08     19787           5886.36         1.0239          1.32181         5212.08         11882.4         1.71279e-05     3.94936         
24700      0.00472696      1.50164e+08     19810.9         5877.96         1.02362         1.32131         5225.67         11914.8         1.70804e-05     3.97447         
24800      0.00470208      1.50752e+08     19834.6         5874.6          1.02336         1.32067         5238.87         11947.2         1.70365e-05     3.99989         
24900      0.00467748      1.51339e+08     19858.3         5876.53         1.02312         1.31989         5251.68         11979.5         1.69959e-05     4.02563         
25000      0.00465314      1.51927e+08     19881.8         5883.97         1.02291         1.31896         5264.09         12011.7         1.69584e-05     4.05166         
25100      0.00462904      1.52516e+08     19905.3         5897.12         1.02273         1.31788         5276.09         12043.9         1.69237e-05     4.07799         
25200      0.00460518      1.53107e+08     19928.8         5916.18         1.02257         1.31665         5287.69         12076           1.68916e-05     4.1046          
25300      0.00458154      1.537e+08       19952.3         5941.35         1.02244         1.31529         5298.89         12107.8         1.68619e-05     4.1315          
25400      0.00455812      1.54295e+08     19975.8         5972.82         1.02234         1.31378         5309.7          12139.5         1.68343e-05     4.15867         
25500      0.0045349       1.54894e+08     19999.3         6010.75         1.02227         1.31213         5320.12         12171           1.68086e-05     4.1861          
25600      0.00451188      1.55498e+08     20023           6055.29         1.02224         1.31036         5330.17         12202.3         1.67844e-05     4.21378         
25700      0.00448903      1.56106e+08     20046.7         6106.61         1.02223         1.30847         5339.87         12233.3         1.67615e-05     4.24169         
25800      0.00446635      1.56719e+08     20070.5         6164.85         1.02226         1.30646         5349.24         12264           1.67397e-05     4.26983         
25900      0.00444384      1.57339e+08     20094.5         6230.12         1.02232         1.30436         5358.3          12294.4         1.67189e-05     4.29819         
26000      0.00442147      1.57965e+08     20118.6         6302.55         1.02241         1.30218         5367.08         12324.4         1.66987e-05     4.32676         
26100      0.00439924      1.586e+08       20143           6382.26         1.02254         1.29991         5375.61         12354.1         1.66789e-05     4.35555         
26200      0.00437714      1.59242e+08     20167.5         6469.33         1.02271         1.29759         5383.91         12383.3         1.66594e-05     4.38457         
26300      0.00435516      1.59894e+08     20192.3         6563.85         1.02291         1.29522         5392.02         12412.1         1.66399e-05     4.41381         
26400      0.00433329      1.60555e+08     20217.4         6665.92         1.02314         1.29281         5399.96         12440.4         1.66201e-05     4.44325         
26500      0.00431152      1.61227e+08     20242.9         6775.59         1.02342         1.29039         5407.77         12468.2         1.65998e-05     4.47287         
26600      0.00428984      1.61911e+08     20268.6         6892.93         1.02373         1.28795         5415.49         12495.5         1.65788e-05     4.50265         
26700      0.00426824      1.62606e+08     20294.7         7017.98         1.02407         1.28553         5423.13         12522.3         1.65568e-05     4.53259         
26800      0.00424671      1.63314e+08     20321.2         7150.8          1.02446         1.28312         5430.75         12548.5         1.65338e-05     4.56267         
26900      0.00422525      1.64036e+08     20348.1         7291.42         1.02488         1.28074         5438.35         12574           1.65095e-05     4.5929          
27000      0.00420385      1.64773e+08     20375.4         7439.85         1.02534         1.2784          5445.98         12598.9         1.64836e-05     4.62326         
27100      0.00418249      1.65525e+08     20403.2         7596.12         1.02583         1.27611         5453.66         12623.1         1.64561e-05     4.65376         
27200      0.00416117      1.66292e+08     20431.5         7760.24         1.02637         1.27388         5461.42         12646.5         1.64268e-05     4.68439         
27300      0.00413989      1.67077e+08     20460.2         7932.2          1.02694         1.27172         5469.28         12669.3         1.63954e-05     4.71514         
27400      0.00411863      1.67879e+08     20489.6         8111.99         1.02755         1.26964         5477.26         12691.3         1.63532e-05     4.74499         
27500      0.0040974       1.687e+08       20519.5         8299.59         1.02819         1.26765         5485.39         12712.6         1.63176e-05     4.77599         
27600      0.00407617      1.69539e+08     20549.9         8494.97         1.02887         1.26574         5493.69         12733           1.62794e-05     4.80708         
27700      0.00405495      1.70399e+08     20581           8698.1          1.02959         1.26392         5502.18         12752.6         1.62386e-05     4.83827         
27800      0.00403374      1.71279e+08     20612.8         8908.91         1.03035         1.26221         5510.87         12771.4         1.6195e-05      4.86955         
27900      0.00401252      1.72181e+08     20645.1         9127.36         1.03114         1.2606          5519.78         12789.4         1.61484e-05     4.90095         
28000      0.00399129      1.73105e+08     20678.2         9353.35         1.03196         1.25909         5528.92         12806.6         1.60988e-05     4.93246         
28100      0.00397004      1.74052e+08     20712           9586.83         1.03282         1.25769         5538.3          12822.9         1.60461e-05     4.96405         
28200      0.00394878      1.75022e+08     20746.4         9827.67         1.03372         1.2564          5547.94         12838.3         1.59901e-05     4.99568         
28300      0.00392749      1.76018e+08     20781.7         10075.8         1.03465         1.25522         5557.85         12852.8         1.59306e-05     5.02733         
28400      0.00390617      1.77038e+08     20817.6         10331           1.03561         1.25416         5568.03         12866.4         1.58677e-05     5.059           
28500      0.00388482      1.78084e+08     20854.4         10593.2         1.03661         1.2532          5578.5          12879.1         1.58013e-05     5.09069         
28600      0.00386344      1.79157e+08     20892           10862.3         1.03764         1.25235         5589.25         12890.9         1.57313e-05     5.12242         
28700      0.00384202      1.80257e+08     20930.4         11138           1.03869         1.25161         5600.3          12902           1.56576e-05     5.1542          
28800      0.00382057      1.81385e+08     20969.6         11420.1         1.03978         1.25099         5611.66         12912.1         1.55804e-05     5.18603         
28900      0.00379907      1.82541e+08     21009.7         11708.5         1.0409          1.25046         5623.32         12921.4         1.54995e-05     5.21788         
29000      0.00377752      1.83726e+08     21050.6         12002.9         1.04204         1.25005         5635.29         12929.8         1.5415e-05      5.24975         
29100      0.00375594      1.84942e+08     21092.5         12303           1.04321         1.24973         5647.58         12937.2         1.53268e-05     5.28162         
29200      0.0037343       1.86187e+08     21135.2         12608.6         1.04441         1.24952         5660.19         12943.8         1.52349e-05     5.31348         
29300      0.00371263      1.87464e+08     21178.8         12919.4         1.04563         1.2494          5673.11         12949.6         1.51394e-05     5.34534         
29400      0.0036909       1.88771e+08     21223.4         13234.9         1.04688         1.24938         5686.36         12954.5         1.50403e-05     5.3772          
29500      0.00366913      1.90111e+08     21268.9         13554.9         1.04814         1.24946         5699.92         12958.6         1.49377e-05     5.40907         
29600      0.00364731      1.91482e+08     21315.3         13879           1.04942         1.24962         5713.82         12962           1.48315e-05     5.44093         
29700      0.00362545      1.92887e+08     21362.7         14206.7         1.05072         1.24986         5728.03         12964.6         1.47219e-05     5.47278         
29800      0.00360355      1.94324e+08     21411           14537.7         1.05204         1.25019         5742.58         12966.4         1.4609e-05      5.50463         
29900      0.00358161      1.95794e+08     21460.2         14871.4         1.05337         1.2506          5757.44         12967.6         1.44928e-05     5.53645         
30000      0.00355963      1.97298e+08     21510.4         15207.4         1.05471         1.25108         5772.63         12968.1         1.43735e-05     5.56826         
