T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.0047459       1.53263e+08     20755.6         6501.26         1.026           1.31489         5196.51         11660.8         1.78544e-05     3.7382          
23700      0.00471916      1.53913e+08     20783           6499.35         1.02577         1.31441         5210.85         11692.6         1.77599e-05     3.75998         
23800      0.00469271      1.54563e+08     20810.4         6501.66         1.02555         1.31383         5224.9          11724.3         1.76707e-05     3.78218         
23900      0.00466656      1.55213e+08     20837.7         6508.43         1.02536         1.31316         5238.67         11755.8         1.75863e-05     3.80479         
24000      0.00464068      1.55865e+08     20864.9         6519.89         1.02519         1.31238         5252.14         11787           1.75065e-05     3.82777         
24100      0.00461508      1.56517e+08     20892           6536.29         1.02504         1.31151         5265.31         11818           1.74309e-05     3.85111         
24200      0.00458973      1.57172e+08     20919.1         6557.86         1.02492         1.31053         5278.18         11848.8         1.73593e-05     3.8748          
24300      0.00456462      1.57829e+08     20946.2         6584.84         1.02482         1.30945         5290.75         11879.4         1.72912e-05     3.89882         
24400      0.00453976      1.58489e+08     20973.3         6617.45         1.02475         1.30826         5303.01         11909.7         1.72265e-05     3.92319         
24500      0.00451512      1.59153e+08     21000.5         6655.92         1.0247          1.30698         5314.98         11939.7         1.71648e-05     3.94788         
24600      0.00449069      1.59821e+08     21027.7         6700.45         1.02469         1.3056          5326.65         11969.4         1.71059e-05     3.97289         
24700      0.00446647      1.60493e+08     21055           6751.22         1.0247          1.30414         5338.04         11998.8         1.70495e-05     3.9982          
24800      0.00444244      1.61171e+08     21082.4         6808.42         1.02474         1.30258         5349.16         12027.9         1.69954e-05     4.02381         
24900      0.00441859      1.61855e+08     21109.9         6872.21         1.02481         1.30095         5360.03         12056.6         1.69433e-05     4.0497          
25000      0.00439492      1.62546e+08     21137.6         6942.74         1.02492         1.29926         5370.66         12084.9         1.68928e-05     4.07586         
25100      0.0043714       1.63244e+08     21165.4         7020.11         1.02505         1.2975          5381.07         12112.9         1.68436e-05     4.10229         
25200      0.00434805      1.6395e+08      21193.5         7104.45         1.02523         1.29569         5391.3          12140.4         1.67957e-05     4.12897         
25300      0.00432483      1.64665e+08     21221.8         7195.83         1.02543         1.29384         5401.35         12167.5         1.67488e-05     4.1559          
25400      0.00430175      1.65389e+08     21250.4         7294.32         1.02567         1.29195         5411.25         12194           1.67025e-05     4.18307         
25500      0.00427879      1.66124e+08     21279.3         7399.95         1.02594         1.29005         5421.03         12220.1         1.66567e-05     4.21047         
25600      0.00425595      1.6687e+08      21308.4         7512.77         1.02625         1.28815         5430.73         12245.6         1.6611e-05      4.23808         
25700      0.00423321      1.67627e+08     21338           7632.75         1.02659         1.28624         5440.35         12270.6         1.65653e-05     4.26588         
25800      0.00421057      1.68396e+08     21367.9         7759.89         1.02697         1.28434         5449.93         12295           1.65193e-05     4.29388         
25900      0.00418802      1.69179e+08     21398.1         7894.13         1.02738         1.28247         5459.5          12318.8         1.64729e-05     4.32205         
26000      0.00416555      1.69975e+08     21428.8         8035.42         1.02783         1.28063         5469.09         12342           1.64259e-05     4.3504          
26100      0.00414316      1.70786e+08     21459.9         8183.68         1.02831         1.27882         5478.7          12364.6         1.6378e-05      4.37893         
26200      0.00412083      1.71612e+08     21491.5         8338.8          1.02882         1.27707         5488.38         12386.5         1.63292e-05     4.40765         
26300      0.00409856      1.72454e+08     21523.6         8500.65         1.02937         1.27537         5498.15         12407.7         1.62792e-05     4.43654         
26400      0.00407635      1.73313e+08     21556.2         8669.12         1.02995         1.27373         5508.01         12428.2         1.62278e-05     4.46559         
26500      0.00405418      1.74188e+08     21589.3         8844.03         1.03056         1.27216         5518            12448           1.61749e-05     4.49479         
26600      0.00403206      1.75082e+08     21622.9         9025.22         1.03121         1.27066         5528.13         12467.2         1.61204e-05     4.52411         
26700      0.00400997      1.75994e+08     21657.2         9212.51         1.03188         1.26924         5538.42         12485.7         1.6064e-05      4.55354         
26800      0.00398792      1.76924e+08     21692           9405.7          1.03258         1.26789         5548.88         12503.4         1.60057e-05     4.58308         
26900      0.0039659       1.77875e+08     21727.4         9604.58         1.03331         1.26662         5559.53         12520.3         1.59455e-05     4.61273         
27000      0.0039439       1.78846e+08     21763.4         9808.94         1.03407         1.26544         5570.37         12536.6         1.58831e-05     4.64247         
27100      0.00392193      1.79837e+08     21800           10018.5         1.03485         1.26434         5581.42         12552           1.58103e-05     4.67126         
27200      0.00389997      1.80849e+08     21837.3         10233.2         1.03565         1.26333         5592.69         12566.7         1.57439e-05     4.70123         
27300      0.00387803      1.81884e+08     21875.3         10452.6         1.03648         1.26239         5604.18         12580.7         1.56752e-05     4.73128         
27400      0.0038561       1.8294e+08      21913.9         10676.6         1.03732         1.26154         5615.9          12593.9         1.56041e-05     4.76142         
27500      0.00383419      1.84019e+08     21953.2         10904.9         1.03819         1.26077         5627.86         12606.5         1.55305e-05     4.79162         
27600      0.00381228      1.85121e+08     21993.2         11137.2         1.03908         1.26008         5640.05         12618.3         1.54545e-05     4.82188         
27700      0.00379039      1.86247e+08     22033.9         11373.4         1.03998         1.25947         5652.49         12629.3         1.53759e-05     4.8522          
27800      0.00376851      1.87396e+08     22075.3         11613.2         1.0409          1.25894         5665.16         12639.7         1.52949e-05     4.88257         
27900      0.00374664      1.88569e+08     22117.5         11856.3         1.04183         1.25847         5678.09         12649.4         1.52114e-05     4.91303         
28000      0.00372477      1.89767e+08     22160.3         12102.6         1.04278         1.25808         5691.26         12658.5         1.51254e-05     4.94356         
28100      0.00370292      1.9099e+08      22203.9         12351.8         1.04373         1.25775         5704.68         12666.9         1.5037e-05      4.97417         
28200      0.00368108      1.92238e+08     22248.2         12603.7         1.0447          1.25749         5718.34         12674.7         1.49462e-05     5.00482         
28300      0.00365924      1.93511e+08     22293.3         12858.1         1.04567         1.2573          5732.25         12681.8         1.48529e-05     5.03549         
28400      0.00363742      1.94809e+08     22339.1         13114.8         1.04666         1.25716         5746.4          12688.3         1.47572e-05     5.06614         
28500      0.00361562      1.96134e+08     22385.7         13373.5         1.04765         1.25708         5760.8          12694.2         1.46591e-05     5.0968          
28600      0.00359383      1.97484e+08     22433           13634.1         1.04864         1.25705         5775.44         12699.6         1.45587e-05     5.12746         
28700      0.00357205      1.98861e+08     22481           13896.4         1.04964         1.25707         5790.31         12704.5         1.44561e-05     5.15815         
28800      0.0035503       2.00264e+08     22529.8         14160.3         1.05064         1.25715         5805.42         12708.9         1.43513e-05     5.18888         
28900      0.00352856      2.01693e+08     22579.3         14425.4         1.05164         1.25727         5820.77         12712.8         1.42445e-05     5.21964         
29000      0.00350685      2.03149e+08     22629.6         14691.7         1.05265         1.25743         5836.36         12716.3         1.41356e-05     5.25042         
29100      0.00348517      2.04631e+08     22680.7         14958.9         1.05365         1.25763         5852.17         12719.3         1.40247e-05     5.28119         
29200      0.00346351      2.06141e+08     22732.4         15226.9         1.05465         1.25787         5868.21         12721.9         1.39104e-05     5.31201         
29300      0.00344188      2.07677e+08     22784.9         15495.5         1.05565         1.25815         5884.48         12724           1.37956e-05     5.34278         
29400      0.00342028      2.0924e+08      22838.2         15764.5         1.05665         1.25847         5900.98         12725.8         1.36792e-05     5.37354         
29500      0.00339872      2.1083e+08      22892.2         16033.6         1.05765         1.25881         5917.69         12727.2         1.3561e-05      5.4043          
29600      0.0033772       2.12446e+08     22946.9         16302.8         1.05864         1.25919         5934.63         12728.3         1.34413e-05     5.43507         
29700      0.00335572      2.1409e+08      23002.3         16571.7         1.05962         1.2596          5951.79         12729.1         1.33201e-05     5.46584         
29800      0.00333429      2.15761e+08     23058.5         16840.2         1.0606          1.26004         5969.16         12729.6         1.31974e-05     5.4966          
29900      0.0033129       2.17458e+08     23115.4         17107.9         1.06158         1.2605          5986.75         12729.9         1.30735e-05     5.52736         
30000      0.00329156      2.19182e+08     23172.9         17374.7         1.06254         1.26098         6004.55         12729.9         1.29483e-05     5.55811         
