T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
2800       0.111691        4.38696e+06     9137.06         8254.64         1.08703         1.25825         1018.01         8.74157e-05     0.000116981     0.983878        
2900       0.102921        5.17899e+06     9415.08         7388.68         1.07933         1.26241         1066.04         0.000216233     0.000119871     0.893554        
3000       0.0958942       5.84493e+06     9640.99         5920.4          1.0639          1.26395         1113.06         0.000542848     0.000122754     0.744136        
3100       0.09033         6.37147e+06     9813.75         4678.72         1.05009         1.2709          1157.52         0.00130071      0.000125594     0.620687        
3200       0.0857774       6.79447e+06     9948.12         3842.37         1.04041         1.28303         1199.03         0.00292405      0.000128383     0.537739        
3300       0.0819044       7.14959e+06     10057.4         3295.71         1.0339          1.29757         1237.86         0.0061742       0.000131122     0.469664        
3400       0.0785161       7.45876e+06     10149.8         2905.49         1.02916         1.31338         1274.89         0.0123098       0.000133821     0.431606        
3500       0.0755031       7.73317e+06     10229.3         2591.45         1.02524         1.33077         1311.17         0.0233173       0.0001365       0.399779        
3600       0.0727987       7.97841e+06     10298.4         2319            1.02169         1.35036         1347.42         0.0422425       0.00013916      0.372601        
3700       0.0703558       8.19805e+06     10358.6         2079.09         1.01839         1.37235         1383.97         0.0736996       0.000141817     0.348923        
3800       0.0681362       8.39534e+06     10411.3         1872.49         1.01538         1.39627         1420.63         0.124654        0.000144475     0.329217        
3900       0.0661068       8.57372e+06     10457.6         1701.02         1.01271         1.42098         1456.89         0.205544        0.000147137     0.313833        
4000       0.0642387       8.7367e+06      10498.9         1564.28         1.01043         1.44483         1491.96         0.331713        0.000149801     0.30278         
4100       0.0625077       8.88765e+06     10536.1         1459.59         1.00853         1.46609         1524.99         0.525064        0.000152464     0.295796        
4200       0.0608933       9.02956e+06     10570.3         1382.97         1.007           1.48323         1555.27         0.815734        0.000155129     0.29238         
4300       0.0593791       9.16503e+06     10602.2         1330.18         1.00578         1.49526         1582.31         1.24371         0.000157789     0.292218        
4400       0.0579516       9.29626e+06     10632.4         1297.41         1.00483         1.50176         1605.91         1.86021         0.000160435     0.295239        
4500       0.0565998       9.42508e+06     10661.3         1281.51         1.00411         1.50282         1626.13         2.729           0.000163077     0.300927        
4600       0.0553147       9.55304e+06     10689.5         1280.06         1.00359         1.49892         1643.21         3.92764         0.000165706     0.309706        
4700       0.0540889       9.68151e+06     10717.1         1291.24         1.00322         1.49078         1657.5          5.54865         0.00016833      0.320485        
4800       0.0529162       9.81167e+06     10744.5         1313.75         1.003           1.47925         1669.46         7.70077         0.000170943     0.333676        
4900       0.0517913       9.9446e+06      10771.9         1346.53         1.0029          1.46523         1679.56         10.5104         0.000173546     0.349238        
5000       0.0507097       1.00813e+07     10799.5         1388.67         1.00291         1.44961         1688.3          14.1224         0.000176137     0.367096        
5100       0.0496673       1.02226e+07     10827.5         1439.23         1.00302         1.43324         1696.17         18.7016         0.000178716     0.387117        
5200       0.0486609       1.03694e+07     10856           1497.1          1.00321         1.41685         1703.63         24.4325         0.000181283     0.409068        
5300       0.0476874       1.05222e+07     10885.1         1560.88         1.00349         1.40107         1711.09         31.5199         0.000183839     0.432591        
5400       0.0467445       1.06817e+07     10914.9         1628.78         1.00382         1.38642         1718.91         40.1881         0.000186382     0.457172        
5500       0.04583         1.08481e+07     10945.5         1698.57         1.00421         1.37329         1727.4          50.6786         0.000188912     0.482136        
5600       0.0449424       1.10214e+07     10976.7         1767.5          1.00464         1.36196         1736.8          63.2469         0.000191431     0.506656        
5700       0.0440804       1.12014e+07     11008.5         1832.42         1.00507         1.35265         1747.32         78.1604         0.000193937     0.529775        
5800       0.0432433       1.13876e+07     11040.9         1889.87         1.00549         1.34548         1759.1          95.6894         0.000196431     0.550478        
5900       0.0424308       1.1579e+07      11073.6         1936.34         1.00587         1.34054         1772.27         116.105         0.000198915     0.567793        
6000       0.0416426       1.17744e+07     11106.5         1968.65         1.00618         1.33789         1786.92         139.667         0.000201385     0.580898        
6100       0.040879        1.19722e+07     11139.2         1984.33         1.00639         1.33755         1803.1          166.617         0.000203847     0.589271        
6200       0.0401402       1.21707e+07     11171.4         1982.09         1.0065          1.3395          1820.86         197.169         0.000206296     0.592778        
6300       0.0394265       1.2368e+07      11203           1962.17         1.00648         1.3437          1840.16         231.502         0.000208736     0.591758        
6400       0.0387382       1.25626e+07     11233.7         1926.46         1.00634         1.35004         1860.94         269.756         0.000211165     0.586992        
6500       0.038075        1.27529e+07     11263.2         1878.37         1.00609         1.35829         1883.03         312.016         0.000213584     0.579613        
6600       0.0374367       1.2938e+07      11291.4         1822.33         1.00577         1.3681          1906.17         358.321         0.000215994     0.570939        
6700       0.0368225       1.31173e+07     11318.4         1763.19         1.0054          1.37898         1929.98         408.661         0.000218391     0.562281        
6800       0.0362313       1.32907e+07     11344.1         1705.52         1.00502         1.39027         1953.99         462.973         0.000220776     0.554786        
6900       0.0356618       1.34586e+07     11368.6         1653.09         1.00465         1.40126         1977.66         521.156         0.000223149     0.549329        
7000       0.0351126       1.36216e+07     11392.1         1608.56         1.00432         1.41122         2000.46         583.065         0.000225507     0.546473        
7100       0.0345822       1.37806e+07     11414.6         1573.5          1.00405         1.41953         2021.95         648.515         0.000227847     0.546498        
7200       0.0340691       1.39366e+07     11436.4         1548.54         1.00384         1.42576         2041.79         717.303         0.00023017      0.549461        
7300       0.0335719       1.40906e+07     11457.7         1533.6          1.00371         1.42968         2059.81         789.195         0.000232462     0.555825        
7400       0.0330893       1.42436e+07     11478.5         1528.14         1.00365         1.4313          2076.01         863.942         0.000234738     0.564396        
7500       0.0326201       1.43965e+07     11499           1531.39         1.00366         1.43077         2090.49         941.288         0.000236992     0.57538         
7600       0.0321634       1.45502e+07     11519.4         1542.5          1.00374         1.42836         2103.43         1020.97         0.000239211     0.588579        
7700       0.0317181       1.47053e+07     11539.6         1560.64         1.00388         1.42441         2115.06         1102.71         0.000241399     0.603741        
7800       0.0312835       1.48625e+07     11559.9         1585.04         1.00408         1.41925         2125.63         1186.27         0.000243553     0.620656        
7900       0.0308587       1.50225e+07     11580.3         1615.04         1.00433         1.41319         2135.37         1271.38         0.000245669     0.639136        
8000       0.0304433       1.51857e+07     11600.8         1650.06         1.00463         1.4065          2144.47         1357.81         0.000247743     0.659014        
8100       0.0300364       1.53526e+07     11621.6         1689.6          1.00499         1.39943         2153.13         1445.33         0.000249776     0.68015         
8200       0.0296378       1.55237e+07     11642.6         1733.25         1.00538         1.39216         2161.5          1533.72         0.000251762     0.702412        
8300       0.0292467       1.56994e+07     11663.9         1780.63         1.00583         1.38486         2169.71         1622.8          0.000253688     0.72589         
8400       0.028863        1.588e+07       11685.5         1831.43         1.00631         1.37764         2177.86         1712.38         0.000255573     0.750117        
8500       0.0284861       1.60658e+07     11707.5         1885.35         1.00684         1.3706          2186.05         1802.29         0.000257408     0.775111        
8600       0.0281157       1.62571e+07     11729.9         1942.1          1.0074          1.36381         2194.33         1892.37         0.000259182     0.800868        
8700       0.0277514       1.64543e+07     11752.6         2001.43         1.008           1.35733         2202.77         1982.52         0.000260903     0.827187        
8800       0.0273931       1.66575e+07     11775.9         2063.06         1.00864         1.3512          2211.42         2072.58         0.000262559     0.854104        
8900       0.0270405       1.6867e+07      11799.5         2126.72         1.00931         1.34543         2220.3          2162.46         0.000264157     0.881456        
9000       0.0266933       1.70829e+07     11823.7         2192.12         1.01            1.34004         2229.44         2252.06         0.000265693     0.909147        
9100       0.0263513       1.73055e+07     11848.3         2258.97         1.01073         1.33504         2238.87         2341.29         0.000267168     0.937081        
9200       0.0260144       1.75347e+07     11873.3         2326.97         1.01148         1.33044         2248.6          2430.08         0.000268583     0.965157        
9300       0.0256823       1.77709e+07     11898.8         2395.79         1.01225         1.32621         2258.64         2518.34         0.000269939     0.993272        
9400       0.0253551       1.80139e+07     11924.8         2465.1          1.01304         1.32237         2268.99         2606.02         0.00027124      1.02127         
9500       0.0250325       1.82639e+07     11951.3         2534.54         1.01383         1.31889         2279.65         2693.06         0.000272479     1.04916         
9600       0.0247145       1.85208e+07     11978.2         2603.77         1.01464         1.31576         2290.64         2779.42         0.000273661     1.07678         
9700       0.024401        1.87846e+07     12005.5         2672.44         1.01545         1.31296         2301.93         2865.04         0.00027479      1.10402         
9800       0.0240919       1.90553e+07     12033.3         2740.2          1.01626         1.31047         2313.53         2949.89         0.000275868     1.13081         
9900       0.0237873       1.93326e+07     12061.4         2806.71         1.01706         1.30826         2325.42         3033.93         0.000276897     1.15704         
10000      0.0234871       1.96166e+07     12090           2871.65         1.01785         1.30633         2337.6          3117.14         0.00027788      1.18262         
10100      0.0231913       1.99069e+07     12118.9         2934.75         1.01862         1.30463         2350.04         3199.48         0.000278818     1.2075          
10200      0.0228999       2.02034e+07     12148.1         2995.75         1.01937         1.30314         2362.73         3280.93         0.000279717     1.2316          
10300      0.0226129       2.0506e+07      12177.6         3054.49         1.02009         1.30184         2375.65         3361.47         0.000280576     1.25486         
10400      0.0223303       2.08143e+07     12207.4         3110.82         1.02077         1.3007          2388.78         3441.08         0.000281398     1.27726         
10500      0.0220522       2.11281e+07     12237.4         3164.71         1.02142         1.29968         2402.09         3519.77         0.000282187     1.29877         
10600      0.0217785       2.14471e+07     12267.7         3216.19         1.02204         1.29876         2415.56         3597.53         0.000282948     1.3192          
10700      0.0215093       2.17712e+07     12298.1         3265.41         1.02261         1.29791         2429.15         3674.36         0.000283669     1.33896         
10800      0.0212446       2.21001e+07     12328.7         3312.6          1.02314         1.29709         2442.84         3750.28         0.000284359     1.35787         
10900      0.0209843       2.24337e+07     12359.4         3358.1          1.02363         1.29628         2456.59         3825.29         0.000285015     1.37597         
11000      0.0207284       2.27717e+07     12390.3         3402.39         1.02408         1.29544         2470.36         3899.42         0.000285636     1.39333         
11100      0.0204769       2.31141e+07     12421.3         3446            1.02449         1.29455         2484.12         3972.7          0.00028622      1.41001         
11200      0.0202298       2.34609e+07     12452.4         3489.62         1.02486         1.29357         2497.84         4045.17         0.000286764     1.42611         
11300      0.019987        2.38121e+07     12483.6         3533.99         1.02521         1.29247         2511.48         4116.87         0.000287263     1.44174         
11400      0.0197484       2.41678e+07     12514.9         3579.94         1.02554         1.29124         2525            4187.85         0.000287715     1.457           
11500      0.0195139       2.45282e+07     12546.4         3628.35         1.02586         1.28986         2538.38         4258.16         0.000288108     1.47201         
11600      0.0192834       2.48936e+07     12578.1         3680.15         1.02617         1.28831         2551.59         4327.89         0.000288441     1.48688         
11700      0.0190568       2.52643e+07     12609.9         3736.26         1.02648         1.28659         2564.61         4397.08         0.000288701     1.50175         
11800      0.0188338       2.5641e+07      12641.9         3797.63         1.0268          1.2847          2577.44         4465.82         0.000288881     1.51672         
11900      0.0186143       2.60241e+07     12674.3         3865.16         1.02715         1.28264         2590.07         4534.19         0.000288971     1.5319          
12000      0.0183982       2.64142e+07     12706.9         3939.69         1.02753         1.28043         2602.51         4602.27         0.000288961     1.54742         
12100      0.0181853       2.68123e+07     12739.9         4022.2          1.02795         1.27807         2614.76         4670.14         0.000288839     1.56346         
12200      0.0179753       2.7219e+07      12773.4         4113.23         1.02842         1.27561         2626.85         4737.88         0.000288592     1.58002         
12300      0.017768        2.76352e+07     12807.4         4213.42         1.02894         1.27307         2638.83         4805.57         0.000288208     1.5972          
12400      0.0175633       2.8062e+07      12841.9         4323.32         1.02953         1.2705          2650.72         4873.3          0.000287677     1.61506         
12500      0.017361        2.85002e+07     12877.1         4443.39         1.0302          1.26792         2662.56         4941.14         0.000286983     1.63368         
12600      0.0171608       2.8951e+07      12913.1         4574.01         1.03093         1.26539         2674.41         5009.16         0.000286115     1.65311         
12700      0.0169626       2.94154e+07     12949.8         4715.49         1.03175         1.26292         2686.3          5077.43         0.000285058     1.67339         
12800      0.0167662       2.98945e+07     12987.3         4868.06         1.03265         1.26055         2698.28         5146.01         0.000283805     1.69458         
12900      0.0165713       3.03894e+07     13025.9         5031.88         1.03364         1.25832         2710.39         5214.96         0.000282324     1.71679         
13000      0.016378        3.09012e+07     13065.4         5207.07         1.03472         1.25625         2722.69         5284.33         0.000280638     1.73988         
13100      0.0161859       3.14312e+07     13106           5393.69         1.03588         1.25436         2735.19         5354.16         0.00027872      1.76396         
13200      0.0159949       3.19804e+07     13147.8         5591.76         1.03714         1.25268         2747.95         5424.49         0.000276562     1.78905         
13300      0.0158049       3.25499e+07     13190.7         5801.25         1.0385          1.25121         2761            5495.35         0.00027416      1.81516         
13400      0.0156159       3.3141e+07      13235           6022.09         1.03994         1.24997         2774.36         5566.75         0.000271508     1.84231         
13500      0.0154276       3.37547e+07     13280.6         6254.17         1.04148         1.24898         2788.06         5638.73         0.000268601     1.87051         
13600      0.01524         3.43922e+07     13327.7         6497.33         1.04311         1.24822         2802.13         5711.29         0.00026544      1.89978         
13700      0.015053        3.50545e+07     13376.2         6751.37         1.04483         1.24772         2816.59         5784.43         0.000262023     1.93011         
13800      0.0148665       3.57428e+07     13426.3         7016.02         1.04664         1.24746         2831.46         5858.16         0.000258356     1.96153         
13900      0.0146805       3.64581e+07     13477.9         7290.98         1.04853         1.24745         2846.76         5932.48         0.000254443     1.99404         
14000      0.0144949       3.72013e+07     13531.2         7575.88         1.05051         1.24769         2862.49         6007.36         0.000250289     2.02764         
14100      0.0143097       3.79736e+07     13586.2         7870.26         1.05257         1.24816         2878.68         6082.81         0.000245907     2.06233         
14200      0.0141249       3.87757e+07     13642.8         8173.64         1.05471         1.24886         2895.33         6158.79         0.000241307     2.0981          
14300      0.0139404       3.96086e+07     13701.3         8485.42         1.05691         1.24979         2912.46         6235.28         0.000236501     2.13496         
14400      0.0137564       4.0473e+07      13761.5         8804.97         1.05919         1.25093         2930.08         6312.26         0.000231505     2.17288         
14500      0.0135727       4.13698e+07     13823.6         9131.56         1.06152         1.25227         2948.18         6389.7          0.000226337     2.21184         
14600      0.0133894       4.22996e+07     13887.5         9464.38         1.0639          1.25381         2966.77         6467.55         0.000221012     2.25182         
14700      0.0132065       4.32629e+07     13953.2         9802.55         1.06633         1.25552         2985.87         6545.79         0.000215553     2.29278         
14800      0.0130242       4.42602e+07     14020.9         10145.1         1.0688          1.25739         3005.46         6624.37         0.000209976     2.33467         
14900      0.0128425       4.5292e+07      14090.3         10491           1.0713          1.25941         3025.55         6703.25         0.000204303     2.37743         
15000      0.0126614       4.63585e+07     14161.7         10839.1         1.07381         1.26157         3046.14         6782.39         0.000198554     2.421           
15100      0.0124811       4.74598e+07     14234.8         11188.1         1.07633         1.26384         3067.22         6861.74         0.000192751     2.46529         
15200      0.0123017       4.85961e+07     14309.8         11536.9         1.07885         1.26621         3088.8          6941.25         0.000186913     2.51022         
15300      0.0121231       4.97672e+07     14386.6         11883.9         1.08135         1.26866         3110.87         7020.88         0.00018106      2.55568         
15400      0.0119457       5.09728e+07     14465.2         12227.8         1.08383         1.27118         3133.41         7100.58         0.000175211     2.60156         
15500      0.0117694       5.22126e+07     14545.4         12567.1         1.08627         1.27374         3156.42         7180.29         0.000169385     2.64772         
15600      0.0115944       5.3486e+07      14627.3         12900           1.08865         1.27633         3179.89         7259.98         0.000163599     2.69403         
15700      0.0114208       5.47923e+07     14710.8         13225.1         1.09097         1.27892         3203.82         7339.58         0.000157869     2.74035         
15800      0.0112488       5.61307e+07     14795.8         13540.6         1.09321         1.28151         3228.17         7419.06         0.00015221      2.7865          
15900      0.0110786       5.75e+07        14882.2         13844.7         1.09535         1.28407         3252.94         7498.36         0.000146637     2.83234         
16000      0.0109101       5.88992e+07     14969.9         14135.8         1.09739         1.28659         3278.12         7577.44         0.000141161     2.87768         
16100      0.0107437       6.03267e+07     15058.8         14412.1         1.09931         1.28904         3303.68         7656.25         0.000135794     2.92236         
16200      0.0105793       6.17811e+07     15148.9         14671.9         1.1011          1.29142         3329.6          7734.74         0.000130546     2.96618         
16300      0.0104172       6.32605e+07     15239.9         14913.5         1.10274         1.2937          3355.86         7812.88         0.000125425     3.00896         
16400      0.0102575       6.47631e+07     15331.8         15135.3         1.10423         1.29587         3382.44         7890.62         0.000120443     3.05059         
16500      0.0101003       6.62868e+07     15424.4         15335.7         1.10555         1.29792         3409.31         7967.91         0.000115598     3.09078         
16600      0.00994579      6.78295e+07     15517.6         15513.3         1.1067          1.29983         3436.44         8044.73         0.000110899     3.1294          
16700      0.00979398      6.93887e+07     15611.3         15666.9         1.10766         1.30159         3463.82         8121.03         0.00010635      3.16631         
16800      0.00964502      7.0962e+07      15705.2         15795.2         1.10843         1.3032          3491.41         8196.78         0.000101953     3.20134         
16900      0.00949902      7.25469e+07     15799.3         15897.4         1.109           1.30465         3519.19         8271.95         9.77112e-05     3.23436         
17000      0.00935606      7.41406e+07     15893.3         15972.6         1.10937         1.30593         3547.12         8346.5          9.36252e-05     3.26525         
17100      0.00921622      7.57405e+07     15987.1         16020.3         1.10953         1.30704         3575.18         8420.41         8.96952e-05     3.29391         
17200      0.00907956      7.73437e+07     16080.6         16040.3         1.10949         1.30797         3603.33         8493.64         8.5921e-05      3.32024         
17300      0.00894616      7.89476e+07     16173.6         16032.4         1.10925         1.30873         3631.55         8566.18         8.23011e-05     3.34419         
17400      0.00881604      8.05493e+07     16265.9         15996.8         1.10881         1.30932         3659.81         8637.99         7.88339e-05     3.36571         
17500      0.00868925      8.2146e+07      16357.4         15934           1.10817         1.30975         3688.08         8709.06         7.55174e-05     3.38478         
17600      0.0085658       8.37352e+07     16448           15844.7         1.10733         1.31002         3716.34         8779.36         7.23487e-05     3.40141         
17700      0.00844572      8.53141e+07     16537.4         15729.7         1.10632         1.31014         3744.55         8848.88         6.93248e-05     3.41562         
17800      0.00832898      8.68803e+07     16625.7         15590.4         1.10513         1.31011         3772.7          8917.6          6.64421e-05     3.42747         
17900      0.00821559      8.84314e+07     16712.6         15427.9         1.10378         1.30997         3800.75         8985.5          6.36971e-05     3.43702         
18000      0.00810552      8.99652e+07     16798           15243.9         1.10227         1.3097          3828.7          9052.57         6.10857e-05     3.44437         
18100      0.00799874      9.14796e+07     16881.9         15040.2         1.10063         1.30934         3856.51         9118.81         5.86039e-05     3.44962         
18200      0.00789519      9.29726e+07     16964.2         14818.5         1.09886         1.30889         3884.18         9184.19         5.62472e-05     3.45291         
18300      0.00779484      9.44427e+07     17044.7         14580.8         1.09698         1.30837         3911.67         9248.71         5.40086e-05     3.45449         
18400      0.00769762      9.58883e+07     17123.5         14329.3         1.095           1.3078          3938.99         9312.35         5.18888e-05     3.4543          
18500      0.00760347      9.73082e+07     17200.5         14065.9         1.09294         1.30718         3966.11         9375.12         4.98808e-05     3.4526          
18600      0.0075123       9.87012e+07     17275.6         13792.8         1.09081         1.30654         3993.02         9437            4.798e-05       3.44957         
18700      0.00742404      1.00066e+08     17348.8         13512.1         1.08862         1.30589         4019.71         9498            4.61819e-05     3.44539         
18800      0.00733861      1.01403e+08     17420.1         13225.9         1.0864          1.30525         4046.18         9558.11         4.4482e-05      3.44022         
18900      0.00725591      1.02712e+08     17489.5         12936.1         1.08415         1.30462         4072.42         9617.31         4.28758e-05     3.43426         
19000      0.00717587      1.03991e+08     17557           12644.6         1.08188         1.30402         4098.41         9675.61         4.13589e-05     3.42767         
19100      0.00709837      1.0524e+08      17622.6         12353.2         1.07962         1.30346         4124.16         9732.99         3.9927e-05      3.42061         
19200      0.00702333      1.06461e+08     17686.3         12063.6         1.07736         1.30295         4149.66         9789.45         3.85758e-05     3.41325         
19300      0.00695065      1.07653e+08     17748.3         11777.3         1.07513         1.3025          4174.9          9844.99         3.73014e-05     3.40575         
19400      0.00688024      1.08817e+08     17808.4         11495.7         1.07292         1.3021          4199.88         9899.62         3.60976e-05     3.39839         
19500      0.006812        1.09953e+08     17866.8         11220           1.07076         1.30177         4224.6          9953.35         3.49646e-05     3.39106         
19600      0.00674583      1.11061e+08     17923.5         10951.3         1.06864         1.30151         4249.05         10006.2         3.38968e-05     3.384           
19700      0.00668164      1.12143e+08     17978.6         10690.5         1.06657         1.30133         4273.23         10058.1         3.28906e-05     3.37732         
19800      0.00661934      1.132e+08       18032           10438.4         1.06456         1.30121         4297.14         10109.1         3.19425e-05     3.37111         
19900      0.00655884      1.14231e+08     18084           10195.6         1.06262         1.30116         4320.78         10159.2         3.10493e-05     3.36546         
20000      0.00650006      1.15239e+08     18134.5         9962.58         1.06074         1.30117         4344.14         10208.3         3.02077e-05     3.36046         
20100      0.0064429       1.16224e+08     18183.7         9739.62         1.05894         1.30125         4367.22         10256.6         2.94148e-05     3.35617         
20200      0.0063873       1.17187e+08     18231.5         9526.98         1.0572          1.3014          4390.02         10303.9         2.86677e-05     3.35265         
20300      0.00633317      1.1813e+08      18278           9324.72         1.05554         1.30159         4412.55         10350.4         2.79636e-05     3.34995         
20400      0.00628043      1.19053e+08     18323.4         9132.82         1.05395         1.30184         4434.79         10396           2.73001e-05     3.3481          
20500      0.00622903      1.19957e+08     18367.6         8951.15         1.05244         1.30213         4456.76         10440.8         2.66747e-05     3.34714         
20600      0.00617888      1.20843e+08     18410.7         8779.49         1.051           1.30247         4478.45         10484.7         2.60851e-05     3.34709         
20700      0.00612993      1.21713e+08     18452.8         8617.54         1.04963         1.30284         4499.87         10527.7         2.5529e-05      3.34795         
20800      0.00608212      1.22567e+08     18494           8464.95         1.04833         1.30324         4521.02         10570           2.50043e-05     3.34974         
20900      0.0060354       1.23406e+08     18534.2         8321.29         1.04709         1.30368         4541.92         10611.4         2.45093e-05     3.35244         
21000      0.0059897       1.24231e+08     18573.6         8186.08         1.04593         1.30413         4562.56         10652           2.40419e-05     3.35605         
21100      0.00594498      1.25044e+08     18612.2         8058.83         1.04482         1.30461         4582.96         10692           2.36006e-05     3.36059         
21200      0.00590119      1.25843e+08     18650           7939            1.04377         1.30511         4603.12         10731.2         2.31839e-05     3.36603         
21300      0.00585829      1.26632e+08     18687.1         7826.06         1.04277         1.30563         4623.07         10769.7         2.27901e-05     3.37237         
21400      0.00581625      1.27409e+08     18723.5         7719.44         1.04183         1.30617         4642.8          10807.5         2.2418e-05      3.37956         
21500      0.00577502      1.28176e+08     18759.3         7618.59         1.04093         1.30672         4662.34         10844.7         2.20662e-05     3.38759         
21600      0.00573457      1.28933e+08     18794.4         7522.98         1.04008         1.30729         4681.69         10881.4         2.17335e-05     3.39645         
21700      0.00569486      1.29681e+08     18828.9         7432.07         1.03927         1.30788         4700.86         10917.4         2.14189e-05     3.40612         
21800      0.00565588      1.30419e+08     18862.9         7345.36         1.0385          1.30848         4719.88         10953           2.11213e-05     3.41658         
21900      0.00561759      1.3115e+08      18896.3         7262.38         1.03776         1.3091          4738.75         10988.1         2.0837e-05      3.42786         
22000      0.00557996      1.31872e+08     18929.2         7182.68         1.03704         1.30974         4757.49         11022.8         2.05703e-05     3.43983         
22100      0.00554298      1.32586e+08     18961.6         7105.87         1.03636         1.31039         4776.1          11057           2.03179e-05     3.4525          
22200      0.00550663      1.33293e+08     18993.6         7031.58         1.0357          1.31106         4794.59         11090.9         2.00791e-05     3.46587         
22300      0.00547088      1.33993e+08     19025           6959.49         1.03506         1.31175         4812.98         11124.4         1.98532e-05     3.4799          
22400      0.00543571      1.34685e+08     19056           6889.33         1.03444         1.31246         4831.26         11157.7         1.96395e-05     3.49458         
22500      0.00540112      1.35371e+08     19086.5         6820.88         1.03384         1.31318         4849.46         11190.8         1.94374e-05     3.5099          
22600      0.00536707      1.36049e+08     19116.6         6753.96         1.03325         1.31391         4867.55         11223.6         1.92464e-05     3.52582         
22700      0.00533357      1.36721e+08     19146.3         6688.43         1.03268         1.31466         4885.56         11256.2         1.90658e-05     3.54234         
22800      0.00530059      1.37387e+08     19175.5         6624.21         1.03212         1.31541         4903.48         11288.7         1.88953e-05     3.55941         
22900      0.00526812      1.38046e+08     19204.4         6561.25         1.03156         1.31617         4921.31         11321.1         1.87344e-05     3.57702         
23000      0.00523614      1.38699e+08     19232.8         6499.55         1.03102         1.31694         4939.04         11353.4         1.85827e-05     3.59514         
23100      0.00520466      1.39346e+08     19260.9         6439.15         1.03049         1.3177          4956.68         11385.6         1.84397e-05     3.61378         
23200      0.00517365      1.39987e+08     19288.6         6380.12         1.02997         1.31846         4974.2          11417.8         1.83051e-05     3.63293         
23300      0.00514309      1.40622e+08     19315.9         6322.57         1.02945         1.3192          4991.6          11450           1.81784e-05     3.65257         
23400      0.00511299      1.41252e+08     19342.9         6266.63         1.02895         1.31992         5008.87         11482.2         1.80595e-05     3.67267         
23500      0.00508333      1.41876e+08     19369.5         6212.47         1.02845         1.32061         5025.99         11514.4         1.79478e-05     3.69322         
