T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.00480478      1.51099e+08     20490.9         6432.32         1.02637         1.31612         5166.04         11638.7         1.78707e-05     3.73497         
23700      0.00477765      1.51741e+08     20518.1         6420.7          1.02609         1.31584         5180.84         11670.7         1.7775e-05      3.75661         
23800      0.00475083      1.52383e+08     20545.1         6412.93         1.02583         1.31547         5195.38         11702.5         1.76848e-05     3.77869         
23900      0.00472432      1.53024e+08     20572           6409.26         1.02559         1.315           5209.63         11734.1         1.75996e-05     3.80117         
24000      0.00469811      1.53665e+08     20598.8         6409.93         1.02537         1.31444         5223.59         11765.6         1.75194e-05     3.82404         
24100      0.00467219      1.54306e+08     20625.4         6415.16         1.02517         1.31377         5237.24         11796.9         1.74436e-05     3.84726         
24200      0.00464655      1.54948e+08     20652           6425.22         1.02499         1.313           5250.59         11828.1         1.73721e-05     3.87084         
24300      0.00462117      1.55591e+08     20678.5         6440.33         1.02483         1.31212         5263.62         11859           1.73045e-05     3.89477         
24400      0.00459604      1.56236e+08     20705           6460.74         1.0247          1.31113         5276.33         11889.8         1.72405e-05     3.91904         
24500      0.00457116      1.56884e+08     20731.5         6486.67         1.0246          1.31003         5288.73         11920.4         1.71798e-05     3.94364         
24600      0.00454651      1.57534e+08     20758           6518.33         1.02452         1.30883         5300.81         11950.7         1.71222e-05     3.96856         
24700      0.00452208      1.58188e+08     20784.5         6555.93         1.02447         1.30752         5312.58         11980.7         1.70674e-05     3.9938          
24800      0.00449787      1.58845e+08     20811.1         6599.66         1.02444         1.30611         5324.05         12010.5         1.70152e-05     4.01934         
24900      0.00447386      1.59508e+08     20837.7         6649.7          1.02445         1.3046          5335.23         12040           1.69653e-05     4.04517         
25000      0.00445003      1.60175e+08     20864.5         6706.21         1.02449         1.30301         5346.13         12069.2         1.69173e-05     4.07128         
25100      0.00442639      1.60849e+08     20891.4         6769.33         1.02456         1.30134         5356.77         12098.1         1.6871e-05      4.09765         
25200      0.00440292      1.6153e+08      20918.4         6839.19         1.02466         1.2996          5367.17         12126.6         1.68263e-05     4.1243          
25300      0.0043796       1.62217e+08     20945.7         6915.89         1.02479         1.2978          5377.35         12154.7         1.67828e-05     4.1512          
25400      0.00435644      1.62913e+08     20973.1         6999.53         1.02496         1.29594         5387.33         12182.3         1.67403e-05     4.17835         
25500      0.00433341      1.63617e+08     21000.8         7090.18         1.02516         1.29404         5397.14         12209.6         1.66985e-05     4.20573         
25600      0.00431052      1.64331e+08     21028.7         7187.9          1.02539         1.29211         5406.8          12236.3         1.66572e-05     4.23333         
25700      0.00428775      1.65055e+08     21057           7292.7          1.02566         1.29016         5416.33         12262.6         1.66161e-05     4.26114         
25800      0.00426509      1.6579e+08      21085.5         7404.62         1.02597         1.28821         5425.78         12288.4         1.65751e-05     4.28915         
25900      0.00424253      1.66536e+08     21114.4         7523.63         1.02631         1.28625         5435.16         12313.6         1.65339e-05     4.31735         
26000      0.00422007      1.67295e+08     21143.6         7649.73         1.02668         1.28431         5444.49         12338.3         1.64924e-05     4.34572         
26100      0.00419769      1.68067e+08     21173.2         7782.87         1.02709         1.28238         5453.81         12362.3         1.64503e-05     4.37429         
26200      0.00417539      1.68852e+08     21203.2         7922.99         1.02753         1.28049         5463.15         12385.8         1.64075e-05     4.40305         
26300      0.00415317      1.69651e+08     21233.7         8070.02         1.028           1.27864         5472.52         12408.6         1.63637e-05     4.432           
26400      0.00413101      1.70466e+08     21264.6         8223.86         1.02851         1.27684         5481.95         12430.8         1.63188e-05     4.46112         
26500      0.00410891      1.71296e+08     21296           8384.41         1.02905         1.27509         5491.46         12452.3         1.62726e-05     4.49039         
26600      0.00408686      1.72143e+08     21327.9         8551.55         1.02963         1.2734          5501.08         12473.2         1.62248e-05     4.51979         
26700      0.00406486      1.73007e+08     21360.3         8725.14         1.03023         1.27178         5510.81         12493.4         1.61755e-05     4.54931         
26800      0.00404289      1.73888e+08     21393.3         8905.05         1.03087         1.27023         5520.69         12512.8         1.61244e-05     4.57895         
26900      0.00402097      1.74788e+08     21426.8         9091.1          1.03153         1.26875         5530.72         12531.6         1.60714e-05     4.6087          
27000      0.00399907      1.75707e+08     21460.9         9283.15         1.03223         1.26735         5540.92         12549.6         1.60164e-05     4.63856         
27100      0.0039772       1.76645e+08     21495.6         9481.01         1.03295         1.26604         5551.3          12566.8         1.59594e-05     4.66852         
27200      0.00395535      1.77603e+08     21530.8         9684.51         1.0337          1.2648          5561.88         12583.4         1.58919e-05     4.69754         
27300      0.00393353      1.78582e+08     21566.8         9893.46         1.03447         1.26365         5572.66         12599.2         1.58307e-05     4.72774         
27400      0.00391172      1.79582e+08     21603.3         10107.7         1.03527         1.26258         5583.66         12614.2         1.57672e-05     4.75802         
27500      0.00388992      1.80604e+08     21640.6         10326.9         1.03609         1.26159         5594.87         12628.5         1.57012e-05     4.78838         
27600      0.00386813      1.81648e+08     21678.4         10551.1         1.03694         1.26069         5606.31         12642.1         1.56327e-05     4.8188          
27700      0.00384636      1.82714e+08     21717           10779.9         1.0378          1.25987         5617.98         12654.9         1.55617e-05     4.84928         
27800      0.00382459      1.83804e+08     21756.3         11013.2         1.03869         1.25913         5629.89         12667           1.54881e-05     4.87983         
27900      0.00380282      1.84917e+08     21796.2         11250.8         1.03959         1.25846         5642.04         12678.3         1.54119e-05     4.91046         
28000      0.00378107      1.86054e+08     21836.9         11492.5         1.04051         1.25788         5654.43         12689           1.53331e-05     4.94118         
28100      0.00375931      1.87215e+08     21878.3         11738           1.04145         1.25737         5667.07         12699           1.52517e-05     4.97198         
28200      0.00373757      1.88402e+08     21920.5         11987.3         1.0424          1.25693         5679.95         12708.3         1.51677e-05     5.00283         
28300      0.00371582      1.89613e+08     21963.4         12240.1         1.04336         1.25657         5693.08         12716.9         1.5081e-05      5.03369         
28400      0.00369408      1.9085e+08      22007           12496.2         1.04434         1.25627         5706.45         12724.9         1.49917e-05     5.06454         
28500      0.00367235      1.92112e+08     22051.4         12755.5         1.04533         1.25604         5720.08         12732.1         1.48997e-05     5.09539         
28600      0.00365062      1.93401e+08     22096.5         13017.7         1.04633         1.25587         5733.95         12738.8         1.48052e-05     5.12627         
28700      0.00362889      1.94716e+08     22142.4         13282.7         1.04734         1.25576         5748.06         12744.9         1.47082e-05     5.15717         
28800      0.00360717      1.96058e+08     22189.1         13550.2         1.04836         1.25571         5762.43         12750.4         1.46088e-05     5.18812         
28900      0.00358547      1.97426e+08     22236.5         13820.2         1.04939         1.25572         5777.04         12755.4         1.45069e-05     5.2191          
29000      0.00356377      1.98822e+08     22284.7         14092.3         1.05042         1.25578         5791.89         12759.8         1.44027e-05     5.25009         
29100      0.00354208      2.00245e+08     22333.7         14366.5         1.05146         1.2559          5806.99         12763.7         1.42962e-05     5.28109         
29200      0.00352041      2.01695e+08     22383.4         14642.4         1.0525          1.25606         5822.33         12767.1         1.41874e-05     5.31207         
29300      0.00349875      2.03173e+08     22434           14920           1.05355         1.25627         5837.91         12769.9         1.40749e-05     5.34311         
29400      0.00347711      2.04679e+08     22485.3         15198.9         1.0546          1.25653         5853.74         12772.3         1.39617e-05     5.37409         
29500      0.00345549      2.06213e+08     22537.4         15478.9         1.05565         1.25683         5869.8          12774.2         1.38465e-05     5.40508         
29600      0.00343389      2.07775e+08     22590.2         15759.9         1.0567          1.25717         5886.1          12775.8         1.37293e-05     5.43607         
29700      0.00341231      2.09365e+08     22643.9         16041.5         1.05775         1.25755         5902.64         12776.9         1.36103e-05     5.46706         
29800      0.00339077      2.10983e+08     22698.2         16323.4         1.0588          1.25797         5919.41         12777.7         1.34894e-05     5.49805         
29900      0.00336925      2.1263e+08      22753.4         16605.5         1.05984         1.25842         5936.42         12778.1         1.33669e-05     5.52903         
30000      0.00334777      2.14304e+08     22809.3         16887.3         1.06089         1.25891         5953.67         12778.3         1.32427e-05     5.56001         
