T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
3900       0.0679553       8.1443e+06      10485.3         1638.74         1.0108          1.40591         1430.65         0.207075        0.000143103     0.301938        
4000       0.0660666       8.30257e+06     10525.4         1532.02         1.00886         1.42282         1461.07         0.333           0.000145696     0.295328        
4100       0.0643089       8.45171e+06     10562.2         1455.45         1.00728         1.43564         1488.72         0.525326        0.00014829      0.292691        
4200       0.0626633       8.59455e+06     10596.6         1405.64         1.00603         1.4433          1513.1          0.813303        0.000150875     0.294127        
4300       0.0611139       8.73362e+06     10629.3         1379.3          1.00507         1.44536         1533.98         1.2354          0.000153456     0.299102        
4400       0.0596478       8.8711e+06      10660.9         1373.67         1.00436         1.44196         1551.44         1.84051         0.000156025     0.307835        
4500       0.0582544       9.00897e+06     10691.9         1386.77         1.00388         1.43365         1565.73         2.68914         0.000158586     0.320165        
4600       0.0569248       9.14904e+06     10722.7         1417.3          1.00359         1.42128         1577.29         3.8545          0.000161136     0.336692        
4700       0.0556516       9.29299e+06     10753.7         1464.59         1.00347         1.40585         1586.64         5.42372         0.000163676     0.356774        
4800       0.0544281       9.44251e+06     10785.1         1528.44         1.00352         1.38837         1594.33         7.49895         0.000166199     0.38112         
4900       0.0532487       9.59924e+06     10817.5         1608.91         1.00372         1.36979         1600.91         10.1989         0.000168715     0.40988         
5000       0.0521085       9.76485e+06     10850.9         1706.19         1.00407         1.35099         1606.9          13.6597         0.000171219     0.443379        
5100       0.0510028       9.94104e+06     10885.8         1820.45         1.00457         1.33266         1612.77         18.0363         0.000173709     0.481821        
5200       0.0499277       1.01295e+07     10922.4         1951.67         1.00523         1.31536         1618.9          23.503          0.000176187     0.525314        
5300       0.0488796       1.03319e+07     10960.9         2099.51         1.00604         1.29949         1625.6          30.2539         0.000178652     0.573815        
5400       0.0478554       1.05499e+07     11001.7         2263.09         1.00701         1.28528         1633.12         38.5031         0.000181103     0.627073        
5500       0.0468524       1.0785e+07      11044.8         2440.91         1.00812         1.27288         1641.62         48.4839         0.000183539     0.684588        
5600       0.0458683       1.10385e+07     11090.5         2630.62         1.00937         1.26232         1651.21         60.4466         0.000185962     0.745557        
5700       0.0449016       1.13114e+07     11138.8         2828.9          1.01074         1.25358         1661.98         74.6572         0.00018837      0.808835        
5800       0.0439512       1.16044e+07     11189.7         3031.36         1.0122          1.24658         1673.94         91.3931         0.000190763     0.87291         
5900       0.0430165       1.19177e+07     11243.3         3232.46         1.01372         1.2412          1687.11         110.937         0.000193141     0.935937        
6000       0.0420976       1.22507e+07     11299.2         3425.6          1.01526         1.23732         1701.47         133.571         0.000195503     0.995757        
6100       0.0411953       1.26023e+07     11357.4         3603.27         1.01675         1.2348          1716.99         159.573         0.000197852     1.05003         
6200       0.0403111       1.29705e+07     11417.2         3757.43         1.01813         1.23351         1733.63         189.194         0.000200184     1.09637         
6300       0.0394466       1.33527e+07     11478.4         3880.03         1.01933         1.23332         1751.36         222.662         0.000202502     1.13256         
6400       0.0386043       1.37452e+07     11540.2         3963.8          1.02029         1.23412         1770.11         260.163         0.000204806     1.15681         
6500       0.0377865       1.4144e+07      11602           4003.07         1.02095         1.23585         1789.83         301.823         0.000207096     1.16797         
6600       0.0369959       1.45443e+07     11663.1         3994.68         1.02126         1.23845         1810.48         347.714         0.000209374     1.16576         
6700       0.0362346       1.49413e+07     11722.8         3938.63         1.02121         1.24193         1832.02         397.838         0.00021164      1.15088         
6800       0.0355046       1.53305e+07     11780.5         3838.44         1.02079         1.24629         1854.38         452.123         0.000213893     1.12495         
6900       0.0348071       1.57078e+07     11835.6         3700.94         1.02004         1.25159         1877.53         510.436         0.000216131     1.09114         
7000       0.0341426       1.60698e+07     11887.7         3535.53         1.01903         1.25787         1901.41         572.588         0.000218361     1.05104         
7100       0.0335109       1.64143e+07     11936.5         3353.05         1.01782         1.26514         1925.93         638.34          0.00022058      1.00829         
7200       0.0329108       1.67402e+07     11982.1         3164.45         1.0165          1.27336         1950.98         707.419         0.000222787     0.965743        
7300       0.0323408       1.70473e+07     12024.5         2979.68         1.01514         1.28236         1976.36         779.545         0.00022498      0.9258          
7400       0.031799        1.73365e+07     12063.8         2806.69         1.01382         1.2919          2001.83         854.418         0.000227157     0.89025         
7500       0.0312829       1.76092e+07     12100.5         2651.15         1.01259         1.30164         2027.1          931.748         0.000229316     0.860249        
7600       0.0307903       1.78674e+07     12134.7         2516.49         1.01149         1.31117         2051.83         1011.25         0.000231455     0.836394        
7700       0.0303188       1.81133e+07     12166.8         2404.17         1.01054         1.32003         2075.67         1092.65         0.00023357      0.818822        
7800       0.0298662       1.8349e+07      12197.2         2314.17         1.00975         1.32785         2098.35         1175.69         0.00023566      0.807342        
7900       0.0294304       1.85768e+07     12226.2         2245.45         1.00913         1.33431         2119.62         1260.14         0.00023772      0.801551        
8000       0.0290096       1.87988e+07     12254.2         2196.35         1.00866         1.33922         2139.36         1345.75         0.000239746     0.800932        
8100       0.0286022       1.90167e+07     12281.2         2164.9          1.00833         1.34254         2157.55         1432.33         0.000241744     0.80489         
8200       0.0282069       1.92323e+07     12307.7         2149.1          1.00814         1.34431         2174.25         1519.68         0.000243697     0.812938        
8300       0.0278224       1.9447e+07      12333.7         2147.02         1.00808         1.34468         2189.6          1607.64         0.0002456       0.824731        
8400       0.0274478       1.96621e+07     12359.5         2156.85         1.00812         1.34385         2203.77         1696.03         0.000247467     0.839412        
8500       0.027082        1.98787e+07     12385.1         2177.02         1.00826         1.34204         2216.95         1784.71         0.000249287     0.85672         
8600       0.0267244       2.00978e+07     12410.7         2206.11         1.00849         1.33947         2229.35         1873.56         0.000251058     0.876281        
8700       0.0263743       2.03202e+07     12436.4         2242.92         1.0088          1.33635         2241.13         1962.44         0.000252778     0.89776         
8800       0.0260312       2.05466e+07     12462.3         2286.38         1.00918         1.33284         2252.47         2051.26         0.000254446     0.920865        
8900       0.0256945       2.07776e+07     12488.4         2335.59         1.00962         1.3291          2263.5          2139.92         0.000256065     0.945297        
9000       0.0253638       2.10139e+07     12514.8         2389.76         1.01011         1.32526         2274.35         2228.34         0.000257624     0.970907        
9100       0.0250389       2.12557e+07     12541.5         2448.21         1.01066         1.3214          2285.11         2316.44         0.00025913      0.997427        
9200       0.0247193       2.15036e+07     12568.6         2510.33         1.01125         1.3176          2295.86         2404.16         0.000260576     1.02471         
9300       0.0244049       2.17579e+07     12596.1         2575.6          1.01188         1.31391         2306.65         2491.45         0.000261965     1.05258         
9400       0.0240953       2.20188e+07     12624           2643.54         1.01254         1.31037         2317.53         2578.25         0.000263296     1.08087         
9500       0.0237905       2.22867e+07     12652.4         2713.75         1.01323         1.307           2328.54         2664.52         0.000264571     1.10945         
9600       0.0234901       2.25616e+07     12681.2         2785.87         1.01394         1.30382         2339.7          2750.22         0.000265789     1.13818         
9700       0.0231942       2.28439e+07     12710.4         2859.58         1.01467         1.30082         2351.02         2835.33         0.000266949     1.16696         
9800       0.0229025       2.31336e+07     12740.1         2934.64         1.01542         1.298           2362.51         2919.82         0.000268055     1.19569         
9900       0.022615        2.34309e+07     12770.3         3010.82         1.01617         1.29537         2374.18         3003.68         0.000269111     1.22415         
10000      0.0223315       2.37358e+07     12800.9         3087.99         1.01694         1.29289         2386.02         3086.88         0.000270106     1.25251         
10100      0.022052        2.40485e+07     12832.1         3166.05         1.0177          1.29057         2398.03         3169.44         0.000271046     1.28057         
10200      0.0217764       2.4369e+07      12863.6         3244.96         1.01847         1.28838         2410.2          3251.34         0.000271933     1.30831         
10300      0.0215047       2.46975e+07     12895.7         3324.78         1.01924         1.2863          2422.52         3332.6          0.000272765     1.33567         
10400      0.0212367       2.5034e+07      12928.2         3405.6          1.02001         1.28432         2434.97         3413.22         0.000273542     1.36264         
10500      0.0209724       2.53787e+07     12961.2         3487.61         1.02077         1.28243         2447.54         3493.22         0.000274265     1.38923         
10600      0.0207118       2.57316e+07     12994.6         3571.04         1.02153         1.2806          2460.21         3572.61         0.000274931     1.41544         
10700      0.0204547       2.6093e+07      13028.6         3656.2          1.02229         1.27882         2472.98         3651.43         0.000275538     1.44129         
10800      0.0202011       2.64629e+07     13063           3743.46         1.02305         1.27707         2485.84         3729.7          0.000276086     1.46683         
10900      0.019951        2.68417e+07     13097.9         3833.22         1.02381         1.27536         2498.76         3807.47         0.00027657      1.49211         
11000      0.0197042       2.72297e+07     13133.3         3925.94         1.02458         1.27367         2511.76         3884.77         0.000276989     1.51719         
11100      0.0194606       2.7627e+07      13169.3         4022.08         1.02536         1.27201         2524.81         3961.65         0.000277338     1.54214         
11200      0.0192202       2.80342e+07     13205.8         4122.11         1.02615         1.27036         2537.93         4038.17         0.000277613     1.56705         
11300      0.0189828       2.84516e+07     13242.9         4226.48         1.02696         1.26874         2551.11         4114.37         0.00027781      1.59198         
11400      0.0187483       2.88797e+07     13280.6         4335.63         1.0278          1.26716         2564.37         4190.3          0.000277925     1.61702         
11500      0.0185167       2.93189e+07     13319           4449.94         1.02866         1.26562         2577.71         4266            0.00027795      1.64226         
11600      0.0182877       2.97698e+07     13358           4569.74         1.02956         1.26414         2591.14         4341.54         0.000277883     1.66776         
11700      0.0180613       3.0233e+07      13397.8         4695.31         1.0305          1.26272         2604.69         4416.94         0.000277716     1.69361         
11800      0.0178373       3.07091e+07     13438.3         4826.83         1.03148         1.26139         2618.36         4492.27         0.000277444     1.71987         
11900      0.0176157       3.11986e+07     13479.6         4964.44         1.0325          1.26015         2632.19         4567.56         0.000277061     1.7466          
12000      0.0173964       3.17022e+07     13521.7         5108.18         1.03356         1.25902         2646.18         4642.84         0.000276561     1.77384         
12100      0.0171791       3.22205e+07     13564.7         5258.21         1.03468         1.258           2660.34         4718.15         0.000275941     1.80172         
12200      0.0169639       3.2754e+07      13608.7         5414.28         1.03584         1.2571          2674.7          4793.52         0.000275191     1.83018         
12300      0.0167506       3.33035e+07     13653.5         5576.29         1.03704         1.25632         2689.28         4868.96         0.000274308     1.85924         
12400      0.0165392       3.38695e+07     13699.3         5744.09         1.0383          1.25568         2704.1          4944.5          0.000273287     1.88893         
12500      0.0163296       3.44525e+07     13746.2         5917.49         1.03959         1.25518         2719.15         5020.14         0.00027212      1.91923         
12600      0.0161217       3.50532e+07     13794           6096.3          1.04093         1.25481         2734.46         5095.9          0.00027081      1.94988         
12700      0.0159156       3.5672e+07      13842.9         6280.32         1.04231         1.25457         2750.03         5171.78         0.000269338     1.98141         
12800      0.015711        3.63094e+07     13892.9         6469.37         1.04372         1.25445         2765.87         5247.77         0.000267709     2.01351         
12900      0.0155081       3.6966e+07      13944           6663.28         1.04517         1.25446         2781.98         5323.88         0.000265916     2.04615         
13000      0.0153068       3.76422e+07     13996.2         6861.91         1.04665         1.25457         2798.37         5400.11         0.000263956     2.07931         
13100      0.0151071       3.83385e+07     14049.6         7065.15         1.04815         1.2548          2815.04         5476.43         0.000261808     2.11302         
13200      0.014909        3.90554e+07     14104.1         7272.91         1.04968         1.25512         2831.98         5552.85         0.000259497     2.14709         
13300      0.0147124       3.97933e+07     14159.8         7485.15         1.05124         1.25554         2849.21         5629.36         0.000257007     2.18157         
13400      0.0145173       4.05526e+07     14216.7         7701.88         1.05281         1.25604         2866.71         5705.95         0.000254337     2.2164          
13500      0.0143238       4.13338e+07     14274.8         7923.12         1.0544          1.25663         2884.5          5782.6          0.000251481     2.25156         
13600      0.0141319       4.21373e+07     14334.1         8148.93         1.05601         1.25729         2902.57         5859.32         0.000248442     2.287           
13700      0.0139415       4.29637e+07     14394.6         8379.39         1.05764         1.25802         2920.92         5936.08         0.000245216     2.32271         
13800      0.0137527       4.38134e+07     14456.4         8614.59         1.05928         1.25881         2939.55         6012.88         0.000241805     2.35863         
13900      0.0135654       4.46868e+07     14519.5         8854.62         1.06094         1.25967         2958.47         6089.72         0.000238211     2.39476         
14000      0.0133797       4.55845e+07     14583.8         9099.56         1.06261         1.2606          2977.68         6166.58         0.000234435     2.43106         
14100      0.0131955       4.65069e+07     14649.5         9349.46         1.0643          1.26158         2997.18         6243.47         0.000230483     2.46751         
14200      0.013013        4.74545e+07     14716.4         9604.32         1.066           1.26263         3016.97         6320.36         0.000226359     2.5041          
14300      0.012832        4.84279e+07     14784.7         9864.12         1.06772         1.26374         3037.07         6397.26         0.00022207      2.5408          
14400      0.0126525       4.94275e+07     14854.4         10128.7         1.06945         1.26492         3057.47         6474.16         0.000217623     2.57761         
14500      0.0124747       5.04538e+07     14925.4         10398           1.07119         1.26615         3078.18         6551.05         0.000213029     2.6145          
14600      0.0122984       5.15072e+07     14997.8         10671.6         1.07295         1.26745         3099.21         6627.92         0.000208298     2.65147         
14700      0.0121238       5.25882e+07     15071.6         10949.1         1.07471         1.26881         3120.56         6704.78         0.000203443     2.6885          
14800      0.0119508       5.36972e+07     15146.8         11230           1.07649         1.27023         3142.25         6781.61         0.000198475     2.72556         
14900      0.0117794       5.48343e+07     15223.4         11513.7         1.07826         1.27172         3164.26         6858.39         0.00019341      2.76264         
15000      0.0116096       5.6e+07         15301.3         11799.4         1.08004         1.27326         3186.62         6935.13         0.000188263     2.7997          
15100      0.0114415       5.71943e+07     15380.7         12086.2         1.08181         1.27485         3209.31         7011.8          0.000183049     2.83671         
15200      0.0112752       5.84172e+07     15461.4         12373           1.08357         1.2765          3232.36         7088.39         0.000177784     2.87362         
15300      0.0111106       5.96688e+07     15543.5         12658.8         1.08531         1.27818         3255.75         7164.89         0.000172485     2.91037         
15400      0.0109478       6.09489e+07     15626.9         12942.1         1.08703         1.27991         3279.49         7241.27         0.000167169     2.94692         
15500      0.0107868       6.22571e+07     15711.5         13221.6         1.08871         1.28165         3303.57         7317.53         0.00016185      2.98318         
15600      0.0106277       6.3593e+07      15797.5         13495.8         1.09035         1.28342         3328            7393.64         0.000156548     3.01908         
15700      0.0104705       6.4956e+07      15884.5         13763.1         1.09193         1.28519         3352.76         7469.58         0.000151274     3.05453         
15800      0.0103154       6.63454e+07     15972.8         14021.8         1.09345         1.28696         3377.85         7545.32         0.000146046     3.08944         
15900      0.0101623       6.77601e+07     16062           14270.3         1.09489         1.28872         3403.27         7620.85         0.000140876     3.12369         
16000      0.0100114       6.9199e+07      16152.2         14506.8         1.09625         1.29044         3429            7696.13         0.000135778     3.15719         
16100      0.00986272      7.0661e+07      16243.3         14729.5         1.09751         1.29213         3455.02         7771.15         0.000130768     3.18987         
16200      0.0097163       7.21444e+07     16335.2         14936.8         1.09866         1.29376         3481.32         7845.87         0.000125848     3.2215          
16300      0.00957224      7.36477e+07     16427.7         15127           1.09969         1.29533         3507.9          7920.28         0.000121032     3.25201         
16400      0.00943061      7.51692e+07     16520.7         15298.4         1.1006          1.29682         3534.72         7994.33         0.000116329     3.28129         
16500      0.00929149      7.67068e+07     16614.2         15449.6         1.10137         1.29822         3561.77         8068.01         0.000111747     3.30922         
16600      0.00915494      7.82584e+07     16708           15579.2         1.10199         1.29952         3589.02         8141.29         0.000107291     3.33569         
16700      0.00902103      7.98218e+07     16801.9         15686           1.10245         1.30072         3616.46         8214.13         0.000102968     3.36058         
16800      0.00888981      8.13948e+07     16895.8         15768.9         1.10276         1.3018          3644.07         8286.51         9.87806e-05     3.38381         
16900      0.00876136      8.29748e+07     16989.5         15827           1.1029          1.30277         3671.81         8358.4          9.47329e-05     3.40527         
17000      0.00863571      8.45593e+07     17083           15859.7         1.10287         1.30361         3699.66         8429.77         9.0827e-05      3.42491         
17100      0.00851292      8.61459e+07     17176.1         15866.6         1.10268         1.30433         3727.61         8500.61         8.70643e-05     3.44264         
17200      0.00839301      8.77318e+07     17268.5         15847.4         1.10231         1.30491         3755.61         8570.88         8.34454e-05     3.45844         
17300      0.00827602      8.93145e+07     17360.3         15802.3         1.10177         1.30537         3783.66         8640.58         7.9966e-05      3.47241         
17400      0.00816197      9.08914e+07     17451.2         15731.5         1.10106         1.30571         3811.72         8709.69         7.66332e-05     3.48427         
17500      0.00805088      9.246e+07       17541.1         15635.7         1.10019         1.30593         3839.77         8778.18         7.34418e-05     3.49416         
17600      0.00794273      9.40177e+07     17629.8         15515.5         1.09916         1.30604         3867.79         8846.05         7.03899e-05     3.5021          
17700      0.00783754      9.55623e+07     17717.3         15372.1         1.09798         1.30605         3895.75         8913.27         6.74751e-05     3.50813         
17800      0.00773529      9.70914e+07     17803.5         15206.7         1.09666         1.30595         3923.64         8979.83         6.46945e-05     3.51232         
17900      0.00763595      9.86029e+07     17888.2         15020.7         1.09521         1.30578         3951.43         9045.7          6.2045e-05      3.51473         
18000      0.0075395       1.00095e+08     17971.3         14815.7         1.09363         1.30553         3979.12         9110.88         5.95231e-05     3.51546         
18100      0.0074459       1.01565e+08     18052.8         14593.4         1.09195         1.30522         4006.67         9175.36         5.71252e-05     3.51462         
18200      0.00735511      1.03013e+08     18132.5         14355.8         1.09016         1.30487         4034.08         9239.13         5.48474e-05     3.51231         
18300      0.00726706      1.04436e+08     18210.5         14104.7         1.08828         1.30448         4061.33         9302.17         5.26856e-05     3.50868         
18400      0.00718172      1.05834e+08     18286.7         13842.2         1.08634         1.30407         4088.41         9364.47         5.06357e-05     3.50385         
18500      0.00709901      1.07204e+08     18361           13570.2         1.08432         1.30365         4115.3          9426.04         4.86935e-05     3.49797         
18600      0.00701887      1.08547e+08     18433.4         13290.7         1.08226         1.30324         4142.01         9486.84         4.68547e-05     3.49118         
18700      0.00694123      1.09862e+08     18503.9         13005.9         1.08017         1.30284         4168.52         9546.89         4.51151e-05     3.48364         
18800      0.00686601      1.11148e+08     18572.5         12717.4         1.07805         1.30247         4194.82         9606.19         4.34703e-05     3.4755          
18900      0.00679313      1.12406e+08     18639.2         12427.3         1.07591         1.30214         4220.91         9664.73         4.19162e-05     3.4669          
19000      0.00672251      1.13634e+08     18704           12137.3         1.07378         1.30186         4246.77         9722.51         4.04486e-05     3.458           
19100      0.00665408      1.14833e+08     18766.9         11849           1.07165         1.30163         4272.41         9779.49         3.90634e-05     3.44892         
19200      0.00658774      1.16004e+08     18828.1         11563.8         1.06955         1.30146         4297.82         9835.67         3.77565e-05     3.43981         
19300      0.00652342      1.17146e+08     18887.4         11283.3         1.06747         1.30136         4322.98         9891.07         3.6524e-05      3.43078         
19400      0.00646103      1.18261e+08     18945           11008.5         1.06542         1.30132         4347.91         9945.67         3.53621e-05     3.42198         
19500      0.0064005       1.19348e+08     19000.9         10740.7         1.06342         1.30135         4372.59         9999.5          3.42671e-05     3.41351         
19600      0.00634173      1.20409e+08     19055.2         10480.7         1.06146         1.30145         4397.02         10052.5         3.32335e-05     3.4056          
19700      0.00628466      1.21445e+08     19107.9         10229.3         1.05956         1.30162         4421.18         10104.8         3.22616e-05     3.39809         
19800      0.0062292       1.22455e+08     19159.1         9987.17         1.05772         1.30186         4445.09         10156.3         3.13462e-05     3.39118         
19900      0.00617527      1.23442e+08     19208.8         9754.84         1.05594         1.30215         4468.72         10206.9         3.04843e-05     3.38495         
20000      0.00612281      1.24407e+08     19257.1         9532.68         1.05423         1.3025          4492.07         10256.8         2.96726e-05     3.37946         
20100      0.00607174      1.25349e+08     19304.1         9320.91         1.05258         1.30291         4515.15         10305.8         2.89083e-05     3.37475         
20200      0.00602199      1.26271e+08     19349.9         9119.71         1.051           1.30336         4537.95         10354.1         2.81886e-05     3.37088         
20300      0.00597349      1.27173e+08     19394.4         8929.1          1.0495          1.30384         4560.45         10401.6         2.7511e-05      3.36789         
20400      0.0059262       1.28057e+08     19437.9         8749.02         1.04806         1.30436         4582.67         10448.3         2.68729e-05     3.3658          
20500      0.00588003      1.28924e+08     19480.2         8579.32         1.04669         1.3049          4604.59         10494.2         2.62719e-05     3.36465         
20600      0.00583494      1.29774e+08     19521.6         8419.76         1.04539         1.30547         4626.21         10539.4         2.57059e-05     3.36444         
20700      0.00579088      1.30608e+08     19562           8270.06         1.04416         1.30604         4647.54         10583.8         2.51725e-05     3.36518         
20800      0.00574779      1.31428e+08     19601.5         8129.86         1.04299         1.30662         4668.58         10627.5         2.46699e-05     3.36687         
20900      0.00570562      1.32234e+08     19640.2         7998.76         1.04188         1.3072          4689.33         10670.4         2.41961e-05     3.3695          
21000      0.00566433      1.33028e+08     19678.1         7876.32         1.04084         1.30779         4709.8          10712.6         2.37494e-05     3.37307         
21100      0.00562388      1.3381e+08      19715.2         7762.07         1.03985         1.30836         4729.99         10754.1         2.33281e-05     3.37757         
21200      0.00558423      1.34581e+08     19751.7         7655.53         1.03892         1.30893         4749.9          10795           2.29306e-05     3.38301         
21300      0.00554534      1.35341e+08     19787.5         7556.21         1.03804         1.30949         4769.56         10835.2         2.25556e-05     3.38936         
21400      0.00550717      1.36092e+08     19822.6         7463.6          1.03722         1.31003         4788.97         10874.7         2.22017e-05     3.39658         
21500      0.0054697       1.36834e+08     19857.2         7377.21         1.03643         1.31056         4808.13         10913.7         2.18674e-05     3.40466         
21600      0.00543289      1.37568e+08     19891.3         7296.57         1.03569         1.31107         4827.06         10952           2.15518e-05     3.41358         
21700      0.00539672      1.38293e+08     19924.8         7221.2          1.03499         1.31157         4845.77         10989.8         2.12536e-05     3.42332         
21800      0.00536116      1.39012e+08     19957.8         7150.67         1.03433         1.31206         4864.27         11027.1         2.09719e-05     3.43387         
21900      0.00532619      1.39724e+08     19990.4         7084.57         1.0337          1.31253         4882.57         11063.9         2.07058e-05     3.44521         
22000      0.00529178      1.40429e+08     20022.5         7022.53         1.0331          1.31298         4900.67         11100.3         2.04516e-05     3.45734         
22100      0.00525792      1.41128e+08     20054.2         6964.21         1.03254         1.31341         4918.6          11136.1         2.02134e-05     3.47015         
22200      0.00522459      1.41822e+08     20085.6         6909.3          1.03199         1.31383         4936.34         11171.6         1.99883e-05     3.48366         
22300      0.00519176      1.4251e+08      20116.5         6857.56         1.03148         1.31423         4953.91         11206.7         1.97754e-05     3.49785         
22400      0.00515943      1.43194e+08     20147.1         6808.76         1.03098         1.3146          4971.31         11241.4         1.95742e-05     3.51271         
22500      0.00512757      1.43872e+08     20177.3         6762.74         1.0305          1.31495         4988.55         11275.8         1.93839e-05     3.5282          
22600      0.00509617      1.44546e+08     20207.2         6719.37         1.03005         1.31528         5005.62         11310           1.9204e-05      3.54432         
22700      0.00506522      1.45216e+08     20236.8         6678.57         1.02961         1.31557         5022.52         11343.8         1.90339e-05     3.56104         
22800      0.00503471      1.45882e+08     20266           6640.31         1.02919         1.31583         5039.25         11377.3         1.88731e-05     3.57832         
22900      0.00500462      1.46544e+08     20295           6604.56         1.02878         1.31606         5055.81         11410.6         1.87212e-05     3.59614         
23000      0.00497493      1.47203e+08     20323.7         6571.39         1.02839         1.31624         5072.18         11443.8         1.85778e-05     3.61449         
23100      0.00494565      1.47859e+08     20352.2         6540.85         1.02802         1.31637         5088.36         11476.7         1.84423e-05     3.63336         
23200      0.00491675      1.48511e+08     20380.4         6513.05         1.02766         1.31645         5104.34         11509.4         1.83144e-05     3.65275         
23300      0.00488822      1.49161e+08     20408.3         6488.13         1.02731         1.31647         5120.11         11542           1.81936e-05     3.67263         
23400      0.00486006      1.49809e+08     20436.1         6466.25         1.02698         1.31643         5135.66         11574.4         1.80797e-05     3.69297         
23500      0.00483225      1.50455e+08     20463.6         6447.58         1.02667         1.31631         5150.97         11606.6         1.79721e-05     3.71375         
