T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.00498625      1.44751e+08     19692           6231.28         1.02753         1.31987         5075.54         11571.5         1.78702e-05     3.72139         
23700      0.0049579       1.45372e+08     19718.3         6191.28         1.02711         1.32024         5091.79         11603.7         1.77723e-05     3.7428          
23800      0.00492992      1.45989e+08     19744.3         6154.06         1.0267          1.32054         5107.82         11635.9         1.76805e-05     3.76464         
23900      0.00490232      1.46603e+08     19770           6119.85         1.0263          1.32077         5123.61         11668.2         1.75946e-05     3.78689         
24000      0.00487508      1.47213e+08     19795.5         6088.9          1.02592         1.32091         5139.13         11700.4         1.75143e-05     3.80954         
24100      0.00484818      1.47821e+08     19820.7         6061.44         1.02555         1.32096         5154.39         11732.6         1.74394e-05     3.83256         
24200      0.00482162      1.48425e+08     19845.8         6037.74         1.0252          1.32091         5169.34         11764.8         1.73694e-05     3.85594         
24300      0.00479539      1.49028e+08     19870.7         6018.05         1.02487         1.32076         5183.99         11797           1.73042e-05     3.87968         
24400      0.00476948      1.49629e+08     19895.3         6002.63         1.02456         1.32048         5198.3          11829.2         1.72434e-05     3.90377         
24500      0.00474386      1.50229e+08     19919.9         5991.72         1.02427         1.32008         5212.27         11861.3         1.71869e-05     3.92821         
24600      0.00471854      1.50828e+08     19944.3         5985.58         1.024           1.31956         5225.88         11893.4         1.71342e-05     3.95299         
24700      0.00469351      1.51426e+08     19968.5         5984.42         1.02376         1.3189          5239.13         11925.5         1.70853e-05     3.97809         
24800      0.00466874      1.52025e+08     19992.7         5988.5          1.02354         1.31811         5251.99         11957.4         1.70399e-05     4.00352         
24900      0.00464423      1.52624e+08     20016.8         5998.03         1.02334         1.31717         5264.48         11989.3         1.69976e-05     4.02925         
25000      0.00461997      1.53225e+08     20040.9         6013.21         1.02317         1.3161          5276.57         12021.1         1.69583e-05     4.05528         
25100      0.00459594      1.53827e+08     20064.9         6034.26         1.02302         1.31489         5288.29         12052.7         1.69215e-05     4.08159         
25200      0.00457214      1.54432e+08     20089           6061.36         1.02291         1.31355         5299.62         12084.2         1.68872e-05     4.10819         
25300      0.00454855      1.55039e+08     20113.1         6094.69         1.02282         1.31207         5310.58         12115.5         1.68551e-05     4.13507         
25400      0.00452517      1.55651e+08     20137.2         6134.42         1.02277         1.31047         5321.18         12146.5         1.68249e-05     4.16223         
25500      0.00450197      1.56267e+08     20161.4         6180.7          1.02274         1.30875         5331.43         12177.3         1.67964e-05     4.18964         
25600      0.00447896      1.56887e+08     20185.7         6233.68         1.02275         1.30692         5341.35         12207.8         1.67693e-05     4.21729         
25700      0.00445612      1.57513e+08     20210.1         6293.48         1.02279         1.30499         5350.96         12238.1         1.67433e-05     4.24517         
25800      0.00443344      1.58146e+08     20234.7         6360.24         1.02287         1.30297         5360.28         12268           1.67182e-05     4.27328         
25900      0.00441091      1.58786e+08     20259.4         6434.05         1.02297         1.30087         5369.34         12297.5         1.66939e-05     4.3016          
26000      0.00438852      1.59433e+08     20284.3         6515.01         1.02311         1.2987          5378.16         12326.7         1.66701e-05     4.33013         
26100      0.00436626      1.60089e+08     20309.5         6603.21         1.02329         1.29648         5386.77         12355.4         1.66465e-05     4.35887         
26200      0.00434412      1.60754e+08     20335           6698.72         1.0235          1.29421         5395.21         12383.7         1.66231e-05     4.38783         
26300      0.00432209      1.61429e+08     20360.7         6801.6          1.02375         1.29192         5403.49         12411.5         1.65994e-05     4.41701         
26400      0.00430016      1.62115e+08     20386.7         6911.91         1.02403         1.28961         5411.66         12438.8         1.65753e-05     4.44638         
26500      0.00427832      1.62812e+08     20413           7029.69         1.02435         1.28729         5419.74         12465.6         1.65506e-05     4.47594         
26600      0.00425657      1.63521e+08     20439.7         7154.96         1.0247          1.28499         5427.76         12491.8         1.6525e-05      4.50564         
26700      0.0042349       1.64243e+08     20466.8         7287.75         1.02509         1.2827          5435.76         12517.5         1.64984e-05     4.5355          
26800      0.00421329      1.64979e+08     20494.3         7428.07         1.02552         1.28044         5443.75         12542.6         1.64706e-05     4.5655          
26900      0.00419174      1.65729e+08     20522.3         7575.92         1.02598         1.27823         5451.77         12567           1.64413e-05     4.59564         
27000      0.00417024      1.66494e+08     20550.7         7731.31         1.02648         1.27606         5459.85         12590.7         1.64105e-05     4.62591         
27100      0.00414879      1.67275e+08     20579.6         7894.2          1.02701         1.27395         5468            12613.7         1.6378e-05      4.65631         
27200      0.00412737      1.68073e+08     20608.9         8064.58         1.02758         1.27191         5476.26         12636           1.63435e-05     4.68684         
27300      0.00410598      1.68888e+08     20638.9         8242.42         1.02818         1.26994         5484.64         12657.6         1.63069e-05     4.71748         
27400      0.00408462      1.69722e+08     20669.3         8427.67         1.02882         1.26805         5493.16         12678.4         1.62596e-05     4.74722         
27500      0.00406328      1.70574e+08     20700.4         8620.29         1.0295          1.26625         5501.85         12698.5         1.62188e-05     4.77811         
27600      0.00404195      1.71446e+08     20732           8820.23         1.03021         1.26454         5510.71         12717.8         1.61754e-05     4.80908         
27700      0.00402063      1.72338e+08     20764.3         9027.4          1.03095         1.26291         5519.77         12736.3         1.61293e-05     4.84013         
27800      0.0039993       1.73252e+08     20797.2         9241.75         1.03173         1.26139         5529.04         12753.9         1.60804e-05     4.87129         
27900      0.00397798      1.74187e+08     20830.8         9463.18         1.03254         1.25996         5538.53         12770.8         1.60287e-05     4.90255         
28000      0.00395665      1.75145e+08     20865.1         9691.61         1.03338         1.25863         5548.25         12786.8         1.5974e-05      4.93392         
28100      0.0039353       1.76126e+08     20900           9926.92         1.03425         1.25741         5558.22         12802           1.59163e-05     4.96537         
28200      0.00391395      1.7713e+08      20935.7         10169           1.03516         1.25629         5568.44         12816.4         1.58553e-05     4.99686         
28300      0.00389257      1.7816e+08      20972.2         10417.8         1.0361          1.25527         5578.92         12829.9         1.57911e-05     5.02837         
28400      0.00387117      1.79214e+08     21009.4         10673           1.03706         1.25435         5589.66         12842.5         1.57236e-05     5.05989         
28500      0.00384974      1.80294e+08     21047.3         10934.6         1.03806         1.25353         5600.69         12854.3         1.56526e-05     5.09143         
28600      0.00382829      1.81401e+08     21086.1         11202.5         1.03908         1.25282         5611.99         12865.2         1.55783e-05     5.12301         
28700      0.00380681      1.82535e+08     21125.7         11476.3         1.04013         1.2522          5623.58         12875.4         1.55005e-05     5.15464         
28800      0.0037853       1.83697e+08     21166.1         11756           1.0412          1.25168         5635.46         12884.7         1.54194e-05     5.18632         
28900      0.00376375      1.84887e+08     21207.3         12041.3         1.04231         1.25126         5647.63         12893.3         1.53347e-05     5.21802         
29000      0.00374217      1.86105e+08     21249.4         12332           1.04343         1.25094         5660.1          12900.9         1.52467e-05     5.24974         
29100      0.00372056      1.87353e+08     21292.4         12627.8         1.04458         1.25071         5672.87         12907.8         1.51552e-05     5.28145         
29200      0.00369891      1.88631e+08     21336.2         12928.5         1.04575         1.25057         5685.95         12913.8         1.50603e-05     5.31316         
29300      0.00367722      1.89939e+08     21380.9         13233.8         1.04694         1.25051         5699.32         12919           1.49621e-05     5.34487         
29400      0.0036555       1.91278e+08     21426.5         13543.3         1.04815         1.25055         5713            12923.5         1.48605e-05     5.37658         
29500      0.00363374      1.92648e+08     21473.1         13856.8         1.04938         1.25066         5726.99         12927.3         1.47556e-05     5.40829         
29600      0.00361196      1.94049e+08     21520.5         14173.9         1.05063         1.25086         5741.28         12930.3         1.46474e-05     5.44001         
29700      0.00359014      1.95483e+08     21568.8         14494.1         1.05188         1.25113         5755.88         12932.6         1.45362e-05     5.47172         
29800      0.00356829      1.96948e+08     21618.1         14817.2         1.05316         1.25148         5770.79         12934.3         1.44218e-05     5.50342         
29900      0.00354641      1.98446e+08     21668.3         15142.5         1.05444         1.25189         5786.01         12935.3         1.43045e-05     5.5351          
30000      0.0035245       1.99977e+08     21719.4         15469.8         1.05573         1.25238         5801.53         12935.8         1.41843e-05     5.56677         
