T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
23600      0.00513687      1.39822e+08     19026.5         6076.49         1.02849         1.32297         5004.09         11516.6         1.7779e-05      3.70263         
23700      0.00510749      1.40427e+08     19052.1         6014.6          1.02795         1.3239          5021.54         11549.1         1.76821e-05     3.72415         
23800      0.00507855      1.41025e+08     19077.3         5954.62         1.02742         1.32479         5038.83         11581.6         1.75918e-05     3.7461          
23900      0.00505003      1.41618e+08     19102.1         5896.8          1.0269          1.32564         5055.94         11614.3         1.75079e-05     3.76846         
24000      0.00502192      1.42205e+08     19126.6         5841.38         1.02638         1.32644         5072.87         11647.1         1.74301e-05     3.79121         
24100      0.00499421      1.42786e+08     19150.8         5788.6          1.02588         1.32717         5089.57         11680           1.73582e-05     3.81432         
24200      0.0049669       1.43363e+08     19174.6         5738.73         1.02539         1.32783         5106.04         11713           1.72918e-05     3.83779         
24300      0.00493997      1.43934e+08     19198.2         5692.03         1.02492         1.32841         5122.24         11746.2         1.72308e-05     3.86162         
24400      0.0049134       1.44501e+08     19221.5         5648.77         1.02446         1.32889         5138.14         11779.6         1.71748e-05     3.88579         
24500      0.00488719      1.45064e+08     19244.5         5609.21         1.02401         1.32926         5153.73         11813           1.71237e-05     3.91032         
24600      0.00486132      1.45623e+08     19267.3         5573.62         1.02359         1.3295          5168.98         11846.5         1.70771e-05     3.93518         
24700      0.00483579      1.46179e+08     19289.8         5542.27         1.02318         1.32961         5183.86         11880.1         1.70349e-05     3.96037         
24800      0.00481058      1.46732e+08     19312.2         5515.4          1.02279         1.32958         5198.34         11913.9         1.69968e-05     3.98589         
24900      0.00478568      1.47282e+08     19334.3         5493.28         1.02242         1.32939         5212.41         11947.6         1.69626e-05     4.01173         
25000      0.00476108      1.47831e+08     19356.3         5476.15         1.02208         1.32903         5226.04         11981.5         1.6932e-05      4.03786         
25100      0.00473676      1.48378e+08     19378.1         5464.26         1.02176         1.32851         5239.22         12015.4         1.69047e-05     4.0643          
25200      0.00471272      1.48924e+08     19399.9         5457.84         1.02146         1.3278          5251.93         12049.2         1.68806e-05     4.09102         
25300      0.00468894      1.49469e+08     19421.5         5457.13         1.02119         1.3269          5264.16         12083.1         1.68594e-05     4.11804         
25400      0.00466541      1.50015e+08     19443           5462.36         1.02095         1.32582         5275.89         12116.9         1.68409e-05     4.14534         
25500      0.00464212      1.50562e+08     19464.5         5473.74         1.02073         1.32455         5287.13         12150.6         1.68248e-05     4.17292         
25600      0.00461906      1.5111e+08      19485.9         5491.5          1.02055         1.32309         5297.87         12184.2         1.68108e-05     4.20075         
25700      0.00459621      1.5166e+08      19507.4         5515.83         1.0204          1.32145         5308.13         12217.7         1.67987e-05     4.22882         
25800      0.00457357      1.52214e+08     19528.9         5546.95         1.02027         1.31963         5317.9          12251           1.67883e-05     4.25714         
25900      0.00455111      1.5277e+08      19550.4         5585.04         1.02018         1.31763         5327.2          12284.1         1.67794e-05     4.28569         
26000      0.00452884      1.53331e+08     19572           5630.31         1.02013         1.31547         5336.05         12317           1.67717e-05     4.31446         
26100      0.00450674      1.53896e+08     19593.7         5682.94         1.0201          1.31316         5344.47         12349.7         1.6765e-05      4.34346         
26200      0.0044848       1.54468e+08     19615.6         5743.11         1.02012         1.3107          5352.49         12382           1.67591e-05     4.37271         
26300      0.00446301      1.55045e+08     19637.6         5810.99         1.02017         1.30813         5360.13         12414           1.67536e-05     4.40219         
26400      0.00444135      1.5563e+08      19659.8         5886.75         1.02025         1.30544         5367.44         12445.6         1.67484e-05     4.43189         
26500      0.00441981      1.56223e+08     19682.2         5970.56         1.02038         1.30266         5374.44         12476.9         1.67432e-05     4.46178         
26600      0.00439839      1.56824e+08     19704.8         6062.58         1.02054         1.29981         5381.18         12507.7         1.67377e-05     4.49186         
26700      0.00437708      1.57436e+08     19727.8         6162.95         1.02075         1.2969          5387.69         12538.1         1.67318e-05     4.5221          
26800      0.00435585      1.58057e+08     19751           6271.82         1.02099         1.29396         5394.01         12568           1.67251e-05     4.5525          
26900      0.00433471      1.5869e+08      19774.6         6389.32         1.02128         1.29099         5400.19         12597.2         1.67175e-05     4.58307         
27000      0.00431365      1.59336e+08     19798.5         6515.59         1.0216          1.28802         5406.27         12625.9         1.67088e-05     4.61379         
27100      0.00429264      1.59994e+08     19822.9         6650.73         1.02197         1.28506         5412.28         12653.9         1.66987e-05     4.64465         
27200      0.00427169      1.60666e+08     19847.6         6794.86         1.02238         1.28214         5418.27         12681.3         1.66869e-05     4.67567         
27300      0.00425078      1.61353e+08     19872.8         6948.08         1.02284         1.27926         5424.27         12708           1.66733e-05     4.70682         
27400      0.0042299       1.62056e+08     19898.5         7110.47         1.02334         1.27645         5430.32         12734           1.66576e-05     4.73811         
27500      0.00420905      1.62775e+08     19924.7         7282.11         1.02389         1.27371         5436.47         12759.2         1.66396e-05     4.7695          
27600      0.00418821      1.63513e+08     19951.5         7463.06         1.02448         1.27105         5442.73         12783.5         1.66109e-05     4.80003         
27700      0.00416738      1.64268e+08     19978.8         7653.35         1.02511         1.2685          5449.14         12807.1         1.65881e-05     4.83167         
27800      0.00414655      1.65044e+08     20006.8         7853.02         1.02579         1.26606         5455.74         12829.8         1.65625e-05     4.86343         
27900      0.0041257       1.65839e+08     20035.3         8062.09         1.02652         1.26373         5462.54         12851.6         1.65338e-05     4.89532         
28000      0.00410484      1.66656e+08     20064.6         8280.53         1.02729         1.26153         5469.57         12872.5         1.65019e-05     4.92732         
28100      0.00408396      1.67496e+08     20094.5         8508.34         1.02811         1.25946         5476.86         12892.5         1.64666e-05     4.95941         
28200      0.00406304      1.68358e+08     20125.1         8745.44         1.02897         1.25753         5484.43         12911.5         1.64276e-05     4.99155         
28300      0.00404208      1.69245e+08     20156.5         8991.77         1.02988         1.25574         5492.28         12929.4         1.63848e-05     5.0237          
28400      0.00402108      1.70157e+08     20188.7         9247.23         1.03084         1.25409         5500.45         12946.4         1.63381e-05     5.05588         
28500      0.00400003      1.71095e+08     20221.7         9511.7          1.03183         1.25259         5508.94         12962.3         1.62874e-05     5.08809         
28600      0.00397892      1.7206e+08      20255.4         9785.02         1.03288         1.25123         5517.76         12977.3         1.62325e-05     5.12035         
28700      0.00395774      1.73052e+08     20290.1         10067           1.03396         1.25003         5526.93         12991.2         1.61734e-05     5.15268         
28800      0.0039365       1.74073e+08     20325.6         10357.5         1.03509         1.24897         5536.46         13004.1         1.611e-05       5.18504         
28900      0.00391519      1.75124e+08     20362           10656.2         1.03626         1.24806         5546.35         13016           1.60423e-05     5.21743         
29000      0.0038938       1.76205e+08     20399.4         10962.8         1.03747         1.24729         5556.6          13026.7         1.59701e-05     5.24982         
29100      0.00387234      1.77317e+08     20437.6         11277.1         1.03871         1.24666         5567.24         13036.4         1.58862e-05     5.28151         
29200      0.00385079      1.7846e+08      20476.9         11598.8         1.04            1.24617         5578.25         13044.9         1.58052e-05     5.31391         
29300      0.00382916      1.79637e+08     20517.1         11927.3         1.04132         1.24582         5589.65         13052.4         1.57198e-05     5.3463          
29400      0.00380745      1.80846e+08     20558.3         12262.5         1.04267         1.24561         5601.44         13058.9         1.56298e-05     5.3787          
29500      0.00378565      1.82089e+08     20600.5         12603.7         1.04406         1.24552         5613.61         13064.4         1.55353e-05     5.41108         
29600      0.00376377      1.83367e+08     20643.7         12950.6         1.04547         1.24555         5626.16         13068.8         1.54364e-05     5.44347         
29700      0.0037418       1.8468e+08      20688           13302.6         1.04692         1.2457          5639.11         13072.3         1.5333e-05      5.47583         
29800      0.00371974      1.86028e+08     20733.3         13659.2         1.04838         1.24596         5652.44         13074.9         1.52254e-05     5.50817         
29900      0.00369761      1.87412e+08     20779.7         14019.9         1.04987         1.24634         5666.16         13076.4         1.51135e-05     5.54049         
30000      0.00367539      1.88832e+08     20827.1         14384           1.05138         1.24681         5680.27         13077.2         1.49974e-05     5.57278         
