T(K)       rho(kg/m3)      h(J/kg)         s(J/K/kg)       Cp(J/K/kg)      p*kappa_T(1)    gamma(1)        vel(m/s)        sigma(S/m)      eta(kg/m/s)     kappa(W/m/K)    
4400       0.0592652       8.96574e+06     10658.6         1360.19         1.00448         1.45289         1562.24         1.84503         0.000156991     0.305911        
4500       0.0578807       9.102e+06       10689.2         1367.97         1.00395         1.44585         1577.39         2.69822         0.000159572     0.317047        
4600       0.0565607       9.2399e+06      10719.5         1392.75         1.00361         1.4345          1589.68         3.87109         0.00016214      0.332195        
4700       0.0552974       9.38109e+06     10749.9         1433.62         1.00344         1.4198          1599.61         5.45195         0.000164694     0.350712        
4800       0.0540846       9.52715e+06     10780.6         1490.18         1.00344         1.40277         1607.72         7.54444         0.00016724      0.373059        
4900       0.0529165       9.67964e+06     10812.1         1562.29         1.00358         1.38439         1614.57         10.269          0.000169775     0.399521        
5000       0.0517883       9.84012e+06     10844.5         1649.92         1.00387         1.36556         1620.69         13.7638         0.000172297     0.430296        
5100       0.0506955       1.00101e+07     10878.2         1753.05         1.0043          1.34701         1626.55         18.1861         0.000174806     0.465529        
5200       0.0496342       1.01912e+07     10913.3         1871.42         1.00488         1.32935         1632.57         23.7127         0.000177302     0.505257        
5300       0.048601        1.03849e+07     10950.2         2004.48         1.00559         1.31301         1639.08         30.5403         0.000179786     0.549376        
5400       0.0475929       1.05926e+07     10989           2151.15         1.00644         1.29827         1646.33         38.8858         0.000182256     0.597571        
5500       0.0466073       1.08155e+07     11029.9         2309.73         1.00742         1.28532         1654.53         48.9853         0.000184711     0.649289        
5600       0.0456421       1.10548e+07     11073           2477.68         1.00852         1.27422         1663.78         61.0907         0.000187153     0.703687        
5700       0.0446958       1.13113e+07     11118.4         2651.59         1.00972         1.26495         1674.19         75.47           0.00018958      0.759604        
5800       0.0437673       1.15852e+07     11166.1         2827.02         1.01098         1.25747         1685.78         92.4006         0.000191992     0.81555         
5900       0.0428563       1.18766e+07     11215.9         2998.56         1.01229         1.25168         1698.58         112.164         0.000194391     0.869752        
6000       0.0419628       1.21846e+07     11267.6         3159.87         1.01358         1.24746         1712.59         135.04          0.000196774     0.920192        
6100       0.0410875       1.2508e+07      11321.1         3304            1.01481         1.24471         1727.77         161.299         0.000199143     0.964756        
6200       0.0402317       1.28446e+07     11375.8         3423.76         1.01593         1.24329         1744.1          191.185         0.000201497     1.00137         
6300       0.0393971       1.31917e+07     11431.3         3512.32         1.01686         1.24311         1761.54         224.917         0.000203838     1.02824         
6400       0.0385857       1.35458e+07     11487.1         3563.94         1.01755         1.24408         1780.06         262.669         0.000206166     1.04405         
6500       0.0377995       1.39031e+07     11542.5         3574.81         1.01796         1.24616         1799.62         304.555         0.00020848      1.0482          
6600       0.0370406       1.42594e+07     11596.9         3543.73         1.01806         1.24932         1820.17         350.635         0.000210784     1.04092         
6700       0.0363109       1.46105e+07     11649.7         3472.55         1.01784         1.25357         1841.69         400.902         0.000213076     1.02333         
6800       0.0356115       1.49527e+07     11700.4         3366.23         1.01732         1.25893         1864.14         455.281         0.000215357     0.99732         
6900       0.0349431       1.52828e+07     11748.6         3232.35         1.01655         1.26542         1887.44         513.64          0.000217628     0.965341        
7000       0.0343057       1.55986e+07     11794           3080.18         1.01558         1.27303         1911.52         575.794         0.000219879     0.930883        
7100       0.0336986       1.58986e+07     11836.6         2919.55         1.01449         1.28168         1936.24         641.515         0.000222125     0.895182        
7200       0.0331205       1.61825e+07     11876.3         2759.69         1.01335         1.2912          1961.41         710.545         0.000224357     0.861176        
7300       0.0325697       1.64508e+07     11913.3         2608.38         1.01222         1.30129         1986.75         782.615         0.000226574     0.830676        
7400       0.032044        1.67047e+07     11947.9         2471.35         1.01116         1.31157         2011.93         857.443         0.000228774     0.804897        
7500       0.0315414       1.69457e+07     11980.2         2352.21         1.01021         1.32159         2036.59         934.746         0.000230955     0.784516        
7600       0.0310596       1.71758e+07     12010.7         2252.78         1.00938         1.33087         2060.36         1014.25         0.000233113     0.769772        
7700       0.0305965       1.73969e+07     12039.6         2173.37         1.00869         1.33898         2082.91         1095.69         0.000235246     0.760563        
7800       0.0301503       1.76111e+07     12067.2         2113.25         1.00815         1.34559         2104.01         1178.8          0.000237351     0.756576        
7900       0.029719        1.78202e+07     12093.9         2071.05         1.00775         1.35053         2123.53         1263.35         0.000239424     0.757366        
8000       0.0293013       1.80258e+07     12119.7         2045.07         1.00749         1.35374         2141.43         1349.1          0.000241463     0.762437        
8100       0.0288957       1.82297e+07     12145.1         2033.53         1.00735         1.35529         2157.8          1435.85         0.000243466     0.771289        
8200       0.028501        1.8433e+07      12170           2034.67         1.00732         1.35536         2172.77         1523.4          0.000245433     0.78341         
8300       0.0281163       1.8637e+07      12194.7         2046.86         1.00739         1.35416         2186.54         1611.57         0.000247342     0.798646        
8400       0.0277407       1.88427e+07     12219.4         2068.67         1.00755         1.35194         2199.3          1700.19         0.000249214     0.816194        
8500       0.0273734       1.9051e+07      12244           2098.8          1.0078          1.34893         2211.27         1789.11         0.000251037     0.835872        
8600       0.0270138       1.92627e+07     12268.8         2136.14         1.00812         1.34535         2222.64         1878.21         0.000252811     0.857381        
8700       0.0266613       1.94784e+07     12293.7         2179.72         1.00851         1.3414          2233.56         1967.34         0.000254531     0.880446        
8800       0.0263154       1.96988e+07     12318.9         2228.72         1.00896         1.33723         2244.19         2056.4          0.000256198     0.904834        
8900       0.0259758       1.99243e+07     12344.4         2282.39         1.00947         1.33297         2254.66         2145.31         0.000257816     0.930309        
9000       0.025642        2.01554e+07     12370.2         2340.1          1.01002         1.32872         2265.04         2233.97         0.000259377     0.956676        
9100       0.0253138       2.03924e+07     12396.4         2401.28         1.01061         1.32456         2275.44         2322.29         0.000260875     0.983825        
9200       0.0249908       2.06357e+07     12423           2465.42         1.01124         1.32053         2285.9          2410.22         0.000262317     1.01156         
9300       0.0246729       2.08856e+07     12450           2532.05         1.01191         1.31669         2296.47         2497.7          0.000263701     1.03972         
9400       0.0243598       2.11422e+07     12477.5         2600.76         1.0126          1.31306         2307.2          2584.66         0.000265028     1.06818         
9500       0.0240514       2.14058e+07     12505.3         2671.17         1.01332         1.30964         2318.1          2671.07         0.000266298     1.09681         
9600       0.0237474       2.16765e+07     12533.7         2742.93         1.01406         1.30644         2329.19         2756.89         0.000267512     1.12549         
9700       0.0234479       2.19544e+07     12562.5         2815.74         1.01481         1.30347         2340.49         2842.08         0.000268676     1.154           
9800       0.0231527       2.22397e+07     12591.7         2889.33         1.01557         1.30071         2351.98         2926.61         0.00026978      1.18246         
9900       0.0228617       2.25323e+07     12621.5         2963.48         1.01634         1.29815         2363.68         3010.47         0.000270832     1.21068         
10000      0.0225748       2.28324e+07     12651.6         3038            1.01711         1.29577         2375.57         3093.64         0.000271829     1.23857         
10100      0.022292        2.31399e+07     12682.2         3112.79         1.01788         1.29356         2387.66         3176.11         0.000272776     1.26608         
10200      0.0220131       2.3455e+07      12713.2         3187.76         1.01864         1.2915          2399.91         3257.87         0.000273672     1.29315         
10300      0.0217382       2.37775e+07     12744.7         3262.94         1.0194          1.28956         2412.33         3338.93         0.000274518     1.31974         
10400      0.0214673       2.41075e+07     12776.6         3338.38         1.02015         1.28773         2424.89         3419.3          0.000275313     1.34585         
10500      0.0212001       2.44452e+07     12808.9         3414.23         1.02088         1.28598         2437.58         3498.97         0.00027606      1.37145         
10600      0.0209368       2.47904e+07     12841.6         3490.71         1.02161         1.2843          2450.38         3577.96         0.000276754     1.39656         
10700      0.0206772       2.51433e+07     12874.8         3568.12         1.02233         1.28266         2463.27         3656.31         0.000277396     1.4212          
10800      0.0204214       2.55041e+07     12908.3         3646.8          1.02304         1.28105         2476.24         3734.03         0.000277986     1.44542         
10900      0.0201691       2.58728e+07     12942.3         3727.17         1.02375         1.27945         2489.27         3811.17         0.00027852      1.46926         
11000      0.0199204       2.62496e+07     12976.7         3809.71         1.02445         1.27786         2502.34         3887.76         0.000278994     1.49279         
11100      0.0196752       2.66348e+07     13011.6         3894.92         1.02516         1.27627         2515.45         3963.86         0.000279407     1.51609         
11200      0.0194333       2.70287e+07     13046.9         3983.32         1.02587         1.27467         2528.6          4039.5          0.000279753     1.53922         
11300      0.0191947       2.74316e+07     13082.7         4075.44         1.02659         1.27306         2541.77         4114.74         0.000280029     1.56229         
11400      0.0189593       2.78439e+07     13119.1         4171.81         1.02732         1.27145         2554.97         4189.63         0.00028023      1.58538         
11500      0.0187269       2.82661e+07     13155.9         4272.9          1.02808         1.26985         2568.2          4264.23         0.000280348     1.60858         
11600      0.0184975       2.86987e+07     13193.4         4379.16         1.02887         1.26827         2581.48         4338.58         0.000280381     1.63198         
11700      0.0182708       2.91421e+07     13231.4         4490.98         1.02969         1.26671         2594.82         4412.74         0.000280319     1.65565         
11800      0.0180468       2.95971e+07     13270.2         4608.67         1.03054         1.2652          2608.24         4486.77         0.000280158     1.67968         
11900      0.0178254       3.00641e+07     13309.6         4732.47         1.03143         1.26375         2621.74         4560.71         0.00027989      1.70414         
12000      0.0176064       3.05438e+07     13349.7         4862.56         1.03237         1.26237         2635.36         4634.61         0.000279509     1.72909         
12100      0.0173897       3.10368e+07     13390.6         4999.21         1.03335         1.26106         2649.1          4708.52         0.000279008     1.75466         
12200      0.0171752       3.15438e+07     13432.4         5142.3          1.03439         1.25986         2662.99         4782.45         0.000278379     1.78081         
12300      0.0169628       3.20655e+07     13474.9         5291.81         1.03546         1.25876         2677.05         4856.46         0.000277616     1.80758         
12400      0.0167523       3.26024e+07     13518.4         5447.69         1.03659         1.25779         2691.3          4930.57         0.000276718     1.83476         
12500      0.0165438       3.31552e+07     13562.8         5609.86         1.03777         1.25693         2705.75         5004.79         0.000275665     1.86285         
12600      0.0163371       3.37246e+07     13608.2         5778.2          1.03899         1.2562          2720.43         5079.15         0.000274458     1.89159         
12700      0.0161321       3.43111e+07     13654.5         5952.6          1.04026         1.2556          2735.33         5153.66         0.000273089     1.92099         
12800      0.0159288       3.49153e+07     13701.9         6132.96         1.04157         1.25512         2750.48         5228.33         0.000271554     1.95103         
12900      0.0157271       3.55378e+07     13750.4         6319.17         1.04292         1.25477         2765.87         5303.15         0.000269845     1.9817          
13000      0.015527        3.61793e+07     13799.9         6511.16         1.04431         1.25454         2781.53         5378.15         0.000267946     2.01307         
13100      0.0153285       3.68403e+07     13850.6         6708.89         1.04574         1.25442         2797.44         5453.31         0.000265873     2.04494         
13200      0.0151314       3.75213e+07     13902.3         6912.33         1.0472          1.25442         2813.63         5528.63         0.000263611     2.07738         
13300      0.0149359       3.82229e+07     13955.3         7121.49         1.0487          1.25453         2830.08         5604.11         0.000261157     2.11036         
13400      0.0147417       3.89458e+07     14009.4         7336.41         1.05023         1.25474         2846.82         5679.75         0.000258507     2.14385         
13500      0.0145491       3.96904e+07     14064.8         7557.15         1.0518          1.25505         2863.83         5755.53         0.000255658     2.17782         
13600      0.0143578       4.04574e+07     14121.4         7783.79         1.05339         1.25546         2881.13         5831.46         0.000252609     2.21225         
13700      0.014168        4.12474e+07     14179.3         8016.43         1.05501         1.25596         2898.72         5907.52         0.000249359     2.24711         
13800      0.0139795       4.20609e+07     14238.4         8255.14         1.05667         1.25656         2916.6          5983.71         0.000245909     2.2824          
13900      0.0137924       4.28986e+07     14298.9         8500            1.05835         1.25725         2934.78         6060.03         0.00024226      2.31808         
14000      0.0136067       4.37611e+07     14360.8         8751.06         1.06006         1.25802         2953.26         6136.46         0.000238417     2.35414         
14100      0.0134224       4.4649e+07      14424           9008.31         1.06181         1.25889         2972.06         6212.99         0.000234384     2.39057         
14200      0.0132394       4.5563e+07      14488.5         9271.7          1.06358         1.25985         2991.17         6289.63         0.000230167     2.42734         
14300      0.0130577       4.65036e+07     14554.5         9541.11         1.06537         1.2609          3010.61         6366.37         0.000225774     2.46446         
14400      0.0128774       4.74714e+07     14622           9816.35         1.0672          1.26204         3030.39         6443.19         0.000221214     2.50189         
14500      0.0126985       4.8467e+07      14690.9         10097.1         1.06905         1.26326         3050.5          6520.08         0.000216499     2.53964         
14600      0.012521        4.9491e+07      14761.3         10383           1.07092         1.26458         3070.97         6597.04         0.00021164      2.57767         
14700      0.0123448       5.05438e+07     14833.1         10673.6         1.07282         1.26598         3091.79         6674.06         0.000206652     2.61598         
14800      0.01217         5.16258e+07     14906.5         10968.1         1.07472         1.26747         3112.97         6751.11         0.000201548     2.65452         
14900      0.0119967       5.27375e+07     14981.3         11265.8         1.07665         1.26904         3134.52         6828.2          0.000196344     2.69328         
15000      0.0118248       5.38791e+07     15057.7         11565.9         1.07857         1.27069         3156.44         6905.29         0.000191057     2.73221         
15100      0.0116544       5.50507e+07     15135.6         11867.4         1.0805          1.2724          3178.73         6982.38         0.000185704     2.77126         
15200      0.0114856       5.62525e+07     15214.9         12169.1         1.08242         1.27418         3201.41         7059.45         0.000180302     2.81037         
15300      0.0113183       5.74845e+07     15295.7         12469.7         1.08433         1.27601         3224.46         7136.46         0.000174869     2.84949         
15400      0.0111526       5.87464e+07     15377.9         12767.9         1.08621         1.27789         3247.9          7213.41         0.000169421     2.88852         
15500      0.0109886       6.0038e+07      15461.5         13062.2         1.08805         1.2798          3271.71         7290.27         0.000163976     2.9274          
15600      0.0108264       6.13587e+07     15546.4         13351.1         1.08986         1.28174         3295.89         7367            0.00015855      2.96601         
15700      0.0106661       6.27079e+07     15632.6         13632.9         1.0916          1.28368         3320.43         7443.6          0.00015316      3.00426         
15800      0.0105076       6.4085e+07      15720           13906           1.09328         1.28562         3345.33         7520.02         0.000147819     3.04203         
15900      0.0103511       6.54888e+07     15808.6         14168.5         1.09488         1.28755         3370.58         7596.24         0.000142543     3.0792          
16000      0.0101967       6.69183e+07     15898.2         14418.8         1.09639         1.28944         3396.16         7672.23         0.000137345     3.11565         
16100      0.0100445       6.83721e+07     15988.8         14655           1.0978          1.29129         3422.06         7747.96         0.00013224      3.1513          
16200      0.00989447      6.98487e+07     16080.3         14875.4         1.0991          1.29309         3448.26         7823.4          0.000127231     3.1859          
16300      0.00974679      7.13466e+07     16172.4         15078.4         1.10027         1.29481         3474.75         7898.52         0.000122331     3.21936         
16400      0.00960153      7.28638e+07     16265.2         15262.4         1.10131         1.29645         3501.5          7973.29         0.00011755      3.25155         
16500      0.00945876      7.43984e+07     16358.5         15425.7         1.1022          1.29799         3528.5          8047.67         0.000112894     3.28234         
16600      0.00931857      7.59482e+07     16452.2         15567           1.10294         1.29943         3555.72         8121.63         0.00010837      3.3116          
16700      0.00918104      7.7511e+07      16546           15685.1         1.10352         1.30076         3583.13         8195.14         0.000103982     3.33922         
16800      0.00904623      7.90844e+07     16639.9         15778.9         1.10393         1.30196         3610.73         8268.18         9.9735e-05      3.36506         
16900      0.00891421      8.06659e+07     16733.8         15847.5         1.10417         1.30303         3638.47         8340.7          9.56313e-05     3.38905         
17000      0.00878505      8.2253e+07      16827.4         15890.3         1.10423         1.30397         3666.33         8412.7          9.16732e-05     3.41109         
17100      0.00865878      8.38431e+07     16920.7         15906.7         1.10411         1.30477         3694.3          8484.14         8.78616e-05     3.43111         
17200      0.00853547      8.54335e+07     17013.4         15896.6         1.10382         1.30543         3722.33         8555            8.41971e-05     3.44906         
17300      0.00841513      8.70215e+07     17105.5         15860           1.10334         1.30596         3750.41         8625.27         8.06792e-05     3.4649          
17400      0.0082978       8.86046e+07     17196.7         15797.2         1.1027          1.30635         3778.51         8694.93         7.7303e-05      3.47876         
17500      0.0081835       9.01801e+07     17287           15708.8         1.10188         1.30662         3806.61         8763.94         7.40745e-05     3.49036         
17600      0.00807223      9.17455e+07     17376.2         15595.5         1.10089         1.30676         3834.68         8832.3          7.09877e-05     3.49987         
17700      0.007964        9.32984e+07     17464.2         15458.4         1.09975         1.30679         3862.69         8899.98         6.80402e-05     3.50732         
17800      0.00785878      9.48365e+07     17550.9         15298.6         1.09846         1.30672         3890.64         8966.97         6.5229e-05      3.51277         
17900      0.00775657      9.63575e+07     17636.1         15117.7         1.09703         1.30655         3918.49         9033.26         6.25508e-05     3.51631         
18000      0.00765733      9.78594e+07     17719.7         14917.1         1.09547         1.30629         3946.22         9098.83         6.00019e-05     3.51801         
18100      0.00756103      9.93403e+07     17801.8         14698.8         1.09379         1.30597         3973.83         9163.66         5.75787e-05     3.518           
18200      0.00746763      1.00799e+08     17882.1         14464.4         1.09201         1.3056          4001.29         9227.76         5.5277e-05      3.5164          
18300      0.00737706      1.02233e+08     17960.7         14216           1.09013         1.30518         4028.59         9291.1          5.30928e-05     3.51335         
18400      0.00728929      1.03641e+08     18037.5         13955.6         1.08818         1.30473         4055.72         9353.68         5.10219e-05     3.50898         
18500      0.00720423      1.05023e+08     18112.4         13685.2         1.08615         1.30427         4082.66         9415.48         4.90597e-05     3.50344         
18600      0.00712183      1.06378e+08     18185.4         13406.8         1.08408         1.3038          4109.41         9476.51         4.72022e-05     3.4969          
18700      0.00704201      1.07705e+08     18256.6         13122.5         1.08196         1.30335         4135.96         9536.75         4.54449e-05     3.48952         
18800      0.00696469      1.09003e+08     18325.8         12834.3         1.07982         1.30292         4162.29         9596.21         4.37835e-05     3.48145         
18900      0.0068898       1.10271e+08     18393.1         12543.9         1.07766         1.30252         4188.4          9654.89         4.22136e-05     3.47285         
19000      0.00681725      1.11511e+08     18458.5         12253.2         1.0755          1.30217         4214.29         9712.77         4.07311e-05     3.46388         
19100      0.00674695      1.12722e+08     18522.1         11963.9         1.07334         1.30187         4239.95         9769.83         3.93318e-05     3.45469         
19200      0.00667883      1.13904e+08     18583.8         11677.5         1.0712          1.30162         4265.37         9826.06         3.80115e-05     3.4454          
19300      0.00661279      1.15058e+08     18643.7         11395.4         1.06909         1.30144         4290.55         9881.49         3.67663e-05     3.43617         
19400      0.00654875      1.16183e+08     18701.9         11118.9         1.06701         1.30133         4315.48         9936.09         3.55924e-05     3.42713         
19500      0.00648664      1.17282e+08     18758.4         10849.1         1.06497         1.30128         4340.17         9989.88         3.44842e-05     3.41851         
19600      0.00642635      1.18354e+08     18813.2         10586.9         1.06298         1.3013          4364.59         10042.9         3.34416e-05     3.4102          
19700      0.00636781      1.19399e+08     18866.4         10333.2         1.06105         1.30139         4388.76         10095.1         3.24594e-05     3.4024          
19800      0.00631094      1.2042e+08      18918.1         10088.7         1.05917         1.30155         4412.66         10146.4         3.15343e-05     3.39518         
19900      0.00625566      1.21418e+08     18968.4         9853.89         1.05736         1.30177         4436.29         10197           3.0663e-05      3.38864         
20000      0.0062019       1.22392e+08     19017.2         9629.16         1.05561         1.30205         4459.64         10246.7         2.98424e-05     3.38283         
20100      0.00614957      1.23344e+08     19064.7         9414.76         1.05393         1.30238         4482.72         10295.5         2.90696e-05     3.37781         
20200      0.00609862      1.24275e+08     19110.9         9210.89         1.05232         1.30276         4505.51         10343.6         2.83419e-05     3.37364         
20300      0.00604896      1.25186e+08     19155.9         9017.58         1.05077         1.30319         4528.02         10390.8         2.76565e-05     3.37035         
20400      0.00600055      1.26079e+08     19199.8         8834.78         1.0493          1.30365         4550.24         10437.3         2.70109e-05     3.36797         
20500      0.0059533       1.26954e+08     19242.5         8662.33         1.0479          1.30414         4572.17         10483           2.64028e-05     3.36652         
20600      0.00590717      1.27812e+08     19284.3         8500            1.04657         1.30465         4593.8          10527.9         2.58298e-05     3.36604         
20700      0.0058621       1.28654e+08     19325.1         8347.51         1.04531         1.30518         4615.16         10572           2.52899e-05     3.36652         
20800      0.00581803      1.29481e+08     19365           8204.5          1.04412         1.30573         4636.22         10615.4         2.47809e-05     3.36795         
20900      0.00577493      1.30295e+08     19404           8070.55         1.04298         1.30628         4657.01         10658           2.4301e-05      3.37034         
21000      0.00573273      1.31096e+08     19442.2         7945.23         1.04191         1.30684         4677.51         10699.9         2.38484e-05     3.37367         
21100      0.00569139      1.31884e+08     19479.7         7828.06         1.0409          1.3074          4697.75         10741           2.34214e-05     3.37795         
21200      0.00565089      1.32662e+08     19516.4         7718.54         1.03995         1.30796         4717.73         10781.5         2.30185e-05     3.38317         
21300      0.00561117      1.33428e+08     19552.5         7616.16         1.03904         1.30851         4737.46         10821.3         2.26382e-05     3.38931         
21400      0.0055722       1.34185e+08     19587.9         7520.42         1.03819         1.30906         4756.94         10860.5         2.22791e-05     3.39634         
21500      0.00553395      1.34933e+08     19622.8         7430.8          1.03738         1.3096          4776.19         10899.1         2.19399e-05     3.40423         
21600      0.00549639      1.35671e+08     19657.1         7346.82         1.03662         1.31013         4795.22         10937.1         2.16195e-05     3.41296         
21700      0.00545948      1.36402e+08     19690.8         7267.99         1.0359          1.31066         4814.05         10974.5         2.13168e-05     3.42253         
21800      0.00542322      1.37125e+08     19724.1         7193.86         1.03521         1.31117         4832.67         11011.4         2.10307e-05     3.43291         
21900      0.00538756      1.37841e+08     19756.8         7124.01         1.03456         1.31168         4851.1          11047.9         2.07603e-05     3.44408         
22000      0.00535248      1.3855e+08      19789.1         7058.05         1.03394         1.31218         4869.36         11083.8         2.05019e-05     3.45606         
22100      0.00531798      1.39253e+08     19821           6995.62         1.03334         1.31267         4887.45         11119.3         2.02598e-05     3.46872         
22200      0.00528401      1.39949e+08     19852.5         6936.42         1.03278         1.31315         4905.37         11154.5         2.00309e-05     3.48208         
22300      0.00525058      1.4064e+08      19883.5         6880.16         1.03223         1.31362         4923.13         11189.2         1.98144e-05     3.49613         
22400      0.00521766      1.41325e+08     19914.2         6826.63         1.03171         1.31407         4940.75         11223.6         1.96097e-05     3.51084         
22500      0.00518523      1.42006e+08     19944.5         6775.64         1.03121         1.31451         4958.21         11257.8         1.94161e-05     3.5262          
22600      0.00515328      1.42681e+08     19974.4         6727.06         1.03072         1.31493         4975.52         11291.6         1.92331e-05     3.54219         
22700      0.0051218       1.43351e+08     20004           6680.79         1.03026         1.31533         4992.68         11325.1         1.90601e-05     3.55878         
22800      0.00509078      1.44017e+08     20033.3         6636.78         1.02981         1.31571         5009.68         11358.5         1.88966e-05     3.57593         
22900      0.00506019      1.44679e+08     20062.2         6595.02         1.02937         1.31606         5026.53         11391.6         1.87422e-05     3.59363         
23000      0.00503003      1.45336e+08     20090.9         6555.55         1.02895         1.31637         5043.21         11424.5         1.85963e-05     3.61185         
23100      0.00500028      1.4599e+08      20119.2         6518.41         1.02854         1.31664         5059.72         11457.3         1.84587e-05     3.63061         
23200      0.00497094      1.4664e+08      20147.3         6483.72         1.02814         1.31687         5076.04         11489.9         1.83288e-05     3.64988         
23300      0.004942        1.47287e+08     20175.1         6451.59         1.02776         1.31705         5092.18         11522.4         1.82062e-05     3.66965         
23400      0.00491343      1.4793e+08      20202.7         6422.2          1.0274          1.31717         5108.1          11554.7         1.80907e-05     3.68988         
23500      0.00488523      1.48571e+08     20230           6395.7          1.02704         1.31722         5123.81         11587           1.79818e-05     3.71056         
