r(m),T(K)
0.00000e+00,9.87666e+03
5.00000e-06,9.87664e+03
1.00000e-05,9.87661e+03
1.50000e-05,9.87656e+03
2.00000e-05,9.87652e+03
2.50000e-05,9.87647e+03
3.00000e-05,9.87642e+03
3.50000e-05,9.87636e+03
4.00000e-05,9.87631e+03
4.50000e-05,9.87626e+03
5.00000e-05,9.87621e+03
5.50000e-05,9.87615e+03
6.00000e-05,9.87610e+03
6.50000e-05,9.87604e+03
7.00000e-05,9.87598e+03
7.50000e-05,9.87593e+03
8.00000e-05,9.87587e+03
8.50000e-05,9.87581e+03
9.00000e-05,9.87575e+03
9.50000e-05,9.87570e+03
1.00000e-04,9.87564e+03
1.05000e-04,9.87558e+03
1.10000e-04,9.87552e+03
1.15000e-04,9.87547e+03
1.20000e-04,9.87541e+03
1.25000e-04,9.87535e+03
1.30000e-04,9.87529e+03
1.35000e-04,9.87523e+03
1.40000e-04,9.87517e+03
1.45000e-04,9.87511e+03
1.50000e-04,9.87505e+03
1.55000e-04,9.87499e+03
1.60000e-04,9.87493e+03
1.65000e-04,9.87486e+03
1.70000e-04,9.87480e+03
1.75000e-04,9.87474e+03
1.80000e-04,9.87468e+03
1.85000e-04,9.87462e+03
1.90000e-04,9.87455e+03
1.95000e-04,9.87449e+03
2.00000e-04,9.87443e+03
2.05000e-04,9.87436e+03
2.10000e-04,9.87429e+03
2.15000e-04,9.87423e+03
2.20000e-04,9.87416e+03
2.25000e-04,9.87409e+03
2.30000e-04,9.87402e+03
2.35000e-04,9.87396e+03
2.40000e-04,9.87389e+03
2.45000e-04,9.87382e+03
2.50000e-04,9.87375e+03
2.55000e-04,9.87367e+03
2.60000e-04,9.87360e+03
2.65000e-04,9.87353e+03
2.70000e-04,9.87346e+03
2.75000e-04,9.87338e+03
2.80000e-04,9.87331e+03
2.85000e-04,9.87324e+03
2.90000e-04,9.87316e+03
2.95000e-04,9.87309e+03
3.00000e-04,9.87301e+03
3.05000e-04,9.87294e+03
3.10000e-04,9.87287e+03
3.15000e-04,9.87279e+03
3.20000e-04,9.87271e+03
3.25000e-04,9.87263e+03
3.30000e-04,9.87255e+03
3.35000e-04,9.87247e+03
3.40000e-04,9.87239e+03
3.45000e-04,9.87231e+03
3.50000e-04,9.87223e+03
3.55000e-04,9.87215e+03
3.60000e-04,9.87207e+03
3.65000e-04,9.87199e+03
3.70000e-04,9.87191e+03
3.75000e-04,9.87183e+03
3.80000e-04,9.87174e+03
3.85000e-04,9.87166e+03
3.90000e-04,9.87158e+03
3.95000e-04,9.87149e+03
4.00000e-04,9.87141e+03
4.05000e-04,9.87132e+03
4.10000e-04,9.87124e+03
4.15000e-04,9.87115e+03
4.20000e-04,9.87106e+03
4.25000e-04,9.87098e+03
4.30000e-04,9.87089e+03
4.35000e-04,9.87080e+03
4.40000e-04,9.87071e+03
4.45000e-04,9.87063e+03
4.50000e-04,9.87054e+03
4.55000e-04,9.87045e+03
4.60000e-04,9.87036e+03
4.65000e-04,9.87026e+03
4.70000e-04,9.87017e+03
4.75000e-04,9.87008e+03
4.80000e-04,9.86999e+03
4.85000e-04,9.86989e+03
4.90000e-04,9.86980e+03
4.95000e-04,9.86971e+03
5.00000e-04,9.86962e+03
5.05000e-04,9.86952e+03
5.10000e-04,9.86943e+03
5.15000e-04,9.86934e+03
5.20000e-04,9.86924e+03
5.25000e-04,9.86914e+03
5.30000e-04,9.86905e+03
5.35000e-04,9.86895e+03
5.40000e-04,9.86885e+03
5.45000e-04,9.86875e+03
5.50000e-04,9.86865e+03
5.55000e-04,9.86855e+03
5.60000e-04,9.86845e+03
5.65000e-04,9.86835e+03
5.70000e-04,9.86825e+03
5.75000e-04,9.86815e+03
5.80000e-04,9.86805e+03
5.85000e-04,9.86795e+03
5.90000e-04,9.86785e+03
5.95000e-04,9.86774e+03
6.00000e-04,9.86764e+03
6.05000e-04,9.86754e+03
6.10000e-04,9.86743e+03
6.15000e-04,9.86732e+03
6.20000e-04,9.86722e+03
6.25000e-04,9.86711e+03
6.30000e-04,9.86700e+03
6.35000e-04,9.86689e+03
6.40000e-04,9.86678e+03
6.45000e-04,9.86667e+03
6.50000e-04,9.86656e+03
