r(m),T(K)
0.00000e+00,9.76014e+03
5.00000e-06,9.76013e+03
1.00000e-05,9.76010e+03
1.50000e-05,9.76007e+03
2.00000e-05,9.76005e+03
2.50000e-05,9.76000e+03
3.00000e-05,9.75995e+03
3.50000e-05,9.75990e+03
4.00000e-05,9.75985e+03
4.50000e-05,9.75981e+03
5.00000e-05,9.75976e+03
5.50000e-05,9.75970e+03
6.00000e-05,9.75964e+03
6.50000e-05,9.75957e+03
7.00000e-05,9.75951e+03
7.50000e-05,9.75946e+03
8.00000e-05,9.75941e+03
8.50000e-05,9.75936e+03
9.00000e-05,9.75930e+03
9.50000e-05,9.75924e+03
1.00000e-04,9.75918e+03
1.05000e-04,9.75912e+03
1.10000e-04,9.75906e+03
1.15000e-04,9.75900e+03
1.20000e-04,9.75894e+03
1.25000e-04,9.75889e+03
1.30000e-04,9.75883e+03
1.35000e-04,9.75878e+03
1.40000e-04,9.75872e+03
1.45000e-04,9.75867e+03
1.50000e-04,9.75862e+03
1.55000e-04,9.75856e+03
1.60000e-04,9.75850e+03
1.65000e-04,9.75844e+03
1.70000e-04,9.75838e+03
1.75000e-04,9.75832e+03
1.80000e-04,9.75826e+03
1.85000e-04,9.75820e+03
1.90000e-04,9.75814e+03
1.95000e-04,9.75809e+03
2.00000e-04,9.75803e+03
2.05000e-04,9.75798e+03
2.10000e-04,9.75792e+03
2.15000e-04,9.75786e+03
2.20000e-04,9.75780e+03
2.25000e-04,9.75773e+03
2.30000e-04,9.75767e+03
2.35000e-04,9.75761e+03
2.40000e-04,9.75754e+03
2.45000e-04,9.75748e+03
2.50000e-04,9.75741e+03
2.55000e-04,9.75735e+03
2.60000e-04,9.75728e+03
2.65000e-04,9.75722e+03
2.70000e-04,9.75715e+03
2.75000e-04,9.75709e+03
2.80000e-04,9.75702e+03
2.85000e-04,9.75696e+03
2.90000e-04,9.75689e+03
2.95000e-04,9.75683e+03
3.00000e-04,9.75676e+03
3.05000e-04,9.75669e+03
3.10000e-04,9.75662e+03
3.15000e-04,9.75654e+03
3.20000e-04,9.75647e+03
3.25000e-04,9.75640e+03
3.30000e-04,9.75632e+03
3.35000e-04,9.75625e+03
3.40000e-04,9.75617e+03
3.45000e-04,9.75610e+03
3.50000e-04,9.75603e+03
3.55000e-04,9.75595e+03
3.60000e-04,9.75588e+03
3.65000e-04,9.75581e+03
3.70000e-04,9.75574e+03
3.75000e-04,9.75566e+03
3.80000e-04,9.75559e+03
3.85000e-04,9.75551e+03
3.90000e-04,9.75544e+03
3.95000e-04,9.75536e+03
4.00000e-04,9.75528e+03
4.05000e-04,9.75521e+03
4.10000e-04,9.75513e+03
4.15000e-04,9.75505e+03
4.20000e-04,9.75497e+03
4.25000e-04,9.75489e+03
4.30000e-04,9.75481e+03
4.35000e-04,9.75473e+03
4.40000e-04,9.75465e+03
4.45000e-04,9.75457e+03
4.50000e-04,9.75449e+03
4.55000e-04,9.75440e+03
4.60000e-04,9.75432e+03
4.65000e-04,9.75424e+03
4.70000e-04,9.75416e+03
4.75000e-04,9.75408e+03
4.80000e-04,9.75400e+03
4.85000e-04,9.75392e+03
4.90000e-04,9.75384e+03
4.95000e-04,9.75376e+03
5.00000e-04,9.75368e+03
5.05000e-04,9.75359e+03
5.10000e-04,9.75351e+03
5.15000e-04,9.75342e+03
5.20000e-04,9.75334e+03
5.25000e-04,9.75326e+03
5.30000e-04,9.75317e+03
5.35000e-04,9.75308e+03
5.40000e-04,9.75299e+03
5.45000e-04,9.75291e+03
5.50000e-04,9.75282e+03
5.55000e-04,9.75273e+03
5.60000e-04,9.75264e+03
5.65000e-04,9.75255e+03
5.70000e-04,9.75246e+03
5.75000e-04,9.75238e+03
5.80000e-04,9.75229e+03
5.85000e-04,9.75220e+03
5.90000e-04,9.75211e+03
5.95000e-04,9.75202e+03
6.00000e-04,9.75193e+03
6.05000e-04,9.75184e+03
6.10000e-04,9.75175e+03
6.15000e-04,9.75166e+03
6.20000e-04,9.75157e+03
6.25000e-04,9.75148e+03
6.30000e-04,9.75138e+03
6.35000e-04,9.75129e+03
6.40000e-04,9.75120e+03
6.45000e-04,9.75110e+03
6.50000e-04,9.75100e+03
6.55000e-04,9.75091e+03
6.60000e-04,9.75081e+03
6.65000e-04,9.75071e+03
6.70000e-04,9.75061e+03
6.75000e-04,9.75052e+03
6.80000e-04,9.75042e+03
6.85000e-04,9.75032e+03
6.90000e-04,9.75022e+03
6.95000e-04,9.75012e+03
7.00000e-04,9.75002e+03
7.05000e-04,9.74992e+03
7.10000e-04,9.74981e+03
7.15000e-04,9.74971e+03
7.20000e-04,9.74961e+03
7.25000e-04,9.74951e+03
7.30000e-04,9.74941e+03
7.35000e-04,9.74931e+03
7.40000e-04,9.74920e+03
7.45000e-04,9.74910e+03
7.50000e-04,9.74899e+03
7.55000e-04,9.74889e+03
7.60000e-04,9.74878e+03
7.65000e-04,9.74867e+03
7.70000e-04,9.74857e+03
7.75000e-04,9.74846e+03
7.80000e-04,9.74835e+03
7.85000e-04,9.74824e+03
7.90000e-04,9.74813e+03
7.95000e-04,9.74802e+03
8.00000e-04,9.74791e+03
8.05000e-04,9.74780e+03
8.10000e-04,9.74768e+03
8.15000e-04,9.74757e+03
8.20000e-04,9.74746e+03
8.25000e-04,9.74734e+03
8.30000e-04,9.74723e+03
8.35000e-04,9.74711e+03
8.40000e-04,9.74700e+03
8.45000e-04,9.74688e+03
8.50000e-04,9.74677e+03
8.55000e-04,9.74665e+03
8.60000e-04,9.74654e+03
8.65000e-04,9.74642e+03
8.70000e-04,9.74631e+03
8.75000e-04,9.74619e+03
8.80000e-04,9.74607e+03
8.85000e-04,9.74595e+03
8.90000e-04,9.74583e+03
8.95000e-04,9.74571e+03
9.00000e-04,9.74559e+03
9.05000e-04,9.74547e+03
9.10000e-04,9.74535e+03
9.15000e-04,9.74523e+03
9.20000e-04,9.74511e+03
9.25000e-04,9.74498e+03
9.30000e-04,9.74486e+03
9.35000e-04,9.74474e+03
9.40000e-04,9.74461e+03
9.45000e-04,9.74449e+03
9.50000e-04,9.74436e+03
9.55000e-04,9.74423e+03
9.60000e-04,9.74411e+03
9.65000e-04,9.74398e+03
9.70000e-04,9.74385e+03
9.75000e-04,9.74372e+03
9.80000e-04,9.74359e+03
9.85000e-04,9.74346e+03
9.90000e-04,9.74333e+03
9.95000e-04,9.74320e+03
1.00000e-03,9.74307e+03
1.00500e-03,9.74294e+03
1.01000e-03,9.74281e+03
1.01500e-03,9.74268e+03
1.02000e-03,9.74255e+03
1.02500e-03,9.74242e+03
1.03000e-03,9.74228e+03
1.03500e-03,9.74215e+03
1.04000e-03,9.74202e+03
1.04500e-03,9.74188e+03
1.05000e-03,9.74175e+03
1.05500e-03,9.74161e+03
1.06000e-03,9.74148e+03
1.06500e-03,9.74134e+03
1.07000e-03,9.74120e+03
1.07500e-03,9.74107e+03
1.08000e-03,9.74093e+03
1.08500e-03,9.74079e+03
1.09000e-03,9.74065e+03
1.09500e-03,9.74051e+03
1.10000e-03,9.74037e+03
1.10500e-03,9.74023e+03
1.11000e-03,9.74009e+03
1.11500e-03,9.73994e+03
1.12000e-03,9.73980e+03
1.12500e-03,9.73965e+03
1.13000e-03,9.73951e+03
1.13500e-03,9.73936e+03
1.14000e-03,9.73922e+03
1.14500e-03,9.73907e+03
1.15000e-03,9.73892e+03
1.15500e-03,9.73878e+03
1.16000e-03,9.73863e+03
1.16500e-03,9.73848e+03
1.17000e-03,9.73833e+03
1.17500e-03,9.73818e+03
1.18000e-03,9.73803e+03
1.18500e-03,9.73789e+03
1.19000e-03,9.73774e+03
1.19500e-03,9.73758e+03
1.20000e-03,9.73743e+03
1.20500e-03,9.73728e+03
1.21000e-03,9.73713e+03
1.21500e-03,9.73697e+03
1.22000e-03,9.73682e+03
1.22500e-03,9.73667e+03
1.23000e-03,9.73651e+03
1.23500e-03,9.73635e+03
1.24000e-03,9.73620e+03
1.24500e-03,9.73604e+03
1.25000e-03,9.73588e+03
1.25500e-03,9.73572e+03
1.26000e-03,9.73557e+03
1.26500e-03,9.73541e+03
1.27000e-03,9.73524e+03
1.27500e-03,9.73508e+03
1.28000e-03,9.73492e+03
1.28500e-03,9.73476e+03
1.29000e-03,9.73459e+03
1.29500e-03,9.73443e+03
1.30000e-03,9.73426e+03
1.30500e-03,9.73410e+03
1.31000e-03,9.73393e+03
1.31500e-03,9.73376e+03
1.32000e-03,9.73360e+03
1.32500e-03,9.73343e+03
1.33000e-03,9.73326e+03
1.33500e-03,9.73309e+03
1.34000e-03,9.73292e+03
1.34500e-03,9.73274e+03
1.35000e-03,9.73257e+03
1.35500e-03,9.73240e+03
1.36000e-03,9.73223e+03
1.36500e-03,9.73205e+03
1.37000e-03,9.73188e+03
1.37500e-03,9.73171e+03
1.38000e-03,9.73153e+03
1.38500e-03,9.73135e+03
1.39000e-03,9.73118e+03
1.39500e-03,9.73100e+03
1.40000e-03,9.73082e+03
1.40500e-03,9.73064e+03
1.41000e-03,9.73046e+03
1.41500e-03,9.73028e+03
1.42000e-03,9.73010e+03
1.42500e-03,9.72992e+03
1.43000e-03,9.72974e+03
1.43500e-03,9.72955e+03
1.44000e-03,9.72937e+03
1.44500e-03,9.72919e+03
1.45000e-03,9.72900e+03
1.45500e-03,9.72881e+03
1.46000e-03,9.72863e+03
1.46500e-03,9.72844e+03
1.47000e-03,9.72825e+03
1.47500e-03,9.72806e+03
1.48000e-03,9.72787e+03
1.48500e-03,9.72768e+03
1.49000e-03,9.72748e+03
1.49500e-03,9.72729e+03
1.50000e-03,9.72709e+03
1.50500e-03,9.72690e+03
1.51000e-03,9.72670e+03
1.51500e-03,9.72651e+03
1.52000e-03,9.72631e+03
1.52500e-03,9.72611e+03
1.53000e-03,9.72591e+03
