r(m),T(K)
0.00000e+00,9.81642e+03
5.00000e-06,9.81636e+03
1.00000e-05,9.81626e+03
1.50000e-05,9.81617e+03
2.00000e-05,9.81609e+03
2.50000e-05,9.81602e+03
3.00000e-05,9.81596e+03
3.50000e-05,9.81590e+03
4.00000e-05,9.81585e+03
4.50000e-05,9.81580e+03
5.00000e-05,9.81575e+03
5.50000e-05,9.81570e+03
6.00000e-05,9.81566e+03
6.50000e-05,9.81562e+03
7.00000e-05,9.81558e+03
7.50000e-05,9.81553e+03
8.00000e-05,9.81549e+03
8.50000e-05,9.81544e+03
9.00000e-05,9.81540e+03
9.50000e-05,9.81535e+03
1.00000e-04,9.81530e+03
1.05000e-04,9.81525e+03
1.10000e-04,9.81520e+03
1.15000e-04,9.81515e+03
1.20000e-04,9.81510e+03
1.25000e-04,9.81504e+03
1.30000e-04,9.81499e+03
1.35000e-04,9.81493e+03
1.40000e-04,9.81487e+03
1.45000e-04,9.81481e+03
1.50000e-04,9.81475e+03
1.55000e-04,9.81469e+03
1.60000e-04,9.81462e+03
1.65000e-04,9.81456e+03
1.70000e-04,9.81450e+03
1.75000e-04,9.81443e+03
1.80000e-04,9.81436e+03
1.85000e-04,9.81430e+03
1.90000e-04,9.81423e+03
1.95000e-04,9.81416e+03
2.00000e-04,9.81409e+03
2.05000e-04,9.81402e+03
2.10000e-04,9.81395e+03
2.15000e-04,9.81389e+03
2.20000e-04,9.81382e+03
2.25000e-04,9.81375e+03
2.30000e-04,9.81368e+03
2.35000e-04,9.81361e+03
2.40000e-04,9.81354e+03
2.45000e-04,9.81347e+03
2.50000e-04,9.81340e+03
2.55000e-04,9.81333e+03
2.60000e-04,9.81326e+03
2.65000e-04,9.81319e+03
2.70000e-04,9.81312e+03
2.75000e-04,9.81305e+03
2.80000e-04,9.81298e+03
2.85000e-04,9.81291e+03
2.90000e-04,9.81284e+03
2.95000e-04,9.81277e+03
3.00000e-04,9.81270e+03
3.05000e-04,9.81263e+03
3.10000e-04,9.81256e+03
3.15000e-04,9.81249e+03
3.20000e-04,9.81242e+03
3.25000e-04,9.81235e+03
3.30000e-04,9.81228e+03
3.35000e-04,9.81220e+03
3.40000e-04,9.81213e+03
3.45000e-04,9.81206e+03
3.50000e-04,9.81199e+03
3.55000e-04,9.81192e+03
