r(m),T(K)
7.00000e-04,1.00099e+04
7.05000e-04,1.00098e+04
7.10000e-04,1.00096e+04
7.15000e-04,1.00095e+04
7.20000e-04,1.00093e+04
7.25000e-04,1.00092e+04
7.30000e-04,1.00090e+04
7.35000e-04,1.00089e+04
7.40000e-04,1.00087e+04
7.45000e-04,1.00086e+04
7.50000e-04,1.00084e+04
7.55000e-04,1.00083e+04
7.60000e-04,1.00081e+04
7.65000e-04,1.00080e+04
7.70000e-04,1.00078e+04
7.75000e-04,1.00077e+04
7.80000e-04,1.00075e+04
7.85000e-04,1.00074e+04
7.90000e-04,1.00072e+04
7.95000e-04,1.00070e+04
8.00000e-04,1.00069e+04
8.05000e-04,1.00067e+04
8.10000e-04,1.00066e+04
8.15000e-04,1.00064e+04
8.20000e-04,1.00062e+04
8.25000e-04,1.00061e+04
8.30000e-04,1.00059e+04
8.35000e-04,1.00057e+04
8.40000e-04,1.00056e+04
8.45000e-04,1.00054e+04
8.50000e-04,1.00052e+04
8.55000e-04,1.00051e+04
8.60000e-04,1.00049e+04
8.65000e-04,1.00047e+04
8.70000e-04,1.00046e+04
8.75000e-04,1.00044e+04
8.80000e-04,1.00042e+04
8.85000e-04,1.00040e+04
8.90000e-04,1.00039e+04
8.95000e-04,1.00037e+04
9.00000e-04,1.00035e+04
9.05000e-04,1.00033e+04
9.10000e-04,1.00032e+04
9.15000e-04,1.00030e+04
9.20000e-04,1.00028e+04
9.25000e-04,1.00026e+04
9.30000e-04,1.00025e+04
9.35000e-04,1.00023e+04
9.40000e-04,1.00021e+04
9.45000e-04,1.00019e+04
9.50000e-04,1.00017e+04
9.55000e-04,1.00015e+04
9.60000e-04,1.00014e+04
9.65000e-04,1.00012e+04
9.70000e-04,1.00010e+04
9.75000e-04,1.00008e+04
9.80000e-04,1.00006e+04
9.85000e-04,1.00004e+04
9.90000e-04,1.00002e+04
9.95000e-04,1.00000e+04
1.00000e-03,9.99984e+03
1.00500e-03,9.99965e+03
1.01000e-03,9.99946e+03
1.01500e-03,9.99926e+03
1.02000e-03,9.99907e+03
1.02500e-03,9.99887e+03
1.03000e-03,9.99868e+03
1.03500e-03,9.99848e+03
1.04000e-03,9.99828e+03
1.04500e-03,9.99808e+03
1.05000e-03,9.99788e+03
1.05500e-03,9.99768e+03
1.06000e-03,9.99748e+03
1.06500e-03,9.99727e+03
1.07000e-03,9.99707e+03
1.07500e-03,9.99686e+03
1.08000e-03,9.99666e+03
1.08500e-03,9.99645e+03
1.09000e-03,9.99624e+03
1.09500e-03,9.99604e+03
1.10000e-03,9.99583e+03
1.10500e-03,9.99562e+03
1.11000e-03,9.99540e+03
1.11500e-03,9.99519e+03
1.12000e-03,9.99498e+03
1.12500e-03,9.99476e+03
1.13000e-03,9.99455e+03
1.13500e-03,9.99433e+03
1.14000e-03,9.99412e+03
1.14500e-03,9.99390e+03
1.15000e-03,9.99368e+03
1.15500e-03,9.99346e+03
1.16000e-03,9.99324e+03
1.16500e-03,9.99301e+03
1.17000e-03,9.99279e+03
1.17500e-03,9.99257e+03
1.18000e-03,9.99234e+03
1.18500e-03,9.99212e+03
1.19000e-03,9.99189e+03
1.19500e-03,9.99166e+03
1.20000e-03,9.99143e+03
1.20500e-03,9.99120e+03
1.21000e-03,9.99097e+03
1.21500e-03,9.99074e+03
1.22000e-03,9.99051e+03
1.22500e-03,9.99027e+03
1.23000e-03,9.99004e+03
1.23500e-03,9.98980e+03
1.24000e-03,9.98957e+03
1.24500e-03,9.98933e+03
1.25000e-03,9.98909e+03
1.25500e-03,9.98885e+03
1.26000e-03,9.98861e+03
1.26500e-03,9.98837e+03
1.27000e-03,9.98812e+03
1.27500e-03,9.98788e+03
1.28000e-03,9.98764e+03
1.28500e-03,9.98739e+03
1.29000e-03,9.98715e+03
1.29500e-03,9.98690e+03
1.30000e-03,9.98665e+03
1.30500e-03,9.98640e+03
1.31000e-03,9.98615e+03
1.31500e-03,9.98590e+03
1.32000e-03,9.98565e+03
1.32500e-03,9.98539e+03
1.33000e-03,9.98514e+03
1.33500e-03,9.98488e+03
1.34000e-03,9.98462e+03
1.34500e-03,9.98437e+03
1.35000e-03,9.98411e+03
1.35500e-03,9.98385e+03
1.36000e-03,9.98359e+03
1.36500e-03,9.98332e+03
1.37000e-03,9.98306e+03
1.37500e-03,9.98280e+03
1.38000e-03,9.98253e+03
1.38500e-03,9.98226e+03
1.39000e-03,9.98200e+03
1.39500e-03,9.98173e+03
1.40000e-03,9.98146e+03
1.40500e-03,9.98119e+03
1.41000e-03,9.98092e+03
1.41500e-03,9.98064e+03
1.42000e-03,9.98037e+03
1.42500e-03,9.98009e+03
1.43000e-03,9.97982e+03
1.43500e-03,9.97954e+03
1.44000e-03,9.97926e+03
1.44500e-03,9.97898e+03
1.45000e-03,9.97870e+03
1.45500e-03,9.97842e+03
1.46000e-03,9.97814e+03
1.46500e-03,9.97785e+03
1.47000e-03,9.97757e+03
1.47500e-03,9.97728e+03
1.48000e-03,9.97699e+03
1.48500e-03,9.97670e+03
1.49000e-03,9.97641e+03
1.49500e-03,9.97612e+03
1.50000e-03,9.97583e+03
1.50500e-03,9.97554e+03
1.51000e-03,9.97524e+03
1.51500e-03,9.97494e+03
1.52000e-03,9.97465e+03
1.52500e-03,9.97435e+03
1.53000e-03,9.97405e+03
1.53500e-03,9.97375e+03
1.54000e-03,9.97345e+03
1.54500e-03,9.97314e+03
1.55000e-03,9.97284e+03
1.55500e-03,9.97253e+03
1.56000e-03,9.97223e+03
1.56500e-03,9.97192e+03
1.57000e-03,9.97161e+03
1.57500e-03,9.97130e+03
1.58000e-03,9.97099e+03
1.58500e-03,9.97067e+03
1.59000e-03,9.97036e+03
1.59500e-03,9.97004e+03
1.60000e-03,9.96973e+03
1.60500e-03,9.96941e+03
1.61000e-03,9.96909e+03
1.61500e-03,9.96877e+03
1.62000e-03,9.96845e+03
1.62500e-03,9.96812e+03
1.63000e-03,9.96780e+03
1.63500e-03,9.96747e+03
1.64000e-03,9.96715e+03
1.64500e-03,9.96682e+03
1.65000e-03,9.96649e+03
1.65500e-03,9.96616e+03
1.66000e-03,9.96583e+03
1.66500e-03,9.96550e+03
1.67000e-03,9.96516e+03
1.67500e-03,9.96483e+03
1.68000e-03,9.96449e+03
1.68500e-03,9.96415e+03
1.69000e-03,9.96381e+03
1.69500e-03,9.96347e+03
1.70000e-03,9.96313e+03
1.70500e-03,9.96279e+03
1.71000e-03,9.96244e+03
1.71500e-03,9.96210e+03
1.72000e-03,9.96175e+03
1.72500e-03,9.96140e+03
1.73000e-03,9.96105e+03
1.73500e-03,9.96070e+03
1.74000e-03,9.96035e+03
1.74500e-03,9.96000e+03
1.75000e-03,9.95964e+03
1.75500e-03,9.95929e+03
1.76000e-03,9.95893e+03
1.76500e-03,9.95857e+03
1.77000e-03,9.95821e+03
1.77500e-03,9.95785e+03
1.78000e-03,9.95749e+03
1.78500e-03,9.95712e+03
1.79000e-03,9.95676e+03
1.79500e-03,9.95639e+03
1.80000e-03,9.95602e+03
1.80500e-03,9.95565e+03
1.81000e-03,9.95528e+03
1.81500e-03,9.95490e+03
1.82000e-03,9.95453e+03
1.82500e-03,9.95415e+03
1.83000e-03,9.95378e+03
1.83500e-03,9.95340e+03
1.84000e-03,9.95302e+03
1.84500e-03,9.95264e+03
1.85000e-03,9.95225e+03
1.85500e-03,9.95187e+03
1.86000e-03,9.95148e+03
1.86500e-03,9.95110e+03
1.87000e-03,9.95071e+03
1.87500e-03,9.95032e+03
1.88000e-03,9.94992e+03
1.88500e-03,9.94953e+03
1.89000e-03,9.94914e+03
1.89500e-03,9.94874e+03
1.90000e-03,9.94834e+03
1.90500e-03,9.94794e+03
1.91000e-03,9.94754e+03
1.91500e-03,9.94714e+03
1.92000e-03,9.94674e+03
1.92500e-03,9.94633e+03
1.93000e-03,9.94592e+03
1.93500e-03,9.94551e+03
1.94000e-03,9.94510e+03
1.94500e-03,9.94469e+03
1.95000e-03,9.94428e+03
1.95500e-03,9.94387e+03
1.96000e-03,9.94345e+03
1.96500e-03,9.94303e+03
1.97000e-03,9.94261e+03
1.97500e-03,9.94219e+03
1.98000e-03,9.94177e+03
1.98500e-03,9.94134e+03
1.99000e-03,9.94092e+03
1.99500e-03,9.94049e+03
2.00000e-03,9.94006e+03
2.00500e-03,9.93963e+03
2.01000e-03,9.93920e+03
2.01500e-03,9.93876e+03
2.02000e-03,9.93832e+03
2.02500e-03,9.93789e+03
2.03000e-03,9.93745e+03
2.03500e-03,9.93701e+03
2.04000e-03,9.93656e+03
2.04500e-03,9.93612e+03
2.05000e-03,9.93567e+03
2.05500e-03,9.93523e+03
2.06000e-03,9.93478e+03
2.06500e-03,9.93433e+03
2.07000e-03,9.93388e+03
2.07500e-03,9.93342e+03
2.08000e-03,9.93297e+03
2.08500e-03,9.93251e+03
2.09000e-03,9.93205e+03
2.09500e-03,9.93159e+03
2.10000e-03,9.93112e+03
2.10500e-03,9.93066e+03
2.11000e-03,9.93019e+03
2.11500e-03,9.92973e+03
2.12000e-03,9.92926e+03
2.12500e-03,9.92879e+03
2.13000e-03,9.92831e+03
2.13500e-03,9.92784e+03
2.14000e-03,9.92736e+03
2.14500e-03,9.92688e+03
2.15000e-03,9.92641e+03
2.15500e-03,9.92592e+03
2.16000e-03,9.92544e+03
2.16500e-03,9.92496e+03
2.17000e-03,9.92447e+03
2.17500e-03,9.92398e+03
2.18000e-03,9.92349e+03
2.18500e-03,9.92300e+03
2.19000e-03,9.92250e+03
2.19500e-03,9.92201e+03
2.20000e-03,9.92151e+03
2.20500e-03,9.92101e+03
2.21000e-03,9.92051e+03
2.21500e-03,9.92001e+03
2.22000e-03,9.91950e+03
2.22500e-03,9.91900e+03
2.23000e-03,9.91849e+03
2.23500e-03,9.91798e+03
2.24000e-03,9.91747e+03
2.24500e-03,9.91695e+03
2.25000e-03,9.91644e+03
2.25500e-03,9.91592e+03
2.26000e-03,9.91540e+03
2.26500e-03,9.91488e+03
2.27000e-03,9.91436e+03
2.27500e-03,9.91383e+03
2.28000e-03,9.91330e+03
2.28500e-03,9.91277e+03
2.29000e-03,9.91224e+03
2.29500e-03,9.91171e+03
2.30000e-03,9.91117e+03
2.30500e-03,9.91064e+03
2.31000e-03,9.91010e+03
2.31500e-03,9.90956e+03
2.32000e-03,9.90902e+03
2.32500e-03,9.90847e+03
2.33000e-03,9.90792e+03
2.33500e-03,9.90738e+03
2.34000e-03,9.90682e+03
2.34500e-03,9.90627e+03
2.35000e-03,9.90572e+03
2.35500e-03,9.90516e+03
2.36000e-03,9.90460e+03
2.36500e-03,9.90404e+03
2.37000e-03,9.90348e+03
2.37500e-03,9.90291e+03
2.38000e-03,9.90235e+03
2.38500e-03,9.90178e+03
2.39000e-03,9.90121e+03
2.39500e-03,9.90063e+03
2.40000e-03,9.90006e+03
2.40500e-03,9.89948e+03
2.41000e-03,9.89890e+03
2.41500e-03,9.89832e+03
2.42000e-03,9.89774e+03
2.42500e-03,9.89715e+03
2.43000e-03,9.89656e+03
2.43500e-03,9.89597e+03
2.44000e-03,9.89538e+03
2.44500e-03,9.89479e+03
2.45000e-03,9.89419e+03
2.45500e-03,9.89359e+03
2.46000e-03,9.89299e+03
2.46500e-03,9.89239e+03
2.47000e-03,9.89178e+03
2.47500e-03,9.89118e+03
2.48000e-03,9.89057e+03
2.48500e-03,9.88996e+03
2.49000e-03,9.88934e+03
2.49500e-03,9.88873e+03
2.50000e-03,9.88811e+03
2.50500e-03,9.88749e+03
2.51000e-03,9.88686e+03
2.51500e-03,9.88624e+03
2.52000e-03,9.88561e+03
2.52500e-03,9.88498e+03
2.53000e-03,9.88435e+03
2.53500e-03,9.88372e+03
2.54000e-03,9.88308e+03
2.54500e-03,9.88244e+03
2.55000e-03,9.88180e+03
2.55500e-03,9.88116e+03
2.56000e-03,9.88051e+03
2.56500e-03,9.87986e+03
2.57000e-03,9.87921e+03
2.57500e-03,9.87856e+03
2.58000e-03,9.87790e+03
2.58500e-03,9.87725e+03
2.59000e-03,9.87659e+03
2.59500e-03,9.87593e+03
2.60000e-03,9.87526e+03
2.60500e-03,9.87459e+03
2.61000e-03,9.87392e+03
2.61500e-03,9.87325e+03
2.62000e-03,9.87258e+03
2.62500e-03,9.87190e+03
2.63000e-03,9.87122e+03
2.63500e-03,9.87054e+03
2.64000e-03,9.86986e+03
2.64500e-03,9.86917e+03
2.65000e-03,9.86849e+03
2.65500e-03,9.86779e+03
2.66000e-03,9.86710e+03
2.66500e-03,9.86640e+03
2.67000e-03,9.86571e+03
2.67500e-03,9.86501e+03
2.68000e-03,9.86430e+03
2.68500e-03,9.86360e+03
2.69000e-03,9.86289e+03
2.69500e-03,9.86218e+03
2.70000e-03,9.86146e+03
2.70500e-03,9.86075e+03
2.71000e-03,9.86003e+03
2.71500e-03,9.85931e+03
2.72000e-03,9.85859e+03
2.72500e-03,9.85786e+03
2.73000e-03,9.85713e+03
2.73500e-03,9.85640e+03
2.74000e-03,9.85567e+03
2.74500e-03,9.85493e+03
2.75000e-03,9.85419e+03
2.75500e-03,9.85345e+03
2.76000e-03,9.85270e+03
2.76500e-03,9.85196e+03
2.77000e-03,9.85121e+03
2.77500e-03,9.85046e+03
2.78000e-03,9.84970e+03
2.78500e-03,9.84894e+03
2.79000e-03,9.84818e+03
2.79500e-03,9.84742e+03
2.80000e-03,9.84665e+03
2.80500e-03,9.84589e+03
2.81000e-03,9.84511e+03
2.81500e-03,9.84434e+03
2.82000e-03,9.84356e+03
2.82500e-03,9.84278e+03
2.83000e-03,9.84200e+03
2.83500e-03,9.84122e+03
2.84000e-03,9.84043e+03
2.84500e-03,9.83964e+03
2.85000e-03,9.83884e+03
2.85500e-03,9.83805e+03
2.86000e-03,9.83725e+03
2.86500e-03,9.83645e+03
2.87000e-03,9.83564e+03
2.87500e-03,9.83483e+03
2.88000e-03,9.83402e+03
2.88500e-03,9.83321e+03
2.89000e-03,9.83239e+03
2.89500e-03,9.83157e+03
2.90000e-03,9.83075e+03
2.90500e-03,9.82993e+03
2.91000e-03,9.82910e+03
2.91500e-03,9.82827e+03
2.92000e-03,9.82743e+03
2.92500e-03,9.82660e+03
2.93000e-03,9.82575e+03
2.93500e-03,9.82491e+03
2.94000e-03,9.82407e+03
2.94500e-03,9.82322e+03
2.95000e-03,9.82236e+03
2.95500e-03,9.82151e+03
2.96000e-03,9.82065e+03
2.96500e-03,9.81979e+03
2.97000e-03,9.81893e+03
2.97500e-03,9.81806e+03
2.98000e-03,9.81719e+03
2.98500e-03,9.81632e+03
2.99000e-03,9.81544e+03
2.99500e-03,9.81456e+03
3.00000e-03,9.81368e+03
3.00500e-03,9.81279e+03
3.01000e-03,9.81190e+03
3.01500e-03,9.81101e+03
3.02000e-03,9.81011e+03
3.02500e-03,9.80922e+03
3.03000e-03,9.80831e+03
3.03500e-03,9.80741e+03
3.04000e-03,9.80650e+03
3.04500e-03,9.80559e+03
3.05000e-03,9.80468e+03
3.05500e-03,9.80376e+03
3.06000e-03,9.80284e+03
3.06500e-03,9.80191e+03
3.07000e-03,9.80098e+03
3.07500e-03,9.80005e+03
3.08000e-03,9.79912e+03
3.08500e-03,9.79818e+03
3.09000e-03,9.79724e+03
3.09500e-03,9.79630e+03
3.10000e-03,9.79535e+03
3.10500e-03,9.79440e+03
3.11000e-03,9.79344e+03
3.11500e-03,9.79248e+03
3.12000e-03,9.79152e+03
3.12500e-03,9.79056e+03
3.13000e-03,9.78959e+03
3.13500e-03,9.78862e+03
3.14000e-03,9.78765e+03
3.14500e-03,9.78667e+03
3.15000e-03,9.78569e+03
3.15500e-03,9.78470e+03
3.16000e-03,9.78371e+03
3.16500e-03,9.78272e+03
3.17000e-03,9.78173e+03
3.17500e-03,9.78073e+03
3.18000e-03,9.77972e+03
3.18500e-03,9.77872e+03
3.19000e-03,9.77771e+03
3.19500e-03,9.77670e+03
3.20000e-03,9.77568e+03
3.20500e-03,9.77466e+03
3.21000e-03,9.77364e+03
3.21500e-03,9.77261e+03
3.22000e-03,9.77158e+03
3.22500e-03,9.77054e+03
3.23000e-03,9.76951e+03
3.23500e-03,9.76846e+03
3.24000e-03,9.76742e+03
3.24500e-03,9.76637e+03
3.25000e-03,9.76532e+03
3.25500e-03,9.76426e+03
3.26000e-03,9.76320e+03
3.26500e-03,9.76214e+03
3.27000e-03,9.76107e+03
3.27500e-03,9.76000e+03
3.28000e-03,9.75892e+03
3.28500e-03,9.75785e+03
3.29000e-03,9.75676e+03
3.29500e-03,9.75568e+03
3.30000e-03,9.75459e+03
3.30500e-03,9.75349e+03
3.31000e-03,9.75240e+03
3.31500e-03,9.75129e+03
3.32000e-03,9.75019e+03
3.32500e-03,9.74908e+03
3.33000e-03,9.74797e+03
3.33500e-03,9.74685e+03
3.34000e-03,9.74573e+03
3.34500e-03,9.74460e+03
3.35000e-03,9.74347e+03
3.35500e-03,9.74234e+03
3.36000e-03,9.74121e+03
3.36500e-03,9.74006e+03
3.37000e-03,9.73892e+03
3.37500e-03,9.73777e+03
3.38000e-03,9.73662e+03
3.38500e-03,9.73546e+03
3.39000e-03,9.73430e+03
3.39500e-03,9.73314e+03
3.40000e-03,9.73197e+03
3.40500e-03,9.73079e+03
3.41000e-03,9.72962e+03
3.41500e-03,9.72843e+03
3.42000e-03,9.72725e+03
3.42500e-03,9.72606e+03
3.43000e-03,9.72486e+03
3.43500e-03,9.72367e+03
3.44000e-03,9.72246e+03
3.44500e-03,9.72126e+03
3.45000e-03,9.72005e+03
3.45500e-03,9.71883e+03
3.46000e-03,9.71761e+03
3.46500e-03,9.71639e+03
3.47000e-03,9.71516e+03
3.47500e-03,9.71393e+03
3.48000e-03,9.71269e+03
3.48500e-03,9.71145e+03
3.49000e-03,9.71020e+03
3.49500e-03,9.70896e+03
3.50000e-03,9.70770e+03
3.50500e-03,9.70644e+03
3.51000e-03,9.70518e+03
3.51500e-03,9.70391e+03
3.52000e-03,9.70264e+03
3.52500e-03,9.70136e+03
3.53000e-03,9.70008e+03
3.53500e-03,9.69880e+03
3.54000e-03,9.69751e+03
3.54500e-03,9.69621e+03
3.55000e-03,9.69491e+03
3.55500e-03,9.69361e+03
3.56000e-03,9.69230e+03
3.56500e-03,9.69099e+03
3.57000e-03,9.68967e+03
3.57500e-03,9.68835e+03
3.58000e-03,9.68702e+03
3.58500e-03,9.68569e+03
3.59000e-03,9.68436e+03
3.59500e-03,9.68301e+03
3.60000e-03,9.68167e+03
3.60500e-03,9.68032e+03
3.61000e-03,9.67896e+03
3.61500e-03,9.67760e+03
3.62000e-03,9.67624e+03
3.62500e-03,9.67487e+03
3.63000e-03,9.67350e+03
3.63500e-03,9.67212e+03
3.64000e-03,9.67073e+03
3.64500e-03,9.66935e+03
3.65000e-03,9.66795e+03
3.65500e-03,9.66655e+03
3.66000e-03,9.66515e+03
3.66500e-03,9.66374e+03
3.67000e-03,9.66233e+03
3.67500e-03,9.66091e+03
3.68000e-03,9.65949e+03
3.68500e-03,9.65806e+03
3.69000e-03,9.65663e+03
3.69500e-03,9.65519e+03
3.70000e-03,9.65375e+03
3.70500e-03,9.65230e+03
3.71000e-03,9.65084e+03
3.71500e-03,9.64938e+03
3.72000e-03,9.64792e+03
3.72500e-03,9.64645e+03
3.73000e-03,9.64498e+03
3.73500e-03,9.64350e+03
3.74000e-03,9.64201e+03
3.74500e-03,9.64052e+03
3.75000e-03,9.63903e+03
3.75500e-03,9.63753e+03
3.76000e-03,9.63602e+03
3.76500e-03,9.63451e+03
3.77000e-03,9.63300e+03
3.77500e-03,9.63148e+03
3.78000e-03,9.62995e+03
3.78500e-03,9.62842e+03
3.79000e-03,9.62688e+03
3.79500e-03,9.62534e+03
3.80000e-03,9.62379e+03
3.80500e-03,9.62224e+03
3.81000e-03,9.62068e+03
3.81500e-03,9.61911e+03
3.82000e-03,9.61754e+03
3.82500e-03,9.61597e+03
3.83000e-03,9.61439e+03
3.83500e-03,9.61280e+03
3.84000e-03,9.61121e+03
3.84500e-03,9.60961e+03
3.85000e-03,9.60801e+03
3.85500e-03,9.60640e+03
3.86000e-03,9.60479e+03
3.86500e-03,9.60317e+03
3.87000e-03,9.60154e+03
3.87500e-03,9.59991e+03
3.88000e-03,9.59828e+03
3.88500e-03,9.59663e+03
3.89000e-03,9.59499e+03
3.89500e-03,9.59333e+03
3.90000e-03,9.59167e+03
3.90500e-03,9.59001e+03
3.91000e-03,9.58834e+03
3.91500e-03,9.58666e+03
3.92000e-03,9.58498e+03
3.92500e-03,9.58329e+03
3.93000e-03,9.58159e+03
3.93500e-03,9.57989e+03
3.94000e-03,9.57818e+03
3.94500e-03,9.57647e+03
3.95000e-03,9.57475e+03
3.95500e-03,9.57303e+03
3.96000e-03,9.57130e+03
3.96500e-03,9.56956e+03
3.97000e-03,9.56782e+03
3.97500e-03,9.56607e+03
3.98000e-03,9.56432e+03
3.98500e-03,9.56255e+03
3.99000e-03,9.56079e+03
3.99500e-03,9.55901e+03
4.00000e-03,9.55723e+03
4.00500e-03,9.55545e+03
4.01000e-03,9.55366e+03
4.01500e-03,9.55186e+03
4.02000e-03,9.55005e+03
4.02500e-03,9.54824e+03
4.03000e-03,9.54642e+03
4.03500e-03,9.54460e+03
4.04000e-03,9.54277e+03
4.04500e-03,9.54093e+03
4.05000e-03,9.53909e+03
4.05500e-03,9.53724e+03
4.06000e-03,9.53538e+03
4.06500e-03,9.53352e+03
4.07000e-03,9.53165e+03
4.07500e-03,9.52978e+03
4.08000e-03,9.52790e+03
4.08500e-03,9.52601e+03
4.09000e-03,9.52411e+03
4.09500e-03,9.52221e+03
4.10000e-03,9.52030e+03
4.10500e-03,9.51839e+03
4.11000e-03,9.51646e+03
4.11500e-03,9.51454e+03
4.12000e-03,9.51260e+03
4.12500e-03,9.51066e+03
4.13000e-03,9.50871e+03
4.13500e-03,9.50675e+03
4.14000e-03,9.50479e+03
4.14500e-03,9.50282e+03
4.15000e-03,9.50084e+03
4.15500e-03,9.49886e+03
4.16000e-03,9.49687e+03
4.16500e-03,9.49487e+03
4.17000e-03,9.49286e+03
4.17500e-03,9.49085e+03
4.18000e-03,9.48883e+03
4.18500e-03,9.48681e+03
4.19000e-03,9.48477e+03
4.19500e-03,9.48273e+03
4.20000e-03,9.48069e+03
4.20500e-03,9.47863e+03
4.21000e-03,9.47657e+03
4.21500e-03,9.47450e+03
4.22000e-03,9.47242e+03
4.22500e-03,9.47034e+03
4.23000e-03,9.46825e+03
4.23500e-03,9.46615e+03
4.24000e-03,9.46404e+03
4.24500e-03,9.46193e+03
4.25000e-03,9.45981e+03
4.25500e-03,9.45768e+03
4.26000e-03,9.45555e+03
4.26500e-03,9.45340e+03
4.27000e-03,9.45125e+03
4.27500e-03,9.44910e+03
4.28000e-03,9.44693e+03
4.28500e-03,9.44476e+03
4.29000e-03,9.44258e+03
4.29500e-03,9.44039e+03
4.30000e-03,9.43819e+03
4.30500e-03,9.43599e+03
4.31000e-03,9.43378e+03
4.31500e-03,9.43156e+03
4.32000e-03,9.42933e+03
4.32500e-03,9.42709e+03
4.33000e-03,9.42485e+03
4.33500e-03,9.42260e+03
4.34000e-03,9.42034e+03
4.34500e-03,9.41807e+03
4.35000e-03,9.41580e+03
4.35500e-03,9.41351e+03
4.36000e-03,9.41122e+03
