r(cm),U(V),Ne(m^-3)
0.773774,-2604.96,2.88E+14
0.774775,-2593.47,2.85E+14
0.775776,-2581.97,2.82E+14
0.776777,-2570.47,2.79E+14
0.777778,-2558.97,2.76E+14
0.778779,-2547.47,2.73E+14
0.77978,-2535.97,2.70E+14
0.780781,-2524.47,2.67E+14
0.781782,-2512.97,2.64E+14
0.782783,-2501.47,2.61E+14
0.783784,-2489.97,2.58E+14
0.784785,-2478.46,2.55E+14
0.785786,-2466.96,2.53E+14
0.786787,-2455.46,2.50E+14
0.787788,-2443.95,2.47E+14
0.788789,-2432.45,2.44E+14
0.78979,-2420.95,2.42E+14
0.790791,-2409.44,2.39E+14
0.791792,-2397.94,2.37E+14
0.792793,-2386.43,2.34E+14
0.793794,-2374.92,2.31E+14
0.794795,-2363.42,2.29E+14
0.795796,-2351.91,2.26E+14
0.796797,-2340.4,2.24E+14
0.797798,-2328.9,2.22E+14
0.798799,-2317.39,2.19E+14
0.7998,-2305.88,2.17E+14
0.800801,-2294.37,2.14E+14
0.801802,-2282.86,2.12E+14
0.802803,-2271.35,2.10E+14
0.803804,-2259.84,2.07E+14
0.804805,-2248.33,2.05E+14
0.805806,-2236.82,2.03E+14
0.806807,-2225.31,2.01E+14
0.807808,-2213.8,1.99E+14
0.808809,-2202.29,1.96E+14
0.80981,-2190.77,1.94E+14
0.810811,-2179.26,1.92E+14
0.811812,-2167.75,1.90E+14
0.812813,-2156.23,1.88E+14
0.813814,-2144.72,1.86E+14
0.814815,-2133.21,1.84E+14
0.815816,-2121.69,1.82E+14
0.816817,-2110.18,1.80E+14
0.817818,-2098.66,1.78E+14
0.818819,-2087.15,1.76E+14
0.81982,-2075.63,1.74E+14
0.820821,-2064.12,1.72E+14
0.821822,-2052.6,1.70E+14
0.822823,-2041.09,1.68E+14
0.823824,-2029.57,1.67E+14
0.824825,-2018.05,1.65E+14
0.825826,-2006.54,1.63E+14
0.826827,-1995.02,1.61E+14
0.827828,-1983.5,1.59E+14
0.828829,-1971.98,1.58E+14
0.82983,-1960.46,1.56E+14
0.830831,-1948.95,1.54E+14
0.831832,-1937.43,1.53E+14
0.832833,-1925.91,1.51E+14
0.833834,-1914.39,1.49E+14
0.834835,-1902.87,1.48E+14
0.835836,-1891.35,1.46E+14
0.836837,-1879.83,1.45E+14
0.837838,-1868.31,1.43E+14
0.838839,-1856.79,1.41E+14
0.83984,-1845.27,1.40E+14
0.840841,-1833.75,1.38E+14
0.841842,-1822.23,1.37E+14
0.842843,-1810.7,1.35E+14
0.843844,-1799.18,1.34E+14
0.844845,-1787.66,1.33E+14
0.845846,-1776.14,1.31E+14
0.846847,-1764.62,1.30E+14
0.847848,-1753.09,1.28E+14
0.848849,-1741.57,1.27E+14
0.84985,-1730.05,1.26E+14
0.850851,-1718.52,1.24E+14
0.851852,-1707,1.23E+14
0.852853,-1695.48,1.22E+14
0.853854,-1683.95,1.20E+14
0.854855,-1672.43,1.19E+14
0.855856,-1660.9,1.18E+14
0.856857,-1649.38,1.16E+14
0.857858,-1637.85,1.15E+14
0.858859,-1626.33,1.14E+14
0.85986,-1614.8,1.13E+14
0.860861,-1603.28,1.12E+14
0.861862,-1591.75,1.10E+14
0.862863,-1580.23,1.09E+14
0.863864,-1568.7,1.08E+14
0.864865,-1557.18,1.07E+14
0.865866,-1545.65,1.06E+14
0.866867,-1534.12,1.05E+14
0.867868,-1522.6,1.04E+14
0.868869,-1511.07,1.02E+14
0.86987,-1499.54,1.01E+14
0.870871,-1488.02,1.00E+14
0.871872,-1476.49,9.93E+13
0.872873,-1464.96,9.83E+13
0.873874,-1453.43,9.73E+13
0.874875,-1441.9,9.62E+13
0.875876,-1430.38,9.52E+13
0.876877,-1418.85,9.43E+13
0.877878,-1407.32,9.33E+13
0.878879,-1395.79,9.23E+13
0.87988,-1384.26,9.14E+13
0.880881,-1372.73,9.04E+13
0.881882,-1361.2,8.95E+13
0.882883,-1349.68,8.86E+13
0.883884,-1338.15,8.77E+13
0.884885,-1326.62,8.68E+13
0.885886,-1315.09,8.59E+13
0.886887,-1303.56,8.50E+13
0.887888,-1292.03,8.42E+13
0.888889,-1280.5,8.33E+13
0.88989,-1268.97,8.25E+13
0.890891,-1257.44,8.16E+13
0.891892,-1245.91,8.08E+13
0.892893,-1234.37,8.00E+13
0.893894,-1222.84,7.92E+13
0.894895,-1211.31,7.84E+13
0.895896,-1199.78,7.76E+13
0.896897,-1188.25,7.69E+13
0.897898,-1176.72,7.61E+13
0.898899,-1165.19,7.54E+13
0.8999,-1153.66,7.46E+13
0.900901,-1142.12,7.39E+13
0.901902,-1130.59,7.32E+13
0.902903,-1119.06,7.25E+13
0.903904,-1107.53,7.18E+13
0.904905,-1096,7.11E+13
0.905906,-1084.46,7.04E+13
0.906907,-1072.93,6.97E+13
0.907908,-1061.4,6.90E+13
0.908909,-1049.87,6.84E+13
0.90991,-1038.33,6.77E+13
0.910911,-1026.8,6.71E+13
0.911912,-1015.27,6.64E+13
0.912913,-1003.73,6.58E+13
0.913914,-992.201,6.52E+13
0.914915,-980.667,6.46E+13
0.915916,-969.134,6.40E+13
0.916917,-957.6,6.34E+13
0.917918,-946.066,6.28E+13
0.918919,-934.532,6.22E+13
0.91992,-922.998,6.16E+13
0.920921,-911.464,6.10E+13
0.921922,-899.93,6.05E+13
0.922923,-888.396,5.99E+13
0.923924,-876.861,5.94E+13
0.924925,-865.327,5.89E+13
0.925926,-853.792,5.83E+13
0.926927,-842.258,5.78E+13
0.927928,-830.723,5.73E+13
0.928929,-819.188,5.68E+13
0.92993,-807.653,5.63E+13
0.930931,-796.118,5.58E+13
0.931932,-784.583,5.53E+13
0.932933,-773.047,5.48E+13
0.933934,-761.512,5.43E+13
0.934935,-749.976,5.38E+13
0.935936,-738.441,5.34E+13
0.936937,-726.905,5.29E+13
0.937938,-715.369,5.25E+13
0.938939,-703.834,5.20E+13
0.93994,-692.298,5.16E+13
0.940941,-680.762,5.11E+13
0.941942,-669.225,5.07E+13
0.942943,-657.689,5.03E+13
0.943944,-646.153,4.99E+13
0.944945,-634.617,4.95E+13
0.945946,-623.08,4.91E+13
0.946947,-611.543,4.86E+13
0.947948,-600.007,4.83E+13
0.948949,-588.47,4.79E+13
0.94995,-576.933,4.75E+13
0.950951,-565.396,4.71E+13
0.951952,-553.859,4.67E+13
0.952953,-542.322,4.63E+13
0.953954,-530.785,4.60E+13
0.954955,-519.248,4.56E+13
0.955956,-507.711,4.53E+13
0.956957,-496.173,4.49E+13
0.957958,-484.636,4.46E+13
0.958959,-473.098,4.42E+13
0.95996,-461.561,4.39E+13
0.960961,-450.023,4.36E+13
0.961962,-438.485,4.32E+13
0.962963,-426.948,4.29E+13
0.963964,-415.41,4.26E+13
0.964965,-403.872,4.23E+13
0.965966,-392.334,4.20E+13
0.966967,-380.796,4.17E+13
0.967968,-369.257,4.14E+13
0.968969,-357.719,4.11E+13
0.96997,-346.181,4.08E+13
0.970971,-334.642,4.05E+13
0.971972,-323.104,4.02E+13
0.972973,-311.565,3.99E+13
0.973974,-300.027,3.96E+13
0.974975,-288.488,3.94E+13
0.975976,-276.949,3.91E+13
0.976977,-265.41,3.88E+13
0.977978,-253.872,3.86E+13
0.978979,-242.333,3.83E+13
0.97998,-230.794,3.80E+13
0.980981,-219.255,3.78E+13
0.981982,-207.715,3.75E+13
0.982983,-196.176,3.73E+13
0.983984,-184.637,3.71E+13
0.984985,-173.098,3.68E+13
0.985986,-161.558,3.66E+13
0.986987,-150.019,3.64E+13
0.987988,-138.479,3.61E+13
0.988989,-126.94,3.59E+13
0.98999,-115.4,3.57E+13
0.990991,-103.86,3.55E+13
0.991992,-92.3204,3.52E+13
0.992993,-80.7805,3.50E+13
0.993994,-69.2406,3.48E+13
0.994995,-57.7007,3.46E+13
0.995996,-46.1607,3.44E+13
0.996997,-34.6206,3.42E+13
0.997998,-23.0805,3.40E+13
0.998999,-11.5403,3.39E+13
1,0,3.38E+13
