r(cm)          U(V)           Ne(m^-3)       
0.691692       -3083.08       2.2764e+13     
0.692693       -3073.07       2.2524e+13     
0.693694       -3063.06       2.22864e+13    
0.694695       -3053.05       2.2051e+13     
0.695696       -3043.04       2.18179e+13    
0.696697       -3033.03       2.15871e+13    
0.697698       -3023.02       2.13585e+13    
0.698699       -3013.01       2.11321e+13    
0.6997         -3003          2.09079e+13    
0.700701       -2992.99       2.06859e+13    
0.701702       -2982.98       2.04661e+13    
0.702703       -2972.97       2.02484e+13    
0.703704       -2962.96       2.00328e+13    
0.704705       -2952.95       1.98193e+13    
0.705706       -2942.94       1.9608e+13     
0.706707       -2932.93       1.93987e+13    
0.707708       -2922.92       1.91915e+13    
0.708709       -2912.91       1.89863e+13    
0.70971        -2902.9        1.87832e+13    
0.710711       -2892.89       1.8582e+13     
0.711712       -2882.88       1.83829e+13    
0.712713       -2872.87       1.81857e+13    
0.713714       -2862.86       1.79905e+13    
0.714715       -2852.85       1.77973e+13    
0.715716       -2842.84       1.7606e+13     
0.716717       -2832.83       1.74166e+13    
0.717718       -2822.82       1.72291e+13    
0.718719       -2812.81       1.70435e+13    
0.71972        -2802.8        1.68597e+13    
0.720721       -2792.79       1.66778e+13    
0.721722       -2782.78       1.64978e+13    
0.722723       -2772.77       1.63196e+13    
0.723724       -2762.76       1.61431e+13    
0.724725       -2752.75       1.59685e+13    
0.725726       -2742.74       1.57956e+13    
0.726727       -2732.73       1.56245e+13    
0.727728       -2722.72       1.54552e+13    
0.728729       -2712.71       1.52876e+13    
0.72973        -2702.7        1.51217e+13    
0.730731       -2692.69       1.49575e+13    
0.731732       -2682.68       1.4795e+13     
0.732733       -2672.67       1.46341e+13    
0.733734       -2662.66       1.4475e+13     
0.734735       -2652.65       1.43174e+13    
0.735736       -2642.64       1.41615e+13    
0.736737       -2632.63       1.40073e+13    
0.737738       -2622.62       1.38546e+13    
0.738739       -2612.61       1.37035e+13    
0.73974        -2602.6        1.3554e+13     
0.740741       -2592.59       1.3406e+13     
0.741742       -2582.58       1.32596e+13    
0.742743       -2572.57       1.31147e+13    
0.743744       -2562.56       1.29714e+13    
0.744745       -2552.55       1.28295e+13    
0.745746       -2542.54       1.26892e+13    
0.746747       -2532.53       1.25503e+13    
0.747748       -2522.52       1.24129e+13    
0.748749       -2512.51       1.22769e+13    
0.74975        -2502.5        1.21424e+13    
0.750751       -2492.49       1.20093e+13    
0.751752       -2482.48       1.18776e+13    
0.752753       -2472.47       1.17474e+13    
0.753754       -2462.46       1.16185e+13    
0.754755       -2452.45       1.1491e+13     
0.755756       -2442.44       1.13649e+13    
0.756757       -2432.43       1.12401e+13    
0.757758       -2422.42       1.11166e+13    
0.758759       -2412.41       1.09945e+13    
0.75976        -2402.4        1.08737e+13    
0.760761       -2392.39       1.07542e+13    
0.761762       -2382.38       1.0636e+13     
0.762763       -2372.37       1.05191e+13    
0.763764       -2362.36       1.04034e+13    
0.764765       -2352.35       1.0289e+13     
0.765766       -2342.34       1.01759e+13    
0.766767       -2332.33       1.0064e+13     
0.767768       -2322.32       9.95325e+12    
0.768769       -2312.31       9.84376e+12    
0.76977        -2302.3        9.73547e+12    
0.770771       -2292.29       9.62836e+12    
0.771772       -2282.28       9.52243e+12    
0.772773       -2272.27       9.41767e+12    
0.773774       -2262.26       9.31406e+12    
0.774775       -2252.25       9.2116e+12     
0.775776       -2242.24       9.11027e+12    
0.776777       -2232.23       9.01006e+12    
0.777778       -2222.22       8.91096e+12    
0.778779       -2212.21       8.81296e+12    
0.77978        -2202.2        8.71606e+12    
0.780781       -2192.19       8.62023e+12    
0.781782       -2182.18       8.52547e+12    
0.782783       -2172.17       8.43177e+12    
0.783784       -2162.16       8.33912e+12    
0.784785       -2152.15       8.24751e+12    
0.785786       -2142.14       8.15693e+12    
0.786787       -2132.13       8.06736e+12    
0.787788       -2122.12       7.97881e+12    
0.788789       -2112.11       7.89126e+12    
0.78979        -2102.1        7.80469e+12    
0.790791       -2092.09       7.7191e+12     
0.791792       -2082.08       7.63449e+12    
0.792793       -2072.07       7.55083e+12    
0.793794       -2062.06       7.46813e+12    
0.794795       -2052.05       7.38636e+12    
0.795796       -2042.04       7.30553e+12    
0.796797       -2032.03       7.22563e+12    
0.797798       -2022.02       7.14663e+12    
0.798799       -2012.01       7.06855e+12    
0.7998         -2002          6.99135e+12    
0.800801       -1991.99       6.91505e+12    
0.801802       -1981.98       6.83962e+12    
0.802803       -1971.97       6.76507e+12    
0.803804       -1961.96       6.69137e+12    
0.804805       -1951.95       6.61852e+12    
0.805806       -1941.94       6.54652e+12    
0.806807       -1931.93       6.47536e+12    
0.807808       -1921.92       6.40502e+12    
0.808809       -1911.91       6.3355e+12     
0.80981        -1901.9        6.26678e+12    
0.810811       -1891.89       6.19887e+12    
0.811812       -1881.88       6.13176e+12    
0.812813       -1871.87       6.06542e+12    
0.813814       -1861.86       5.99987e+12    
0.814815       -1851.85       5.93508e+12    
0.815816       -1841.84       5.87106e+12    
0.816817       -1831.83       5.80779e+12    
0.817818       -1821.82       5.74527e+12    
0.818819       -1811.81       5.68348e+12    
0.81982        -1801.8        5.62242e+12    
0.820821       -1791.79       5.56209e+12    
0.821822       -1781.78       5.50247e+12    
0.822823       -1771.77       5.44356e+12    
0.823824       -1761.76       5.38535e+12    
0.824825       -1751.75       5.32783e+12    
0.825826       -1741.74       5.271e+12      
0.826827       -1731.73       5.21485e+12    
0.827828       -1721.72       5.15937e+12    
0.828829       -1711.71       5.10456e+12    
0.82983        -1701.7        5.0504e+12     
0.830831       -1691.69       4.99689e+12    
0.831832       -1681.68       4.94402e+12    
0.832833       -1671.67       4.8918e+12     
0.833834       -1661.66       4.8402e+12     
0.834835       -1651.65       4.78923e+12    
0.835836       -1641.64       4.73887e+12    
0.836837       -1631.63       4.68912e+12    
0.837838       -1621.62       4.63998e+12    
0.838839       -1611.61       4.59143e+12    
0.83984        -1601.6        4.54347e+12    
0.840841       -1591.59       4.4961e+12     
0.841842       -1581.58       4.44931e+12    
0.842843       -1571.57       4.40309e+12    
0.843844       -1561.56       4.35743e+12    
0.844845       -1551.55       4.31233e+12    
0.845846       -1541.54       4.26779e+12    
0.846847       -1531.53       4.22379e+12    
0.847848       -1521.52       4.18034e+12    
0.848849       -1511.51       4.13742e+12    
0.84985        -1501.5        4.09503e+12    
0.850851       -1491.49       4.05316e+12    
0.851852       -1481.48       4.01181e+12    
0.852853       -1471.47       3.97098e+12    
0.853854       -1461.46       3.93065e+12    
0.854855       -1451.45       3.89082e+12    
0.855856       -1441.44       3.85149e+12    
0.856857       -1431.43       3.81265e+12    
0.857858       -1421.42       3.77429e+12    
0.858859       -1411.41       3.73641e+12    
0.85986        -1401.4        3.69901e+12    
0.860861       -1391.39       3.66207e+12    
0.861862       -1381.38       3.6256e+12     
0.862863       -1371.37       3.58958e+12    
0.863864       -1361.36       3.55402e+12    
0.864865       -1351.35       3.51891e+12    
0.865866       -1341.34       3.48424e+12    
0.866867       -1331.33       3.45e+12       
0.867868       -1321.32       3.41621e+12    
0.868869       -1311.31       3.38283e+12    
0.86987        -1301.3        3.34989e+12    
0.870871       -1291.29       3.31736e+12    
0.871872       -1281.28       3.28524e+12    
0.872873       -1271.27       3.25353e+12    
0.873874       -1261.26       3.22223e+12    
0.874875       -1251.25       3.19133e+12    
0.875876       -1241.24       3.16082e+12    
0.876877       -1231.23       3.1307e+12     
0.877878       -1221.22       3.10097e+12    
0.878879       -1211.21       3.07162e+12    
0.87988        -1201.2        3.04265e+12    
0.880881       -1191.19       3.01405e+12    
0.881882       -1181.18       2.98582e+12    
0.882883       -1171.17       2.95795e+12    
0.883884       -1161.16       2.93044e+12    
0.884885       -1151.15       2.90329e+12    
0.885886       -1141.14       2.87649e+12    
0.886887       -1131.13       2.85004e+12    
0.887888       -1121.12       2.82393e+12    
0.888889       -1111.11       2.79817e+12    
0.88989        -1101.1        2.77273e+12    
0.890891       -1091.09       2.74763e+12    
0.891892       -1081.08       2.72286e+12    
0.892893       -1071.07       2.69841e+12    
0.893894       -1061.06       2.67428e+12    
0.894895       -1051.05       2.65047e+12    
0.895896       -1041.04       2.62697e+12    
0.896897       -1031.03       2.60378e+12    
0.897898       -1021.02       2.58089e+12    
0.898899       -1011.01       2.55831e+12    
0.8999         -1001          2.53602e+12    
0.900901       -990.991       2.51403e+12    
0.901902       -980.981       2.49233e+12    
0.902903       -970.971       2.47092e+12    
0.903904       -960.961       2.44979e+12    
0.904905       -950.951       2.42894e+12    
0.905906       -940.941       2.40837e+12    
0.906907       -930.931       2.38807e+12    
0.907908       -920.921       2.36804e+12    
0.908909       -910.911       2.34828e+12    
0.90991        -900.901       2.32879e+12    
0.910911       -890.891       2.30955e+12    
0.911912       -880.881       2.29058e+12    
0.912913       -870.871       2.27185e+12    
0.913914       -860.861       2.25338e+12    
0.914915       -850.851       2.23516e+12    
0.915916       -840.841       2.21718e+12    
0.916917       -830.831       2.19945e+12    
0.917918       -820.821       2.18195e+12    
0.918919       -810.811       2.1647e+12     
0.91992        -800.801       2.14767e+12    
0.920921       -790.791       2.13088e+12    
0.921922       -780.781       2.11431e+12    
0.922923       -770.771       2.09797e+12    
0.923924       -760.761       2.08185e+12    
0.924925       -750.751       2.06595e+12    
0.925926       -740.741       2.05027e+12    
0.926927       -730.731       2.0348e+12     
0.927928       -720.721       2.01954e+12    
0.928929       -710.711       2.00449e+12    
0.92993        -700.701       1.98965e+12    
0.930931       -690.691       1.97501e+12    
0.931932       -680.681       1.96058e+12    
0.932933       -670.671       1.94634e+12    
0.933934       -660.661       1.9323e+12     
0.934935       -650.651       1.91845e+12    
0.935936       -640.641       1.90479e+12    
0.936937       -630.631       1.89132e+12    
0.937938       -620.621       1.87804e+12    
0.938939       -610.611       1.86494e+12    
0.93994        -600.601       1.85202e+12    
0.940941       -590.591       1.83929e+12    
0.941942       -580.581       1.82673e+12    
0.942943       -570.571       1.81434e+12    
0.943944       -560.561       1.80213e+12    
0.944945       -550.551       1.79009e+12    
0.945946       -540.541       1.77821e+12    
0.946947       -530.531       1.76651e+12    
0.947948       -520.521       1.75496e+12    
0.948949       -510.511       1.74358e+12    
0.94995        -500.501       1.73236e+12    
0.950951       -490.49        1.7213e+12     
0.951952       -480.48        1.71039e+12    
0.952953       -470.47        1.69963e+12    
0.953954       -460.46        1.68903e+12    
0.954955       -450.45        1.67858e+12    
0.955956       -440.44        1.66827e+12    
0.956957       -430.43        1.65811e+12    
0.957958       -420.42        1.6481e+12     
0.958959       -410.41        1.63823e+12    
0.95996        -400.4         1.62849e+12    
0.960961       -390.39        1.6189e+12     
0.961962       -380.38        1.60944e+12    
0.962963       -370.37        1.60012e+12    
0.963964       -360.36        1.59093e+12    
0.964965       -350.35        1.58187e+12    
0.965966       -340.34        1.57294e+12    
0.966967       -330.33        1.56414e+12    
0.967968       -320.32        1.55547e+12    
0.968969       -310.31        1.54692e+12    
0.96997        -300.3         1.53849e+12    
0.970971       -290.29        1.53019e+12    
0.971972       -280.28        1.522e+12      
0.972973       -270.27        1.51394e+12    
0.973974       -260.26        1.50599e+12    
0.974975       -250.25        1.49815e+12    
0.975976       -240.24        1.49043e+12    
0.976977       -230.23        1.48282e+12    
0.977978       -220.22        1.47532e+12    
0.978979       -210.21        1.46793e+12    
0.97998        -200.2         1.46064e+12    
0.980981       -190.19        1.45347e+12    
0.981982       -180.18        1.44639e+12    
0.982983       -170.17        1.43942e+12    
0.983984       -160.16        1.43256e+12    
0.984985       -150.15        1.42579e+12    
0.985986       -140.14        1.41912e+12    
0.986987       -130.13        1.41255e+12    
0.987988       -120.12        1.40608e+12    
0.988989       -110.11        1.3997e+12     
0.98999        -100.1         1.39342e+12    
0.990991       -90.0901       1.38722e+12    
0.991992       -80.0801       1.38112e+12    
0.992993       -70.0701       1.37511e+12    
0.993994       -60.0601       1.36919e+12    
0.994995       -50.0501       1.36336e+12    
0.995996       -40.04         1.35761e+12    
0.996997       -30.03         1.35195e+12    
0.997998       -20.02         1.34637e+12    
0.998999       -10.01         1.34088e+12    
1              0              1.33546e+12    
