r(cm),U(V),Ne(m^-3)
0.768769,-2312.31,9.84E+12
0.76977,-2302.3,9.74E+12
0.770771,-2292.29,9.63E+12
0.771772,-2282.28,9.52E+12
0.772773,-2272.27,9.42E+12
0.773774,-2262.26,9.31E+12
0.774775,-2252.25,9.21E+12
0.775776,-2242.24,9.11E+12
0.776777,-2232.23,9.01E+12
0.777778,-2222.22,8.91E+12
0.778779,-2212.21,8.81E+12
0.77978,-2202.2,8.72E+12
0.780781,-2192.19,8.62E+12
0.781782,-2182.18,8.53E+12
0.782783,-2172.17,8.43E+12
0.783784,-2162.16,8.34E+12
0.784785,-2152.15,8.25E+12
0.785786,-2142.14,8.16E+12
0.786787,-2132.13,8.07E+12
0.787788,-2122.12,7.98E+12
0.788789,-2112.11,7.89E+12
0.78979,-2102.1,7.80E+12
0.790791,-2092.09,7.72E+12
0.791792,-2082.08,7.63E+12
0.792793,-2072.07,7.55E+12
0.793794,-2062.06,7.47E+12
0.794795,-2052.05,7.39E+12
0.795796,-2042.04,7.31E+12
0.796797,-2032.03,7.23E+12
0.797798,-2022.02,7.15E+12
0.798799,-2012.01,7.07E+12
0.7998,-2002,6.99E+12
0.800801,-1991.99,6.92E+12
0.801802,-1981.98,6.84E+12
0.802803,-1971.97,6.77E+12
0.803804,-1961.96,6.69E+12
0.804805,-1951.95,6.62E+12
0.805806,-1941.94,6.55E+12
0.806807,-1931.93,6.48E+12
0.807808,-1921.92,6.41E+12
0.808809,-1911.91,6.34E+12
0.80981,-1901.9,6.27E+12
0.810811,-1891.89,6.20E+12
0.811812,-1881.88,6.13E+12
0.812813,-1871.87,6.07E+12
0.813814,-1861.86,6.00E+12
0.814815,-1851.85,5.94E+12
0.815816,-1841.84,5.87E+12
0.816817,-1831.83,5.81E+12
0.817818,-1821.82,5.75E+12
0.818819,-1811.81,5.68E+12
0.81982,-1801.8,5.62E+12
0.820821,-1791.79,5.56E+12
0.821822,-1781.78,5.50E+12
0.822823,-1771.77,5.44E+12
0.823824,-1761.76,5.39E+12
0.824825,-1751.75,5.33E+12
0.825826,-1741.74,5.27E+12
0.826827,-1731.73,5.21E+12
0.827828,-1721.72,5.16E+12
0.828829,-1711.71,5.10E+12
0.82983,-1701.7,5.05E+12
0.830831,-1691.69,5.00E+12
0.831832,-1681.68,4.94E+12
0.832833,-1671.67,4.89E+12
0.833834,-1661.66,4.84E+12
0.834835,-1651.65,4.79E+12
0.835836,-1641.64,4.74E+12
0.836837,-1631.63,4.69E+12
0.837838,-1621.62,4.64E+12
0.838839,-1611.61,4.59E+12
0.83984,-1601.6,4.54E+12
0.840841,-1591.59,4.50E+12
0.841842,-1581.58,4.45E+12
0.842843,-1571.57,4.40E+12
0.843844,-1561.56,4.36E+12
0.844845,-1551.55,4.31E+12
0.845846,-1541.54,4.27E+12
0.846847,-1531.53,4.22E+12
0.847848,-1521.52,4.18E+12
0.848849,-1511.51,4.14E+12
0.84985,-1501.5,4.10E+12
0.850851,-1491.49,4.05E+12
0.851852,-1481.48,4.01E+12
0.852853,-1471.47,3.97E+12
0.853854,-1461.46,3.93E+12
0.854855,-1451.45,3.89E+12
0.855856,-1441.44,3.85E+12
0.856857,-1431.43,3.81E+12
0.857858,-1421.42,3.77E+12
0.858859,-1411.41,3.74E+12
0.85986,-1401.4,3.70E+12
0.860861,-1391.39,3.66E+12
0.861862,-1381.38,3.63E+12
0.862863,-1371.37,3.59E+12
0.863864,-1361.36,3.55E+12
0.864865,-1351.35,3.52E+12
0.865866,-1341.34,3.48E+12
0.866867,-1331.33,3.45E+12
0.867868,-1321.32,3.42E+12
0.868869,-1311.31,3.38E+12
0.86987,-1301.3,3.35E+12
0.870871,-1291.29,3.32E+12
0.871872,-1281.28,3.29E+12
0.872873,-1271.27,3.25E+12
0.873874,-1261.26,3.22E+12
0.874875,-1251.25,3.19E+12
0.875876,-1241.24,3.16E+12
0.876877,-1231.23,3.13E+12
0.877878,-1221.22,3.10E+12
0.878879,-1211.21,3.07E+12
0.87988,-1201.2,3.04E+12
0.880881,-1191.19,3.01E+12
0.881882,-1181.18,2.99E+12
0.882883,-1171.17,2.96E+12
0.883884,-1161.16,2.93E+12
0.884885,-1151.15,2.90E+12
0.885886,-1141.14,2.88E+12
0.886887,-1131.13,2.85E+12
0.887888,-1121.12,2.82E+12
0.888889,-1111.11,2.80E+12
0.88989,-1101.1,2.77E+12
0.890891,-1091.09,2.75E+12
0.891892,-1081.08,2.72E+12
0.892893,-1071.07,2.70E+12
0.893894,-1061.06,2.67E+12
0.894895,-1051.05,2.65E+12
0.895896,-1041.04,2.63E+12
0.896897,-1031.03,2.60E+12
0.897898,-1021.02,2.58E+12
0.898899,-1011.01,2.56E+12
0.8999,-1001,2.54E+12
0.900901,-990.991,2.51E+12
0.901902,-980.981,2.49E+12
0.902903,-970.971,2.47E+12
0.903904,-960.961,2.45E+12
0.904905,-950.951,2.43E+12
0.905906,-940.941,2.41E+12
0.906907,-930.931,2.39E+12
0.907908,-920.921,2.37E+12
0.908909,-910.911,2.35E+12
0.90991,-900.901,2.33E+12
0.910911,-890.891,2.31E+12
0.911912,-880.881,2.29E+12
0.912913,-870.871,2.27E+12
0.913914,-860.861,2.25E+12
0.914915,-850.851,2.24E+12
0.915916,-840.841,2.22E+12
0.916917,-830.831,2.20E+12
0.917918,-820.821,2.18E+12
0.918919,-810.811,2.16E+12
0.91992,-800.801,2.15E+12
0.920921,-790.791,2.13E+12
0.921922,-780.781,2.11E+12
0.922923,-770.771,2.10E+12
0.923924,-760.761,2.08E+12
0.924925,-750.751,2.07E+12
0.925926,-740.741,2.05E+12
0.926927,-730.731,2.03E+12
0.927928,-720.721,2.02E+12
0.928929,-710.711,2.00E+12
0.92993,-700.701,1.99E+12
0.930931,-690.691,1.98E+12
0.931932,-680.681,1.96E+12
0.932933,-670.671,1.95E+12
0.933934,-660.661,1.93E+12
0.934935,-650.651,1.92E+12
0.935936,-640.641,1.90E+12
0.936937,-630.631,1.89E+12
0.937938,-620.621,1.88E+12
0.938939,-610.611,1.86E+12
0.93994,-600.601,1.85E+12
0.940941,-590.591,1.84E+12
0.941942,-580.581,1.83E+12
0.942943,-570.571,1.81E+12
0.943944,-560.561,1.80E+12
0.944945,-550.551,1.79E+12
0.945946,-540.541,1.78E+12
0.946947,-530.531,1.77E+12
0.947948,-520.521,1.75E+12
0.948949,-510.511,1.74E+12
0.94995,-500.501,1.73E+12
0.950951,-490.49,1.72E+12
0.951952,-480.48,1.71E+12
0.952953,-470.47,1.70E+12
0.953954,-460.46,1.69E+12
0.954955,-450.45,1.68E+12
0.955956,-440.44,1.67E+12
0.956957,-430.43,1.66E+12
0.957958,-420.42,1.65E+12
0.958959,-410.41,1.64E+12
0.95996,-400.4,1.63E+12
0.960961,-390.39,1.62E+12
0.961962,-380.38,1.61E+12
0.962963,-370.37,1.60E+12
0.963964,-360.36,1.59E+12
0.964965,-350.35,1.58E+12
0.965966,-340.34,1.57E+12
0.966967,-330.33,1.56E+12
0.967968,-320.32,1.56E+12
0.968969,-310.31,1.55E+12
0.96997,-300.3,1.54E+12
0.970971,-290.29,1.53E+12
0.971972,-280.28,1.52E+12
0.972973,-270.27,1.51E+12
0.973974,-260.26,1.51E+12
0.974975,-250.25,1.50E+12
0.975976,-240.24,1.49E+12
0.976977,-230.23,1.48E+12
0.977978,-220.22,1.48E+12
0.978979,-210.21,1.47E+12
0.97998,-200.2,1.46E+12
0.980981,-190.19,1.45E+12
0.981982,-180.18,1.45E+12
0.982983,-170.17,1.44E+12
0.983984,-160.16,1.43E+12
0.984985,-150.15,1.43E+12
0.985986,-140.14,1.42E+12
0.986987,-130.13,1.41E+12
0.987988,-120.12,1.41E+12
0.988989,-110.11,1.40E+12
0.98999,-100.1,1.39E+12
0.990991,-90.0901,1.39E+12
0.991992,-80.0801,1.38E+12
0.992993,-70.0701,1.38E+12
0.993994,-60.0601,1.37E+12
0.994995,-50.0501,1.36E+12
0.995996,-40.04,1.36E+12
0.996997,-30.03,1.35E+12
0.997998,-20.02,1.35E+12
0.998999,-10.01,1.34E+12
1,0,1.34E+12
