r(cm)          U(V)           Ne(m^-3)       
0.692693       -3534.02       6.68877e+14    
0.693694       -3522.59       6.62289e+14    
0.694695       -3511.15       6.55756e+14    
0.695696       -3499.72       6.49277e+14    
0.696697       -3488.28       6.42853e+14    
0.697698       -3476.84       6.36483e+14    
0.698699       -3465.4        6.30166e+14    
0.6997         -3453.96       6.23903e+14    
0.700701       -3442.52       6.17693e+14    
0.701702       -3431.07       6.11536e+14    
0.702703       -3419.63       6.05432e+14    
0.703704       -3408.19       5.99379e+14    
0.704705       -3396.74       5.93379e+14    
0.705706       -3385.29       5.8743e+14     
0.706707       -3373.84       5.81533e+14    
0.707708       -3362.4        5.75686e+14    
0.708709       -3350.94       5.69891e+14    
0.70971        -3339.49       5.64145e+14    
0.710711       -3328.04       5.5845e+14     
0.711712       -3316.59       5.52805e+14    
0.712713       -3305.13       5.47209e+14    
0.713714       -3293.68       5.41663e+14    
0.714715       -3282.22       5.36165e+14    
0.715716       -3270.77       5.30716e+14    
0.716717       -3259.31       5.25315e+14    
0.717718       -3247.85       5.19963e+14    
0.718719       -3236.39       5.14658e+14    
0.71972        -3224.93       5.094e+14      
0.720721       -3213.47       5.0419e+14     
0.721722       -3202.01       4.99026e+14    
0.722723       -3190.54       4.93909e+14    
0.723724       -3179.08       4.88838e+14    
0.724725       -3167.62       4.83813e+14    
0.725726       -3156.15       4.78834e+14    
0.726727       -3144.68       4.739e+14      
0.727728       -3133.22       4.6901e+14     
0.728729       -3121.75       4.64166e+14    
0.72973        -3110.28       4.59366e+14    
0.730731       -3098.81       4.5461e+14     
0.731732       -3087.34       4.49898e+14    
0.732733       -3075.87       4.4523e+14     
0.733734       -3064.4        4.40604e+14    
0.734735       -3052.92       4.36022e+14    
0.735736       -3041.45       4.31482e+14    
0.736737       -3029.98       4.26985e+14    
0.737738       -3018.5        4.22529e+14    
0.738739       -3007.02       4.18115e+14    
0.73974        -2995.55       4.13743e+14    
0.740741       -2984.07       4.09412e+14    
0.741742       -2972.59       4.05122e+14    
0.742743       -2961.11       4.00872e+14    
0.743744       -2949.63       3.96663e+14    
0.744745       -2938.15       3.92494e+14    
0.745746       -2926.67       3.88364e+14    
0.746747       -2915.19       3.84274e+14    
0.747748       -2903.71       3.80223e+14    
0.748749       -2892.23       3.76211e+14    
0.74975        -2880.74       3.72237e+14    
0.750751       -2869.26       3.68302e+14    
0.751752       -2857.78       3.64405e+14    
0.752753       -2846.29       3.60545e+14    
0.753754       -2834.8        3.56723e+14    
0.754755       -2823.32       3.52938e+14    
0.755756       -2811.83       3.49189e+14    
0.756757       -2800.34       3.45478e+14    
0.757758       -2788.85       3.41803e+14    
0.758759       -2777.37       3.38163e+14    
0.75976        -2765.88       3.3456e+14     
0.760761       -2754.39       3.30992e+14    
0.761762       -2742.9        3.27459e+14    
0.762763       -2731.4        3.23962e+14    
0.763764       -2719.91       3.20498e+14    
0.764765       -2708.42       3.1707e+14     
0.765766       -2696.93       3.13675e+14    
0.766767       -2685.43       3.10314e+14    
0.767768       -2673.94       3.06987e+14    
0.768769       -2662.45       3.03693e+14    
0.76977        -2650.95       3.00433e+14    
0.770771       -2639.45       2.97205e+14    
0.771772       -2627.96       2.94009e+14    
0.772773       -2616.46       2.90846e+14    
0.773774       -2604.96       2.87715e+14    
0.774775       -2593.47       2.84616e+14    
0.775776       -2581.97       2.81548e+14    
0.776777       -2570.47       2.78512e+14    
0.777778       -2558.97       2.75506e+14    
0.778779       -2547.47       2.72531e+14    
0.77978        -2535.97       2.69587e+14    
0.780781       -2524.47       2.66673e+14    
0.781782       -2512.97       2.63789e+14    
0.782783       -2501.47       2.60934e+14    
0.783784       -2489.97       2.58109e+14    
0.784785       -2478.46       2.55314e+14    
0.785786       -2466.96       2.52547e+14    
0.786787       -2455.46       2.49809e+14    
0.787788       -2443.95       2.47099e+14    
0.788789       -2432.45       2.44418e+14    
0.78979        -2420.95       2.41765e+14    
0.790791       -2409.44       2.3914e+14     
0.791792       -2397.94       2.36542e+14    
0.792793       -2386.43       2.33971e+14    
0.793794       -2374.92       2.31428e+14    
0.794795       -2363.42       2.28911e+14    
0.795796       -2351.91       2.26421e+14    
0.796797       -2340.4        2.23958e+14    
0.797798       -2328.9        2.2152e+14     
0.798799       -2317.39       2.19109e+14    
0.7998         -2305.88       2.16723e+14    
0.800801       -2294.37       2.14362e+14    
0.801802       -2282.86       2.12027e+14    
0.802803       -2271.35       2.09717e+14    
0.803804       -2259.84       2.07432e+14    
0.804805       -2248.33       2.05171e+14    
0.805806       -2236.82       2.02934e+14    
0.806807       -2225.31       2.00722e+14    
0.807808       -2213.8        1.98533e+14    
0.808809       -2202.29       1.96369e+14    
0.80981        -2190.77       1.94228e+14    
0.810811       -2179.26       1.9211e+14     
0.811812       -2167.75       1.90015e+14    
0.812813       -2156.23       1.87943e+14    
0.813814       -2144.72       1.85893e+14    
0.814815       -2133.21       1.83866e+14    
0.815816       -2121.69       1.81862e+14    
0.816817       -2110.18       1.79879e+14    
0.817818       -2098.66       1.77918e+14    
0.818819       -2087.15       1.75979e+14    
0.81982        -2075.63       1.74061e+14    
0.820821       -2064.12       1.72164e+14    
0.821822       -2052.6        1.70289e+14    
0.822823       -2041.09       1.68434e+14    
0.823824       -2029.57       1.666e+14      
0.824825       -2018.05       1.64786e+14    
0.825826       -2006.54       1.62993e+14    
0.826827       -1995.02       1.61219e+14    
0.827828       -1983.5        1.59466e+14    
0.828829       -1971.98       1.57732e+14    
0.82983        -1960.46       1.56017e+14    
0.830831       -1948.95       1.54322e+14    
0.831832       -1937.43       1.52646e+14    
0.832833       -1925.91       1.50989e+14    
0.833834       -1914.39       1.49351e+14    
0.834835       -1902.87       1.47731e+14    
0.835836       -1891.35       1.4613e+14     
0.836837       -1879.83       1.44546e+14    
0.837838       -1868.31       1.42981e+14    
0.838839       -1856.79       1.41434e+14    
0.83984        -1845.27       1.39904e+14    
0.840841       -1833.75       1.38392e+14    
0.841842       -1822.23       1.36898e+14    
0.842843       -1810.7        1.3542e+14     
0.843844       -1799.18       1.33959e+14    
0.844845       -1787.66       1.32516e+14    
0.845846       -1776.14       1.31089e+14    
0.846847       -1764.62       1.29678e+14    
0.847848       -1753.09       1.28284e+14    
0.848849       -1741.57       1.26906e+14    
0.84985        -1730.05       1.25543e+14    
0.850851       -1718.52       1.24197e+14    
0.851852       -1707          1.22867e+14    
0.852853       -1695.48       1.21552e+14    
0.853854       -1683.95       1.20252e+14    
0.854855       -1672.43       1.18968e+14    
0.855856       -1660.9        1.17698e+14    
0.856857       -1649.38       1.16444e+14    
0.857858       -1637.85       1.15204e+14    
0.858859       -1626.33       1.13979e+14    
0.85986        -1614.8        1.12768e+14    
0.860861       -1603.28       1.11572e+14    
0.861862       -1591.75       1.1039e+14     
0.862863       -1580.23       1.09222e+14    
0.863864       -1568.7        1.08067e+14    
0.864865       -1557.18       1.06927e+14    
0.865866       -1545.65       1.058e+14      
0.866867       -1534.12       1.04686e+14    
0.867868       -1522.6        1.03586e+14    
0.868869       -1511.07       1.02499e+14    
0.86987        -1499.54       1.01425e+14    
0.870871       -1488.02       1.00364e+14    
0.871872       -1476.49       9.93154e+13    
0.872873       -1464.96       9.82797e+13    
0.873874       -1453.43       9.72564e+13    
0.874875       -1441.9        9.62455e+13    
0.875876       -1430.38       9.52468e+13    
0.876877       -1418.85       9.42602e+13    
0.877878       -1407.32       9.32856e+13    
0.878879       -1395.79       9.23228e+13    
0.87988        -1384.26       9.13718e+13    
0.880881       -1372.73       9.04323e+13    
0.881882       -1361.2        8.95043e+13    
0.882883       -1349.68       8.85877e+13    
0.883884       -1338.15       8.76822e+13    
0.884885       -1326.62       8.67879e+13    
0.885886       -1315.09       8.59045e+13    
0.886887       -1303.56       8.5032e+13     
0.887888       -1292.03       8.41703e+13    
0.888889       -1280.5        8.33192e+13    
0.88989        -1268.97       8.24785e+13    
0.890891       -1257.44       8.16483e+13    
0.891892       -1245.91       8.08284e+13    
0.892893       -1234.37       8.00186e+13    
0.893894       -1222.84       7.92189e+13    
0.894895       -1211.31       7.84292e+13    
0.895896       -1199.78       7.76492e+13    
0.896897       -1188.25       7.6879e+13     
0.897898       -1176.72       7.61185e+13    
0.898899       -1165.19       7.53674e+13    
0.8999         -1153.66       7.46258e+13    
0.900901       -1142.12       7.38934e+13    
0.901902       -1130.59       7.31703e+13    
0.902903       -1119.06       7.24562e+13    
0.903904       -1107.53       7.17512e+13    
0.904905       -1096          7.10551e+13    
0.905906       -1084.46       7.03677e+13    
0.906907       -1072.93       6.96891e+13    
0.907908       -1061.4        6.9019e+13     
0.908909       -1049.87       6.83575e+13    
0.90991        -1038.33       6.77043e+13    
0.910911       -1026.8        6.70595e+13    
0.911912       -1015.27       6.64229e+13    
0.912913       -1003.73       6.57944e+13    
0.913914       -992.201       6.51739e+13    
0.914915       -980.667       6.45614e+13    
0.915916       -969.134       6.39568e+13    
0.916917       -957.6         6.33599e+13    
0.917918       -946.066       6.27706e+13    
0.918919       -934.532       6.2189e+13     
0.91992        -922.998       6.16148e+13    
0.920921       -911.464       6.10481e+13    
0.921922       -899.93        6.04886e+13    
0.922923       -888.396       5.99364e+13    
0.923924       -876.861       5.93914e+13    
0.924925       -865.327       5.88534e+13    
0.925926       -853.792       5.83225e+13    
0.926927       -842.258       5.77984e+13    
0.927928       -830.723       5.72811e+13    
0.928929       -819.188       5.67707e+13    
0.92993        -807.653       5.62668e+13    
0.930931       -796.118       5.57696e+13    
0.931932       -784.583       5.52789e+13    
0.932933       -773.047       5.47946e+13    
0.933934       -761.512       5.43167e+13    
0.934935       -749.976       5.3845e+13     
0.935936       -738.441       5.33796e+13    
0.936937       -726.905       5.29203e+13    
0.937938       -715.369       5.24671e+13    
0.938939       -703.834       5.20198e+13    
0.93994        -692.298       5.15785e+13    
0.940941       -680.762       5.1143e+13     
0.941942       -669.225       5.07133e+13    
0.942943       -657.689       5.02894e+13    
0.943944       -646.153       4.9871e+13     
0.944945       -634.617       4.94583e+13    
0.945946       -623.08        4.9051e+13     
0.946947       -611.543       4.86492e+13    
0.947948       -600.007       4.82528e+13    
0.948949       -588.47        4.78616e+13    
0.94995        -576.933       4.74757e+13    
0.950951       -565.396       4.7095e+13     
0.951952       -553.859       4.67195e+13    
0.952953       -542.322       4.63489e+13    
0.953954       -530.785       4.59834e+13    
0.954955       -519.248       4.56228e+13    
0.955956       -507.711       4.52671e+13    
0.956957       -496.173       4.49162e+13    
0.957958       -484.636       4.45701e+13    
0.958959       -473.098       4.42286e+13    
0.95996        -461.561       4.38918e+13    
0.960961       -450.023       4.35596e+13    
0.961962       -438.485       4.32319e+13    
0.962963       -426.948       4.29086e+13    
0.963964       -415.41        4.25898e+13    
0.964965       -403.872       4.22753e+13    
0.965966       -392.334       4.19652e+13    
0.966967       -380.796       4.16593e+13    
0.967968       -369.257       4.13576e+13    
0.968969       -357.719       4.106e+13      
0.96997        -346.181       4.07666e+13    
0.970971       -334.642       4.04771e+13    
0.971972       -323.104       4.01917e+13    
0.972973       -311.565       3.99102e+13    
0.973974       -300.027       3.96326e+13    
0.974975       -288.488       3.93589e+13    
0.975976       -276.949       3.90889e+13    
0.976977       -265.41        3.88227e+13    
0.977978       -253.872       3.85602e+13    
0.978979       -242.333       3.83014e+13    
0.97998        -230.794       3.80461e+13    
0.980981       -219.255       3.77944e+13    
0.981982       -207.715       3.75463e+13    
0.982983       -196.176       3.73016e+13    
0.983984       -184.637       3.70603e+13    
0.984985       -173.098       3.68224e+13    
0.985986       -161.558       3.65878e+13    
0.986987       -150.019       3.63566e+13    
0.987988       -138.479       3.61286e+13    
0.988989       -126.94        3.59038e+13    
0.98999        -115.4         3.56822e+13    
0.990991       -103.86        3.54637e+13    
0.991992       -92.3204       3.52483e+13    
0.992993       -80.7805       3.5036e+13     
0.993994       -69.2406       3.48267e+13    
0.994995       -57.7007       3.46205e+13    
0.995996       -46.1607       3.44176e+13    
0.996997       -34.6206       3.42192e+13    
0.997998       -23.0805       3.40294e+13    
0.998999       -11.5403       3.38632e+13    
1              0              3.37772e+13    
