E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.0463,0,0,0
12,0.10491,0.098416,0.098893
13,0.3492,0.30176,0.30539
14,0.64541,0.57325,0.57901
15,1.0361,0.93505,0.94346
16,1.4718,1.351,1.3615
17,1.9477,1.8185,1.8302
18,2.4053,2.2948,2.3052
19,2.84,2.7667,2.7739
20,3.2509,3.2278,3.2302
21,3.6576,3.7002,3.6957
22,4.0396,4.1545,4.1418
23,4.4016,4.5929,4.5708
24,4.7518,5.0263,4.9933
25,5.0798,5.4366,5.392
26,5.3867,5.8228,5.7661
27,5.6807,6.1962,6.1265
28,5.9593,6.5525,6.4691
29,6.2201,6.8862,6.7889
30,6.464,7.1979,7.0864
31,6.692,7.4883,7.3627
32,6.905,7.7585,7.6186
33,7.1039,8.0094,7.8553
34,7.2896,8.2422,8.0739
35,7.4629,8.4578,8.2754
36,7.6245,8.6574,8.4609
37,7.7753,8.8417,8.6313
38,7.9158,9.0119,8.7877
39,8.0468,9.1687,8.9308
40,8.1688,9.3131,9.0617
41,8.2824,9.4458,9.181
42,8.3882,9.5675,9.2897
43,8.4865,9.6791,9.3882
44,8.5779,9.781,9.4775
45,8.6629,9.874,9.558
46,8.7417,9.9587,9.6304
47,8.8147,10.0355,9.6952
48,8.8824,10.1051,9.753
49,8.945,10.1678,9.8042
50,9.0028,10.2241,9.8493
52,9.1052,10.3191,9.9228
54,9.1917,10.3933,9.9767
56,9.264,10.449,10.0136
58,9.3237,10.4888,10.0359
60,9.3722,10.5145,10.0456
62,9.4107,10.5279,10.0447
64,9.4403,10.5305,10.0346
66,9.4619,10.5237,10.0168
68,9.4764,10.5086,9.9925
70,9.4844,10.4863,9.9627
72,9.4868,10.4577,9.9284
74,9.484,10.4236,9.8904
76,9.4767,10.3847,9.8494
78,9.4652,10.3416,9.8059
80,9.45,10.2948,9.7605
82,9.4315,10.245,9.7135
84,9.4101,10.1924,9.6655
86,9.386,10.1375,9.6166
88,9.3595,10.0806,9.5672
90,9.3309,10.022,9.5173
92,9.3004,9.962,9.4673
94,9.2682,9.9008,9.4172
96,9.2345,9.8387,9.3672
98,9.1994,9.7758,9.3173
100,9.1631,9.7122,9.2676
110,8.9685,9.39,9.0233
120,8.7603,9.0688,8.7871
130,8.5468,8.7562,8.5588
140,8.3333,8.4559,8.3379
150,8.1231,8.1699,8.1242
160,7.918,7.8987,7.9177
170,7.7193,7.6422,7.7186
180,7.5277,7.4001,7.5269
190,7.3434,7.1717,7.3427
200,7.1664,6.9561,7.1659
210,6.9968,6.7525,6.9964
220,6.8342,6.5603,6.834
230,6.6785,6.3785,6.6783
240,6.5294,6.2065,6.5293
250,6.3866,6.0435,6.3865
260,6.2497,5.889,6.2496
270,6.1185,5.7423,6.1184
280,5.9926,5.6029,5.9926
290,5.8719,5.4707,5.8719
300,5.756,5.3448,5.756
310,5.6447,5.2247,5.6447
320,5.5377,5.1102,5.5377
330,5.4347,5.0007,5.4347
340,5.3357,4.8961,5.3357
350,5.2403,4.796,5.2403
360,5.1484,4.7,5.1484
370,5.0598,4.608,5.0598
380,4.9744,4.5197,4.9744
390,4.8919,4.435,4.8919
400,4.8122,4.3535,4.8122
410,4.7352,4.2751,4.7352
420,4.6607,4.1996,4.6607
430,4.5887,4.1269,4.5887
440,4.519,4.0568,4.519
450,4.4515,3.9892,4.4515
460,4.3861,3.9239,4.3861
470,4.3227,3.8609,4.3227
480,4.2612,3.7999,4.2612
490,4.2016,3.741,4.2016
500,4.1437,3.684,4.1437
510,4.0874,3.6288,4.0874
520,4.0328,3.5753,4.0328
530,3.9797,3.5235,3.9797
540,3.928,3.4733,3.928
