E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.3004,0,0,0
10,0.070928,0.01681,0.01858
11,0.17821,0.068528,0.072307
12,0.28525,0.13928,0.14458
13,0.55573,0.3247,0.33352
14,0.95844,0.6445,0.65713
15,1.4374,1.0458,1.0624
16,2.014,1.5511,1.5717
17,2.6,2.1035,2.1268
18,3.2098,2.7001,2.7253
19,3.8199,3.3285,3.354
20,4.4049,3.9607,3.985
21,5.0003,4.6291,4.6505
22,5.5656,5.2846,5.3016
23,6.0997,5.9186,5.9301
24,6.6031,6.5266,6.5317
25,7.0784,7.1086,7.1065
26,7.5351,7.6753,7.6649
27,7.9644,8.2127,8.1934
28,8.3676,8.7201,8.6913
29,8.751,9.2041,9.1652
30,9.1148,9.6649,9.6153
31,9.4567,10.098,10.0373
32,9.7777,10.5042,10.432
33,10.0791,10.8843,10.8003
34,10.3619,11.2396,11.1435
35,10.6283,11.5728,11.4644
36,10.8811,11.888,11.7668
37,11.1186,12.1823,12.0481
38,11.3416,12.4566,12.3092
39,11.5509,12.712,12.5512
40,11.7473,12.9495,12.7752
41,11.9316,13.1701,12.982
42,12.1045,13.3747,13.1729
43,12.2666,13.5642,13.3485
44,12.4185,13.7396,13.51
45,12.5609,13.9016,13.6581
46,12.6942,14.051,13.7936
47,12.819,14.1887,13.9173
48,12.9358,14.3152,14.0299
49,13.0449,14.4313,14.1321
50,13.1469,14.5375,14.2246
52,13.3309,14.7229,14.3827
54,13.4906,14.8755,14.5088
56,13.6285,14.9992,14.6069
58,13.747,15.0973,14.6805
60,13.848,15.1727,14.7328
62,13.9332,15.2282,14.7668
64,14.0043,15.2659,14.7848
66,14.0626,15.288,14.7892
68,14.1094,15.2961,14.782
70,14.1458,15.292,14.765
72,14.1729,15.2771,14.7398
74,14.1914,15.2525,14.7077
76,14.2023,15.2195,14.6699
78,14.2062,15.1789,14.6276
80,14.2038,15.1318,14.5815
82,14.1957,15.0788,14.5325
84,14.1825,15.0207,14.4812
86,14.1646,14.9581,14.4281
88,14.1424,14.8916,14.3736
90,14.1163,14.8216,14.3182
92,14.0868,14.7487,14.262
94,14.0542,14.6732,14.2054
96,14.0186,14.5954,14.1484
98,13.9805,14.5158,14.0912
100,13.9401,14.4345,14.0339
110,13.7101,14.0121,13.7465
120,13.4488,13.5786,13.4584
130,13.1705,13.148,13.1695
140,12.8847,12.7283,12.8806
150,12.5975,12.3239,12.5932
160,12.313,11.937,12.3095
170,12.0338,11.5684,12.0313
180,11.7616,11.2182,11.7598
190,11.4974,10.8859,11.4962
200,11.2417,10.571,11.241
210,10.9949,10.2725,10.9944
220,10.757,9.9896,10.7567
230,10.5278,9.7212,10.5276
240,10.3073,9.4666,10.3071
250,10.095,9.2247,10.095
260,9.8909,8.9949,9.8908
270,9.6944,8.7762,9.6944
280,9.5054,8.5681,9.5054
290,9.3234,8.3703,9.3234
300,9.1482,8.1816,9.1482
310,8.9795,8.0015,8.9795
320,8.8168,7.8294,8.8168
330,8.6601,7.6648,8.6601
340,8.5089,7.5072,8.5089
350,8.3629,7.3562,8.3629
360,8.2221,7.2115,8.2221
370,8.086,7.0725,8.086
380,7.9545,6.939,7.9545
390,7.8274,6.8107,7.8274
400,7.7044,6.6873,7.7044
410,7.5854,6.5685,7.5854
420,7.4701,6.4541,7.4701
430,7.3585,6.3437,7.3585
440,7.2503,6.2373,7.2503
450,7.1454,6.1346,7.1454
460,7.0436,6.0354,7.0436
470,6.9448,5.9395,6.9448
480,6.8489,5.8468,6.8489
490,6.7558,5.757,6.7558
500,6.6653,5.6702,6.6653
510,6.5773,5.5861,6.5773
520,6.4918,5.5046,6.4918
530,6.4085,5.4256,6.4085
540,6.3276,5.3489,6.3276
550,6.2487,5.2745,6.2487
560,6.1719,5.2023,6.1719
570,6.0971,5.1322,6.0971
580,6.0242,5.064,6.0242
590,5.9531,4.9978,5.9531
600,5.8838,4.9333,5.8838
610,5.8161,4.8706,5.8161
620,5.7502,4.8096,5.7502
630,5.6857,4.7501,5.6857
640,5.6228,4.6922,5.6228
650,5.5614,4.6358,5.5614
660,5.5014,4.5808,5.5014
670,5.4428,4.5272,5.4428
680,5.3854,4.4749,5.3854
690,5.3294,4.4239,5.3294
700,5.2745,4.3741,5.2745
710,5.2209,4.3255,5.2209
720,5.1684,4.278,5.1684
730,5.117,4.2316,5.117
740,5.0668,4.1863,5.0668
750,5.0175,4.142,5.0175
760,4.9693,4.0987,4.9693
770,4.922,4.0563,4.922
780,4.8757,4.0149,4.8757
790,4.8303,3.9743,4.8303
800,4.7859,3.9346,4.7859
810,4.7422,3.8958,4.7422
820,4.6995,3.8577,4.6995
830,4.6575,3.8205,4.6575
840,4.6163,3.784,4.6163
