E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.347,0,0,0
10,0.085778,0.012591,0.014785
11,0.22406,0.069499,0.074378
12,0.36139,0.15466,0.16154
13,0.49251,0.25465,0.26298
14,0.63211,0.37219,0.38177
15,0.8722,0.56668,0.57853
16,1.1257,0.78411,0.79807
17,1.3771,1.0151,1.0306
18,1.6724,1.2905,1.3078
19,1.9594,1.5762,1.5945
20,2.2335,1.8618,1.8805
21,2.4952,2.1435,2.162
22,2.7584,2.4321,2.4501
23,3.0077,2.7123,2.7296
24,3.2432,2.9817,2.9978
25,3.4649,3.239,3.2535
26,3.6748,3.4848,3.4977
27,3.8809,3.7306,3.7413
28,4.0753,3.9642,3.9725
29,4.2584,4.185,4.1908
30,4.4308,4.3931,4.3962
31,4.5929,4.5887,4.589
32,4.7454,4.7722,4.7697
33,4.8887,4.944,4.9388
34,5.0234,5.1048,5.0966
35,5.1499,5.2549,5.2439
36,5.2714,5.3996,5.3854
37,5.3868,5.5374,5.52
38,5.4956,5.6664,5.6457
39,5.5979,5.7869,5.7628
40,5.6943,5.8992,5.8719
41,5.7849,6.0039,5.9733
42,5.8701,6.1013,6.0675
43,5.9503,6.1918,6.1549
44,6.0257,6.2758,6.2358
45,6.0965,6.3536,6.3106
46,6.163,6.4257,6.3797
47,6.2255,6.4923,6.4435
48,6.2841,6.5537,6.5022
49,6.3391,6.6103,6.5562
50,6.3906,6.6623,6.6058
52,6.4841,6.7537,6.6927
54,6.5658,6.8297,6.765
56,6.6371,6.8922,6.8244
58,6.6988,6.9427,6.8727
60,6.7521,6.9825,6.9112
62,6.7977,7.0128,6.9412
64,6.8363,7.0347,6.9639
66,6.8686,7.0492,6.9802
68,6.8953,7.057,6.9911
70,6.9168,7.059,6.9973
72,6.9337,7.0557,6.9996
74,6.9464,7.0478,6.9985
76,6.9552,7.0358,6.9944
78,6.9605,7.0202,6.988
80,6.9627,7.0014,6.9795
82,6.962,6.9797,6.9692
84,6.9586,6.9555,6.9575
86,6.9529,6.9291,6.9444
88,6.945,6.9008,6.9303
90,6.9352,6.8707,6.9152
92,6.9235,6.8391,6.8993
94,6.9103,6.8063,6.8826
96,6.8955,6.7723,6.8653
98,6.8794,6.7373,6.8473
100,6.8621,6.7014,6.8287
110,6.7608,6.5136,6.7278
120,6.6423,6.3188,6.6156
130,6.5141,6.1241,6.4946
140,6.3809,5.9333,6.3675
150,6.2459,5.7488,6.2371
160,6.1114,5.5718,6.1057
170,5.9786,5.4027,5.975
180,5.8486,5.2417,5.8464
190,5.722,5.0888,5.7206
200,5.599,4.9436,5.5982
210,5.48,4.8058,5.4795
220,5.365,4.675,5.3647
230,5.2539,4.5508,5.2538
240,5.1469,4.4329,5.1468
250,5.0436,4.3208,5.0436
260,4.9442,4.2141,4.9441
270,4.8483,4.1126,4.8483
280,4.7559,4.016,4.7559
290,4.6669,3.9241,4.6669
300,4.5811,3.8365,4.5811
310,4.4983,3.7527,4.4983
320,4.4184,3.6727,4.4184
330,4.3414,3.5961,4.3414
340,4.267,3.5228,4.267
350,4.1952,3.4525,4.1952
360,4.1257,3.3851,4.1257
370,4.0586,3.3203,4.0586
380,3.9937,3.2581,3.9937
390,3.9309,3.1983,3.9309
400,3.8702,3.1408,3.8702
410,3.8113,3.0853,3.8113
420,3.7543,3.0319,3.7543
430,3.699,2.9805,3.699
440,3.6454,2.9308,3.6454
450,3.5934,2.8828,3.5934
460,3.5429,2.8365,3.5429
470,3.4939,2.7917,3.4939
480,3.4463,2.7484,3.4463
490,3.4,2.7064,3.4
500,3.3551,2.6658,3.3551
510,3.3114,2.6265,3.3114
520,3.2688,2.5884,3.2688
530,3.2274,2.5514,3.2274
540,3.1871,2.5156,3.1871
550,3.1479,2.4808,3.1479
560,3.1096,2.4471,3.1096
570,3.0723,2.4143,3.0723
580,3.036,2.3824,3.036
590,3.0006,2.3514,3.0006
600,2.966,2.3212,2.966
610,2.9323,2.2919,2.9323
620,2.8994,2.2633,2.8994
630,2.8672,2.2355,2.8672
640,2.8358,2.2084,2.8358
650,2.8051,2.182,2.8051
660,2.7752,2.1562,2.7752
670,2.7459,2.1311,2.7459
680,2.7172,2.1066,2.7172
690,2.6892,2.0827,2.6892
700,2.6618,2.0594,2.6618
710,2.635,2.0366,2.635
720,2.6087,2.0143,2.6087
730,2.583,1.9926,2.583
740,2.5579,1.9714,2.5579
750,2.5332,1.9506,2.5332
760,2.5091,1.9303,2.5091
770,2.4854,1.9104,2.4854
780,2.4622,1.891,2.4622
790,2.4395,1.872,2.4395
800,2.4172,1.8534,2.4172
810,2.3954,1.8352,2.3954
820,2.3739,1.8173,2.3739
830,2.3529,1.7998,2.3529
840,2.3323,1.7827,2.3323
850,2.312,1.7659,2.312
860,2.2921,1.7495,2.2921
