E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
8.4704,0,0,0
9,0.11337,0.012184,0.015032
10,0.40855,0.11968,0.12829
11,0.70292,0.29836,0.31113
12,0.98215,0.5128,0.52848
13,1.2703,0.7541,0.77236
14,1.7267,1.0887,1.1125
15,2.2657,1.5355,1.5644
16,2.7893,2.0276,2.0596
17,3.2864,2.5368,2.57
18,3.7717,3.0588,3.0923
19,4.2863,3.6263,3.6591
20,4.7854,4.2022,4.2328
21,5.2554,4.7642,4.7915
22,5.696,5.306,5.3289
23,6.1079,5.8237,5.8413
24,6.5038,6.3285,6.34
25,6.8848,6.8212,6.8256
26,7.2452,7.2931,7.2896
27,7.5841,7.7406,7.7285
28,7.9093,8.1721,8.1507
29,8.214,8.5786,8.5472
30,8.4992,8.9602,8.9182
31,8.766,9.3175,9.2645
32,9.0154,9.6514,9.587
33,9.2485,9.963,9.8867
34,9.4661,10.2532,10.1647
35,9.6693,10.5233,10.4222
36,9.859,10.7743,10.6601
37,10.0359,11.0072,10.8796
38,10.201,11.223,11.0817
39,10.3548,11.4229,11.2675
40,10.4981,11.6076,11.4379
41,10.6315,11.7781,11.5938
42,10.7557,11.9353,11.7362
43,10.8713,12.08,11.8657
44,10.9786,12.213,11.9833
45,11.0783,12.3349,12.0897
46,11.1709,12.4465,12.1855
47,11.2566,12.5485,12.2715
48,11.3359,12.6413,12.3482
49,11.4093,12.7255,12.4163
50,11.477,12.8018,12.4763
52,11.5969,12.9324,12.5741
54,11.6978,13.0365,12.6455
56,11.782,13.1174,12.694
58,11.8511,13.1779,12.7226
60,11.907,13.2203,12.7341
62,11.9509,13.247,12.731
64,11.9842,13.2597,12.7154
66,12.008,13.2601,12.6893
68,12.0233,13.2497,12.6546
70,12.0309,13.2299,12.6127
72,12.0317,13.2017,12.565
74,12.0263,13.1662,12.5128
76,12.0155,13.1243,12.4569
78,11.9997,13.0767,12.3984
80,11.9794,13.0242,12.3379
82,11.9552,12.9674,12.2761
84,11.9274,12.9069,12.2134
86,11.8964,12.8431,12.1503
88,11.8625,12.7766,12.0871
90,11.8261,12.7076,12.024
92,11.7873,12.6366,11.9611
94,11.7465,12.5638,11.8986
96,11.7039,12.4896,11.8366
98,11.6597,12.4142,11.7751
100,11.614,12.3377,11.7141
110,11.3695,11.9469,11.4166
120,11.1084,11.5534,11.1293
130,10.841,11.1676,10.8497
140,10.5735,10.795,10.5768
150,10.31,10.4385,10.3111
160,10.053,10.0993,10.0532
170,9.8037,9.7776,9.8037
180,9.5632,9.4732,9.5631
190,9.3317,9.1853,9.3316
200,9.1093,8.9131,9.1093
210,8.896,8.6557,8.896
220,8.6915,8.4122,8.6914
230,8.4955,8.1817,8.4954
240,8.3076,7.9634,8.3076
250,8.1276,7.7563,8.1276
