E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.0605,0,0,0
11,0.23161,0.068708,0.078196
12,0.5078,0.21471,0.23259
13,0.7789,0.40187,0.42598
14,1.0365,0.60966,0.63825
15,1.2771,0.82473,0.85646
16,1.5906,1.0953,1.1317
17,1.9405,1.4166,1.4569
18,2.291,1.7632,1.8057
19,2.665,2.1573,2.2001
20,3.0211,2.551,2.5925
21,3.3577,2.9363,2.9752
22,3.6743,3.3085,3.3438
23,3.971,3.6649,3.6958
24,4.2483,4.0038,4.0297
25,4.5072,4.3244,4.3446
26,4.7485,4.6265,4.6405
27,4.9783,4.9175,4.9248
28,5.1973,5.1982,5.1981
29,5.402,5.4618,5.4539
30,5.593,5.7085,5.6926
31,5.7714,5.9388,5.9148
32,5.9377,6.1535,6.1212
33,6.0928,6.3532,6.3127
34,6.2374,6.5389,6.4899
35,6.3722,6.7111,6.6537
36,6.4977,6.8708,6.805
37,6.6146,7.0186,6.9444
38,6.7235,7.1552,7.0726
39,6.8248,7.2814,7.1904
40,6.919,7.3977,7.2985
41,7.0065,7.5048,7.3974
42,7.0879,7.6033,7.4878
43,7.1634,7.6936,7.5702
44,7.2335,7.7764,7.6452
45,7.2984,7.8521,7.7131
46,7.3586,7.9211,7.7746
47,7.4142,7.9839,7.83
48,7.4656,8.0409,7.8798
49,7.513,8.0924,7.9243
50,7.5567,8.1388,7.9639
52,7.6336,8.2176,8.0297
54,7.698,8.2796,8.0796
56,7.7514,8.3268,8.1159
58,7.7948,8.3612,8.1403
60,7.8295,8.3842,8.1546
62,7.8564,8.3973,8.1603
64,7.8763,8.4017,8.1585
66,7.89,8.3984,8.1505
68,7.8981,8.3884,8.1371
70,7.9012,8.3725,8.1193
72,7.8999,8.3515,8.0977
74,7.8945,8.3259,8.0731
76,7.8856,8.2964,8.0459
78,7.8735,8.2635,8.0165
80,7.8586,8.2276,7.9855
82,7.8411,8.1891,7.9531
84,7.8213,8.1484,7.9196
86,7.7994,8.1057,7.8852
88,7.7757,8.0614,7.8501
90,7.7504,8.0156,7.8145
92,7.7236,7.9686,7.7785
94,7.6955,7.9207,7.7422
96,7.6663,7.8719,7.7056
98,7.636,7.8224,7.6689
100,7.6048,7.7724,7.6321
110,7.439,7.518,7.4473
120,7.2633,7.2636,7.2633
130,7.0841,7.0153,7.0812
140,6.9056,6.7764,6.9022
150,6.7302,6.5485,6.7273
160,6.5595,6.3322,6.5573
170,6.3943,6.1274,6.3927
180,6.2351,5.934,6.234
190,6.0821,5.7513,6.0814
200,5.9354,5.5788,5.9349
210,5.7947,5.4159,5.7944
220,5.66,5.262,5.6598
230,5.531,5.1164,5.5309
240,5.4075,4.9786,5.4074
250,5.2891,4.8479,5.2891
260,5.1758,4.7241,5.1758
270,5.0672,4.6064,5.0671
280,4.963,4.4947,4.963
290,4.863,4.3886,4.863
300,4.7671,4.2877,4.7671
310,4.6749,4.1914,4.6749
320,4.5864,4.0996,4.5864
330,4.5012,4.0118,4.5012
340,4.4192,3.9279,4.4192
350,4.3403,3.8476,4.3403
360,4.2642,3.7706,4.2642
370,4.1909,3.6968,4.1909
