E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.175,0,0,0
13,0.03957,0.00829,0.0088853
14,0.12593,0.043306,0.044943
15,0.21475,0.10117,0.10351
16,0.33524,0.18156,0.18486
17,0.52101,0.289,0.29419
18,0.82579,0.43516,0.44425
19,1.2501,0.63534,0.65023
20,1.6883,0.8851,0.90535
21,2.1652,1.1758,1.2018
22,2.6918,1.5086,1.5409
23,3.2408,1.8814,1.9201
24,3.791,2.2871,2.3316
25,4.3352,2.7176,2.7673
26,4.8652,3.1635,3.218
27,5.3915,3.6276,3.6864
28,5.8994,4.0954,4.1579
29,6.3885,4.5617,4.6276
30,6.8651,5.0283,5.0973
31,7.3232,5.4883,5.5599
32,7.7628,5.9385,6.0126
33,8.1841,6.3773,6.4536
34,8.5878,6.8032,6.8816
35,8.9742,7.2155,7.2958
36,9.344,7.6133,7.6956
37,9.6979,7.9965,8.0806
38,10.0364,8.3647,8.4506
39,10.3602,8.7181,8.8058
40,10.67,9.0566,9.1462
41,10.9662,9.3805,9.472
42,11.2511,9.6915,9.7851
43,11.5317,9.9965,10.0923
44,11.8061,10.2948,10.3927
45,12.0741,10.5868,10.6869
46,12.3318,10.8671,10.9696
47,12.5795,11.1356,11.2405
48,12.8175,11.3923,11.4999
49,13.046,11.6376,11.7481
50,13.2656,11.8718,11.9853
52,13.6791,12.3081,12.4284
54,14.0604,12.704,12.8323
56,14.4119,13.0623,13.1998
58,14.736,13.3859,13.534
60,15.0346,13.6775,13.8375
62,15.3096,13.9394,14.113
64,15.5629,14.1741,14.3631
66,15.7959,14.3837,14.59
68,16.0103,14.5703,14.7958
70,16.2073,14.7358,14.9827
72,16.3883,14.8819,15.1523
74,16.5542,15.0101,15.3065
76,16.7063,15.122,15.4468
78,16.8455,15.2189,15.5747
80,16.9727,15.3021,15.6915
82,17.0886,15.3726,15.7983
84,17.1941,15.4314,15.8963
86,17.2899,15.4797,15.9865
88,17.3766,15.5181,16.0698
90,17.4549,15.5476,16.147
92,17.5252,15.5688,16.2188
94,17.588,15.5825,16.2858
96,17.644,15.5892,16.3487
98,17.6935,15.5895,16.4079
100,17.7369,15.584,16.4638
110,17.8755,15.4844,16.7045
120,17.9102,15.2966,16.8936
130,17.869,15.0527,17.033
140,17.7723,14.7742,17.1165
150,17.6348,14.4756,17.1401
160,17.4677,14.167,17.1059
170,17.2792,13.855,17.0207
180,17.0756,13.5444,16.8941
190,16.8615,13.2383,16.7358
200,16.6405,12.9386,16.5544
210,16.4156,12.6469,16.357
220,16.1887,12.3638,16.1491
230,15.9616,12.0898,15.9349
240,15.7355,11.8252,15.7175
250,15.5113,11.5699,15.4993
260,15.2898,11.3238,15.2818
270,15.0716,11.0867,15.0662
280,14.857,10.8584,14.8534
290,14.6463,10.6389,14.644
300,14.4398,10.4278,14.4382
310,14.2376,10.2245,14.2365
320,14.0397,10.0287,14.039
330,13.8462,9.84,13.8457
340,13.6571,9.6582,13.6568
350,13.4724,9.4828,13.4722
360,13.292,9.3137,13.2918
370,13.1158,9.1505,13.1157
380,12.9439,8.9929,12.9438
390,12.776,8.8406,12.776
400,12.6122,8.6935,12.6121
410,12.4522,8.5513,12.4522
420,12.2961,8.4137,12.2961
430,12.1437,8.2806,12.1437
440,11.995,8.1517,11.9949
450,11.8497,8.0269,11.8497
460,11.7078,7.9059,11.7078
470,11.5693,7.7887,11.5693
480,11.434,7.6749,11.434
490,11.3018,7.5646,11.3018
500,11.1726,7.4575,11.1726
510,11.0464,7.3535,11.0464
520,10.923,7.2525,10.923
530,10.8024,7.1543,10.8024
540,10.6845,7.0588,10.6845
550,10.5691,6.966,10.5691
560,10.4563,6.8757,10.4563
570,10.3459,6.7877,10.3459
580,10.2379,6.7022,10.2379
590,10.1322,6.6188,10.1322
600,10.0287,6.5376,10.0287
610,9.9274,6.4584,9.9274
620,9.8282,6.3812,9.8282
630,9.731,6.306,9.731
640,9.6358,6.2326,9.6358
650,9.5425,6.1609,9.5425
660,9.4511,6.091,9.4511
670,9.3614,6.0227,9.3614
680,9.2736,5.9561,9.2736
690,9.1874,5.891,9.1874
700,9.1029,5.8275,9.1029
710,9.02,5.7654,9.02
720,8.9387,5.7046,8.9387
730,8.8589,5.6453,8.8589
740,8.7806,5.5872,8.7806
750,8.7038,5.5303,8.7038
760,8.6283,5.4747,8.6283
770,8.5542,5.4202,8.5542
780,8.4814,5.3669,8.4814
790,8.4099,5.3147,8.4099
800,8.3397,5.2635,8.3397
810,8.2707,5.2134,8.2707
820,8.2029,5.1643,8.2029
830,8.1363,5.1162,8.1363
840,8.0708,5.069,8.0708
850,8.0064,5.0227,8.0064
860,7.9431,4.9773,7.9431
870,7.8809,4.9327,7.8809
880,7.8196,4.889,7.8196
890,7.7594,4.8461,7.7594
900,7.7001,4.8041,7.7001
910,7.6418,4.7627,7.6418
920,7.5844,4.7221,7.5844
930,7.528,4.6823,7.528
940,7.4724,4.6432,7.4724
950,7.4177,4.6047,7.4177
960,7.3638,4.5669,7.3638
970,7.3107,4.5298,7.3107
980,7.2585,4.4933,7.2585
990,7.207,4.4574,7.207
1000,7.1563,4.4222,7.1563
1100,6.6882,4.0995,6.6882
1200,6.2809,3.8231,6.2809
1300,5.923,3.5836,5.923
1400,5.6061,3.374,5.6061
1500,5.3233,3.1888,5.3233
1600,5.0693,3.024,5.0693
1700,4.84,2.8763,4.84
1800,4.6317,2.7432,4.6317
1900,4.4417,2.6226,4.4417
2000,4.2676,2.5127,4.2676
2100,4.1074,2.4121,4.1074
2200,3.9596,2.3198,3.9596
2300,3.8227,2.2347,3.8227
2400,3.6956,2.1559,3.6956
2500,3.5771,2.0828,3.5771
2600,3.4665,2.0149,3.4665
2700,3.3629,1.9514,3.3629
2800,3.2657,1.8921,3.2657
2900,3.1744,1.8364,3.1744
3000,3.0883,1.7842,3.0883
3100,3.007,1.735,3.007
3200,2.9302,1.6886,2.9302
3300,2.8575,1.6447,2.8575
3400,2.7884,1.6033,2.7884
3500,2.7229,1.5639,2.7229
3600,2.6606,1.5266,2.6606
3700,2.6012,1.4911,2.6012
3800,2.5446,1.4573,2.5446
3900,2.4905,1.4251,2.4905
4000,2.4388,1.3944,2.4388
4100,2.3894,1.365,2.3894
4200,2.3421,1.337,2.3421
4300,2.2967,1.3101,2.2967
4400,2.2531,1.2844,2.2531
4500,2.2113,1.2597,2.2113
4600,2.171,1.236,2.171
4700,2.1324,1.2132,2.1324
4800,2.0951,1.1913,2.0951
4900,2.0592,1.1702,2.0592
5000,2.0246,1.1499,2.0246
