E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.794,0,0,0
10,0.0143,0.000704,0.0013732
11,0.087542,0.02097,0.024409
12,0.16211,0.060898,0.066386
13,0.23413,0.11209,0.11904
14,0.30189,0.16896,0.1769
15,0.36471,0.22784,0.23642
16,0.50026,0.35256,0.36226
17,0.65774,0.51133,0.52142
18,0.81109,0.67503,0.68486
19,0.95807,0.83825,0.84732
20,1.0975,0.99774,1.0057
21,1.2289,1.1515,1.1579
22,1.3521,1.2983,1.303
23,1.4707,1.4449,1.4472
24,1.5941,1.6127,1.6109
25,1.7106,1.773,1.7667
26,1.8202,1.9244,1.9134
27,1.9231,2.0666,2.0508
28,2.0195,2.1997,2.179
29,2.1099,2.324,2.2982
30,2.1945,2.4397,2.4089
31,2.2735,2.5473,2.5113
32,2.3474,2.6471,2.606
33,2.4164,2.7397,2.6933
34,2.4809,2.8254,2.7738
35,2.5411,2.9047,2.8478
36,2.5972,2.9779,2.9157
37,2.6496,3.0454,2.9779
38,2.6984,3.1076,3.0349
39,2.744,3.1649,3.0869
40,2.7864,3.2176,3.1343
41,2.8259,3.2659,3.1773
42,2.8627,3.3102,3.2164
43,2.8969,3.3507,3.2517
44,2.9287,3.3877,3.2835
45,2.9583,3.4214,3.3121
46,2.9857,3.4521,3.3376
47,3.0112,3.4798,3.3603
48,3.0348,3.505,3.3804
49,3.0566,3.5276,3.3981
50,3.0767,3.5479,3.4135
52,3.1125,3.5822,3.4382
54,3.1427,3.6088,3.4557
56,3.168,3.6289,3.4669
58,3.189,3.6431,3.4728
60,3.206,3.6523,3.4741
62,3.2196,3.6571,3.4716
64,3.2301,3.6581,3.4658
66,3.2378,3.6557,3.4574
68,3.243,3.6503,3.4467
70,3.2461,3.6424,3.4341
72,3.2471,3.6322,3.4201
74,3.2464,3.6201,3.4049
76,3.2441,3.6063,3.3887
78,3.2403,3.591,3.3719
80,3.2353,3.5745,3.3545
82,3.2291,3.5569,3.3368
84,3.2219,3.5383,3.3188
86,3.2138,3.5189,3.3008
88,3.2048,3.4988,3.2827
90,3.1951,3.4781,3.2646
92,3.1848,3.4569,3.2465
94,3.1738,3.4354,3.2286
96,3.1623,3.4135,3.2109
98,3.1504,3.3913,3.1932
100,3.1381,3.3689,3.1758
110,3.0717,3.2557,3.091
120,3.0005,3.143,3.0099
130,2.9275,3.0335,2.9318
140,2.8545,2.9285,2.8563
150,2.7825,2.8286,2.7832
160,2.7123,2.734,2.7125
170,2.6443,2.6446,2.6443
180,2.5786,2.5603,2.5786
190,2.5155,2.4808,2.5154
200,2.4549,2.4058,2.4548
210,2.3968,2.335,2.3967
220,2.3411,2.2683,2.3411
230,2.2878,2.2051,2.2877
240,2.2367,2.1454,2.2367
250,2.1877,2.0889,2.1877
260,2.1408,2.0353,2.1408
270,2.0959,1.9844,2.0959
280,2.0528,1.9362,2.0528
290,2.0114,1.8904,2.0114
300,1.9717,1.8468,1.9717
310,1.9336,1.8053,1.9336
320,1.8969,1.7657,1.8969
330,1.8617,1.7278,1.8617
340,1.8277,1.6916,1.8277
350,1.7951,1.657,1.7951
360,1.7636,1.6239,1.7636
370,1.7332,1.5921,1.7332
380,1.704,1.5616,1.704
390,1.6757,1.5323,1.6757
400,1.6484,1.5041,1.6484
410,1.622,1.4771,1.622
420,1.5965,1.451,1.5965
430,1.5719,1.4259,1.5719
440,1.548,1.4017,1.548
450,1.5249,1.3783,1.5249
460,1.5025,1.3558,1.5025
470,1.4807,1.334,1.4807
480,1.4597,1.313,1.4597
490,1.4392,1.2927,1.4392
500,1.4194,1.273,1.4194
510,1.4001,1.2539,1.4001
520,1.3814,1.2355,1.3814
530,1.3632,1.2176,1.3632
540,1.3456,1.2002,1.3456
550,1.3283,1.1834,1.3283
560,1.3116,1.1671,1.3116
570,1.2953,1.1512,1.2953
580,1.2794,1.1358,1.2794
590,1.264,1.1209,1.264
600,1.2489,1.1063,1.2489
610,1.2342,1.0922,1.2342
620,1.2199,1.0784,1.2199
630,1.2059,1.065,1.2059
640,1.1923,1.0519,1.1923
650,1.179,1.0392,1.179
660,1.166,1.0268,1.166
670,1.1533,1.0147,1.1533
680,1.1409,1.0029,1.1409
690,1.1287,0.99145,1.1287
700,1.1169,0.98023,1.1169
710,1.1053,0.96928,1.1053
720,1.094,0.95859,1.094
730,1.0829,0.94815,1.0829
740,1.072,0.93795,1.072
750,1.0614,0.92798,1.0614
760,1.051,0.91824,1.051
770,1.0409,0.90871,1.0409
780,1.0309,0.89939,1.0309
790,1.0211,0.89027,1.0211
800,1.0116,0.88135,1.0116
810,1.0022,0.87261,1.0022
820,0.99298,0.86406,0.99298
830,0.98396,0.85569,0.98396
840,0.97512,0.84749,0.97512
850,0.96644,0.83946,0.96644
860,0.95793,0.83158,0.95793
870,0.94958,0.82387,0.94958
880,0.94138,0.8163,0.94138
890,0.93333,0.80888,0.93333
900,0.92543,0.80161,0.92543
910,0.91767,0.79447,0.91767
920,0.91005,0.78747,0.91005
930,0.90257,0.7806,0.90257
940,0.89521,0.77385,0.89521
950,0.88798,0.76723,0.88798
960,0.88088,0.76073,0.88088
970,0.87389,0.75435,0.87389
980,0.86703,0.74808,0.86703
990,0.86028,0.74192,0.86028
1000,0.85364,0.73587,0.85364
1100,0.79281,0.68068,0.79281
1200,0.74058,0.63365,0.74058
1300,0.6952,0.59306,0.6952
1400,0.65539,0.55766,0.65539
1500,0.62017,0.52649,0.62017
1600,0.58876,0.49883,0.58876
1700,0.56057,0.4741,0.56057
1800,0.53513,0.45184,0.53513
1900,0.51203,0.43171,0.51203
2000,0.49096,0.4134,0.49096
2100,0.47166,0.39668,0.47166
2200,0.45392,0.38133,0.45392
2300,0.43754,0.3672,0.43754
2400,0.42237,0.35414,0.42237
2500,0.40829,0.34204,0.40829
2600,0.39517,0.33078,0.39517
2700,0.38292,0.32029,0.38292
2800,0.37145,0.31048,0.37145
2900,0.36069,0.30129,0.36069
3000,0.35057,0.29267,0.35057
3100,0.34104,0.28455,0.34104
3200,0.33205,0.2769,0.33205
3300,0.32354,0.26967,0.32354
3400,0.31549,0.26284,0.31549
3500,0.30785,0.25636,0.30785
3600,0.3006,0.25021,0.3006
3700,0.2937,0.24437,0.2937
3800,0.28713,0.23882,0.28713
3900,0.28086,0.23352,0.28086
4000,0.27488,0.22847,0.27488
4100,0.26916,0.22365,0.26916
4200,0.26369,0.21903,0.26369
4300,0.25845,0.21462,0.25845
4400,0.25343,0.21039,0.25343
4500,0.24861,0.20634,0.24861
4600,0.24398,0.20244,0.24398
4700,0.23953,0.1987,0.23953
4800,0.23525,0.19511,0.23525
4900,0.23113,0.19165,0.23113
5000,0.22716,0.18832,0.22716
