E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
16.0972,0,0,0
17,0.033514,0.00284,0.004235
18,0.11169,0.017765,0.022165
19,0.23666,0.05155,0.060482
20,0.38678,0.10608,0.12003
21,0.53793,0.17747,0.19592
22,0.68774,0.26117,0.28365
23,0.85727,0.35673,0.38391
24,1.0345,0.46526,0.49709
25,1.2081,0.5828,0.61879
26,1.3808,0.70841,0.74827
27,1.5519,0.8404,0.88382
28,1.7177,0.97494,1.0216
29,1.8777,1.1104,1.16
30,2.032,1.2454,1.2977
31,2.1803,1.3789,1.4338
32,2.3229,1.5102,1.5676
33,2.4597,1.6387,1.6984
34,2.591,1.764,1.8258
35,2.7168,1.8856,1.9495
36,2.8374,2.0033,2.0693
37,2.9529,2.117,2.1851
38,3.0636,2.2267,2.2968
39,3.1697,2.3322,2.4044
40,3.2712,2.4335,2.5078
41,3.3685,2.5307,2.6071
42,3.4616,2.6238,2.7024
43,3.5508,2.7128,2.7937
44,3.6363,2.798,2.8812
45,3.7216,2.8826,2.9682
46,3.8071,2.9681,3.0562
47,3.8896,3.0507,3.1412
48,3.969,3.13,3.2231
49,4.0455,3.2061,3.3018
50,4.1191,3.2791,3.3775
52,4.2583,3.4158,3.5201
54,4.3872,3.5409,3.6515
56,4.5067,3.655,3.7725
58,4.6173,3.7589,3.8838
60,4.7197,3.8533,3.9861
62,4.8145,3.9388,4.0803
64,4.9022,4.0161,4.1669
66,4.9833,4.0858,4.2466
68,5.0583,4.1486,4.32
70,5.1276,4.2049,4.3877
72,5.1916,4.2553,4.4502
74,5.2507,4.3001,4.508
76,5.3052,4.34,4.5614
78,5.3554,4.3751,4.611
80,5.4016,4.406,4.6571
82,5.4441,4.4329,4.6999
84,5.4831,4.4562,4.7399
86,5.5188,4.4761,4.7774
88,5.5515,4.4929,4.8124
90,5.5814,4.5069,4.8454
92,5.6085,4.5183,4.8765
94,5.6332,4.5272,4.906
96,5.6555,4.5339,4.9338
98,5.6756,4.5385,4.9603
100,5.6936,4.5412,4.9856
110,5.757,4.5312,5.0966
120,5.7845,4.4919,5.1883
130,5.7855,4.4331,5.2641
140,5.7668,4.3619,5.3242
150,5.7334,4.2829,5.3677
160,5.6891,4.1995,5.3939
170,5.6366,4.1138,5.4031
180,5.5783,4.0275,5.3965
190,5.5157,3.9416,5.3761
200,5.4501,3.857,5.344
210,5.3825,3.7741,5.3026
220,5.3137,3.6932,5.2539
230,5.2443,3.6146,5.1998
240,5.1747,3.5384,5.1417
250,5.1054,3.4646,5.081
260,5.0365,3.3933,5.0185
270,4.9684,3.3244,4.9551
280,4.9011,3.2579,4.8914
290,4.8349,3.1937,4.8277
300,4.7697,3.132,4.7645
