E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.5035,0,0,0
12,0.027195,0.004188,0.0045226
13,0.085229,0.025768,0.02667
14,0.14454,0.059416,0.060764
15,0.22559,0.10481,0.10681
16,0.34322,0.16735,0.17038
17,0.54878,0.25776,0.263
18,0.89379,0.39717,0.40651
19,1.3695,0.60095,0.61602
20,1.8765,0.86712,0.88778
21,2.3903,1.1805,1.2063
22,2.9475,1.5345,1.566
23,3.5451,1.9316,1.9691
24,4.1376,2.3631,2.4061
25,4.722,2.8205,2.8686
26,5.2963,3.2969,3.3497
27,5.8603,3.7882,3.8453
28,6.4043,4.2828,4.3438
29,6.9276,4.7755,4.84
30,7.4361,5.2678,5.3356
31,7.9251,5.7531,5.8239
32,8.394,6.228,6.3016
33,8.8432,6.6905,6.7668
34,9.2733,7.1394,7.2183
35,9.6848,7.5736,7.655
36,10.0786,7.9925,8.0764
37,10.4552,8.3959,8.4822
38,10.8172,8.7862,8.875
39,11.1647,9.1632,9.2543
40,11.4972,9.5247,9.6183
41,11.8153,9.8708,9.967
42,12.1196,10.2019,10.3008
43,12.423,10.5305,10.6322
44,12.7157,10.8482,10.9527
45,12.9995,11.1562,11.2637
46,13.2747,11.4551,11.5657
47,13.5391,11.7415,11.8553
48,13.7931,12.0155,12.1327
49,14.0371,12.2774,12.3981
50,14.2714,12.5274,12.652
52,14.7125,12.9934,13.1266
54,15.1191,13.4166,13.5594
56,15.4938,13.7998,13.9537
58,15.8391,14.1461,14.3125
60,16.1571,14.4583,14.6388
62,16.4499,14.7389,14.9353
64,16.7194,14.9906,15.2048
66,16.9673,15.2156,15.4497
68,17.1952,15.416,15.6723
70,17.4045,15.5939,15.8748
72,17.5967,15.7512,16.0591
74,17.7728,15.8894,16.2271
76,17.9341,16.0103,16.3804
78,18.0816,16.1151,16.5207
80,18.2162,16.2052,16.6494
82,18.3388,16.2818,16.7677
84,18.4504,16.346,16.8768
86,18.5515,16.3989,16.9779
88,18.6429,16.4413,17.0719
90,18.7253,16.4741,17.1596
92,18.7992,16.4981,17.2419
94,18.8652,16.514,17.3194
96,18.9239,16.5225,17.3927
98,18.9756,16.5242,17.4623
100,19.0208,16.5196,17.5287
110,19.1634,16.4194,17.8212
120,19.1954,16.2247,18.0585
130,19.1467,15.9697,18.2367
140,19.039,15.6772,18.3455
