E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
7.5104,0,0,0
8,0.0487,0.008632,0.0090898
9,0.15432,0.059101,0.060263
10,0.25878,0.13433,0.13595
11,0.35701,0.21968,0.22159
12,0.44732,0.30678,0.30886
13,0.52949,0.39097,0.39317
14,0.62861,0.48873,0.4911
15,0.77382,0.61011,0.61307
16,0.92885,0.74036,0.744
17,1.1123,0.89587,0.90033
18,1.29,1.0567,1.0619
19,1.4765,1.2307,1.2364
20,1.6635,1.4122,1.4184
21,1.842,1.591,1.5977
22,2.0113,1.7649,1.7719
23,2.178,1.9408,1.948
24,2.3434,2.1208,2.128
25,2.5003,2.2934,2.3005
26,2.6486,2.4575,2.4646
27,2.7887,2.613,2.6199
28,2.9207,2.7596,2.7664
29,3.0451,2.8976,2.9042
30,3.1623,3.027,3.0334
31,3.2725,3.1482,3.1545
32,3.3761,3.2614,3.2676
33,3.4735,3.3671,3.3732
34,3.5651,3.4656,3.4717
35,3.6512,3.5572,3.5634
36,3.7352,3.648,3.654
37,3.815,3.7347,3.7406
38,3.8904,3.8157,3.8216
39,3.9615,3.8914,3.8972
40,4.0285,3.9619,3.9678
41,4.0916,4.0274,4.0335
42,4.1511,4.0883,4.0946
43,4.2072,4.1448,4.1514
44,4.2599,4.1972,4.2042
45,4.3096,4.2456,4.2532
46,4.3564,4.2903,4.2987
47,4.4003,4.3315,4.3407
48,4.4417,4.3694,4.3797
49,4.4805,4.4043,4.4157
50,4.517,4.4362,4.4491
52,4.5834,4.492,4.5082
54,4.6417,4.538,4.5585
56,4.6927,4.5754,4.6012
58,4.7372,4.6051,4.6373
60,4.7758,4.6281,4.6679
62,4.809,4.6451,4.6937
64,4.8374,4.6568,4.7154
66,4.8614,4.6637,4.7338
68,4.8814,4.6665,4.7494
70,4.8978,4.6656,4.7626
72,4.911,4.6614,4.7738
74,4.9212,4.6543,4.7833
76,4.9286,4.6446,4.7913
78,4.9336,4.6326,4.7981
80,4.9364,4.6187,4.8037
82,4.9371,4.6029,4.8083
84,4.9359,4.5857,4.8117
86,4.9331,4.567,4.8142
88,4.9287,4.5471,4.8157
90,4.9228,4.5262,4.8161
92,4.9157,4.5044,4.8154
94,4.9074,4.4818,4.8137
96,4.8981,4.4585,4.811
98,4.8877,4.4346,4.8072
100,4.8765,4.4102,4.8023
110,4.8096,4.2832,4.7629
120,4.7299,4.1525,4.7024
130,4.6427,4.0225,4.6272
140,4.5515,3.8955,4.5429
150,4.4586,3.7731,4.4539
160,4.3655,3.6558,4.363
170,4.2734,3.544,4.2721
180,4.1829,3.4377,4.1822
190,4.0946,3.3368,4.0942
200,4.0086,3.241,4.0084
210,3.9252,3.1503,3.9251
220,3.8445,3.0641,3.8445
230,3.7665,2.9824,3.7665
240,3.6912,2.9049,3.6911
250,3.6184,2.8312,3.6184
260,3.5482,2.7611,3.5482
270,3.4806,2.6944,3.4806
280,3.4153,2.6309,3.4153
290,3.3523,2.5705,3.3523
300,3.2915,2.5129,3.2915
310,3.2328,2.4579,3.2328
320,3.1762,2.4053,3.1762
330,3.1216,2.355,3.1216
340,3.0687,2.3069,3.0687
350,3.0177,2.2607,3.0177
360,2.9683,2.2164,2.9683
370,2.9206,2.1739,2.9206
380,2.8744,2.1331,2.8744
390,2.8297,2.0938,2.8297
400,2.7864,2.0561,2.7864
410,2.7445,2.0197,2.7445
420,2.7038,1.9847,2.7038
430,2.6644,1.9509,2.6644
440,2.6261,1.9183,2.6261
450,2.589,1.8868,2.589
460,2.553,1.8564,2.553
470,2.518,1.8271,2.518
480,2.4839,1.7986,2.4839
490,2.4509,1.7712,2.4509
500,2.4187,1.7445,2.4187
510,2.3875,1.7188,2.3875
520,2.357,1.6938,2.357
530,2.3274,1.6695,2.3274
540,2.2986,1.6461,2.2986
550,2.2705,1.6233,2.2705
560,2.2431,1.6012,2.2431
570,2.2164,1.5797,2.2164
580,2.1904,1.5588,2.1904
590,2.165,1.5385,2.165
600,2.1402,1.5187,2.1402
610,2.116,1.4995,2.116
620,2.0924,1.4808,2.0924
630,2.0694,1.4625,2.0694
640,2.0469,1.4448,2.0469
650,2.0248,1.4275,2.0248
660,2.0033,1.4106,2.0033
670,1.9823,1.3942,1.9823
680,1.9618,1.3782,1.9618
690,1.9416,1.3625,1.9416
700,1.922,1.3472,1.922
710,1.9027,1.3323,1.9027
720,1.8839,1.3178,1.8839
730,1.8654,1.3035,1.8654
740,1.8473,1.2896,1.8473
750,1.8296,1.276,1.8296
760,1.8123,1.2627,1.8123
770,1.7953,1.2497,1.7953
780,1.7786,1.237,1.7786
790,1.7623,1.2246,1.7623
800,1.7463,1.2124,1.7463
810,1.7306,1.2005,1.7306
820,1.7152,1.1888,1.7152
830,1.7,1.1774,1.7
840,1.6852,1.1661,1.6852
850,1.6706,1.1552,1.6706
860,1.6563,1.1444,1.6563
870,1.6423,1.1339,1.6423
880,1.6285,1.1235,1.6285
890,1.615,1.1134,1.615
900,1.6017,1.1034,1.6017
910,1.5886,1.0937,1.5886
920,1.5757,1.0841,1.5757
930,1.5631,1.0747,1.5631
940,1.5507,1.0654,1.5507
950,1.5385,1.0564,1.5385
960,1.5265,1.0475,1.5265
970,1.5147,1.0387,1.5147
980,1.5031,1.0302,1.5031
990,1.4917,1.0217,1.4917
1000,1.4805,1.0134,1.4805
1100,1.3773,0.9378,1.3773
1200,1.2884,0.87327,1.2884
1300,1.211,0.81755,1.211
1400,1.1428,0.7689,1.1428
1500,1.0824,0.72605,1.0824
1600,1.0284,0.68799,1.0284
1700,0.97992,0.65395,0.97992
1800,0.93604,0.62331,0.93604
1900,0.89615,0.59558,0.89615
2000,0.85973,0.57036,0.85973
2100,0.82634,0.54731,0.82634
2200,0.79559,0.52616,0.79559
2300,0.76719,0.50668,0.76719
2400,0.74087,0.48868,0.74087
2500,0.71641,0.47198,0.71641
2600,0.69361,0.45646,0.69361
2700,0.6723,0.44198,0.6723
2800,0.65234,0.42845,0.65234
2900,0.6336,0.41578,0.6336
3000,0.61598,0.40387,0.61598
3100,0.59936,0.39267,0.59936
3200,0.58368,0.38211,0.58368
3300,0.56884,0.37213,0.56884
3400,0.55479,0.3627,0.55479
3500,0.54145,0.35376,0.54145
3600,0.52878,0.34527,0.52878
3700,0.51672,0.33721,0.51672
3800,0.50523,0.32954,0.50523
3900,0.49428,0.32223,0.49428
4000,0.48382,0.31525,0.48382
4100,0.47381,0.30859,0.47381
4200,0.46424,0.30223,0.46424
4300,0.45507,0.29613,0.45507
4400,0.44628,0.29029,0.44628
4500,0.43784,0.28469,0.43784
4600,0.42973,0.27931,0.42973
4700,0.42193,0.27415,0.42193
4800,0.41443,0.26918,0.41443
4900,0.40721,0.26441,0.40721
5000,0.40025,0.25981,0.40025
