E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.6848,0,0,0
13,0.011936,0.00168,0.0018993
14,0.051995,0.016355,0.017147
15,0.093515,0.041367,0.042572
16,0.1436,0.074653,0.076308
17,0.24552,0.12123,0.12434
18,0.44144,0.19432,0.20072
19,0.73921,0.30632,0.31798
20,1.0637,0.45956,0.47647
21,1.3956,0.64447,0.66631
22,1.7536,0.85704,0.88413
23,2.1477,1.0993,1.1322
24,2.5402,1.366,1.4043
25,2.9315,1.6529,1.6962
26,3.3159,1.9538,2.0017
27,3.6922,2.2646,2.3168
28,4.0587,2.5814,2.6375
29,4.4162,2.9025,2.9622
30,4.7605,3.2218,3.2849
31,5.0914,3.5371,3.6032
32,5.4092,3.8464,3.9154
33,5.714,4.1485,4.2203
34,6.0062,4.4424,4.5168
35,6.2862,4.7273,4.8044
36,6.5543,5.0028,5.0824
37,6.811,5.2685,5.3507
38,7.0568,5.5243,5.6091
39,7.292,5.7702,5.8575
40,7.5172,6.006,6.096
41,7.7327,6.232,6.3247
42,7.9394,6.4486,6.5442
43,8.1463,6.6645,6.7631
44,8.3467,6.874,6.9756
45,8.5416,7.0781,7.1829
46,8.7311,7.2769,7.3849
47,8.9133,7.4676,7.579
48,9.0886,7.6504,7.7653
49,9.2572,7.8254,7.944
50,9.4193,7.9928,8.1153
52,9.725,8.3054,8.4364
54,10.0075,8.5901,8.7305
56,10.2686,8.8487,8.9997
58,10.5097,9.0831,9.2459
60,10.7324,9.2951,9.4708
62,10.938,9.4863,9.6765
64,11.1277,9.6584,9.8644
66,11.3027,9.8128,10.0363
68,11.4641,9.951,10.1936
70,11.6129,10.0742,10.3377
72,11.7498,10.1837,10.4699
74,11.8758,10.2806,10.5913
76,11.9917,10.3657,10.7031
78,12.098,10.4402,10.8062
80,12.1956,10.5049,10.9015
82,12.2849,10.5605,10.99
84,12.3665,10.6078,11.0723
86,12.4409,10.6475,11.1491
88,12.5087,10.6801,11.2211
90,12.5702,10.7063,11.2888
92,12.6258,10.7265,11.3527
94,12.676,10.7412,11.4133
96,12.721,10.751,11.4709
98,12.7612,10.756,11.5258
100,12.7969,10.7569,11.5784
110,12.917,10.7083,11.8127
120,12.9594,10.5948,12.0072
130,12.9448,10.4393,12.1618
140,12.888,10.2573,12.2709
150,12.8002,10.0595,12.3308
160,12.6895,9.853,12.3426
170,12.562,9.643,12.3114
180,12.4225,9.4327,12.2444
190,12.2745,9.2247,12.1496
200,12.1207,9.0205,12.0339
210,11.9633,8.8211,11.9034
220,11.8038,8.6272,11.7628
230,11.6436,8.4392,11.6156
240,11.4836,8.2574,11.4645
250,11.3246,8.0817,11.3116
260,11.1671,7.9121,11.1584
270,11.0117,7.7485,11.0057
280,10.8585,7.5909,10.8545
290,10.708,7.4391,10.7053
300,10.5601,7.293,10.5583
310,10.4152,7.1523,10.414
320,10.2732,7.0167,10.2724
330,10.1342,6.8859,10.1337
340,9.9983,6.7598,9.9979
350,9.8653,6.6381,9.8651
360,9.7354,6.5206,9.7352
370,9.6084,6.4072,9.6083
380,9.4843,6.2977,9.4843
390,9.3632,6.1919,9.3631
400,9.2448,6.0896,9.2448
410,9.1292,5.9906,9.1292
420,9.0163,5.8949,9.0163
430,8.906,5.8022,8.906
440,8.7983,5.7124,8.7983
450,8.6931,5.6255,8.6931
460,8.5903,5.5412,8.5903
470,8.4898,5.4595,8.4898
480,8.3917,5.3802,8.3917
490,8.2957,5.3032,8.2957
500,8.202,5.2286,8.202
510,8.1103,5.156,8.1103
520,8.0207,5.0855,8.0207
530,7.933,5.017,7.933
540,7.8473,4.9504,7.8473
550,7.7634,4.8856,7.7634
560,7.6814,4.8225,7.6814
570,7.601,4.7611,7.601
580,7.5224,4.7013,7.5224
590,7.4455,4.6431,7.4455
600,7.3701,4.5864,7.3701
610,7.2963,4.5311,7.2963
620,7.224,4.4771,7.224
630,7.1532,4.4245,7.1532
640,7.0838,4.3732,7.0838
650,7.0158,4.3231,7.0158
660,6.9491,4.2742,6.9491
670,6.8837,4.2265,6.8837
680,6.8196,4.1799,6.8196
690,6.7568,4.1344,6.7568
700,6.6951,4.0899,6.6951
710,6.6346,4.0465,6.6346
720,6.5752,4.004,6.5752
730,6.517,3.9624,6.517
740,6.4598,3.9217,6.4598
750,6.4036,3.8819,6.4036
760,6.3485,3.843,6.3485
770,6.2943,3.8049,6.2943
780,6.2412,3.7675,6.2412
790,6.1889,3.731,6.1889
800,6.1376,3.6951,6.1376
810,6.0872,3.66,6.0872
820,6.0376,3.6256,6.0376
830,5.9889,3.5919,5.9889
840,5.941,3.5589,5.941
850,5.8939,3.5264,5.8939
860,5.8475,3.4946,5.8475
870,5.802,3.4634,5.802
880,5.7572,3.4328,5.7572
890,5.7131,3.4027,5.7131
900,5.6697,3.3732,5.6697
910,5.627,3.3443,5.627
920,5.585,3.3159,5.585
930,5.5437,3.2879,5.5437
940,5.503,3.2605,5.503
950,5.4629,3.2335,5.4629
960,5.4235,3.2071,5.4235
970,5.3846,3.181,5.3846
980,5.3463,3.1554,5.3463
990,5.3086,3.1303,5.3086
1000,5.2715,3.1056,5.2715
1100,4.9284,2.8793,4.9284
1200,4.6295,2.6855,4.6295
1300,4.3669,2.5174,4.3669
1400,4.1341,2.3703,4.1341
1500,3.9263,2.2403,3.9263
1600,3.7397,2.1246,3.7397
1700,3.571,2.021,3.571
1800,3.4178,1.9275,3.4178
1900,3.278,1.8428,3.278
2000,3.1499,1.7656,3.1499
2100,3.032,1.695,3.032
2200,2.9232,1.6301,2.9232
2300,2.8224,1.5703,2.8224
2400,2.7287,1.515,2.7287
2500,2.6414,1.4637,2.6414
2600,2.5599,1.4159,2.5599
2700,2.4836,1.3714,2.4836
2800,2.412,1.3297,2.412
2900,2.3446,1.2906,2.3446
3000,2.2812,1.2539,2.2812
3100,2.2213,1.2193,2.2213
3200,2.1646,1.1867,2.1646
3300,2.111,1.1559,2.111
3400,2.0601,1.1268,2.0601
3500,2.0117,1.0991,2.0117
3600,1.9658,1.0729,1.9658
3700,1.922,1.048,1.922
3800,1.8802,1.0242,1.8802
3900,1.8403,1.0016,1.8403
4000,1.8022,0.98002,1.8022
4100,1.7657,0.95939,1.7657
4200,1.7308,0.93967,1.7308
4300,1.6973,0.92079,1.6973
4400,1.6651,0.9027,1.6651
4500,1.6343,0.88534,1.6343
4600,1.6046,0.86868,1.6046
4700,1.576,0.85267,1.576
4800,1.5485,0.83727,1.5485
4900,1.522,0.82245,1.522
5000,1.4965,0.80818,1.4965
