E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.3363,0,0,0
12,0.037246,0.007768,0.0081891
13,0.096664,0.036622,0.037518
14,0.15689,0.079209,0.080419
15,0.25545,0.13884,0.14074
16,0.39598,0.22583,0.22873
17,0.62659,0.34667,0.35164
18,1.0357,0.52595,0.5354
19,1.5948,0.78009,0.79586
20,2.1859,1.1061,1.1279
21,2.8038,1.4888,1.5166
22,3.4629,1.9213,1.9552
23,4.1712,2.4042,2.4449
24,4.8716,2.9266,2.9733
25,5.5647,3.4793,3.5315
26,6.2477,4.0547,4.1121
27,6.9105,4.641,4.703
28,7.5577,5.2354,5.3016
29,8.1875,5.8337,5.9037
30,8.793,6.4257,6.4992
31,9.3743,7.0074,7.0841
32,9.9317,7.5759,7.6555
33,10.4658,8.129,8.2115
34,10.9772,8.6654,8.7505
35,11.4666,9.1838,9.2715
36,11.9347,9.6837,9.7739
37,12.3825,10.1646,10.2573
38,12.8122,10.6285,10.7237
39,13.2249,11.0762,11.174
40,13.6197,11.5054,11.6057
41,13.9973,11.916,12.019
42,14.3591,12.309,12.4148
43,14.7189,12.6984,12.8072
44,15.067,13.0763,13.188
45,15.4047,13.4427,13.5575
46,15.7318,13.7976,13.9155
47,16.046,14.1375,14.2587
48,16.3479,14.4625,14.5873
49,16.6379,14.773,14.9017
50,16.9163,15.0694,15.2022
52,17.4406,15.6215,15.7634
54,17.9239,16.1224,16.2748
56,18.3694,16.5758,16.7402
58,18.7799,16.985,17.1632
60,19.1581,17.3536,17.5474
62,19.5063,17.6846,17.8963
64,19.8268,17.9812,18.2129
66,20.1216,18.246,18.5003
68,20.3927,18.4816,18.7611
70,20.6417,18.6905,18.9981
72,20.8703,18.8748,19.2134
74,21.08,19.0366,19.4095
76,21.2719,19.1777,19.5882
78,21.4475,19.2997,19.7514
80,21.6078,19.4044,19.9008
82,21.7539,19.493,20.0381
84,21.8868,19.567,20.1645
86,22.0073,19.6275,20.2815
88,22.1162,19.6756,20.3901
90,22.2145,19.7124,20.4914
92,22.3026,19.7388,20.5863
94,22.3814,19.7556,20.6755
96,22.4514,19.7636,20.7599
98,22.5132,19.7636,20.84
100,22.5673,19.7561,20.9163
110,22.7384,19.6279,21.2517
120,22.7779,19.3883,21.5214
130,22.7215,19.078,21.7202
140,22.5949,18.7241,21.8362
150,22.417,18.345,21.8649
160,22.2018,17.9532,21.8123
170,21.9596,17.5574,21.6912
180,21.6984,17.1634,21.5166
190,21.4243,16.7752,21.3026
200,21.1416,16.3952,21.061
210,20.8541,16.0253,20.801
220,20.5643,15.6664,20.5295
230,20.2743,15.3192,20.2516
240,19.9857,14.9837,19.971
250,19.6998,14.6601,19.6902
260,19.4173,14.3483,19.4111
270,19.1391,14.0478,19.1351
280,18.8656,13.7584,18.863
290,18.5971,13.4803,18.5955
300,18.334,13.213,18.333
310,18.0764,12.9556,18.0757
320,17.8244,12.7076,17.824
330,17.5781,12.4687,17.5778
340,17.3373,12.2385,17.3371
350,17.1022,12.0164,17.1021
360,16.8726,11.8023,16.8725
370,16.6484,11.5956,16.6484
380,16.4296,11.396,16.4296
390,16.2161,11.2033,16.2161
400,16.0076,11.017,16.0076
410,15.8042,10.8369,15.8042
420,15.6057,10.6627,15.6056
430,15.4118,10.4941,15.4118
440,15.2226,10.3309,15.2226
450,15.0379,10.1729,15.0379
460,14.8576,10.0197,14.8576
470,14.6814,9.8712,14.6814
480,14.5094,9.7272,14.5094
490,14.3414,9.5875,14.3414
500,14.1772,9.4518,14.1772
510,14.0167,9.3201,14.0167
520,13.8599,9.1922,13.8599
530,13.7066,9.0679,13.7066
540,13.5567,8.947,13.5567
550,13.4102,8.8295,13.4102
560,13.2668,8.7151,13.2668
570,13.1265,8.6038,13.1265
580,12.9893,8.4954,12.9893
590,12.855,8.3899,12.855
600,12.7235,8.2871,12.7235
610,12.5948,8.1868,12.5948
620,12.4687,8.0891,12.4687
630,12.3452,7.9938,12.3452
640,12.2243,7.9009,12.2243
650,12.1058,7.8101,12.1058
660,11.9897,7.7216,11.9897
670,11.8758,7.6351,11.8758
680,11.7642,7.5507,11.7642
690,11.6548,7.4684,11.6548
700,11.5475,7.3879,11.5475
710,11.4422,7.3093,11.4422
720,11.3389,7.2324,11.3389
730,11.2376,7.1572,11.2376
740,11.1382,7.0836,11.1382
750,11.0405,7.0116,11.0405
760,10.9447,6.9412,10.9447
770,10.8506,6.8722,10.8506
780,10.7582,6.8047,10.7582
790,10.6675,6.7385,10.6675
800,10.5783,6.6737,10.5783
810,10.4907,6.6103,10.4907
820,10.4046,6.548,10.4046
830,10.32,6.4871,10.32
840,10.2369,6.4273,10.2369
850,10.1551,6.3687,10.1551
860,10.0747,6.3111,10.0747
870,9.9957,6.2547,9.9957
880,9.918,6.1994,9.918
890,9.8415,6.1451,9.8415
900,9.7663,6.0917,9.7663
910,9.6922,6.0394,9.6922
920,9.6194,5.988,9.6194
930,9.5477,5.9375,9.5477
940,9.4771,5.8879,9.4771
950,9.4077,5.8392,9.4077
960,9.3393,5.7914,9.3393
970,9.2719,5.7443,9.2719
980,9.2056,5.6981,9.2056
990,9.1403,5.6527,9.1403
1000,9.076,5.608,9.076
1100,8.4818,5.1992,8.4818
1200,7.9649,4.8491,7.9649
1300,7.5108,4.5456,7.5108
1400,7.1087,4.2799,7.1087
1500,6.7499,4.0452,6.7499
1600,6.4277,3.8363,6.4277
1700,6.1367,3.6492,6.1367
1800,5.8725,3.4804,5.8725
1900,5.6315,3.3275,5.6315
2000,5.4107,3.1882,5.4107
2100,5.2076,3.0607,5.2076
2200,5.0201,2.9436,5.0201
2300,4.8465,2.8357,4.8465
2400,4.6852,2.7358,4.6852
2500,4.535,2.6432,4.535
2600,4.3947,2.557,4.3947
2700,4.2634,2.4765,4.2634
2800,4.1401,2.4013,4.1401
2900,4.0242,2.3307,4.0242
3000,3.9151,2.2644,3.9151
3100,3.8121,2.202,3.8121
3200,3.7146,2.1432,3.7146
3300,3.6224,2.0876,3.6224
3400,3.5349,2.0349,3.5349
3500,3.4518,1.985,3.4518
3600,3.3727,1.9377,3.3727
3700,3.2975,1.8927,3.2975
3800,3.2257,1.8498,3.2257
3900,3.1571,1.809,3.1571
4000,3.0916,1.77,3.0916
4100,3.0289,1.7328,3.0289
4200,2.9689,1.6972,2.9689
4300,2.9113,1.6631,2.9113
4400,2.8561,1.6304,2.8561
4500,2.8031,1.5991,2.8031
4600,2.7521,1.569,2.7521
4700,2.703,1.5401,2.703
4800,2.6558,1.5123,2.6558
4900,2.6103,1.4855,2.6103
5000,2.5664,1.4598,2.5664
