E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
8.9251,0,0,0
9,0.012189,0.000249,0.00055401
10,0.1849,0.044191,0.047987
11,0.42525,0.1496,0.15745
12,0.70371,0.31817,0.32977
13,0.97141,0.52372,0.53794
14,1.2506,0.75586,0.77244
15,1.609,1.0582,1.0777
16,2.0267,1.4297,1.452
17,2.4546,1.8417,1.8659
18,2.8636,2.2655,2.2904
19,3.2722,2.7035,2.7284
20,3.6889,3.1665,3.1906
21,4.0874,3.6251,3.6477
22,4.4779,4.0819,4.1023
23,4.8467,4.5246,4.5421
24,5.194,4.9497,4.9637
25,5.5202,5.3552,5.3652
26,5.8333,5.748,5.7535
27,6.1308,6.1251,6.1255
28,6.4172,6.4899,6.4848
29,6.6885,6.8377,6.8266
30,6.9437,7.1659,7.1485
31,7.1836,7.475,7.451
32,7.409,7.7653,7.7344
33,7.6206,8.0376,7.9995
34,7.8193,8.2924,8.247
35,8.0058,8.5307,8.4777
36,8.1807,8.7532,8.6924
37,8.346,8.9625,8.8936
38,8.5034,9.1613,9.084
39,8.6513,9.3471,9.2612
40,8.7902,9.5203,9.4257
41,8.9206,9.6816,9.5781
42,9.0429,9.8316,9.719
43,9.1577,9.971,9.8492
44,9.2654,10.1002,9.9691
45,9.3663,10.2199,10.0795
46,9.4608,10.3307,10.1807
47,9.5493,10.433,10.2734
48,9.6322,10.5273,10.3581
49,9.7096,10.6141,10.4352
50,9.782,10.6938,10.5052
52,9.9126,10.8335,10.6256
54,10.026,10.9495,10.7224
56,10.1239,11.0444,10.7984
58,10.208,11.1207,10.8562
60,10.2796,11.1804,10.8981
62,10.34,11.2254,10.9262
64,10.3903,11.2574,10.9422
66,10.4315,11.2777,10.9479
68,10.4644,11.2878,10.9447
70,10.4899,11.2887,10.9339
72,10.5087,11.2816,10.9168
74,10.5215,11.2672,10.8943
76,10.5287,11.2465,10.8675
78,10.5309,11.2202,10.8371
80,10.5286,11.1888,10.8037
82,10.5222,11.153,10.7681
84,10.512,11.1134,10.7306
86,10.4985,11.0703,10.6918
88,10.482,11.0241,10.6519
