E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
8.0486,0,0,0
9,0.20639,0.047361,0.051578
10,0.43078,0.16774,0.17515
11,0.64633,0.3251,0.33471
12,0.89091,0.52272,0.53442
13,1.1874,0.76667,0.78087
14,1.5601,1.046,1.0644
15,1.9959,1.3977,1.4205
16,2.4138,1.7805,1.806
17,2.8087,2.1752,2.2023
18,3.225,2.6143,2.6421
19,3.6393,3.0756,3.1028
20,4.0311,3.5301,3.5558
21,4.4387,4.0163,4.0392
22,4.8235,4.4888,4.5081
23,5.1853,4.9418,4.9567
24,5.5245,5.3726,5.3824
25,5.8419,5.7801,5.7843
26,6.1383,6.1637,6.1618
27,6.4149,6.5236,6.5153
28,6.6728,6.8604,6.8451
29,6.9136,7.1753,7.1527
30,7.1455,7.4777,7.4474
31,7.3621,7.7606,7.7222
32,7.5644,8.0245,7.9775
33,7.7533,8.2701,8.2143
34,7.9295,8.4984,8.4335
35,8.0938,8.7102,8.636
36,8.2471,8.9066,8.8227
37,8.3899,9.0883,8.9945
38,8.5229,9.2563,9.1524
39,8.6467,9.4114,9.2972
40,8.762,9.5543,9.4296
41,8.8692,9.6859,9.5504
42,8.9689,9.8068,9.6605
43,9.0615,9.9177,9.7604
44,9.1474,10.0192,9.8507
45,9.2271,10.112,9.9322
46,9.3009,10.1965,10.0054
47,9.3692,10.2734,10.0708
48,9.4323,10.343,10.129
49,9.4905,10.4058,10.1804
50,9.5442,10.4624,10.2254
52,9.6387,10.5581,10.2983
54,9.718,10.6329,10.3508
56,9.7836,10.6896,10.3856
58,9.837,10.7302,10.4053
60,9.8797,10.7568,10.4121
62,9.9127,10.771,10.408
64,9.9371,10.7744,10.3946
66,9.9538,10.7683,10.3737
68,9.9637,10.7539,10.3465
70,9.9674,10.7321,10.3142
72,9.9655,10.704,10.2779
74,9.9587,10.6702,10.2383
76,9.9475,10.6316,10.1964
78,9.9323,10.5887,10.1526
80,9.9136,10.5421,10.1074
82,9.8917,10.4923,10.0614
84,9.8669,10.4396,10.0147
86,9.8396,10.3846,9.9676
88,9.8099,10.3275,9.9204
90,9.7783,10.2687,9.8731
92,9.7448,10.2084,9.8257
94,9.7097,10.1468,9.7785
96,9.6731,10.0842,9.7314
98,9.6353,10.0208,9.6843
100,9.5963,9.9567,9.6374
110,9.3889,9.6311,9.4046
120,9.1689,9.3058,9.1739
130,8.9445,8.9885,8.9454
140,8.7208,8.6832,8.7204
150,8.5008,8.3919,8.5002
160,8.2865,8.1155,8.286
170,8.0791,7.8538,8.0787
180,7.8791,7.6065,7.8789
190,7.6869,7.373,7.6867
200,7.5023,7.1524,7.5022
210,7.3254,6.9441,7.3253
220,7.1558,6.7472,7.1558
230,6.9934,6.5609,6.9934
240,6.8379,6.3846,6.8379
