E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.9244,0,0,0
11,0.0052358,0.002003,0.00216
12,0.078596,0.041869,0.043732
13,0.15518,0.093688,0.096946
14,0.2823,0.19038,0.19547
15,0.41065,0.29888,0.30533
16,0.58116,0.43713,0.44581
17,0.78635,0.61134,0.62236
18,0.9932,0.7974,0.81027
19,1.2131,1.0016,1.0161
20,1.4249,1.2074,1.223
21,1.6273,1.4106,1.4268
22,1.8195,1.6084,1.6248
23,2.0013,1.7991,1.8155
24,2.1903,2.0082,2.0237
25,2.3769,2.2222,2.2359
26,2.5545,2.4274,2.4391
27,2.723,2.6226,2.6322
28,2.8827,2.8075,2.815
29,3.0338,2.9821,2.9874
30,3.1765,3.1464,3.1497
31,3.3114,3.3007,3.3019
32,3.4388,3.4455,3.4447
33,3.5589,3.581,3.5783
34,3.6723,3.7076,3.7031
35,3.7792,3.8259,3.8197
36,3.8801,3.9362,3.9285
37,3.9752,4.039,4.0298
38,4.0648,4.1346,4.1242
39,4.1494,4.2235,4.212
40,4.229,4.3061,4.2937
41,4.3041,4.3827,4.3695
42,4.3749,4.4537,4.44
43,4.4416,4.5194,4.5053
44,4.5045,4.5801,4.5659
45,4.5637,4.6362,4.6221
46,4.6194,4.6879,4.6741
47,4.6719,4.7355,4.7222
48,4.7213,4.7792,4.7666
49,4.7678,4.8193,4.8077
50,4.8115,4.8559,4.8456
52,4.8913,4.9198,4.9127
54,4.9616,4.9724,4.9695
56,5.0234,5.015,5.0174
58,5.0777,5.0488,5.0576
60,5.125,5.0748,5.0911
62,5.1662,5.0939,5.1188
64,5.2017,5.107,5.1416
66,5.2321,5.1146,5.1601
68,5.2579,5.1175,5.175
70,5.2795,5.1163,5.1867
72,5.2973,5.1113,5.1958
74,5.3116,5.103,5.2026
76,5.3228,5.0919,5.2073
78,5.3311,5.0782,5.2104
80,5.3368,5.0623,5.2121
82,5.3401,5.0444,5.2124
84,5.3412,5.0248,5.2116
86,5.3403,5.0036,5.2098
88,5.3376,4.9811,5.2071
90,5.3333,4.9575,5.2036
92,5.3274,4.9329,5.1993
94,5.3201,4.9074,5.1943
96,5.3116,4.8811,5.1885
98,5.302,4.8542,5.1822
100,5.2913,4.8268,5.1751
110,5.2248,4.6843,5.1307
120,5.1431,4.5382,5.0719
130,5.0522,4.3932,5.0009
140,4.956,4.2521,4.9203
150,4.8573,4.1162,4.8331
160,4.758,3.9862,4.7419
170,4.6594,3.8625,4.6487
180,4.5622,3.745,4.5553
190,4.4671,3.6337,4.4626
200,4.3744,3.5282,4.3715
210,4.2844,3.4282,4.2825
220,4.1971,3.3335,4.1959
230,4.1126,3.2436,4.1118
240,4.0309,3.1584,4.0304
250,3.952,3.0775,3.9517
260,3.8759,3.0007,3.8757
270,3.8024,2.9276,3.8022
280,3.7314,2.858,3.7313
290,3.6629,2.7919,3.6629
300,3.5968,2.7289,3.5968
310,3.533,2.6687,3.533
320,3.4714,2.6112,3.4714
330,3.4119,2.5562,3.4118
340,3.3543,2.5036,3.3543
350,3.2987,2.4532,3.2987
360,3.2449,2.4048,3.2449
370,3.1929,2.3584,3.1929
380,3.1426,2.3139,3.1426
390,3.0938,2.271,3.0938
400,3.0466,2.2299,3.0466
410,3.0009,2.1902,3.0009
420,2.9565,2.152,2.9565
430,2.9135,2.1152,2.9135
440,2.8718,2.0797,2.8718
450,2.8313,2.0454,2.8313
460,2.7919,2.0123,2.7919
470,2.7537,1.9803,2.7537
480,2.7166,1.9494,2.7166
490,2.6805,1.9195,2.6805
500,2.6454,1.8905,2.6454
510,2.6113,1.8625,2.6113
520,2.578,1.8353,2.578
530,2.5457,1.8089,2.5457
540,2.5142,1.7834,2.5142
550,2.4835,1.7586,2.4835
560,2.4536,1.7346,2.4536
570,2.4244,1.7112,2.4244
580,2.396,1.6885,2.396
590,2.3683,1.6664,2.3683
600,2.3412,1.6449,2.3412
610,2.3148,1.6241,2.3148
620,2.289,1.6037,2.289
630,2.2638,1.5839,2.2638
640,2.2392,1.5647,2.2392
650,2.2152,1.5459,2.2152
660,2.1917,1.5276,2.1917
670,2.1687,1.5097,2.1687
680,2.1462,1.4923,2.1462
690,2.1242,1.4753,2.1242
700,2.1027,1.4587,2.1027
710,2.0817,1.4425,2.0817
720,2.0611,1.4267,2.0611
730,2.0409,1.4113,2.0409
740,2.0212,1.3962,2.0212
750,2.0018,1.3814,2.0018
760,1.9828,1.367,1.9828
770,1.9643,1.3529,1.9643
780,1.9461,1.3391,1.9461
790,1.9282,1.3256,1.9282
800,1.9107,1.3124,1.9107
810,1.8935,1.2994,1.8935
820,1.8767,1.2868,1.8767
830,1.8601,1.2744,1.8601
840,1.8439,1.2622,1.8439
850,1.828,1.2503,1.828
860,1.8124,1.2387,1.8124
870,1.797,1.2272,1.797
