E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.754,0,0,0
13,0.0095571,0.000563,0.00076695
14,0.067134,0.015425,0.016643
15,0.17707,0.064357,0.067116
16,0.29585,0.13943,0.14341
17,0.49703,0.24531,0.25197
18,0.86609,0.40053,0.41331
19,1.3525,0.6231,0.6439
20,1.868,0.90643,0.93492
21,2.4324,1.2409,1.2775
22,3.0505,1.6267,1.6722
23,3.7035,2.0614,2.1159
24,4.3538,2.5361,2.5988
25,5.0002,3.0422,3.1123
26,5.6337,3.5699,3.6467
27,6.2511,4.1114,4.1941
28,6.8574,4.6667,4.7545
29,7.443,5.2228,5.3152
30,8.0118,5.7796,5.876
31,8.5585,6.3286,6.4286
32,9.0832,6.8667,6.9699
33,9.5863,7.3916,7.4977
34,10.0683,7.9017,8.0105
35,10.53,8.3959,8.5071
36,10.972,8.8732,8.9867
37,11.3949,9.3333,9.449
38,11.7996,9.7758,9.8936
39,12.1868,10.2007,10.3207
40,12.5572,10.6081,10.7302
41,12.9116,10.9981,11.1225
42,13.2512,11.3717,11.4984
43,13.587,11.7392,11.8684
44,13.9145,12.0977,12.2295
45,14.235,12.4495,12.5838
46,14.5435,12.7877,12.9247
47,14.84,13.1119,13.2516
48,15.1249,13.422,13.5648
49,15.3987,13.7185,13.8645
50,15.6617,14.0018,14.1512
52,16.1571,14.5299,14.6872
54,16.6142,15.0097,15.1762
56,17.0358,15.4445,15.6216
58,17.4246,15.8377,16.027
60,17.783,16.1924,16.3956
62,18.1132,16.5115,16.7305
64,18.4175,16.7978,17.0348
66,18.6976,17.0541,17.311
68,18.9554,17.2826,17.5619
70,19.1925,17.4857,17.7897
72,19.4103,17.6653,17.9967
74,19.6103,17.8235,18.1849
76,19.7936,17.962,18.3562
78,19.9615,18.0823,18.5122
80,20.115,18.186,18.6545
82,20.2551,18.2744,18.7846
84,20.3828,18.3488,18.9038
86,20.4987,18.4103,19.0132
88,20.6039,18.4599,19.114
90,20.6988,18.4987,19.207
92,20.7843,18.5274,19.2932
94,20.8609,18.547,19.3733
96,20.9292,18.5582,19.448
98,20.9898,18.5616,19.5179
100,21.0431,18.5579,19.5835
110,21.2154,18.4516,19.8606
120,21.263,18.2378,20.0716
130,21.2196,17.955,20.2237
140,21.1094,17.6293,20.3133
150,20.9502,17.2786,20.3372
160,20.7552,16.9148,20.2972
170,20.5343,16.5463,20.2
180,20.295,16.1788,20.0553
190,20.0429,15.816,19.8734
200,19.7825,15.4606,19.6638
210,19.517,15.1142,19.4346
220,19.249,14.7779,19.1921
230,18.9805,14.4522,18.9415
240,18.7131,14.1374,18.6863
250,18.4479,13.8336,18.4296
260,18.1857,13.5406,18.1732
270,17.9272,13.2583,17.9188
280,17.673,12.9863,17.6672
290,17.4234,12.7246,17.4195
300,17.1786,12.4727,17.1759
310,16.9388,12.2302,16.937
320,16.7041,11.9965,16.7029
330,16.4746,11.7712,16.4738
340,16.2503,11.5541,16.2498
350,16.0311,11.3447,16.0308
360,15.8171,11.1427,15.8168
370,15.608,10.9477,15.6078
380,15.4039,10.7594,15.4038
390,15.2046,10.5775,15.2046
400,15.0101,10.4017,15.0101
410,14.8202,10.2317,14.8202
420,14.6348,10.0673,14.6348
430,14.4538,9.9081,14.4538
440,14.2771,9.7541,14.2771
450,14.1046,9.6048,14.1046
460,13.9361,9.4602,13.9361
470,13.7715,9.32,13.7715
480,13.6107,9.184,13.6107
490,13.4537,9.0521,13.4537
500,13.3002,8.924,13.3002
510,13.1502,8.7996,13.1502
520,13.0036,8.6788,13.0036
530,12.8602,8.5614,12.8602
540,12.72,8.4472,12.72
550,12.5829,8.3362,12.5829
560,12.4488,8.2281,12.4488
570,12.3176,8.123,12.3176
580,12.1892,8.0206,12.1892
590,12.0636,7.9209,12.0636
600,11.9405,7.8237,11.9405
610,11.8201,7.729,11.8201
620,11.7021,7.6367,11.7021
630,11.5865,7.5466,11.5865
640,11.4733,7.4588,11.4733
650,11.3624,7.3731,11.3624
660,11.2537,7.2894,11.2537
670,11.1471,7.2077,11.1471
680,11.0426,7.128,11.0426
690,10.9401,7.0501,10.9401
700,10.8397,6.9741,10.8397
710,10.7411,6.8997,10.7411
720,10.6444,6.827,10.6444
730,10.5495,6.756,10.5495
740,10.4563,6.6864,10.4563
750,10.3649,6.6184,10.3649
760,10.2751,6.5518,10.2751
770,10.187,6.4866,10.187
780,10.1004,6.4228,10.1004
790,10.0154,6.3603,10.0154
800,9.9319,6.299,9.9319
810,9.8498,6.239,9.8498
820,9.7691,6.1802,9.7691
830,9.6899,6.1226,9.6899
840,9.6119,6.0661,9.6119
850,9.5353,6.0107,9.5353
860,9.46,5.9563,9.46
870,9.3859,5.903,9.3859
880,9.3131,5.8507,9.3131
890,9.2414,5.7993,9.2414
900,9.1709,5.7489,9.1709
910,9.1015,5.6995,9.1015
920,9.0332,5.6509,9.0332
930,8.9661,5.6032,8.9661
940,8.8999,5.5563,8.8999
950,8.8348,5.5103,8.8348
960,8.7707,5.465,8.7707
970,8.7075,5.4206,8.7075
980,8.6454,5.3769,8.6454
990,8.5841,5.334,8.5841
1000,8.5238,5.2917,8.5238
1100,7.9667,4.9054,7.9667
1200,7.4818,4.5746,7.4818
1300,7.0559,4.2878,7.0559
1400,6.6786,4.0368,6.6786
1500,6.3419,3.8151,6.3419
1600,6.0395,3.6178,6.0395
1700,5.7664,3.4411,5.7664
1800,5.5184,3.2817,5.5184
