E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.0105,0,0,0
12,0.056644,0.019219,0.019713
13,0.15334,0.068764,0.069932
14,0.26132,0.14688,0.14853
15,0.36813,0.24185,0.24376
16,0.47151,0.34609,0.34807
17,0.59196,0.45582,0.45807
18,0.79548,0.58048,0.58419
19,1.0688,0.7327,0.73877
20,1.3465,0.91013,0.91837
21,1.6667,1.1106,1.1215
22,2.0017,1.3353,1.3491
23,2.3466,1.5814,1.5979
24,2.6934,1.8462,1.8653
25,3.0391,2.1258,2.1473
26,3.3739,2.4118,2.4355
27,3.697,2.6999,2.7256
28,4.0078,2.987,3.0145
29,4.3063,3.2707,3.2999
30,4.5924,3.5491,3.5798
31,4.8697,3.8234,3.8555
32,5.1381,4.0931,4.1266
33,5.395,4.3551,4.39
34,5.6409,4.6089,4.6451
35,5.8761,4.8538,4.8912
36,6.1009,5.0896,5.1283
37,6.3159,5.3162,5.3561
38,6.5214,5.5334,5.5747
39,6.7177,5.7415,5.784
40,6.9054,5.9403,5.9843
41,7.0847,6.1302,6.1756
42,7.2578,6.3129,6.3598
43,7.4276,6.4915,6.54
44,7.595,6.6677,6.7179
45,7.7569,6.8384,6.8903
46,7.9124,7.0018,7.0555
47,8.0616,7.158,7.2137
48,8.2049,7.3072,7.3648
49,8.3425,7.4494,7.5092
50,8.4745,7.5849,7.6471
52,8.7227,7.8367,7.9041
54,8.9513,8.0644,8.1377
56,9.1616,8.2696,8.3497
58,9.3551,8.4542,8.542
60,9.533,8.6197,8.7164
62,9.6966,8.7677,8.8743
64,9.8469,8.8996,9.0173
66,9.9849,9.0167,9.1469
68,10.1115,9.1203,9.2644
70,10.2276,9.2114,9.371
72,10.3339,9.2912,9.4679
74,10.4311,9.3605,9.556
76,10.5199,9.4202,9.6364
78,10.6009,9.4712,9.71
80,10.6746,9.5142,9.7774
82,10.7415,9.5498,9.8396
84,10.8021,9.5786,9.8971
86,10.8569,9.6013,9.9505
88,10.9061,9.6183,10.0005
90,10.9503,9.6301,10.0474
92,10.9896,9.6372,10.0916
94,11.0245,9.6399,10.1336
96,11.0553,9.6387,10.1737
98,11.0821,9.6337,10.212
100,11.1053,9.6255,10.2488
110,11.1743,9.543,10.4142
120,11.1813,9.4109,10.5501
130,11.1432,9.2478,10.6498
140,11.0723,9.066,10.7059
150,10.9776,8.8741,10.7162
160,10.8657,8.6775,10.6848
170,10.7415,8.4803,10.6191
180,10.6087,8.2849,10.5273
190,10.4703,8.0931,10.4167
200,10.3282,7.906,10.2933
210,10.1842,7.7243,10.1616
220,10.0396,7.5484,10.0249
230,9.8952,7.3785,9.8857
240,9.7517,7.2146,9.7457
250,9.6099,7.0567,9.606
260,9.4699,6.9047,9.4675
270,9.3323,6.7585,9.3307
280,9.1971,6.6178,9.1961
290,9.0646,6.4826,9.064
300,8.9348,6.3526,8.9344
310,8.8079,6.2276,8.8076
320,8.6838,6.1072,8.6836
330,8.5625,5.9913,8.5624
340,8.4441,5.8796,8.4441
350,8.3285,5.772,8.3285
360,8.2157,5.6682,8.2157
370,8.1056,5.5681,8.1056
380,7.9982,5.4715,7.9982
390,7.8935,5.3782,7.8935
400,7.7912,5.2881,7.7912
410,7.6915,5.201,7.6915
420,7.5942,5.1168,7.5942
430,7.4992,5.0353,7.4992
440,7.4065,4.9565,7.4065
450,7.3161,4.8801,7.3161
460,7.2278,4.8062,7.2278
470,7.1416,4.7345,7.1416
480,7.0574,4.665,7.0574
490,6.9752,4.5975,6.9752
500,6.8949,4.5321,6.8949
510,6.8164,4.4686,6.8164
520,6.7397,4.4069,6.7397
530,6.6648,4.3469,6.6648
540,6.5916,4.2886,6.5916
550,6.5199,4.232,6.5199
560,6.4499,4.1769,6.4499
570,6.3814,4.1232,6.3814
580,6.3143,4.071,6.3143
590,6.2487,4.0201,6.2487
600,6.1845,3.9706,6.1845
610,6.1217,3.9223,6.1217
620,6.0602,3.8753,6.0602
630,5.9999,3.8294,5.9999
640,5.9409,3.7846,5.9409
650,5.883,3.7409,5.883
660,5.8264,3.6983,5.8264
670,5.7708,3.6567,5.7708
680,5.7164,3.6161,5.7164
690,5.663,3.5764,5.663
700,5.6107,3.5377,5.6107
710,5.5593,3.4998,5.5593
720,5.509,3.4628,5.509
730,5.4595,3.4266,5.4595
740,5.4111,3.3911,5.4111
750,5.3635,3.3565,5.3635
760,5.3168,3.3226,5.3168
770,5.2709,3.2894,5.2709
780,5.2258,3.2569,5.2258
790,5.1816,3.2251,5.1816
800,5.1382,3.1939,5.1382
810,5.0955,3.1634,5.0955
820,5.0535,3.1334,5.0535
830,5.0123,3.1041,5.0123
840,4.9718,3.0754,4.9718
850,4.932,3.0472,4.932
860,4.8928,3.0195,4.8928
870,4.8543,2.9924,4.8543
880,4.8164,2.9658,4.8164
890,4.7792,2.9396,4.7792
900,4.7426,2.914,4.7426
910,4.7065,2.8888,4.7065
920,4.671,2.8641,4.671
930,4.6361,2.8399,4.6361
940,4.6018,2.816,4.6018
950,4.5679,2.7926,4.5679
960,4.5346,2.7696,4.5346
970,4.5019,2.747,4.5019
980,4.4696,2.7248,4.4696
990,4.4378,2.703,4.4378
1000,4.4064,2.6815,4.4064
1100,4.1173,2.4852,4.1173
1200,3.8658,2.3171,3.8658
1300,3.6449,2.1715,3.6449
1400,3.4494,2.044,3.4494
1500,3.275,1.9315,3.275
1600,3.1184,1.8314,3.1184
1700,2.977,1.7417,2.977
1800,2.8486,1.6609,2.8486
1900,2.7315,1.5876,2.7315
2000,2.6242,1.521,2.6242
2100,2.5256,1.46,2.5256
2200,2.4345,1.4039,2.4345
2300,2.3502,1.3523,2.3502
2400,2.2719,1.3045,2.2719
2500,2.199,1.2602,2.199
2600,2.1309,1.219,2.1309
2700,2.0671,1.1805,2.0671
2800,2.0073,1.1445,2.0073
2900,1.9511,1.1108,1.9511
3000,1.8981,1.0791,1.8981
3100,1.8481,1.0493,1.8481
3200,1.8008,1.0212,1.8008
3300,1.756,0.99465,1.756
3400,1.7136,0.96951,1.7136
3500,1.6732,0.94568,1.6732
3600,1.6349,0.92307,1.6349
3700,1.5984,0.90157,1.5984
3800,1.5635,0.88111,1.5635
3900,1.5303,0.86161,1.5303
4000,1.4985,0.843,1.4985
4100,1.4681,0.82523,1.4681
4200,1.4389,0.80823,1.4389
4300,1.411,0.79196,1.411
4400,1.3842,0.77637,1.3842
4500,1.3585,0.76142,1.3585
4600,1.3338,0.74706,1.3338
4700,1.31,0.73327,1.31
4800,1.2871,0.72001,1.2871
4900,1.265,0.70724,1.265
5000,1.2437,0.69495,1.2437
