E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.6817,0,0,0
10,0.042768,0.003426,0.0050422
11,0.18464,0.050942,0.056713
12,0.43417,0.14891,0.16184
13,0.90069,0.40482,0.42844
14,1.3804,0.75048,0.782
15,1.9062,1.1468,1.1867
16,2.4598,1.5944,1.6421
17,2.9872,2.0714,2.1244
18,3.4842,2.5593,2.6155
19,3.9493,3.0451,3.1029
20,4.3826,3.5202,3.578
21,4.7891,3.9797,4.0366
22,5.1961,4.4336,4.4898
23,5.5766,4.8741,4.9284
24,5.9317,5.2977,5.3491
25,6.2627,5.7024,5.7501
26,6.5709,6.0872,6.1304
27,6.8673,6.4598,6.4979
28,7.1439,6.8137,6.846
29,7.4081,7.1556,7.1815
30,7.6603,7.4864,7.5051
31,7.9,7.8051,7.8157
32,8.1246,8.1062,8.1083
33,8.3349,8.3899,8.3831
34,8.5318,8.6566,8.6405
35,8.716,8.9071,8.8813
36,8.8882,9.1418,9.106
37,9.0492,9.3615,9.3155
38,9.1997,9.5669,9.5104
39,9.3402,9.7587,9.6914
40,9.4714,9.9375,9.8593
41,9.5939,10.1041,10.0147
42,9.7081,10.2591,10.1584
43,9.8145,10.4031,10.2909
44,9.9136,10.5368,10.413
45,10.0059,10.6607,10.5251
46,10.0918,10.7753,10.6279
47,10.1715,10.8812,10.7219
48,10.2455,10.9789,10.8075
49,10.3141,11.0688,10.8854
50,10.3777,11.1514,10.9559
52,10.4906,11.2964,11.0767
54,10.5865,11.4168,11.173
56,10.6672,11.5155,11.2479
58,10.7343,11.5948,11.3038
60,10.7892,11.6569,11.3431
62,10.8333,11.7038,11.3679
64,10.8676,11.7371,11.3801
66,10.8933,11.7584,11.3814
68,10.9111,11.769,11.3732
70,10.9218,11.7701,11.3569
72,10.9263,11.7628,11.3337
74,10.9251,11.7479,11.3047
76,10.9188,11.7265,11.2708
78,10.9079,11.6991,11.2328
80,10.8929,11.6666,11.1914
82,10.8742,11.6294,11.1473
84,10.8521,11.5882,11.101
86,10.827,11.5433,11.053
88,10.7992,11.4953,11.0036
90,10.769,11.4445,10.9532
92,10.7366,11.3913,10.902
94,10.7023,11.336,10.8504
96,10.6662,11.2788,10.7983
98,10.6286,11.2201,10.7461
100,10.5895,11.16,10.6938
110,10.3784,10.8454,10.4334
120,10.1506,10.5198,10.1779
130,9.9155,10.1946,9.9282
140,9.6792,9.8762,9.6846
150,9.4453,9.5683,9.4474
160,9.2164,9.2729,9.217
170,8.9938,8.9908,8.9938
180,8.7785,8.7223,8.7783
190,8.5709,8.4672,8.5707
200,8.3711,8.2249,8.3709
210,8.179,7.995,8.1789
220,7.9947,7.7768,7.9946
230,7.8177,7.5697,7.8177
240,7.648,7.373,7.6479
250,7.4851,7.186,7.4851
260,7.3288,7.0081,7.3288
270,7.1787,6.8388,7.1787
280,7.0346,6.6774,7.0346
290,6.8962,6.5244,6.8962
300,6.7632,6.3784,6.7632
310,6.6352,6.2391,6.6352
320,6.5121,6.1058,6.5121
330,6.3936,5.9784,6.3936
340,6.2794,5.8563,6.2794
350,6.1693,5.7393,6.1693
360,6.0632,5.6271,6.0632
370,5.9608,5.5193,5.9608
380,5.862,5.4158,5.862
390,5.7665,5.3163,5.7665
400,5.6742,5.2205,5.6742
410,5.585,5.1283,5.585
420,5.4986,5.0395,5.4986
430,5.415,4.9538,5.415
440,5.3341,4.8711,5.3341
450,5.2556,4.7913,5.2556
460,5.1796,4.7142,5.1796
470,5.1059,4.6397,5.1059
480,5.0343,4.5676,5.0343
490,4.9648,4.4978,4.9648
500,4.8974,4.4303,4.8974
510,4.8318,4.3649,4.8318
520,4.7681,4.3014,4.7681
530,4.7062,4.24,4.7062
540,4.6459,4.1803,4.6459
550,4.5873,4.1224,4.5873
560,4.5302,4.0661,4.5302
570,4.4746,4.0115,4.4746
580,4.4204,3.9584,4.4204
590,4.3676,3.9068,4.3676
600,4.3162,3.8566,4.3162
610,4.266,3.8077,4.266
620,4.2171,3.7601,4.2171
630,4.1693,3.7138,4.1693
640,4.1227,3.6687,4.1227
650,4.0771,3.6247,4.0771
660,4.0327,3.5818,4.0327
670,3.9892,3.54,3.9892
680,3.9468,3.4992,3.9468
690,3.9053,3.4594,3.9053
700,3.8647,3.4205,3.8647
710,3.825,3.3826,3.825
720,3.7862,3.3456,3.7862
730,3.7482,3.3094,3.7482
740,3.711,3.274,3.711
750,3.6746,3.2394,3.6746
760,3.639,3.2056,3.639
770,3.6041,3.1725,3.6041
780,3.5699,3.1402,3.5699
790,3.5363,3.1085,3.5363
800,3.5035,3.0775,3.5035
810,3.4713,3.0472,3.4713
820,3.4397,3.0175,3.4397
830,3.4087,2.9884,3.4087
840,3.3784,2.9599,3.3784
850,3.3486,2.9319,3.3486
860,3.3193,2.9046,3.3193
870,3.2906,2.8777,3.2906
880,3.2624,2.8514,3.2624
890,3.2348,2.8256,3.2348
900,3.2076,2.8003,3.2076
910,3.1809,2.7754,3.1809
920,3.1547,2.7511,3.1547
930,3.1289,2.7271,3.1289
940,3.1036,2.7036,3.1036
950,3.0788,2.6806,3.0788
960,3.0543,2.6579,3.0543
970,3.0303,2.6357,3.0303
980,3.0066,2.6139,3.0066
990,2.9834,2.5924,2.9834
1000,2.9605,2.5713,2.9605
1100,2.7509,2.3788,2.7509
1200,2.5708,2.2146,2.5708
1300,2.4141,2.0728,2.4141
1400,2.2766,1.9491,2.2766
1500,2.1548,1.84,2.1548
1600,2.0461,1.7432,2.0461
1700,1.9485,1.6566,1.9485
1800,1.8604,1.5787,1.8604
1900,1.7804,1.5082,1.7804
2000,1.7074,1.4441,1.7074
2100,1.6405,1.3855,1.6405
2200,1.579,1.3317,1.579
2300,1.5221,1.2822,1.5221
2400,1.4695,1.2364,1.4695
2500,1.4206,1.194,1.4206
2600,1.3751,1.1546,1.3751
2700,1.3326,1.1178,1.3326
2800,1.2927,1.0834,1.2927
2900,1.2554,1.0512,1.2554
3000,1.2202,1.021,1.2202
3100,1.1871,0.99252,1.1871
3200,1.1559,0.96571,1.1559
3300,1.1263,0.94039,1.1263
3400,1.0983,0.91643,1.0983
3500,1.0718,0.89374,1.0718
3600,1.0466,0.87221,1.0466
3700,1.0226,0.85174,1.0226
3800,0.99976,0.83227,0.99976
3900,0.97797,0.81373,0.97797
