E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.5022,0,0,0
12,0.02627,0.004744,0.0050706
13,0.082209,0.026759,0.027637
14,0.13942,0.060061,0.061372
15,0.19578,0.10015,0.1018
16,0.25399,0.14401,0.14599
17,0.39171,0.2008,0.20439
18,0.62289,0.29152,0.29802
19,0.92852,0.42233,0.43268
20,1.2588,0.59467,0.60885
21,1.5865,0.79566,0.81327
22,1.9395,1.0201,1.0415
23,2.3157,1.2707,1.296
24,2.6923,1.5423,1.5714
25,3.0599,1.8281,1.8606
26,3.4219,2.1256,2.1613
27,3.7772,2.4317,2.4704
28,4.1239,2.7431,2.7845
29,4.4577,3.0537,3.0975
30,4.7783,3.3606,3.4068
31,5.0859,3.6622,3.7106
32,5.3807,3.9568,4.0073
33,5.6629,4.2434,4.2959
34,5.933,4.5213,4.5757
35,6.1913,4.7899,4.8462
36,6.4383,5.0488,5.107
37,6.6744,5.2978,5.3579
38,6.9021,5.5399,5.6019
39,7.121,5.7744,5.8383
40,7.3305,5.9993,6.0651
41,7.5308,6.2146,6.2825
42,7.7227,6.4207,6.4906
43,7.9138,6.6249,6.6971
44,8.0974,6.8212,6.8956
45,8.2757,7.012,7.0887
46,8.4484,7.1968,7.276
47,8.6143,7.3739,7.4556
48,8.7736,7.5431,7.6276
49,8.9266,7.7048,7.7921
50,9.0734,7.8592,7.9495
52,9.3498,8.1467,8.2437
54,9.6045,8.4076,8.5121
56,9.8391,8.6437,8.7566
58,10.0551,8.8568,8.9792
60,10.2539,9.0488,9.1818
62,10.4369,9.2212,9.3661
64,10.6052,9.3756,9.5338
66,10.7599,9.5135,9.6864
68,10.902,9.6362,9.8254
70,11.0324,9.745,9.9521
72,11.1521,9.841,10.0678
74,11.2617,9.9253,10.1735
76,11.3619,9.9987,10.2703
78,11.4535,10.0623,10.3593
80,11.537,10.1168,10.4412
82,11.613,10.1629,10.5169
84,11.682,10.2014,10.5871
86,11.7445,10.2329,10.6525
88,11.8009,10.258,10.7137
90,11.8516,10.2771,10.7712
92,11.8971,10.2908,10.8254
94,11.9375,10.2995,10.8767
96,11.9734,10.3037,10.9256
98,12.0049,10.3036,10.9722
100,12.0323,10.2997,11.0169
110,12.1173,10.2328,11.216
120,12.133,10.1079,11.3787
130,12.0984,9.946,11.5009
140,12.0271,9.7615,11.5757
150,11.9289,9.5639,11.6008
160,11.8113,9.3596,11.5798
170,11.6798,9.1533,11.52
180,11.5385,8.9479,11.43
190,11.3905,8.7455,11.3177
200,11.2383,8.5474,11.1899
210,11.0837,8.3546,11.0517
220,10.928,8.1675,10.907
230,10.7725,7.9864,10.7587
240,10.6178,7.8116,10.6088
250,10.4646,7.6429,10.4587
260,10.3134,7.4803,10.3096
270,10.1646,7.3236,10.1621
280,10.0184,7.1728,10.0167
290,9.8749,7.0278,9.8739
300,9.7344,6.8883,9.7337
310,9.5968,6.754,9.5964
320,9.4623,6.6247,9.462
330,9.3308,6.5001,9.3306
340,9.2024,6.38,9.2023
350,9.077,6.2642,9.0769
360,8.9545,6.1524,8.9545
370,8.8351,6.0446,8.835
380,8.7184,5.9405,8.7184
390,8.6046,5.84,8.6046
400,8.4936,5.7428,8.4936
410,8.3852,5.6489,8.3852
420,8.2795,5.558,8.2795
430,8.1763,5.4701,8.1763
440,8.0755,5.385,8.0755
450,7.9772,5.3026,7.9772
460,7.8812,5.2227,7.8812
470,7.7875,5.1452,7.7875
480,7.6959,5.0701,7.6959
490,7.6065,4.9972,7.6065
500,7.5192,4.9265,7.5192
510,7.4338,4.8578,7.4338
520,7.3504,4.7911,7.3504
530,7.2689,4.7262,7.2689
540,7.1892,4.6632,7.1892
550,7.1112,4.6019,7.1112
560,7.035,4.5423,7.035
570,6.9604,4.4843,6.9604
580,6.8875,4.4278,6.8875
590,6.8161,4.3727,6.8161
600,6.7462,4.3191,6.7462
