E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.1503,0,0,0
11,0.066599,0.015383,0.015984
12,0.14933,0.063534,0.064591
13,0.23187,0.1318,0.1331
14,0.31156,0.21116,0.21252
15,0.38717,0.29556,0.29686
16,0.45819,0.38101,0.38217
17,0.54497,0.46715,0.46838
18,0.69497,0.56369,0.56586
19,0.87598,0.67602,0.67948
20,1.0726,0.80343,0.80832
21,1.291,0.94657,0.95314
22,1.5214,1.1042,1.1126
23,1.7558,1.2751,1.2852
24,1.9926,1.4577,1.4695
25,2.2234,1.647,1.6603
26,2.4464,1.8392,1.8539
27,2.6611,2.0319,2.0479
28,2.8728,2.2276,2.2449
29,3.0781,2.4234,2.4417
30,3.2751,2.6158,2.6352
31,3.4639,2.8039,2.8243
32,3.6446,2.9869,3.0082
33,3.8174,3.1641,3.1863
34,3.9826,3.3353,3.3583
35,4.1405,3.5001,3.524
36,4.2913,3.6584,3.6832
37,4.4353,3.8102,3.8359
38,4.5728,3.9555,3.9821
39,4.7041,4.0944,4.1218
40,4.8294,4.2269,4.2553
41,4.9491,4.3531,4.3826
42,5.0646,4.4744,4.505
43,5.1777,4.5928,4.6246
44,5.2884,4.7086,4.7416
45,5.396,4.8213,4.8555
46,5.4993,4.929,4.9646
47,5.5983,5.0318,5.0688
48,5.6933,5.1297,5.1683
49,5.7845,5.223,5.2632
50,5.8718,5.3118,5.3538
52,6.036,5.4763,5.5222
54,6.1868,5.6245,5.675
56,6.3254,5.7577,5.8134
58,6.4527,5.8769,5.9387
60,6.5695,5.9835,6.0521
62,6.6767,6.0783,6.1547
64,6.775,6.1624,6.2476
66,6.8651,6.2366,6.3318
68,6.9476,6.3019,6.4081
70,7.023,6.3589,6.4774
72,7.0919,6.4084,6.5405
74,7.1547,6.4509,6.5981
76,7.2119,6.4872,6.6509
78,7.2639,6.5177,6.6994
80,7.311,6.5429,6.7443
82,7.3537,6.5632,6.7859
84,7.3921,6.5792,6.8247
86,7.4267,6.5911,6.8612
88,7.4576,6.5993,6.8955
90,7.4851,6.6041,6.9281
92,7.5095,6.6058,6.9591
94,7.5309,6.6047,6.9887
96,7.5495,6.601,7.0171
98,7.5656,6.5949,7.0445
100,7.5793,6.5867,7.0708
110,7.6167,6.5192,7.1876
120,7.6134,6.42,7.2772
130,7.5806,6.3015,7.3333
140,7.5265,6.1716,7.3534
