E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.8207,0,0,0
13,0.0064551,0.00097,0.001092
14,0.044482,0.014022,0.014726
15,0.084197,0.036332,0.037481
16,0.12401,0.064597,0.066079
17,0.19078,0.09803,0.10043
18,0.32758,0.14852,0.15334
19,0.54398,0.22573,0.23463
20,0.78423,0.33357,0.34665
21,1.0243,0.46449,0.48137
22,1.2815,0.61469,0.63557
23,1.567,0.78565,0.81105
24,1.8534,0.97449,1.0042
25,2.1382,1.178,1.2116
26,2.4181,1.3918,1.4291
27,2.6896,1.6111,1.6519
28,2.9588,1.8379,1.8819
29,3.2185,2.0658,2.1127
30,3.4686,2.2924,2.3421
31,3.709,2.5161,2.5685
32,3.9399,2.7357,2.7906
33,4.1614,2.9502,3.0075
34,4.3737,3.1589,3.2185
35,4.5772,3.3613,3.4232
36,4.772,3.557,3.6212
37,4.9586,3.7458,3.8123
38,5.1373,3.9276,3.9964
39,5.3083,4.1023,4.1735
40,5.4719,4.27,4.3436
41,5.6286,4.4306,4.5067
42,5.7824,4.5878,4.6664
43,5.9342,4.7431,4.8244
44,6.0801,4.8925,4.9766
45,6.2225,5.0386,5.1255
46,6.3609,5.181,5.2708
47,6.4941,5.3177,5.4106
48,6.6223,5.4488,5.5448
49,6.7455,5.5742,5.6736
50,6.8641,5.6943,5.7971
52,7.0877,5.9186,6.0289
54,7.2945,6.123,6.2416
56,7.4856,6.3088,6.4365
58,7.6622,6.4773,6.6151
60,7.8253,6.6297,6.7787
62,7.976,6.7673,6.9285
64,8.1151,6.8913,7.0658
66,8.2435,7.0025,7.1916
68,8.362,7.1022,7.3072
70,8.4712,7.1911,7.4134
72,8.5718,7.2702,7.5112
74,8.6644,7.3402,7.6013
76,8.7496,7.4019,7.6847
78,8.8279,7.4559,7.7619
80,8.8997,7.5028,7.8337
82,8.9655,7.5432,7.9006
84,9.0257,7.5777,7.9632
86,9.0807,7.6067,8.0219
88,9.1307,7.6306,8.0773
90,9.1762,7.6499,8.1297
92,9.2174,7.6649,8.1794
94,9.2546,7.676,8.2267
96,9.288,7.6834,8.272
98,9.3179,7.6876,8.3154
100,9.3445,7.6886,8.3571
110,9.4347,7.656,8.5454
120,9.468,7.5766,8.7044
130,9.4593,7.4668,8.833
140,9.4197,7.3378,8.9266
150,9.3573,7.1972,8.9822
160,9.2779,7.0504,9.0004
170,9.1861,6.9008,8.9853
180,9.0853,6.751,8.9424
190,8.9783,6.6027,8.8778
200,8.8669,6.457,8.7969
210,8.7527,6.3147,8.7043
220,8.6369,6.1763,8.6037
230,8.5206,6.042,8.4978
240,8.4043,5.9121,8.3887
250,8.2887,5.7866,8.2781
260,8.1741,5.6654,8.1669
270,8.0609,5.5485,8.056
280,7.9494,5.4358,7.9461
290,7.8398,5.3273,7.8375
300,7.7321,5.2227,7.7305
310,7.6264,5.122,7.6254
320,7.5229,5.0248,7.5222
330,7.4216,4.9312,7.4211
340,7.3224,4.8409,7.3221
350,7.2254,4.7537,7.2252
360,7.1306,4.6696,7.1305
370,7.038,4.5884,7.0379
380,6.9474,4.5099,6.9474
390,6.859,4.4341,6.8589
400,6.7726,4.3608,6.7725
410,6.6881,4.2899,6.6881
420,6.6057,4.2213,6.6057
430,6.5251,4.1549,6.5251
440,6.4465,4.0906,6.4465
450,6.3696,4.0283,6.3696
460,6.2945,3.9679,6.2945
470,6.2211,3.9094,6.2211
480,6.1494,3.8525,6.1494
490,6.0792,3.7974,6.0792
500,6.0107,3.7439,6.0107
510,5.9437,3.6919,5.9437
520,5.8782,3.6414,5.8782
530,5.8141,3.5923,5.8141
540,5.7514,3.5446,5.7514
550,5.6901,3.4981,5.6901
560,5.6301,3.4529,5.6301
570,5.5713,3.409,5.5713
580,5.5139,3.3661,5.5139
590,5.4576,3.3244,5.4576
600,5.4024,3.2837,5.4024
610,5.3485,3.2441,5.3485
620,5.2956,3.2055,5.2956
630,5.2438,3.1678,5.2438
640,5.193,3.131,5.193
650,5.1432,3.0951,5.1432
660,5.0944,3.0601,5.0944
670,5.0466,3.0259,5.0466
680,4.9997,2.9925,4.9997
690,4.9537,2.9599,4.9537
700,4.9086,2.928,4.9086
710,4.8643,2.8969,4.8643
720,4.8208,2.8664,4.8208
730,4.7782,2.8366,4.7782
740,4.7363,2.8075,4.7363
750,4.6952,2.779,4.6952
760,4.6549,2.7511,4.6549
770,4.6153,2.7238,4.6153
780,4.5763,2.697,4.5763
790,4.5381,2.6708,4.5381
800,4.5005,2.6451,4.5005
810,4.4636,2.62,4.4636
820,4.4273,2.5953,4.4273
830,4.3916,2.5712,4.3916
840,4.3565,2.5475,4.3565
850,4.322,2.5242,4.322
860,4.2881,2.5015,4.2881
870,4.2548,2.4791,4.2548
880,4.222,2.4572,4.222
890,4.1897,2.4356,4.1897
900,4.1579,2.4145,4.1579
910,4.1266,2.3937,4.1266
920,4.0959,2.3734,4.0959
930,4.0656,2.3533,4.0656
940,4.0358,2.3337,4.0358
950,4.0064,2.3144,4.0064
960,3.9775,2.2954,3.9775
970,3.9491,2.2768,3.9491
980,3.921,2.2584,3.921
990,3.8934,2.2404,3.8934
1000,3.8662,2.2227,3.8662
1100,3.6149,2.0606,3.6149
1200,3.3959,1.9217,3.3959
1300,3.2034,1.8014,3.2034
1400,3.0328,1.696,3.0328
1500,2.8805,1.6029,2.8805
1600,2.7437,1.5201,2.7437
1700,2.62,1.4458,2.62
1800,2.5077,1.3789,2.5077
1900,2.4052,1.3182,2.4052
2000,2.3113,1.263,2.3113
2100,2.2248,1.2124,2.2248
2200,2.145,1.166,2.145
2300,2.0711,1.1232,2.0711
2400,2.0024,1.0836,2.0024
2500,1.9384,1.0469,1.9384
2600,1.8786,1.0127,1.8786
2700,1.8226,0.98081,1.8226
2800,1.7701,0.95097,1.7701
2900,1.7207,0.923,1.7207
3000,1.6741,0.89673,1.6741
3100,1.6302,0.87199,1.6302
3200,1.5886,0.84866,1.5886
3300,1.5493,0.82662,1.5493
3400,1.5119,0.80576,1.5119
3500,1.4765,0.78599,1.4765
3600,1.4427,0.76722,1.4427
3700,1.4106,0.74938,1.4106
3800,1.3799,0.7324,1.3799
3900,1.3507,0.71621,1.3507
4000,1.3227,0.70076,1.3227
4100,1.296,0.68601,1.296
4200,1.2703,0.6719,1.2703
4300,1.2457,0.65839,1.2457
4400,1.2222,0.64545,1.2222
4500,1.1995,0.63303,1.1995
4600,1.1777,0.62111,1.1777
4700,1.1568,0.60966,1.1568
4800,1.1366,0.59865,1.1366
4900,1.1171,0.58805,1.1171
5000,1.0984,0.57784,1.0984
