E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.5731,0,0,0
11,0.047552,0.004684,0.0070562
12,0.16543,0.046228,0.053125
13,0.41059,0.17041,0.18493
14,0.69792,0.35104,0.37298
15,1.0794,0.60663,0.63788
16,1.4524,0.90469,0.94253
17,1.81,1.2255,1.2677
18,2.1486,1.5555,1.6003
19,2.4666,1.8857,1.9314
20,2.7638,2.2095,2.2551
21,3.0406,2.5228,2.5673
22,3.2987,2.8232,2.8658
23,3.5524,3.1157,3.1566
24,3.7894,3.3964,3.4348
25,4.0103,3.664,3.6993
26,4.2161,3.9178,3.9495
27,4.4078,4.1575,4.1853
28,4.5924,4.389,4.4125
29,4.7693,4.6131,4.6319
30,4.9404,4.8332,4.8467
31,5.1009,5.0417,5.0494
32,5.2514,5.2383,5.2401
33,5.3925,5.4233,5.4189
34,5.5246,5.5971,5.5864
35,5.6483,5.76,5.7428
36,5.7641,5.9126,5.8888
37,5.8725,6.0553,6.0248
38,5.9738,6.1886,6.1513
39,6.0685,6.3129,6.2688
40,6.157,6.4287,6.3778
41,6.2397,6.5365,6.4787
42,6.3169,6.6367,6.572
43,6.389,6.7298,6.6582
44,6.4562,6.8161,6.7376
45,6.5188,6.896,6.8106
46,6.5771,6.9698,6.8777
47,6.6314,7.038,6.9391
48,6.6818,7.1008,6.9952
49,6.7287,7.1586,7.0463
50,6.7721,7.2116,7.0928
52,6.8496,7.3045,7.1729
54,6.9156,7.3815,7.2375
56,6.9715,7.4444,7.2884
58,7.0183,7.4947,7.3275
60,7.057,7.534,7.3561
62,7.0884,7.5634,7.3757
64,7.1132,7.584,7.3872
66,7.1322,7.5969,7.3919
68,7.146,7.603,7.3906
70,7.155,7.6029,7.3842
72,7.1598,7.5974,7.3734
74,7.1607,7.587,7.3588
76,7.1582,7.5725,7.341
78,7.1526,7.5541,7.3204
80,7.1442,7.5324,7.2976
82,7.1333,7.5078,7.2729
84,7.1201,7.4806,7.2467
