E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.169,0,0,0
11,0.20499,0.03658,0.045355
12,0.46603,0.15726,0.17412
13,0.76416,0.33244,0.35713
14,1.1652,0.57612,0.6114
15,1.5539,0.8731,0.9158
16,1.923,1.1997,1.2472
17,2.2692,1.5394,1.5896
18,2.6113,1.895,1.9466
19,2.9686,2.2857,2.3371
20,3.3067,2.6777,2.7273
21,3.6295,3.0656,3.1121
22,3.9435,3.4521,3.4945
23,4.2376,3.8261,3.8633
24,4.5125,4.1848,4.2157
25,4.7689,4.5264,4.5504
26,5.0111,4.8538,4.87
27,5.2467,5.1759,5.1835
28,5.4732,5.4905,5.4885
29,5.6856,5.7886,5.7765
30,5.8845,6.0699,6.0471
31,6.0706,6.3346,6.3008
32,6.2447,6.5832,6.5379
33,6.4075,6.8162,6.7592
34,6.5596,7.0343,6.9652
35,6.7017,7.2381,7.1567
36,6.8344,7.4283,7.3343
37,6.9582,7.6056,7.4989
38,7.0738,7.7706,7.6509
39,7.1815,7.9241,7.7913
40,7.282,8.0667,7.9206
41,7.3756,8.1989,8.0394
42,7.4627,8.3215,8.1484
43,7.5438,8.4349,8.2481
44,7.6192,8.5396,8.3392
45,7.6893,8.6363,8.422
46,7.7544,8.7254,8.4971
47,7.8147,8.8072,8.5651
48,7.8706,8.8824,8.6262
49,7.9223,8.9512,8.681
50,7.9701,9.014,8.7298
52,8.0547,9.1232,8.8111
54,8.1262,9.2126,8.8727
56,8.1859,9.2844,8.9171
58,8.2352,9.3408,8.9465
60,8.2752,9.3835,8.9629
62,8.3068,9.4141,8.968
64,8.331,9.434,8.9633
66,8.3486,9.4445,8.9503
68,8.3602,9.4466,8.9301
70,8.3664,9.4413,8.9039
72,8.3679,9.4295,8.8726
74,8.365,9.4119,8.8372
76,8.3583,9.3893,8.7983
78,8.3481,9.3621,8.7566
80,8.3348,9.331,8.7128
82,8.3187,9.2964,8.6674
84,8.3001,9.2588,8.6207
86,8.2792,9.2185,8.5731
88,8.2564,9.1758,8.525
90,8.2317,9.1312,8.4765
92,8.2054,9.0847,8.428
94,8.1776,9.0368,8.3796
96,8.1486,8.9876,8.3313
98,8.1184,8.9372,8.2834
100,8.0872,8.8859,8.2359
110,7.9196,8.6205,8.0057
120,7.7402,8.3493,7.7882
130,7.5561,8.0807,7.5822
140,7.3716,7.8195,7.3855
150,7.1897,7.5682,7.1969
160,7.012,7.3281,7.0158
170,6.8397,7.0996,6.8415
180,6.6732,6.8828,6.6741
190,6.5129,6.6772,6.5133
200,6.3588,6.4824,6.359
210,6.2109,6.2979,6.211
220,6.0691,6.1231,6.0691
230,5.9331,5.9574,5.9331
240,5.8027,5.8003,5.8027
250,5.6778,5.651,5.6777
260,5.5579,5.5093,5.5579
270,5.4429,5.3745,5.4429
