E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
7.0154,0,0,0
8,0.14427,0.057463,0.058653
9,0.29477,0.1572,0.15922
10,0.43704,0.27247,0.27506
11,0.63474,0.40624,0.4101
12,0.88211,0.57891,0.58441
13,1.2128,0.81031,0.81814
14,1.7562,1.2231,1.2342
15,2.3146,1.7145,1.7279
16,2.8715,2.2469,2.2618
17,3.4307,2.8111,2.827
18,4.0033,3.4081,3.4245
19,4.5683,4.0265,4.0425
20,5.1241,4.6584,4.6732
21,5.6488,5.2759,5.2885
22,6.1409,5.8699,5.8797
23,6.6011,6.4365,6.4429
24,7.036,6.98,6.9823
25,7.459,7.5161,7.5135
26,7.8586,8.0288,8.0206
27,8.2324,8.5121,8.4978
28,8.5817,8.966,8.945
29,8.9128,9.3974,9.3691
30,9.2261,9.8069,9.7706
31,9.519,10.1901,10.1453
32,9.7927,10.5478,10.4939
33,10.0485,10.881,10.8176
34,10.2872,11.1911,11.1175
35,10.5101,11.4792,11.395
36,10.7181,11.7466,11.6512
37,10.912,11.9943,11.8873
38,11.0928,12.2236,12.1043
39,11.2613,12.4355,12.3035
40,11.4182,12.631,12.4859
41,11.5643,12.8113,12.6525
42,11.7002,12.9772,12.8042
43,11.8266,13.1296,12.9419
44,11.944,13.2694,13.0665
45,12.053,13.3973,13.1787
46,12.1541,13.5141,13.2795
47,12.2477,13.6205,13.3694
48,12.3343,13.7171,13.4491
49,12.4144,13.8046,13.5194
50,12.4883,13.8836,13.5807
52,12.6188,14.0179,13.679
54,12.7287,14.124,13.7481
56,12.8201,14.2054,13.7921
58,12.8951,14.2649,13.8143
60,12.9556,14.3054,13.8179
62,13.003,14.3291,13.8057
64,13.0387,14.338,13.7803
66,13.0641,14.3339,13.7442
68,13.0801,14.3185,13.6993
70,13.0878,14.293,13.6475
72,13.088,14.2588,13.5905
74,13.0815,14.2169,13.5296
76,13.069,14.1683,13.466
78,13.0511,14.1138,13.4007
80,13.0284,14.0541,13.3344
82,13.0013,13.99,13.2676
84,12.9704,13.9221,13.2009
86,12.936,13.8508,13.1345
88,12.8984,13.7766,13.0686
90,12.8581,13.6999,13.0033
92,12.8153,13.6212,12.9387
94,12.7703,13.5407,12.8747
96,12.7233,13.4588,12.8113
98,12.6745,13.3756,12.7484
100,12.6242,13.2915,12.6861
110,12.3552,12.8628,12.3794
120,12.0686,12.4331,12.0773
130,11.7754,12.013,11.7782
140,11.4825,11.6081,11.4832
150,11.1942,11.2215,11.1943
160,10.9131,10.854,10.913
170,10.6408,10.506,10.6407
180,10.3781,10.1769,10.378
190,10.1254,9.8659,10.1253
200,9.8827,9.572,9.8827
210,9.6501,9.2944,9.6501
220,9.4271,9.0318,9.4271
230,9.2134,8.7834,9.2134
240,9.0088,8.5481,9.0088
250,8.8127,8.3251,8.8127
260,8.6247,8.1135,8.6247
270,8.4446,7.9125,8.4446
280,8.2717,7.7215,8.2717
290,8.1058,7.5403,8.1058
300,7.9465,7.3678,7.9465
310,7.7935,7.2033,7.7935
320,7.6464,7.0462,7.6464
330,7.5049,6.8961,7.5049
340,7.3686,6.7526,7.3686
350,7.2375,6.6152,7.2375
360,7.111,6.4835,7.111
370,6.9891,6.3572,6.9891
380,6.8715,6.2359,6.8715
390,6.7579,6.1195,6.7579
400,6.6482,6.0075,6.6482
410,6.5422,5.8998,6.5422
420,6.4397,5.796,6.4397
430,6.3405,5.6961,6.3405
440,6.2445,5.5997,6.2445
450,6.1515,5.5067,6.1515
460,6.0614,5.417,6.0614
470,5.9741,5.3302,5.9741
480,5.8893,5.2464,5.8893
490,5.8071,5.1653,5.8071
500,5.7273,5.0868,5.7273
510,5.6498,5.0109,5.6498
520,5.5745,4.9372,5.5745
530,5.5013,4.8659,5.5013
540,5.4301,4.7967,5.4301
550,5.3608,4.7296,5.3608
560,5.2934,4.6644,5.2934
570,5.2278,4.6011,5.2278
580,5.1638,4.5396,5.1638
590,5.1016,4.4799,5.1016
600,5.0409,4.4218,5.0409
610,4.9817,4.3652,4.9817
620,4.924,4.3102,4.924
630,4.8677,4.2566,4.8677
640,4.8128,4.2045,4.8128
650,4.7591,4.1537,4.7591
660,4.7068,4.1041,4.7068
670,4.6556,4.0559,4.6556
680,4.6056,4.0088,4.6056
690,4.5568,3.9628,4.5568
700,4.5091,3.918,4.5091
710,4.4624,3.8742,4.4624
720,4.4167,3.8315,4.4167
730,4.372,3.7898,4.372
740,4.3283,3.749,4.3283
750,4.2855,3.7091,4.2855
760,4.2436,3.6702,4.2436
770,4.2026,3.632,4.2026
780,4.1624,3.5948,4.1624
790,4.123,3.5583,4.123
800,4.0844,3.5226,4.0844
810,4.0466,3.4877,4.0466
820,4.0095,3.4535,4.0095
830,3.9731,3.42,3.9731
840,3.9375,3.3872,3.9375
850,3.9025,3.3551,3.9025
860,3.8682,3.3236,3.8682
870,3.8345,3.2927,3.8345
880,3.8014,3.2624,3.8014
890,3.769,3.2328,3.769
900,3.7371,3.2036,3.7371
910,3.7058,3.1751,3.7058
920,3.6751,3.1471,3.6751
930,3.6449,3.1196,3.6449
940,3.6152,3.0926,3.6152
950,3.586,3.0661,3.586
960,3.5574,3.0401,3.5574
970,3.5292,3.0145,3.5292
980,3.5015,2.9894,3.5015
990,3.4743,2.9648,3.4743
1000,3.4475,2.9406,3.4475
1100,3.202,2.7196,3.202
1200,2.9912,2.5314,2.9912
1300,2.808,2.3689,2.808
1400,2.6473,2.2271,2.6473
1500,2.5051,2.1023,2.5051
1600,2.3783,1.9915,2.3783
1700,2.2644,1.8925,2.2644
1800,2.1616,1.8034,2.1616
1900,2.0683,1.7228,2.0683
2000,1.9832,1.6495,1.9832
2100,1.9053,1.5825,1.9053
2200,1.8336,1.5211,1.8336
