E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.1594,0,0,0
13,0.032822,0.004572,0.0054378
14,0.077585,0.021259,0.023055
15,0.12298,0.046356,0.048899
16,0.16765,0.076785,0.079923
17,0.21086,0.11033,0.11394
18,0.25804,0.1456,0.1498
19,0.34633,0.18966,0.19576
20,0.44667,0.24479,0.25295
21,0.54603,0.30773,0.31776
22,0.64323,0.3759,0.3876
23,0.7375,0.44727,0.46049
24,0.82839,0.52031,0.5349
25,0.91566,0.59381,0.60966
26,0.99919,0.66687,0.68388
27,1.092,0.7502,0.7684
28,1.1829,0.83415,0.85345
29,1.2704,0.91643,0.93679
30,1.3545,0.99648,1.0179
31,1.4353,1.0739,1.0964
32,1.5127,1.1486,1.1721
33,1.5868,1.2203,1.2449
34,1.6577,1.289,1.3147
35,1.7255,1.3547,1.3816
36,1.7904,1.4173,1.4454
37,1.8523,1.477,1.5064
38,1.9114,1.5338,1.5644
39,1.9679,1.5877,1.6197
40,2.0219,1.6388,1.6724
41,2.0734,1.6873,1.7224
42,2.1226,1.7332,1.7699
43,2.1695,1.7766,1.8151
44,2.2144,1.8177,1.858
45,2.2572,1.8565,1.8987
46,2.298,1.8931,1.9373
47,2.3371,1.9276,1.974
48,2.3743,1.9601,2.0088
49,2.4099,1.9907,2.0419
50,2.4439,2.0196,2.0732
52,2.5073,2.0721,2.1312
54,2.565,2.1185,2.1835
56,2.6177,2.1591,2.2308
58,2.6656,2.1947,2.2735
60,2.7093,2.2256,2.3123
62,2.749,2.2523,2.3475
64,2.7851,2.2752,2.3796
66,2.8179,2.2948,2.4091
68,2.8477,2.3112,2.4361
70,2.8746,2.3249,2.4611
72,2.8989,2.336,2.4843
74,2.9209,2.3449,2.506
76,2.9406,2.3516,2.5263
78,2.9583,2.3566,2.5455
80,2.9741,2.3598,2.5638
82,2.9881,2.3615,2.5811
84,3.0005,2.3619,2.5978
86,3.0115,2.3609,2.6139
88,3.021,2.3589,2.6294
90,3.0292,2.3559,2.6444
92,3.0362,2.3519,2.659
94,3.0421,2.3471,2.6732
96,3.047,2.3415,2.687
98,3.0508,2.3353,2.7004
100,3.0538,2.3285,2.7135
110,3.0572,2.2872,2.7727
120,3.0456,2.2379,2.8197
130,3.0234,2.1844,2.8517
140,2.9938,2.1291,2.8678
150,2.959,2.0734,2.869
160,2.9207,2.0184,2.8577
170,2.8799,1.9647,2.8366
180,2.8377,1.9126,2.8082
190,2.7947,1.8623,2.7748
200,2.7514,1.814,2.738
210,2.708,1.7676,2.6991
220,2.665,1.7231,2.6591
230,2.6225,1.6806,2.6186
240,2.5807,1.6399,2.578
250,2.5396,1.601,2.5378
260,2.4993,1.5638,2.4982
270,2.46,1.5282,2.4592
280,2.4215,1.4941,2.421
290,2.384,1.4615,2.3837
300,2.3474,1.4302,2.3472
310,2.3118,1.4002,2.3116
320,2.2771,1.3715,2.277
330,2.2433,1.3439,2.2432
340,2.2104,1.3174,2.2103
350,2.1783,1.292,2.1783
360,2.1472,1.2675,2.1471
370,2.1168,1.244,2.1168
380,2.0873,1.2213,2.0873
390,2.0585,1.1995,2.0585
400,2.0306,1.1784,2.0305
410,2.0033,1.1581,2.0033
420,1.9768,1.1385,1.9768
430,1.9509,1.1196,1.9509
440,1.9257,1.1013,1.9257
450,1.9012,1.0837,1.9012
460,1.8773,1.0666,1.8773
470,1.8539,1.05,1.8539
480,1.8312,1.034,1.8312
490,1.809,1.0185,1.809
500,1.7874,1.0035,1.7874
510,1.7663,0.98892,1.7663
520,1.7457,0.97478,1.7457
530,1.7255,0.96107,1.7255
540,1.7059,0.94778,1.7059
550,1.6867,0.93487,1.6867
560,1.668,0.92233,1.668
570,1.6497,0.91014,1.6497
580,1.6318,0.89828,1.6318
590,1.6143,0.88675,1.6143
600,1.5971,0.87552,1.5971
610,1.5804,0.86459,1.5804
620,1.564,0.85395,1.564
630,1.548,0.84358,1.548
640,1.5323,0.83347,1.5323
650,1.5169,0.82361,1.5169
660,1.5019,0.814,1.5019
670,1.4872,0.80463,1.4872
680,1.4728,0.79548,1.4728
690,1.4586,0.78654,1.4586
700,1.4448,0.77782,1.4448
710,1.4312,0.7693,1.4312
720,1.4179,0.76098,1.4179
730,1.4048,0.75284,1.4048
740,1.392,0.74489,1.392
750,1.3795,0.73711,1.3795
760,1.3672,0.72951,1.3672
770,1.3551,0.72206,1.3551
780,1.3432,0.71478,1.3432
790,1.3316,0.70765,1.3316
800,1.3201,0.70068,1.3201
810,1.3089,0.69384,1.3089
820,1.2979,0.68715,1.2979
830,1.287,0.68059,1.287
840,1.2764,0.67416,1.2764
850,1.2659,0.66786,1.2659
860,1.2557,0.66169,1.2557
870,1.2456,0.65563,1.2456
880,1.2356,0.6497,1.2356
890,1.2259,0.64387,1.2259
900,1.2163,0.63815,1.2163
910,1.2068,0.63255,1.2068
920,1.1975,0.62704,1.1975
930,1.1884,0.62164,1.1884
940,1.1794,0.61633,1.1794
950,1.1706,0.61112,1.1706
960,1.1619,0.60601,1.1619
970,1.1533,0.60098,1.1533
980,1.1449,0.59604,1.1449
990,1.1366,0.59119,1.1366
1000,1.1284,0.58642,1.1284
1100,1.053,0.54286,1.053
1200,0.98762,0.50565,0.98762
1300,0.93033,0.47349,0.93033
1400,0.87971,0.44539,0.87971
1500,0.83463,0.42061,0.83463
1600,0.79421,0.3986,0.79421
1700,0.75776,0.3789,0.75776
1800,0.72471,0.36117,0.72471
1900,0.6946,0.34511,0.6946
2000,0.66704,0.3305,0.66704
2100,0.64171,0.31715,0.64171
2200,0.61836,0.30489,0.61836
2300,0.59675,0.2936,0.59675
2400,0.57669,0.28317,0.57669
2500,0.55801,0.27349,0.55801
2600,0.54059,0.26449,0.54059
2700,0.52428,0.25609,0.52428
2800,0.50899,0.24825,0.50899
2900,0.49462,0.24089,0.49462
3000,0.48109,0.23399,0.48109
3100,0.46832,0.22749,0.46832
3200,0.45626,0.22137,0.45626
3300,0.44484,0.21558,0.44484
3400,0.43401,0.21011,0.43401
3500,0.42373,0.20492,0.42373
3600,0.41395,0.2,0.41395
3700,0.40465,0.19532,0.40465
3800,0.39577,0.19087,0.39577
3900,0.38731,0.18663,0.38731
4000,0.37922,0.18258,0.37922
4100,0.37148,0.17872,0.37148
4200,0.36407,0.17502,0.36407
4300,0.35696,0.17149,0.35696
4400,0.35015,0.1681,0.35015
4500,0.3436,0.16485,0.3436
4600,0.33732,0.16173,0.33732
4700,0.33127,0.15873,0.33127
4800,0.32544,0.15585,0.32544
4900,0.31984,0.15308,0.31984
5000,0.31443,0.15041,0.31443
