E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.7779,0,0,0
13,0.017284,0.011267,0.011894
14,0.098534,0.075777,0.078231
15,0.25623,0.20599,0.2116
16,0.4602,0.39152,0.39946
17,0.66178,0.58791,0.59675
18,0.85663,0.78681,0.79545
19,1.0424,0.98316,0.99075
20,1.2179,1.1738,1.1796
21,1.3827,1.3566,1.3602
22,1.5369,1.5305,1.5314
23,1.6807,1.6949,1.6928
24,1.8213,1.8643,1.8578
25,1.9608,2.044,2.0309
26,2.0918,2.2141,2.1943
27,2.2145,2.374,2.3473
28,2.3294,2.5235,2.49
29,2.4368,2.6631,2.6227
30,2.5371,2.793,2.7458
31,2.6309,2.9137,2.8599
32,2.7183,3.0258,2.9654
33,2.7999,3.1295,3.0627
34,2.8761,3.2256,3.1525
35,2.947,3.3143,3.2351
36,3.0132,3.3962,3.3111
37,3.0748,3.4718,3.3808
38,3.1323,3.5413,3.4447
39,3.1857,3.6053,3.5032
40,3.2355,3.6641,3.5567
41,3.2818,3.7179,3.6054
42,3.3249,3.7673,3.6498
43,3.365,3.8124,3.6901
44,3.4021,3.8535,3.7267
45,3.4367,3.891,3.7597
46,3.4687,3.925,3.7894
47,3.4983,3.9558,3.8161
48,3.5257,3.9836,3.8399
49,3.5511,4.0086,3.8612
50,3.5745,4.031,3.88
52,3.6159,4.0686,3.9109
54,3.6508,4.0977,3.934
56,3.6799,4.1194,3.9503
58,3.7039,4.1346,3.9609
60,3.7234,4.1442,3.9664
62,3.7387,4.1488,3.9677
64,3.7505,4.1491,3.9654
66,3.759,4.1457,3.9599
68,3.7646,4.1389,3.9518
70,3.7677,4.1293,3.9414
72,3.7684,4.1172,3.9292
74,3.7671,4.103,3.9154
76,3.7639,4.0868,3.9003
78,3.7591,4.0691,3.8841
80,3.7528,4.0499,3.8671
82,3.7452,4.0295,3.8493
84,3.7363,4.008,3.831
86,3.7265,3.9857,3.8122
88,3.7156,3.9626,3.7931
90,3.7039,3.9388,3.7737
92,3.6915,3.9145,3.7542
94,3.6784,3.8898,3.7345
96,3.6647,3.8647,3.7148
98,3.6504,3.8394,3.695
100,3.6357,3.8138,3.6753
110,3.5569,3.6845,3.5776
120,3.4728,3.5562,3.4825
130,3.3869,3.4316,3.3905
140,3.301,3.3123,3.3017
150,3.2166,3.1988,3.2159
160,3.1344,3.0914,3.1333
170,3.0548,2.9901,3.0537
180,2.9782,2.8945,2.9771
190,2.9045,2.8043,2.9037
200,2.8338,2.7194,2.8332
210,2.7661,2.6393,2.7656
220,2.7013,2.5636,2.7009
230,2.6392,2.4922,2.639
240,2.5798,2.4246,2.5796
250,2.523,2.3606,2.5228
260,2.4685,2.3,2.4684
270,2.4163,2.2424,2.4162
280,2.3663,2.1878,2.3662
290,2.3183,2.136,2.3182
300,2.2722,2.0867,2.2722
310,2.228,2.0397,2.228
320,2.1855,1.9949,2.1855
330,2.1447,1.9521,2.1447
340,2.1054,1.9112,2.1054
350,2.0675,1.872,2.0675
360,2.0311,1.8345,2.0311
370,1.996,1.7986,1.996
380,1.9621,1.7641,1.9621
390,1.9294,1.731,1.9294
400,1.8978,1.6991,1.8978
410,1.8673,1.6685,1.8673
420,1.8378,1.6391,1.8378
430,1.8093,1.6107,1.8093
440,1.7817,1.5833,1.7817
450,1.755,1.5569,1.755
460,1.7291,1.5314,1.7291
470,1.704,1.5068,1.704
480,1.6797,1.4831,1.6797
490,1.6561,1.4601,1.6561
500,1.6332,1.4378,1.6332
510,1.6109,1.4163,1.6109
520,1.5893,1.3954,1.5893
530,1.5683,1.3752,1.5683
540,1.5479,1.3556,1.5479
550,1.528,1.3366,1.528
560,1.5087,1.3182,1.5087
570,1.4899,1.3003,1.4899
580,1.4716,1.2828,1.4716
590,1.4538,1.2659,1.4538
600,1.4364,1.2495,1.4364
610,1.4194,1.2335,1.4194
620,1.4029,1.2179,1.4029
630,1.3868,1.2028,1.3868
640,1.3711,1.188,1.3711
650,1.3557,1.1737,1.3557
660,1.3407,1.1597,1.3407
670,1.3261,1.146,1.3261
680,1.3118,1.1327,1.3118
690,1.2978,1.1197,1.2978
700,1.2842,1.107,1.2842
710,1.2708,1.0947,1.2708
720,1.2577,1.0826,1.2577
730,1.245,1.0708,1.245
