E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
8.9325,0,0,0
9,0.008202,0.001417,0.0016108
10,0.13784,0.05331,0.05586
11,0.294,0.14659,0.15128
12,0.51942,0.29826,0.3057
13,0.76457,0.48402,0.49398
14,1.0825,0.7429,0.75562
15,1.4542,1.0713,1.0865
16,1.8418,1.4359,1.4528
17,2.244,1.8305,1.8487
18,2.6501,2.245,2.2638
19,3.0645,2.6747,2.6937
20,3.4583,3.0991,3.1176
21,3.8552,3.5399,3.5571
22,4.2461,3.9873,4.0022
23,4.6161,4.4186,4.4305
24,4.9653,4.8305,4.8391
25,5.2939,5.2216,5.2265
26,5.6027,5.5912,5.592
27,5.8926,5.9391,5.9356
28,6.1644,6.2656,6.2577
29,6.4254,6.5789,6.5662
30,6.6727,6.8758,6.8581
31,6.9048,7.154,7.1312
32,7.1228,7.4142,7.3861
33,7.3274,7.657,7.6236
34,7.5194,7.8834,7.8446
35,7.7021,8.0987,8.0543
36,7.8751,8.3024,8.2522
37,8.0377,8.4923,8.4362
38,8.1904,8.669,8.6069
39,8.3338,8.8333,8.7652
40,8.4684,8.9856,8.9117
41,8.5947,9.1269,9.0471
42,8.7132,9.2576,9.172
43,8.8243,9.3784,9.2871
44,8.9285,9.4899,9.393
45,9.0261,9.5926,9.4902
46,9.1175,9.6871,9.5793
47,9.2031,9.7738,9.6608
48,9.2831,9.8532,9.7353
49,9.3579,9.9258,9.803
50,9.4278,9.992,9.8645
52,9.5539,10.1066,9.9706
54,9.6632,10.1998,10.0563
56,9.7575,10.2742,10.1244
58,9.8384,10.332,10.1772
60,9.9072,10.3751,10.2169
62,9.9651,10.4051,10.2452
64,10.0133,10.4238,10.2637
66,10.0527,10.4322,10.274
68,10.084,10.4318,10.2773
70,10.1082,10.4234,10.2746
72,10.1259,10.4081,10.267
74,10.1377,10.3866,10.2552
76,10.1442,10.3598,10.24
78,10.1459,10.3281,10.2218
80,10.1432,10.2922,10.2013
82,10.1365,10.2527,10.1788
84,10.1263,10.2099,10.1545
86,10.1128,10.1643,10.1289
88,10.0963,10.1162,10.1021
90,10.0772,10.066,10.0742
92,10.0556,10.014,10.0454
94,10.0319,9.9603,10.0157
96,10.0062,9.9054,9.9853
98,9.9787,9.8492,9.9542
100,9.9495,9.7921,9.9223
110,9.7845,9.4974,9.7539
120,9.5977,9.1974,9.5722
130,9.3992,8.9009,9.3805
140,9.1954,8.613,9.1827
150,8.9908,8.3363,8.9826
160,8.7882,8.0721,8.783
170,8.5893,7.8208,8.5862
180,8.3955,7.5823,8.3936
190,8.2074,7.3563,8.2062
200,8.0253,7.1423,8.0246
210,7.8495,6.9396,7.8491
220,7.6801,6.7476,7.6798
230,7.5169,6.5656,7.5167
240,7.3597,6.3929,7.3597
250,7.2085,6.229,7.2085
260,7.0631,6.0733,7.063
270,6.9231,5.9252,6.9231
280,6.7884,5.7843,6.7883
290,6.6587,5.6506,6.6587
300,6.5338,5.523,6.5338
310,6.4135,5.4013,6.4135
320,6.2976,5.285,6.2976
330,6.1858,5.1738,6.1858
340,6.078,5.0673,6.078
350,5.9739,4.9654,5.9739
360,5.8735,4.8676,5.8735
370,5.7764,4.7737,5.7764
380,5.6826,4.6836,5.6826
390,5.5919,4.597,5.5919
400,5.5042,4.5137,5.5042
410,5.4193,4.4335,5.4193
420,5.3371,4.3563,5.3371
430,5.2574,4.2818,5.2574
440,5.1802,4.21,5.1802
450,5.1054,4.1406,5.1054
460,5.0327,4.0737,5.0327
470,4.9623,4.009,4.9623
480,4.8938,3.9464,4.8938
490,4.8274,3.8859,4.8274
