E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.1444,0,0,0
10,0.094033,0.026529,0.028406
11,0.20975,0.090255,0.09376
12,0.32637,0.1737,0.17842
13,0.51399,0.28991,0.29721
14,0.71528,0.43587,0.44548
15,0.99926,0.66519,0.6773
16,1.3153,0.93033,0.94504
17,1.6342,1.2183,1.235
18,1.9852,1.5381,1.5571
19,2.3347,1.8766,1.897
20,2.6879,2.238,2.2592
21,3.0245,2.598,2.6192
22,3.358,2.9693,2.9896
23,3.6785,3.3377,3.3564
24,3.9816,3.6933,3.71
25,4.2677,4.0339,4.0482
26,4.537,4.3584,4.3699
27,4.7903,4.6661,4.6745
28,5.0283,4.9568,4.9619
29,5.2519,5.2309,5.2325
30,5.4695,5.4974,5.4952
31,5.6743,5.7491,5.7429
32,5.8669,5.986,5.9757
33,6.0481,6.2086,6.1939
34,6.2185,6.4174,6.3983
35,6.3787,6.6129,6.5892
36,6.5325,6.8008,6.7724
37,6.6777,6.9779,6.9445
38,6.8144,7.1438,7.1053
39,6.943,7.2989,7.2553
40,7.0641,7.4438,7.395
41,7.178,7.579,7.5249
42,7.285,7.705,7.6457
43,7.3857,7.8223,7.7577
44,7.4804,7.9314,7.8614
45,7.5693,8.0327,7.9574
46,7.6528,8.1266,8.0461
47,7.7311,8.2136,8.1278
48,7.8047,8.2941,8.2031
49,7.8737,8.3684,8.2722
50,7.9383,8.4369,8.3356
52,8.0555,8.5577,8.4465
54,8.158,8.659,8.5383
56,8.2473,8.7429,8.6134
58,8.3247,8.8114,8.6736
60,8.3914,8.8661,8.721
62,8.4485,8.9087,8.7571
64,8.4969,8.9404,8.7834
66,8.5374,8.9625,8.8012
68,8.5708,8.976,8.8117
70,8.5978,8.9819,8.8159
72,8.6189,8.981,8.8147
74,8.6347,8.974,8.809
76,8.6458,8.9617,8.7994
78,8.6525,8.9446,8.7866
80,8.6552,8.9233,8.771
82,8.6543,8.8983,8.7532
84,8.6502,8.8699,8.7335
86,8.643,8.8385,8.7123
88,8.6332,8.8046,8.6897
90,8.6209,8.7684,8.666
92,8.6064,8.7302,8.6414
94,8.5898,8.6902,8.6161
96,8.5714,8.6487,8.59
98,8.5513,8.6058,8.5634
100,8.5297,8.5618,8.5362
110,8.4033,8.3294,8.3938
120,8.2556,8.0867,8.2423
130,8.0957,7.8428,8.0838
140,7.9297,7.6029,7.9206
150,7.7615,7.3703,7.7551
160,7.5939,7.1465,7.5896
170,7.4285,6.9324,7.4258
180,7.2666,6.7283,7.2649
190,7.1089,6.534,7.1078
200,6.9559,6.3494,6.9552
210,6.8077,6.174,6.8073
220,6.6645,6.0074,6.6643
230,6.5264,5.8491,6.5262
240,6.3931,5.6987,6.393
250,6.2647,5.5556,6.2646
260,6.1409,5.4194,6.1409
270,6.0217,5.2897,6.0216
280,5.9068,5.166,5.9067
290,5.796,5.0485,5.796
300,5.6893,4.9362,5.6893
310,5.5863,4.829,5.5863
320,5.487,4.7264,5.487
330,5.3912,4.6283,5.3912
340,5.2987,4.5342,5.2987
350,5.2094,4.4441,5.2094
360,5.1231,4.3575,5.1231
370,5.0397,4.2745,5.0397
380,4.959,4.1946,4.959
390,4.8809,4.1178,4.8809
400,4.8054,4.0439,4.8054
410,4.7322,3.9728,4.7322
420,4.6613,3.9042,4.6613
430,4.5926,3.838,4.5926
440,4.526,3.7742,4.526
450,4.4613,3.7125,4.4613
460,4.3986,3.653,4.3986
470,4.3377,3.5954,4.3377
480,4.2785,3.5397,4.2785
490,4.2211,3.4858,4.2211
500,4.1652,3.4336,4.1652
510,4.1109,3.383,4.1109
520,4.058,3.334,4.058
530,4.0065,3.2865,4.0065
540,3.9565,3.2404,3.9565
550,3.9077,3.1956,3.9077
560,3.8602,3.1522,3.8602
570,3.8139,3.11,3.8139
580,3.7687,3.0689,3.7687
590,3.7247,3.029,3.7247
600,3.6818,2.9902,3.6818
610,3.6399,2.9524,3.6399
620,3.599,2.9156,3.599
630,3.559,2.8798,3.559
640,3.52,2.8449,3.52
650,3.4819,2.8109,3.4819
660,3.4447,2.7778,3.4447
670,3.4083,2.7454,3.4083
680,3.3727,2.7139,3.3727
690,3.3379,2.6831,3.3379
700,3.3038,2.6531,3.3038
710,3.2705,2.6237,3.2705
720,3.2379,2.5951,3.2379
730,3.206,2.5671,3.206
740,3.1747,2.5397,3.1747
750,3.1441,2.513,3.1441
760,3.1141,2.4868,3.1141
770,3.0848,2.4612,3.0848
780,3.056,2.4362,3.056
790,3.0277,2.4117,3.0277
800,3.0001,2.3877,3.0001
810,2.9729,2.3643,2.9729
820,2.9463,2.3413,2.9463
830,2.9202,2.3188,2.9202
840,2.8946,2.2967,2.8946
850,2.8694,2.2751,2.8694
860,2.8447,2.2539,2.8447
870,2.8205,2.2331,2.8205
880,2.7967,2.2128,2.7967
890,2.7733,2.1928,2.7733
900,2.7504,2.1732,2.7504
910,2.7278,2.154,2.7278
920,2.7056,2.1351,2.7056
930,2.6839,2.1166,2.6839
940,2.6624,2.0984,2.6624
950,2.6414,2.0806,2.6414
960,2.6207,2.0631,2.6207
970,2.6003,2.0458,2.6003
980,2.5803,2.0289,2.5803
990,2.5606,2.0123,2.5606
1000,2.5413,1.996,2.5413
1100,2.3635,1.847,2.3635
1200,2.2104,1.7199,2.2104
1300,2.077,1.61,2.077
1400,1.9598,1.5142,1.9598
1500,1.8559,1.4297,1.8559
1600,1.7631,1.3547,1.7631
1700,1.6797,1.2876,1.6797
1800,1.6043,1.2272,1.6043
1900,1.5358,1.1725,1.5358
2000,1.4732,1.1228,1.4732
2100,1.4159,1.0774,1.4159
2200,1.3631,1.0357,1.3631
2300,1.3143,0.99731,1.3143
2400,1.2692,0.96182,1.2692
2500,1.2272,0.92892,1.2272
2600,1.1881,0.89833,1.1881
2700,1.1515,0.8698,1.1515
2800,1.1173,0.84313,1.1173
2900,1.0851,0.81814,1.0851
3000,1.0549,0.79468,1.0549
3100,1.0264,0.77261,1.0264
3200,0.99951,0.75179,0.99951
3300,0.97407,0.73214,0.97407
3400,0.94997,0.71355,0.94997
3500,0.92711,0.69593,0.92711
3600,0.90538,0.67921,0.90538
3700,0.88472,0.66333,0.88472
3800,0.86503,0.64821,0.86503
3900,0.84625,0.63381,0.84625
4000,0.82832,0.62007,0.82832
4100,0.81118,0.60695,0.81118
4200,0.79477,0.5944,0.79477
4300,0.77906,0.58239,0.77906
4400,0.76399,0.57089,0.76399
4500,0.74953,0.55986,0.74953
4600,0.73564,0.54927,0.73564
4700,0.72228,0.5391,0.72228
4800,0.70943,0.52931,0.70943
4900,0.69705,0.5199,0.69705
5000,0.68513,0.51084,0.68513
