E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.4747,0,0,0
12,0.032826,0.020645,0.020914
13,0.098887,0.071376,0.07201
14,0.16612,0.129,0.12989
15,0.23207,0.18911,0.19019
16,0.29544,0.24912,0.25033
17,0.35561,0.30746,0.30878
18,0.43751,0.3656,0.36765
19,0.52753,0.42727,0.43025
20,0.62244,0.49175,0.4958
21,0.73785,0.56247,0.56814
22,0.86218,0.63974,0.64724
23,0.98442,0.72229,0.73151
24,1.1031,0.80805,0.81887
25,1.2267,0.90113,0.91359
26,1.3528,1.0003,1.0144
27,1.4748,1.1,1.1156
28,1.5924,1.1991,1.2162
29,1.7056,1.2967,1.3152
30,1.8142,1.3922,1.412
31,1.9183,1.4851,1.5064
32,2.0179,1.5751,1.5978
33,2.1133,1.6621,1.6862
34,2.2044,1.7459,1.7714
35,2.2915,1.8263,1.8533
36,2.3747,1.9034,1.9319
37,2.4542,1.9772,2.0072
38,2.5301,2.0476,2.0792
39,2.6025,2.1147,2.148
40,2.6717,2.1787,2.2137
41,2.7382,2.2401,2.2769
42,2.8035,2.3006,2.3393
43,2.866,2.3583,2.399
44,2.9258,2.4133,2.4561
45,2.9831,2.4656,2.5105
46,3.0379,2.5152,2.5624
47,3.0903,2.5623,2.6119
48,3.1404,2.607,2.6591
49,3.1884,2.6493,2.7041
50,3.2343,2.6893,2.7469
52,3.3203,2.763,2.8267
54,3.399,2.8287,2.899
56,3.4709,2.8871,2.9648
58,3.5368,2.9388,3.0246
60,3.5969,2.9844,3.0791
62,3.6519,3.0245,3.1288
64,3.7022,3.0595,3.1743
66,3.748,3.0899,3.2162
68,3.7897,3.1161,3.2547
70,3.8278,3.1385,3.2904
72,3.8623,3.1574,3.3236
74,3.8937,3.1732,3.3546
76,3.9221,3.1861,3.3837
78,3.9477,3.1963,3.4112
80,3.9708,3.2042,3.4373
82,3.9916,3.2099,3.4623
84,4.0101,3.2137,3.4862
86,4.0266,3.2156,3.5092
88,4.0412,3.2159,3.5315
90,4.0541,3.2147,3.5531
92,4.0653,3.2121,3.5742
94,4.075,3.2084,3.5947
96,4.0832,3.2035,3.6146
98,4.0902,3.1976,3.6341
100,4.0959,3.1907,3.6531
110,4.1084,3.1455,3.7401
120,4.1,3.0873,3.8104
