E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
9.3884,0,0,0
10,0.061398,0.014049,0.015489
11,0.16781,0.06414,0.067461
12,0.27452,0.13438,0.13911
13,0.49819,0.27883,0.28662
14,0.80651,0.51575,0.52662
15,1.1956,0.83866,0.85271
16,1.6334,1.2221,1.2391
17,2.096,1.6478,1.6673
18,2.5808,2.1116,2.1331
19,3.074,2.6133,2.6355
20,3.5458,3.1186,3.1403
21,3.9933,3.6164,3.6365
22,4.43,4.1169,4.1344
23,4.8488,4.6097,4.6238
24,5.2565,5.1005,5.1102
25,5.6412,5.5708,5.5754
26,6.0035,6.0184,6.0174
27,6.3442,6.4424,6.4353
28,6.6642,6.8426,6.8291
29,6.9664,7.2211,7.2009
30,7.2567,7.5855,7.5581
31,7.5298,7.9286,7.8936
32,7.7864,8.2505,8.2079
33,8.0275,8.5522,8.5016
34,8.254,8.8345,8.7757
35,8.4667,9.0981,9.0311
36,8.6699,9.3495,9.2738
37,8.8612,9.585,9.5005
38,9.041,9.8048,9.7114
39,9.21,10.0098,9.9073
40,9.3687,10.2006,10.089
41,9.5179,10.3781,10.2572
42,9.6579,10.543,10.4128
43,9.7894,10.696,10.5565
44,9.9128,10.8378,10.6889
45,10.0285,10.9689,10.8107
46,10.1371,11.0902,10.9225
47,10.2388,11.202,11.025
48,10.3341,11.305,11.1187
49,10.4233,11.3997,11.2042
50,10.5068,11.4866,11.2819
52,10.6577,11.6386,11.4159
54,10.7892,11.7646,11.5243
56,10.9032,11.8674,11.6103
58,11.0015,11.9497,11.6767
60,11.0857,12.0139,11.7259
62,11.1573,12.0621,11.7603
64,11.2174,12.0959,11.7818
66,11.2672,12.1172,11.7921
68,11.3077,12.1273,11.793
70,11.3397,12.1274,11.7857
72,11.3642,12.1188,11.7716
74,11.3818,12.1024,11.7516
76,11.3931,12.079,11.7269
78,11.3987,12.0496,11.6982
80,11.3993,12.0149,11.6663
82,11.3951,11.9753,11.6318
84,11.3868,11.9316,11.5951
86,11.3746,11.8842,11.5568
88,11.3589,11.8335,11.5172
90,11.3401,11.78,11.4766
92,11.3184,11.724,11.4352
94,11.2941,11.6659,11.3932
96,11.2674,11.6059,11.3508
98,11.2386,11.5444,11.308
100,11.2078,11.4814,11.265
110,11.031,11.1528,11.0474
120,10.8278,10.8139,10.8266
130,10.6098,10.476,10.603
140,10.3849,10.1459,10.3776
150,10.1581,9.8271,10.1521
160,9.9328,9.5217,9.9284
170,9.7113,9.2303,9.7083
180,9.495,8.9532,9.493
190,9.2847,8.6901,9.2834
200,9.081,8.4405,9.0801
210,8.884,8.2038,8.8835
220,8.694,7.9792,8.6937
230,8.5108,7.7661,8.5106
240,8.3344,7.5638,8.3343
250,8.1645,7.3716,8.1644
260,8.0009,7.1888,8.0009
270,7.8435,7.0149,7.8435
280,7.6919,6.8493,7.6919
290,7.5459,6.6919,7.5459
300,7.4052,6.5418,7.4052
310,7.2697,6.3985,7.2697
320,7.139,6.2615,7.139
330,7.013,6.1304,7.013
340,6.8914,6.0049,6.8914
350,6.7741,5.8846,6.7741
360,6.6607,5.7693,6.6607
370,6.5512,5.6585,6.5512
380,6.4453,5.5522,6.4453
390,6.343,5.4499,6.343
400,6.2439,5.3515,6.2439
410,6.148,5.2568,6.148
420,6.0551,5.1655,6.0551
430,5.9651,5.0775,5.9651
440,5.8779,4.9926,5.8779
450,5.7933,4.9106,5.7933
460,5.7112,4.8315,5.7112
470,5.6315,4.7549,5.6315
480,5.5542,4.6809,5.5542
490,5.479,4.6093,5.479
500,5.4059,4.54,5.4059
510,5.3349,4.4728,5.3349
520,5.2659,4.4077,5.2659
530,5.1987,4.3447,5.1987
540,5.1332,4.2835,5.1332
550,5.0696,4.2241,5.0696
560,5.0075,4.1664,5.0075
570,4.9471,4.1104,4.9471
580,4.8882,4.0559,4.8882
590,4.8307,4.003,4.8307
600,4.7747,3.9515,4.7747
610,4.72,3.9014,4.72
620,4.6667,3.8526,4.6667
630,4.6146,3.8051,4.6146
640,4.5637,3.7589,4.5637
650,4.5141,3.7138,4.5141
660,4.4655,3.6699,4.4655
670,4.4181,3.627,4.4181
680,4.3717,3.5852,4.3717
690,4.3264,3.5444,4.3264
700,4.282,3.5046,4.282
710,4.2386,3.4658,4.2386
720,4.1962,3.4278,4.1962
730,4.1546,3.3907,4.1546
740,4.1139,3.3545,4.1139
750,4.074,3.319,4.074
760,4.035,3.2844,4.035
770,3.9968,3.2505,3.9968
780,3.9593,3.2174,3.9593
790,3.9225,3.185,3.9225
800,3.8865,3.1532,3.8865
810,3.8512,3.1221,3.8512
820,3.8166,3.0917,3.8166
830,3.7826,3.0619,3.7826
840,3.7492,3.0327,3.7492
850,3.7165,3.0041,3.7165
860,3.6844,2.9761,3.6844
870,3.6529,2.9486,3.6529
880,3.622,2.9216,3.622
890,3.5916,2.8952,3.5916
900,3.5617,2.8693,3.5617
910,3.5324,2.8438,3.5324
920,3.5036,2.8189,3.5036
930,3.4752,2.7944,3.4752
940,3.4474,2.7703,3.4474
950,3.4201,2.7467,3.4201
960,3.3932,2.7236,3.3932
970,3.3667,2.7008,3.3667
980,3.3407,2.6784,3.3407
990,3.3151,2.6564,3.3151
1000,3.2899,2.6348,3.2899
1100,3.059,2.4378,3.059
1200,2.8603,2.2698,2.8603
1300,2.6872,2.1246,2.6872
1400,2.5352,1.998,2.5352
1500,2.4004,1.8864,2.4004
1600,2.2801,1.7873,2.2801
1700,2.172,1.6987,2.172
1800,2.0743,1.619,2.0743
1900,1.9855,1.5468,1.9855
2000,1.9045,1.4812,1.9045
2100,1.8302,1.4212,1.8302
2200,1.7619,1.3662,1.7619
2300,1.6988,1.3155,1.6988
2400,1.6403,1.2687,1.6403
2500,1.586,1.2252,1.586
2600,1.5353,1.1849,1.5353
2700,1.488,1.1472,1.488
