E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
12.4782,0,0,0
13,0.068629,0.006695,0.012421
14,0.22431,0.059297,0.075118
15,0.39593,0.15929,0.18282
16,0.59423,0.30961,0.33894
17,0.78731,0.48047,0.51325
18,0.97223,0.66217,0.6965
19,1.1475,0.84812,0.88246
20,1.3125,1.0337,1.0668
21,1.4671,1.2158,1.2467
22,1.6116,1.3922,1.4202
23,1.7539,1.5699,1.5942
24,1.8936,1.7484,1.7682
25,2.0248,1.9193,1.9343
26,2.148,2.0819,2.0916
27,2.2634,2.2358,2.24
28,2.3715,2.381,2.3795
29,2.4727,2.5175,2.5102
30,2.5673,2.6455,2.6324
31,2.6558,2.7654,2.7464
32,2.7385,2.8774,2.8526
33,2.8159,2.982,2.9512
34,2.8881,3.0794,3.0428
35,2.9557,3.17,3.1277
36,3.0188,3.2543,3.2063
37,3.0777,3.3325,3.2789
38,3.1327,3.405,3.3459
39,3.1841,3.4722,3.4077
40,3.2321,3.5343,3.4645
41,3.2769,3.5917,3.5167
42,3.3186,3.6447,3.5646
43,3.3576,3.6935,3.6084
44,3.3938,3.7384,3.6485
45,3.4276,3.7796,3.685
46,3.4591,3.8173,3.7183
47,3.4883,3.8519,3.7484
48,3.5155,3.8834,3.7756
49,3.5407,3.9121,3.8002
50,3.5641,3.9381,3.8223
52,3.6058,3.9828,3.8595
54,3.6414,4.0188,3.8886
56,3.6714,4.0471,3.9106
58,3.6966,4.0686,3.9265
60,3.7174,4.0841,3.937
62,3.7343,4.0944,3.943
64,3.7477,4.1001,3.945
66,3.758,4.1018,3.9436
68,3.7654,4.0998,3.9393
70,3.7703,4.0948,3.9326
72,3.773,4.087,3.9237
74,3.7736,4.0768,3.913
76,3.7724,4.0644,3.9009
78,3.7695,4.0502,3.8875
80,3.7651,4.0344,3.8731
82,3.7594,4.0171,3.8579
84,3.7525,3.9987,3.8419
86,3.7444,3.9791,3.8254
88,3.7354,3.9587,3.8085
90,3.7256,3.9374,3.7912
92,3.7149,3.9154,3.7736
94,3.7035,3.8929,3.7559
96,3.6915,3.8699,3.738
98,3.6789,3.8465,3.7201
100,3.6659,3.8227,3.7021
110,3.5945,3.701,3.6124
120,3.5169,3.5783,3.5242
130,3.4365,3.4577,3.4382
140,3.3553,3.3413,3.3545
150,3.2748,3.23,3.2731
160,3.1959,3.124,3.194
170,3.1191,3.0236,3.1174
180,3.0448,2.9286,3.0434
190,2.973,2.8388,2.9719
200,2.9038,2.7539,2.903
210,2.8374,2.6736,2.8368
220,2.7735,2.5978,2.7731
230,2.7122,2.526,2.7119
240,2.6534,2.458,2.6532
250,2.5969,2.3935,2.5968
260,2.5427,2.3324,2.5426
270,2.4907,2.2743,2.4906
280,2.4407,2.2191,2.4407
290,2.3927,2.1667,2.3927
300,2.3466,2.1168,2.3465
310,2.3022,2.0693,2.3022
320,2.2595,2.0239,2.2594
330,2.2183,1.9805,2.2183
340,2.1787,1.939,2.1787
350,2.1405,1.8993,2.1405
360,2.1037,1.8613,2.1037
370,2.0681,1.8248,2.0681
380,2.0338,1.7898,2.0338
390,2.0007,1.7561,2.0007
400,1.9687,1.7238,1.9687
410,1.9377,1.6927,1.9377
420,1.9077,1.6628,1.9077
430,1.8787,1.6339,1.8787
440,1.8506,1.6061,1.8506
450,1.8234,1.5793,1.8234
460,1.797,1.5534,1.797
470,1.7714,1.5284,1.7714
480,1.7465,1.5042,1.7465
490,1.7224,1.4808,1.7224
500,1.699,1.4581,1.699
510,1.6762,1.4362,1.6762
520,1.6541,1.415,1.6541
530,1.6326,1.3944,1.6326
540,1.6117,1.3745,1.6117
550,1.5913,1.3551,1.5913
560,1.5715,1.3364,1.5715
570,1.5522,1.3181,1.5522
580,1.5334,1.3004,1.5334
590,1.5151,1.2832,1.5151
600,1.4972,1.2664,1.4972
610,1.4798,1.2502,1.4798
620,1.4628,1.2343,1.4628
630,1.4462,1.2189,1.4462
640,1.4301,1.2039,1.4301
650,1.4142,1.1892,1.4142
660,1.3988,1.175,1.3988
670,1.3837,1.1611,1.3837
680,1.369,1.1475,1.369
690,1.3546,1.1343,1.3546
700,1.3405,1.1214,1.3405
710,1.3267,1.1088,1.3267
720,1.3133,1.0965,1.3133
730,1.3001,1.0845,1.3001
740,1.2872,1.0727,1.2872
750,1.2745,1.0613,1.2745
760,1.2622,1.0501,1.2622
770,1.25,1.0391,1.25
780,1.2382,1.0284,1.2382
790,1.2265,1.0179,1.2265
800,1.2151,1.0076,1.2151
810,1.204,0.99758,1.204
820,1.193,0.98774,1.193
830,1.1822,0.97811,1.1822
840,1.1717,0.96868,1.1717
850,1.1614,0.95944,1.1614
860,1.1512,0.95038,1.1512
870,1.1412,0.94151,1.1412
880,1.1315,0.93281,1.1315
890,1.1219,0.92427,1.1219
900,1.1124,0.91591,1.1124
910,1.1032,0.9077,1.1032
920,1.0941,0.89965,1.0941
930,1.0851,0.89175,1.0851
940,1.0764,0.88399,1.0764
950,1.0677,0.87638,1.0677
960,1.0592,0.8689,1.0592
970,1.0509,0.86156,1.0509
980,1.0427,0.85435,1.0427
990,1.0346,0.84727,1.0346
1000,1.0267,0.84031,1.0267
1100,0.95396,0.77687,0.95396
1200,0.89144,0.72282,0.89144
1300,0.83709,0.6762,0.83709
1400,0.78937,0.63555,0.78937
1500,0.74712,0.59976,0.74712
1600,0.70943,0.56801,0.70943
1700,0.67558,0.53964,0.67558
1800,0.64501,0.51412,0.64501
1900,0.61726,0.49104,0.61726
2000,0.59193,0.47005,0.59193
2100,0.56873,0.45089,0.56873
2200,0.54739,0.43331,0.54739
2300,0.52769,0.41713,0.52769
2400,0.50944,0.40218,0.50944
2500,0.49249,0.38832,0.49249
2600,0.47669,0.37545,0.47669
2700,0.46194,0.36344,0.46194
2800,0.44813,0.35223,0.44813
2900,0.43518,0.34172,0.43518
3000,0.42299,0.33186,0.42299
3100,0.41151,0.32258,0.41151
3200,0.40068,0.31384,0.40068
3300,0.39043,0.30558,0.39043
3400,0.38073,0.29777,0.38073
3500,0.37152,0.29038,0.37152
3600,0.36278,0.28336,0.36278
3700,0.35446,0.27669,0.35446
3800,0.34654,0.27035,0.34654
3900,0.33899,0.26431,0.33899
4000,0.33178,0.25855,0.33178
4100,0.32488,0.25305,0.32488
4200,0.31829,0.24779,0.31829
4300,0.31197,0.24275,0.31197
4400,0.30592,0.23793,0.30592
4500,0.3001,0.23331,0.3001
4600,0.29452,0.22887,0.29452
4700,0.28916,0.22461,0.28916
4800,0.28399,0.22051,0.28399
4900,0.27902,0.21657,0.27902
5000,0.27423,0.21278,0.27423
