E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
11.6603,0,0,0
12,0.016726,0.002702,0.0029269
13,0.068926,0.023309,0.024072
14,0.12281,0.05716,0.058306
15,0.20481,0.10264,0.1045
16,0.29438,0.16014,0.16269
17,0.40959,0.22969,0.23325
18,0.57677,0.31504,0.32044
19,0.78442,0.42255,0.43034
20,1.0091,0.55152,0.56179
21,1.2548,0.69962,0.71262
22,1.5082,0.86514,0.88084
23,1.777,1.0472,1.0658
24,2.0393,1.2412,1.2624
25,2.3026,1.4465,1.4702
26,2.5661,1.6627,1.6887
27,2.8208,1.8821,1.9103
28,3.0663,2.1018,2.1321
29,3.3023,2.3199,2.352
30,3.5287,2.5346,2.5685
31,3.7458,2.7448,2.7804
32,3.9536,2.9496,2.9867
33,4.1524,3.1483,3.187
34,4.3425,3.3404,3.3807
35,4.5242,3.5257,3.5675
36,4.6978,3.7039,3.7473
37,4.8637,3.8751,3.92
38,5.0222,4.0391,4.0856
39,5.1763,4.1983,4.2465
40,5.324,4.3512,4.4012
41,5.4652,4.4976,4.5494
42,5.601,4.6381,4.6917
43,5.7342,4.7756,4.8312
44,5.8634,4.909,4.9666
45,5.9897,5.0399,5.0996
46,6.1111,5.1654,5.2274
47,6.2276,5.2856,5.3498
48,6.3394,5.4004,5.467
49,6.4468,5.51,5.5791
50,6.5499,5.6146,5.6864
52,6.7437,5.8091,5.8868
54,6.9221,5.9855,6.0696
56,7.0863,6.1448,6.2362
58,7.2375,6.2885,6.388
60,7.3765,6.4176,6.5262
62,7.5042,6.5334,6.652
64,7.6216,6.637,6.7666
66,7.7295,6.7292,6.871
68,7.8284,6.8111,6.9662
70,7.9191,6.8835,7.0532
72,8.0022,6.9471,7.1328
74,8.0782,7.0028,7.2058
76,8.1477,7.0511,7.2729
78,8.211,7.0927,7.3347
80,8.2686,7.1281,7.3919
82,8.321,7.1578,7.4451
84,8.3684,7.1823,7.4946
86,8.4113,7.2021,7.5409
88,8.4498,7.2175,7.5845
90,8.4844,7.2288,7.6257
92,8.5153,7.2365,7.6648
94,8.5426,7.2408,7.702
96,8.5668,7.242,7.7376
98,8.5878,7.2403,7.7718
100,8.6061,7.2361,7.8047
110,8.6606,7.1827,7.9533
120,8.6667,7.0903,8.0769
130,8.6376,6.9731,8.1712
140,8.5829,6.8409,8.2306
150,8.5097,6.7001,8.2532
160,8.423,6.5552,8.2416
170,8.3267,6.4092,8.2012
180,8.2238,6.2642,8.1383
190,8.1164,6.1214,8.0588
200,8.0061,5.9819,7.9677
210,7.8944,5.8462,7.8689
220,7.7821,5.7146,7.7653
230,7.6701,5.5874,7.659
240,7.5588,5.4646,7.5515
250,7.4486,5.3462,7.4439
260,7.34,5.2321,7.3369
270,7.2332,5.1222,7.2312
280,7.1283,5.0164,7.127
290,7.0255,4.9147,7.0246
300,6.9247,4.8169,6.9242
310,6.8262,4.7227,6.8259
320,6.7299,4.6321,6.7297
330,6.6358,4.5447,6.6357
340,6.5439,4.4605,6.5438
350,6.4543,4.3794,6.4542
360,6.3667,4.3011,6.3667
370,6.2813,4.2256,6.2813
380,6.198,4.1526,6.198
390,6.1167,4.0822,6.1167
400,6.0374,4.0142,6.0374
410,5.96,3.9484,5.96
420,5.8845,3.8848,5.8845
430,5.8108,3.8232,5.8108
440,5.7389,3.7636,5.7389
450,5.6687,3.7059,5.6687
460,5.6003,3.6499,5.6003
470,5.5334,3.5957,5.5334
480,5.4681,3.5432,5.4681
490,5.4043,3.4921,5.4043
500,5.342,3.4426,5.342
510,5.2812,3.3946,5.2812
520,5.2217,3.3479,5.2217
530,5.1636,3.3025,5.1636
540,5.1068,3.2584,5.1068
550,5.0512,3.2155,5.0512
560,4.9969,3.1738,4.9969
570,4.9438,3.1332,4.9438
580,4.8918,3.0937,4.8918
590,4.8409,3.0552,4.8409
600,4.7912,3.0177,4.7912
610,4.7424,2.9811,4.7424
620,4.6947,2.9455,4.6947
630,4.648,2.9108,4.648
