E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
10.4286,0,0,0
11,0.021772,0.007129,0.0077504
12,0.090036,0.053873,0.05548
13,0.19863,0.15306,0.15518
14,0.32514,0.27458,0.27704
15,0.53612,0.46916,0.47257
16,0.79326,0.70082,0.70575
17,1.0908,0.96817,0.97501
18,1.4099,1.2666,1.275
19,1.7189,1.5738,1.5827
20,2.015,1.8816,1.8901
21,2.2992,2.1876,2.195
22,2.5843,2.5075,2.5129
23,2.8547,2.8183,2.821
24,3.1104,3.1169,3.1164
25,3.3521,3.4026,3.3985
26,3.5909,3.691,3.6826
27,3.8166,3.9658,3.9528
28,4.0295,4.226,4.2081
29,4.2302,4.4714,4.4484
30,4.4192,4.7022,4.6741
31,4.5971,4.9189,4.8856
32,4.7645,5.122,5.0833
33,4.922,5.3119,5.2679
34,5.0711,5.4909,5.4414
35,5.2146,5.6634,5.6083
36,5.3499,5.8251,5.7642
37,5.4774,5.9762,5.9096
38,5.5975,6.1173,6.0449
39,5.7106,6.2487,6.1707
40,5.8172,6.3712,6.2874
41,5.9175,6.485,6.3957
42,6.012,6.5907,6.4959
43,6.1009,6.6888,6.5886
44,6.1846,6.7797,6.6742
45,6.2633,6.8639,6.7531
46,6.3373,6.9416,6.8257
47,6.4069,7.0133,6.8925
48,6.4723,7.0794,6.9537
49,6.5337,7.1402,7.0097
50,6.5913,7.1959,7.0609
52,6.6962,7.2936,7.15
54,6.7883,7.3745,7.2231
56,6.8688,7.4407,7.2822
58,6.9391,7.4938,7.3292
60,7,7.5353,7.3656
62,7.0526,7.5666,7.3927
64,7.0975,7.5887,7.4119
66,7.1356,7.6028,7.4242
68,7.1675,7.6098,7.4306
70,7.1937,7.6105,7.4319
72,7.2149,7.6056,7.4289
74,7.2314,7.5957,7.4223
76,7.2437,7.5814,7.4125
78,7.2521,7.5633,7.4003
80,7.2571,7.5417,7.3858
82,7.2589,7.5171,7.3696
84,7.2578,7.4898,7.3519
86,7.2541,7.4602,7.3329
88,7.248,7.4286,7.313
90,7.2398,7.3951,7.2923
92,7.2295,7.36,7.2709
94,7.2174,7.3236,7.2489
96,7.2037,7.286,7.2265
98,7.1885,7.2474,7.2037
100,7.1719,7.2079,7.1806
110,7.0725,7.0017,7.0609
120,6.9537,6.7888,6.9358
130,6.8235,6.5766,6.8063
140,6.6873,6.3692,6.6731
150,6.5486,6.169,6.5379
160,6.4097,5.9771,6.4022
170,6.2724,5.7941,6.2672
180,6.1377,5.6201,6.1341
190,6.0061,5.4549,6.0038
200,5.8783,5.2982,5.8768
210,5.7544,5.1495,5.7534
220,5.6345,5.0086,5.6339
230,5.5187,4.8748,5.5183
240,5.407,4.7478,5.4067
250,5.2992,4.6272,5.299
260,5.1952,4.5124,5.1951
270,5.095,4.4033,5.0949
280,4.9984,4.2994,4.9984
290,4.9052,4.2006,4.9052
300,4.8154,4.1064,4.8154
310,4.7287,4.0165,4.7287
320,4.6451,3.9306,4.6451
330,4.5644,3.8483,4.5644
340,4.4865,3.7696,4.4864
350,4.4112,3.6941,4.4112
360,4.3384,3.6218,4.3384
370,4.268,3.5523,4.268
380,4.2,3.4856,4.2
390,4.1341,3.4214,4.1341
400,4.0704,3.3597,4.0704
410,4.0086,3.3003,4.0086
420,3.9488,3.243,3.9488
430,3.8907,3.1878,3.8907
440,3.8345,3.1346,3.8345
450,3.7799,3.0832,3.7799
460,3.7269,3.0335,3.7269
470,3.6755,2.9855,3.6755
480,3.6255,2.9391,3.6255
490,3.5769,2.8942,3.5769
500,3.5297,2.8507,3.5297
510,3.4838,2.8085,3.4838
520,3.4391,2.7677,3.4391
530,3.3956,2.7282,3.3956
540,3.3533,2.6898,3.3533
550,3.3121,2.6525,3.3121
560,3.2719,2.6164,3.2719
570,3.2327,2.5812,3.2327
580,3.1946,2.5471,3.1946
590,3.1573,2.5139,3.1573
600,3.121,2.4816,3.121
610,3.0856,2.4502,3.0856
620,3.051,2.4196,3.051
630,3.0172,2.3898,3.0172
640,2.9842,2.3608,2.9842
650,2.952,2.3326,2.952
660,2.9205,2.305,2.9205
670,2.8897,2.2781,2.8897
680,2.8595,2.2519,2.8595
690,2.8301,2.2263,2.8301
700,2.8013,2.2014,2.8013
710,2.7731,2.177,2.7731
720,2.7455,2.1532,2.7455
730,2.7185,2.1299,2.7185
740,2.692,2.1072,2.692
750,2.6661,2.085,2.6661
760,2.6407,2.0633,2.6407
770,2.6159,2.042,2.6159
780,2.5915,2.0212,2.5915
790,2.5676,2.0009,2.5676
800,2.5442,1.981,2.5442
810,2.5212,1.9615,2.5212
820,2.4986,1.9424,2.4986
830,2.4765,1.9237,2.4765
840,2.4548,1.9054,2.4548
850,2.4335,1.8875,2.4335
860,2.4126,1.8699,2.4126
870,2.3921,1.8527,2.3921
880,2.372,1.8358,2.372
890,2.3522,1.8192,2.3522
900,2.3327,1.8029,2.3327
910,2.3136,1.787,2.3136
920,2.2949,1.7713,2.2949
930,2.2764,1.756,2.2764
940,2.2583,1.7409,2.2583
950,2.2404,1.7261,2.2404
960,2.2229,1.7115,2.2229
970,2.2057,1.6972,2.2057
980,2.1887,1.6832,2.1887
990,2.172,1.6694,2.172
1000,2.1556,1.6559,2.1556
1100,2.005,1.5323,2.005
1200,1.8753,1.4268,1.8753
1300,1.7623,1.3358,1.7623
1400,1.663,1.2563,1.663
1500,1.5749,1.1863,1.5749
1600,1.4962,1.1241,1.4962
1700,1.4255,1.0685,1.4255
1800,1.3616,1.0184,1.3616
1900,1.3035,0.97312,1.3035
2000,1.2504,0.93191,1.2504
2100,1.2018,0.89425,1.2018
2200,1.157,0.8597,1.157
2300,1.1157,0.82787,1.1157
2400,1.0774,0.79845,1.0774
2500,1.0418,0.77118,1.0418
2600,1.0086,0.74582,1.0086
2700,0.97755,0.72217,0.97755
2800,0.94851,0.70006,0.94851
2900,0.92124,0.67935,0.92124
3000,0.8956,0.6599,0.8956
3100,0.87143,0.6416,0.87143
3200,0.84861,0.62434,0.84861
3300,0.82702,0.60805,0.82702
3400,0.80658,0.59264,0.80658
3500,0.78718,0.57803,0.78718
3600,0.76874,0.56417,0.76874
