E_BEB(eV),Q_BEB(A^2),Q_DM(A^2),Q_combined(A^2)
8.7376,0,0,0
9,0.022668,0.00159,0.0022866
10,0.1142,0.03141,0.034301
11,0.2449,0.093241,0.098838
12,0.46906,0.20855,0.21871
13,0.76458,0.3781,0.39402
14,1.0519,0.58798,0.60817
15,1.3244,0.81913,0.84235
16,1.5924,1.0667,1.0923
17,1.9057,1.3617,1.3896
18,2.2103,1.6709,1.7001
19,2.5218,2.0051,2.0346
20,2.8203,2.3423,2.3711
21,3.1009,2.6718,2.6991
22,3.3637,2.9897,3.0147
23,3.609,3.2936,3.3159
24,3.8455,3.5911,3.6101
25,4.0761,3.8866,3.9015
26,4.2993,4.1786,4.1886
27,4.5088,4.4557,4.4604
28,4.7052,4.7174,4.7163
29,4.889,4.9637,4.9565
30,5.0609,5.1949,5.1812
31,5.2217,5.4114,5.391
32,5.3718,5.6138,5.5865
33,5.512,5.8027,5.7682
34,5.6429,5.9788,5.9368
35,5.765,6.1426,6.093
36,5.8789,6.295,6.2375
37,5.9852,6.4364,6.3709
38,6.0841,6.5675,6.4939
39,6.1764,6.689,6.607
40,6.2622,6.8013,6.7109
41,6.3422,6.9051,6.8061
42,6.4165,7.0009,6.8932
43,6.4856,7.0891,6.9726
44,6.5498,7.1702,7.0448
45,6.6094,7.2446,7.1103
46,6.6646,7.3128,7.1695
47,6.7158,7.3752,7.2228
48,6.7631,7.4321,7.2705
49,6.8068,7.4838,7.3131
50,6.8472,7.5307,7.3509
52,6.9184,7.6112,7.4132
54,6.9784,7.6758,7.4597
56,7.0282,7.7263,7.4926
58,7.0691,7.7645,7.5137
60,7.102,7.7918,7.5245
62,7.1278,7.8095,7.5266
64,7.1472,7.8189,7.5213
66,7.161,7.8208,7.5097
68,7.1696,7.8162,7.4929
70,7.1737,7.8058,7.4717
72,7.1737,7.7904,7.4469
74,7.17,7.7706,7.4192
76,7.1631,7.7468,7.3893
78,7.1532,7.7197,7.3575
80,7.1407,7.6895,7.3244
82,7.1258,7.6568,7.2903
84,7.1088,7.6217,7.2554
86,7.0899,7.5847,7.2201
88,7.0693,7.546,7.1844
90,7.0472,7.5059,7.1486
92,7.0237,7.4644,7.1128
94,6.999,7.4219,7.077
96,6.9733,7.3785,7.0412
98,6.9466,7.3343,7.0056
100,6.919,7.2896,6.9702
110,6.7717,7.0601,6.7956
120,6.6148,6.8287,6.6252
130,6.4544,6.6014,6.4585
140,6.2941,6.3817,6.2955
150,6.1364,6.1714,6.1367
160,5.9826,5.9711,5.9825
170,5.8336,5.7812,5.8335
180,5.6899,5.6014,5.6897
190,5.5516,5.4313,5.5515
200,5.4189,5.2705,5.4188
210,5.2915,5.1184,5.2915
220,5.1695,4.9745,5.1695
230,5.0526,4.8382,5.0526
240,4.9406,4.7091,4.9406
250,4.8333,4.5867,4.8333
260,4.7304,4.4705,4.7304
270,4.6317,4.3601,4.6317
280,4.5371,4.2551,4.5371
290,4.4463,4.1556,4.4463
300,4.3591,4.0608,4.3591
310,4.2753,3.9703,4.2753
320,4.1948,3.884,4.1948
330,4.1173,3.8014,4.1173
340,4.0427,3.7225,4.0427
350,3.9708,3.6469,3.9708
360,3.9016,3.5744,3.9016
370,3.8348,3.5049,3.8348
380,3.7704,3.4382,3.7704
390,3.7082,3.3741,3.7082
400,3.6481,3.3125,3.6481
410,3.59,3.2532,3.59
420,3.5338,3.1961,3.5338
430,3.4795,3.141,3.4795
440,3.4269,3.0879,3.4269
450,3.3759,3.0367,3.3759
460,3.3266,2.9873,3.3266
470,3.2787,2.9395,3.2787
480,3.2323,2.8933,3.2323
490,3.1872,2.8487,3.1872
500,3.1435,2.8054,3.1435
510,3.101,2.7636,3.101
520,3.0597,2.723,3.0597
530,3.0196,2.6837,3.0196
540,2.9805,2.6456,2.9805
550,2.9426,2.6086,2.9426
560,2.9056,2.5727,2.9056
570,2.8697,2.5378,2.8697
580,2.8346,2.5039,2.8346
590,2.8005,2.471,2.8005
600,2.7672,2.439,2.7672
610,2.7348,2.4078,2.7348
620,2.7031,2.3775,2.7031
630,2.6723,2.3479,2.6723
640,2.6421,2.3192,2.6421
650,2.6127,2.2912,2.6127
660,2.584,2.2639,2.584
670,2.556,2.2373,2.556
680,2.5286,2.2113,2.5286
690,2.5018,2.186,2.5018
700,2.4756,2.1613,2.4756
710,2.45,2.1371,2.45
720,2.425,2.1136,2.425
730,2.4005,2.0905,2.4005
740,2.3765,2.0681,2.3765
750,2.353,2.0461,2.353
760,2.33,2.0246,2.33
770,2.3075,2.0036,2.3075
780,2.2855,1.983,2.2855
790,2.2639,1.9629,2.2639
800,2.2427,1.9432,2.2427
810,2.222,1.924,2.222
820,2.2016,1.9051,2.2016
830,2.1817,1.8866,2.1817
840,2.1621,1.8686,2.1621
850,2.1429,1.8508,2.1429
860,2.1241,1.8335,2.1241
870,2.1056,1.8164,2.1056
880,2.0875,1.7997,2.0875
890,2.0697,1.7834,2.0697
900,2.0522,1.7673,2.0522
910,2.0351,1.7516,2.0351
920,2.0182,1.7361,2.0182
930,2.0016,1.7209,2.0016
940,1.9853,1.7061,1.9853
950,1.9693,1.6914,1.9693
960,1.9536,1.6771,1.9536
970,1.9382,1.663,1.9382
980,1.923,1.6492,1.923
990,1.908,1.6356,1.908
1000,1.8933,1.6222,1.8933
1100,1.7587,1.5003,1.7587
1200,1.643,1.3965,1.643
1300,1.5424,1.3068,1.5424
1400,1.4542,1.2286,1.4542
1500,1.3761,1.1597,1.3761
1600,1.3065,1.0986,1.3065
1700,1.244,1.0439,1.244
1800,1.1876,0.99478,1.1876
1900,1.1364,0.9503,1.1364
2000,1.0896,0.90985,1.0896
2100,1.0468,0.8729,1.0468
2200,1.0075,0.839,1.0075
2300,0.97115,0.80779,0.97115
2400,0.9375,0.77895,0.9375
2500,0.90625,0.75221,0.90625
2600,0.87714,0.72736,0.87714
2700,0.84995,0.70419,0.84995
2800,0.8245,0.68253,0.8245
2900,0.80062,0.66224,0.80062
3000,0.77817,0.6432,0.77817
3100,0.75702,0.62528,0.75702
3200,0.73706,0.60839,0.73706
3300,0.71819,0.59244,0.71819
3400,0.70031,0.57736,0.70031
3500,0.68336,0.56306,0.68336
3600,0.66726,0.5495,0.66726
3700,0.65194,0.53662,0.65194
3800,0.63736,0.52436,0.63736
3900,0.62345,0.51268,0.62345
